# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    u       g       r       i       z   C/O M_hec   period  pmode   logMdot int_IMF
    10.00   0.1500000060    0.1500  -2.3182 3.5828  5.2095  10.565  15.044  12.404  11.007  10.464  10.151  0.4787  0.0000  0.0 1   -17.817 1.9609395266
    10.00   0.2000000030    0.2000  -2.0193 3.6051  5.1248  9.818   13.589  11.349  10.136  9.674   9.408   0.4787  0.0000  0.0 1   -17.692 2.2217822075
    10.00   0.2500000000    0.2500  -1.8209 3.6167  5.0697  9.322   12.895  10.736  9.599   9.169   8.923   0.4787  0.0000  0.0 1   -17.573 2.4080901146
    10.00   0.3000000119    0.3000  -1.6724 3.6255  5.0353  8.951   12.375  10.276  9.196   8.790   8.560   0.4787  0.0000  0.0 1   -16.636 2.5475041866
    10.00   0.3499999940    0.3500  -1.5473 3.6330  5.0073  8.638   11.935  9.890   8.857   8.472   8.255   0.4787  0.0000  0.0 1   -15.843 2.6555202007
    10.00   0.4000000060    0.4000  -1.4169 3.6403  4.9640  8.312   11.483  9.491   8.506   8.142   7.938   0.4787  0.0000  0.0 1   -15.157 2.7413372993
    10.00   0.4499999881    0.4500  -1.2793 3.6495  4.9147  7.968   10.976  9.055   8.131   7.793   7.606   0.4787  0.0000  0.0 1   -14.551 2.8109800816
    10.00   0.5000000000    0.5000  -1.1292 3.6617  4.8591  7.593   10.378  8.570   7.719   7.412   7.246   0.4787  0.0000  0.0 1   -14.009 2.8684780598
    10.00   0.5500000119    0.5500  -0.9558 3.6805  4.8020  7.159   9.608   7.979   7.234   6.970   6.833   0.4787  0.0000  0.0 1   -13.519 2.9166350365
    10.00   0.6000000238    0.5998  -0.7685 3.7051  4.7509  6.691   8.727   7.347   6.717   6.501   6.398   0.4787  0.0000  0.0 1   -13.073 2.9573988914
    10.00   0.6201918125    0.6200  -0.6902 3.7159  4.7302  6.495   8.370   7.094   6.509   6.311   6.223   0.4787  0.0000  0.0 1   -12.904 2.9721500874
    10.00   0.6486173868    0.6483  -0.5804 3.7309  4.6999  6.221   7.889   6.747   6.224   6.051   5.981   0.4787  0.0000  0.0 1   -12.674 2.9914705753
    10.00   0.6741622686    0.6738  -0.4818 3.7442  4.6711  5.975   7.484   6.446   5.976   5.824   5.769   0.4787  0.0000  0.0 1   -12.475 3.0074896812
    10.00   0.6975662708    0.6971  -0.3909 3.7561  4.6426  5.747   7.135   6.176   5.751   5.617   5.576   0.4787  0.0000  0.0 1   -12.300 3.0211668015
    10.00   0.7192761302    0.7188  -0.3054 3.7668  4.6130  5.533   6.831   5.928   5.543   5.426   5.396   0.4787  0.0000  0.0 1   -12.148 3.0330815315
    10.00   0.7243528962    0.7238  -0.2851 3.7691  4.6052  5.483   6.761   5.870   5.494   5.380   5.353   0.4787  0.0000  0.0 1   -12.112 3.0357677937
    10.00   0.7349460721    0.7344  -0.2408 3.7740  4.5869  5.372   6.609   5.743   5.386   5.279   5.258   0.4787  0.0000  0.0 1   -12.036 3.0412571430
    10.00   0.7518423796    0.7512  -0.1681 3.7821  4.5562  5.190   6.385   5.540   5.210   5.116   5.103   0.4787  0.0000  0.0 1   -11.916 3.0497021675
    10.00   0.7681301236    0.7673  -0.0956 3.7897  4.5232  5.009   6.169   5.339   5.034   4.951   4.947   0.4787  0.0000  0.0 1   -11.806 3.0575017929
    10.00   0.7848855257    0.7840  -0.0170 3.7972  4.4840  4.813   5.939   5.122   4.843   4.771   4.776   0.4787  0.0000  0.0 1   -11.701 3.0651977062
    10.00   0.8040464520    0.8029  0.0797  3.8055  4.4310  4.571   5.675   4.857   4.606   4.547   4.561   0.4787  0.0000  0.0 1   -11.602 3.0736141205
    10.00   0.8155000210    0.8143  0.1408  3.8102  4.3946  4.418   5.515   4.692   4.455   4.404   4.423   0.4787  0.0000  0.0 1   -11.557 3.0784533024
    10.00   0.8243529797    0.8230  0.1906  3.8134  4.3625  4.294   5.386   4.558   4.332   4.286   4.309   0.4787  0.0000  0.0 1   -11.532 3.0820994377
    10.00   0.8336274624    0.8321  0.2477  3.8175  4.3263  4.151   5.237   4.403   4.190   4.152   4.179   0.4787  0.0000  0.0 1   -11.514 3.0858340263
    10.00   0.8438223004    0.8421  0.3150  3.8216  4.2807  3.983   5.065   4.222   4.023   3.992   4.024   0.4787  0.0000  0.0 1   -11.508 3.0898420811
    10.00   0.8475517631    0.8458  0.3412  3.8227  4.2610  3.917   4.999   4.152   3.957   3.928   3.962   0.4787  0.0000  0.0 1   -11.509 3.0912835598
    10.00   0.8476681709    0.8459  0.3420  3.8228  4.2603  3.915   4.996   4.150   3.955   3.926   3.960   0.4787  0.0000  0.0 1   -11.509 3.0913283825
    10.00   0.8520469069    0.8502  0.3758  3.8237  4.2324  3.831   4.913   4.062   3.871   3.843   3.878   0.4787  0.0000  0.0 1   -11.512 3.0930039883
    10.00   0.8550359011    0.8531  0.4003  3.8240  4.2107  3.769   4.853   3.998   3.809   3.782   3.818   0.4787  0.0000  0.0 1   -11.516 3.0941376686
    10.00   0.8652080297    0.8629  0.4912  3.8234  4.1223  3.542   4.636   3.767   3.579   3.552   3.587   0.4787  0.0000  0.1 1   -11.539 3.0979354382
    10.00   0.8722995520    0.8698  0.5698  3.8156  4.0160  3.346   4.465   3.586   3.377   3.339   3.365   0.4787  0.0000  0.1 1   -11.564 3.1005296707
    10.00   0.8766842484    0.8739  0.6296  3.8037  3.9105  3.196   4.348   3.463   3.220   3.164   3.177   0.4787  0.0000  0.1 1   -11.582 3.1021120548
    10.00   0.8795972466    0.8767  0.6747  3.7866  3.7987  3.083   4.303   3.396   3.100   3.017   3.011   0.4787  0.0000  0.1 1   -11.595 3.1031541824
    10.00   0.8816964626    0.8786  0.7080  3.7673  3.6891  3.000   4.321   3.373   3.012   2.899   2.870   0.4787  0.0000  0.1 1   -11.605 3.1039011478
    10.00   0.8833600879    0.8801  0.7503  3.7516  3.5845  2.894   4.324   3.321   2.905   2.768   2.720   0.4787  0.0000  0.1 1   -11.614 3.1044902802
    10.00   0.8848308325    0.8814  0.8190  3.7408  3.4733  2.723   4.258   3.194   2.737   2.582   2.522   0.4787  0.0000  0.2 1   -11.621 3.1050093174
    10.00   0.8858792782    0.8823  0.8910  3.7350  3.3784  2.542   4.139   3.038   2.559   2.395   2.327   0.4787  0.0000  0.2 1   -11.626 3.1053781509
    10.00   0.8865708709    0.8828  0.9501  3.7322  3.3086  2.395   4.021   2.901   2.412   2.243   2.173   0.4787  0.0000  0.2 1   -11.630 3.1056210995
    10.00   0.8871706724    0.8833  1.0094  3.7301  3.2413  2.247   3.895   2.761   2.264   2.093   2.019   0.4787  0.0000  0.2 1   -11.632 3.1058313847
    10.00   0.8876625299    0.8836  1.0628  3.7283  3.1807  2.113   3.781   2.635   2.131   1.957   1.881   0.4787  0.0000  0.3 1   -11.634 3.1060037613
    10.00   0.8881288171    0.8839  1.1195  3.7267  3.1176  1.971   3.657   2.500   1.991   1.813   1.736   0.4787  0.0000  0.3 1   -11.636 3.1061668396
    10.00   0.8885637522    0.8841  1.1774  3.7251  3.0534  1.827   3.529   2.362   1.847   1.667   1.587   0.4787  0.0000  0.3 1   -11.638 3.1063187122
    10.00   0.8889412880    0.8843  1.2326  3.7234  2.9917  1.689   3.415   2.232   1.710   1.528   1.446   0.4787  0.0000  0.4 1   -11.639 3.1064505577
    10.00   0.8892959952    0.8844  1.2890  3.7217  2.9284  1.547   3.300   2.099   1.571   1.385   1.302   0.4787  0.0000  0.4 1   -11.640 3.1065742970
    10.00   0.8896204829    0.8845  1.3466  3.7200  2.8639  1.403   3.184   1.964   1.428   1.240   1.154   0.4787  0.0000  0.5 1   -11.640 3.1066873074
    10.00   0.8898807168    0.8845  1.3984  3.7183  2.8054  1.274   3.081   1.843   1.301   1.109   1.021   0.4787  0.0000  0.5 1   -11.640 3.1067779064
    10.00   0.8901275992    0.8844  1.4511  3.7164  2.7453  1.142   2.977   1.721   1.171   0.976   0.885   0.4787  0.0000  0.6 1   -11.640 3.1068639755
    10.00   0.8903574347    0.8843  1.5058  3.7146  2.6833  1.005   2.868   1.594   1.036   0.838   0.745   0.4787  0.0000  0.6 1   -11.640 3.1069438457
    10.00   0.8905688524    0.8841  1.5612  3.7126  2.6198  0.867   2.760   1.466   0.899   0.698   0.602   0.4787  0.0000  0.7 1   -11.639 3.1070175171
    10.00   0.8907560110    0.8839  1.6149  3.7107  2.5582  0.733   2.654   1.343   0.767   0.563   0.464   0.4787  0.0000  0.8 1   -11.638 3.1070826054
    10.00   0.8909112811    0.8836  1.6644  3.7089  2.5013  0.609   2.558   1.229   0.646   0.438   0.336   0.4787  0.0000  0.9 1   -11.637 3.1071364880
    10.00   0.8910608888    0.8833  1.7158  3.7070  2.4422  0.481   2.460   1.112   0.519   0.308   0.204   0.4787  0.0000  0.9 1   -11.635 3.1071884632
    10.00   0.8911963701    0.8829  1.7663  3.7050  2.3838  0.354   2.366   0.997   0.395   0.180   0.073   0.4787  0.0000  1.0 1   -11.633 3.1072354317
    10.00   0.8913117051    0.8825  1.8130  3.7031  2.3292  0.237   2.280   0.891   0.280   0.061   -0.048  0.4787  0.0000  1.1 1   -11.631 3.1072754860
    10.00   0.8914242983    0.8819  1.8595  3.7012  2.2749  0.121   2.194   0.787   0.166   -0.056  -0.168  0.4787  0.0000  1.3 1   -11.629 3.1073145866
    10.00   0.8915230036    0.8814  1.8982  3.6997  2.2299  0.025   2.123   0.699   0.071   -0.154  -0.268  0.4787  0.0000  1.4 1   -11.626 3.1073489189
    10.00   0.8916185498    0.8808  1.9254  3.6987  2.1984  -0.043  2.076   0.639   0.005   -0.222  -0.337  0.4787  0.0000  1.4 1   -11.623 3.1073820591
