# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    u       g       r       i       z   C/O M_hec   period  pmode   logMdot int_IMF
    10.00   0.1500000060    0.1500  -2.3369 3.5768  5.2044  10.612  15.281  12.540  11.095  10.524  10.194  0.4787  0.0000  0.0 1   -17.817 1.9609395266
    10.00   0.2000000030    0.2000  -2.0387 3.5994  5.1214  9.867   13.764  11.465  10.208  9.727   9.450   0.4787  0.0000  0.0 1   -17.692 2.2217822075
    10.00   0.2500000000    0.2500  -1.8434 3.6109  5.0688  9.378   13.080  10.861  9.677   9.230   8.973   0.4787  0.0000  0.0 1   -17.573 2.4080901146
    10.00   0.3000000119    0.3000  -1.6924 3.6198  5.0326  9.001   12.558  10.396  9.268   8.846   8.606   0.4787  0.0000  0.0 1   -16.636 2.5475041866
    10.00   0.3499999940    0.3500  -1.5669 3.6273  5.0041  8.687   12.121  10.008  8.927   8.526   8.300   0.4787  0.0000  0.0 1   -15.843 2.6555202007
    10.00   0.4000000060    0.4000  -1.4266 3.6345  4.9506  8.336   11.648  9.585   8.553   8.173   7.960   0.4787  0.0000  0.0 1   -15.157 2.7413372993
    10.00   0.4499999881    0.4500  -1.2971 3.6436  4.9086  8.013   11.168  9.170   8.198   7.845   7.648   0.4787  0.0000  0.0 1   -14.551 2.8109800816
    10.00   0.5000000000    0.5000  -1.1472 3.6556  4.8526  7.638   10.579  8.679   7.784   7.464   7.289   0.4787  0.0000  0.0 1   -14.009 2.8684780598
    10.00   0.5500000119    0.5500  -0.9762 3.6734  4.7940  7.210   9.828   8.089   7.301   7.026   6.880   0.4787  0.0000  0.0 1   -13.519 2.9166350365
    10.00   0.5737299919    0.5737  -0.8855 3.6851  4.7685  6.984   9.397   7.775   7.046   6.794   6.666   0.4787  0.0000  0.0 1   -13.302 2.9367914200
    10.00   0.6000000238    0.5998  -0.7918 3.6971  4.7420  6.749   8.954   7.454   6.784   6.556   6.444   0.4787  0.0000  0.0 1   -13.073 2.9573988914
    10.00   0.6249800920    0.6247  -0.6946 3.7109  4.7178  6.506   8.497   7.131   6.521   6.317   6.224   0.4787  0.0000  0.0 1   -12.864 2.9755201340
    10.00   0.6524546742    0.6522  -0.5882 3.7259  4.6903  6.241   8.008   6.786   6.237   6.059   5.985   0.4787  0.0000  0.0 1   -12.643 2.9939544201
    10.00   0.6770438552    0.6767  -0.4927 3.7393  4.6642  6.002   7.605   6.491   5.995   5.838   5.779   0.4787  0.0000  0.0 1   -12.453 3.0092229843
    10.00   0.6995099187    0.6991  -0.4046 3.7513  4.6384  5.781   7.242   6.221   5.773   5.634   5.590   0.4787  0.0000  0.0 1   -12.286 3.0222625732
    10.00   0.6999999881    0.6996  -0.4026 3.7516  4.6379  5.777   7.234   6.215   5.768   5.630   5.586   0.4787  0.0000  0.0 1   -12.282 3.0225379467
    10.00   0.7102361321    0.7098  -0.3614 3.7568  4.6237  5.673   7.085   6.095   5.668   5.537   5.499   0.4787  0.0000  0.0 1   -12.212 3.0282061100
    10.00   0.7294685245    0.7289  -0.2826 3.7657  4.5922  5.476   6.809   5.868   5.475   5.358   5.329   0.4787  0.0000  0.0 1   -12.075 3.0384380817
    10.00   0.7473166585    0.7467  -0.2075 3.7742  4.5615  5.289   6.547   5.653   5.291   5.187   5.168   0.4787  0.0000  0.0 1   -11.948 3.0474765301
    10.00   0.7641522288    0.7634  -0.1347 3.7819  4.5292  5.107   6.323   5.449   5.115   5.022   5.011   0.4787  0.0000  0.0 1   -11.832 3.0556266308
    10.00   0.7806396484    0.7798  -0.0603 3.7892  4.4930  4.921   6.101   5.244   4.934   4.852   4.849   0.4787  0.0000  0.0 1   -11.726 3.0632777214
    10.00   0.7985023856    0.7975  0.0254  3.7966  4.4469  4.706   5.852   5.008   4.724   4.654   4.660   0.4787  0.0000  0.0 1   -11.628 3.0712206364
    10.00   0.8000000119    0.7990  0.0329  3.7973  4.4426  4.688   5.831   4.987   4.706   4.636   4.643   0.4787  0.0000  0.0 1   -11.621 3.0718705654
    10.00   0.8097265363    0.8086  0.0822  3.8011  4.4140  4.565   5.693   4.853   4.585   4.521   4.532   0.4787  0.0000  0.0 1   -11.578 3.0760316849
    10.00   0.8206769824    0.8194  0.1406  3.8049  4.3766  4.419   5.541   4.696   4.440   4.383   4.398   0.4787  0.0000  0.0 1   -11.541 3.0805952549
    10.00   0.8322490454    0.8308  0.2077  3.8090  4.3320  4.251   5.367   4.516   4.274   4.224   4.244   0.4787  0.0000  0.0 1   -11.516 3.0852842331
    10.00   0.8428142667    0.8412  0.2726  3.8125  4.2861  4.088   5.200   4.343   4.113   4.069   4.093   0.4787  0.0000  0.0 1   -11.508 3.0894501209
    10.00   0.8460345268    0.8443  0.2933  3.8133  4.2705  4.037   5.148   4.288   4.062   4.019   4.044   0.4787  0.0000  0.0 1   -11.508 3.0906987190
    10.00   0.8468330503    0.8451  0.2985  3.8135  4.2663  4.024   5.135   4.275   4.049   4.006   4.031   0.4787  0.0000  0.0 1   -11.508 3.0910067558
    10.00   0.8510832191    0.8493  0.3270  3.8143  4.2432  3.953   5.064   4.200   3.977   3.936   3.962   0.4787  0.0000  0.0 1   -11.511 3.0926365852
    10.00   0.8547790647    0.8529  0.3527  3.8147  4.2212  3.888   5.000   4.134   3.913   3.873   3.899   0.4787  0.0000  0.0 1   -11.516 3.0940403938
    10.00   0.8680346608    0.8658  0.4589  3.8135  4.1164  3.623   4.747   3.866   3.644   3.603   3.629   0.4787  0.0000  0.1 1   -11.549 3.0989747047
    10.00   0.8748112917    0.8724  0.5260  3.8076  4.0292  3.455   4.600   3.710   3.472   3.423   3.442   0.4787  0.0000  0.1 1   -11.575 3.1014380455
    10.00   0.8795173168    0.8769  0.5815  3.7985  3.9396  3.316   4.491   3.592   3.328   3.265   3.273   0.4787  0.0000  0.1 1   -11.596 3.1031258106
    10.00   0.8825320005    0.8797  0.6219  3.7869  3.8538  3.215   4.446   3.523   3.221   3.140   3.136   0.4787  0.0000  0.1 1   -11.611 3.1041972637
    10.00   0.8846788406    0.8817  0.6465  3.7717  3.7696  3.154   4.463   3.508   3.155   3.051   3.029   0.4787  0.0000  0.1 1   -11.623 3.1049556732
    10.00   0.8864988685    0.8834  0.6659  3.7558  3.6874  3.105   4.533   3.515   3.105   2.976   2.935   0.4787  0.0000  0.1 1   -11.633 3.1055958271
    10.00   0.8878652453    0.8847  0.6945  3.7447  3.6150  3.034   4.561   3.487   3.036   2.889   2.835   0.4787  0.0000  0.1 1   -11.640 3.1060745716
    10.00   0.8889213204    0.8856  0.7389  3.7383  3.5454  2.923   4.519   3.404   2.928   2.771   2.709   0.4787  0.0000  0.1 1   -11.646 3.1064436436
    10.00   0.8897858858    0.8864  0.7868  3.7342  3.4815  2.803   4.443   3.302   2.810   2.646   2.580   0.4787  0.0000  0.2 1   -11.651 3.1067450047
    10.00   0.8907480240    0.8872  0.8487  3.7306  3.4057  2.648   4.328   3.162   2.657   2.487   2.416   0.4787  0.0000  0.2 1   -11.657 3.1070797443
    10.00   0.8915510178    0.8879  0.9097  3.7280  3.3345  2.496   4.205   3.020   2.505   2.331   2.258   0.4787  0.0000  0.2 1   -11.661 3.1073584557
    10.00   0.8922572732    0.8884  0.9709  3.7258  3.2648  2.343   4.076   2.877   2.353   2.176   2.099   0.4787  0.0000  0.2 1   -11.665 3.1076033115
    10.00   0.8929440975    0.8889  1.0360  3.7237  3.1917  2.180   3.941   2.724   2.192   2.012   1.933   0.4787  0.0000  0.3 1   -11.668 3.1078410149
    10.00   0.8935298920    0.8893  1.1019  3.7218  3.1184  2.015   3.804   2.568   2.030   1.846   1.765   0.4787  0.0000  0.3 1   -11.671 3.1080434322
    10.00   0.8940277100    0.8896  1.1618  3.7201  3.0518  1.866   3.679   2.428   1.882   1.696   1.612   0.4787  0.0000  0.3 1   -11.673 3.1082150936
    10.00   0.8944867849    0.8898  1.2253  3.7182  2.9807  1.707   3.549   2.279   1.726   1.536   1.450   0.4787  0.0000  0.4 1   -11.675 3.1083734035
    10.00   0.8948750496    0.8899  1.2838  3.7163  2.9147  1.561   3.433   2.142   1.582   1.389   1.300   0.4787  0.0000  0.4 1   -11.676 3.1085071564
    10.00   0.8952375054    0.8900  1.3441  3.7144  2.8468  1.410   3.313   2.002   1.433   1.237   1.145   0.4787  0.0000  0.5 1   -11.676 3.1086318493
    10.00   0.8955677748    0.8900  1.4062  3.7123  2.7765  1.255   3.190   1.858   1.280   1.080   0.986   0.4787  0.0000  0.5 1   -11.677 3.1087453365
    10.00   0.8958594203    0.8899  1.4694  3.7101  2.7046  1.097   3.066   1.712   1.125   0.921   0.823   0.4787  0.0000  0.6 1   -11.676 3.1088457108
    10.00   0.8961145878    0.8898  1.5308  3.7078  2.6337  0.943   2.948   1.572   0.974   0.766   0.665   0.4787  0.0000  0.7 1   -11.676 3.1089332104
    10.00   0.8963418603    0.8896  1.5909  3.7056  2.5646  0.793   2.832   1.434   0.826   0.614   0.511   0.4787  0.0000  0.8 1   -11.675 3.1090111732
    10.00   0.8965433836    0.8893  1.6500  3.7036  2.4973  0.645   2.716   1.298   0.681   0.466   0.359   0.4787  0.0000  0.9 1   -11.673 3.1090803146
    10.00   0.8967298865    0.8889  1.7105  3.7009  2.4262  0.494   2.607   1.162   0.532   0.312   0.202   0.4787  0.0000  1.0 1   -11.671 3.1091442108
    10.00   0.8969035745    0.8884  1.7724  3.6984  2.3538  0.339   2.501   1.025   0.382   0.157   0.044   0.4787  0.0000  1.1 1   -11.669 3.1092038155
    10.00   0.8970750570    0.8878  1.8296  3.6961  2.2872  0.196   2.404   0.898   0.245   0.015   -0.102  0.4787  0.0000  1.2 1   -11.665 3.1092627048
    10.00   0.8971951008    0.8873  1.8583  3.6950  2.2537  0.124   2.355   0.834   0.175   -0.057  -0.175  0.4787  0.0000  1.3 1   -11.662 3.1093037128
    10.00   0.8973159194    0.8868  1.8071  3.6979  2.3164  0.252   2.426   0.941   0.296   0.070   -0.044  0.4787  0.0000  1.2 1   -11.658 3.1093449593
    10.00   0.8974483013    0.8862  1.8814  3.6945  2.2282  0.067   2.309   0.780   0.118   -0.115  -0.234  0.4787  0.0000  1.4 1   -11.655 3.1093904972
    10.00   0.8975807428    0.8853  1.9524  3.6912  2.1437  -0.111  2.198   0.627   -0.052  -0.291  -0.415  0.4787  0.0000  1.6 1   -11.651 3.1094357967
    10.00   0.8976880908    0.8844  2.0138  3.6883  2.0703  -0.264  2.103   0.495   -0.199  -0.444  -0.572  0.4787  0.0000  1.8 1   -11.647 3.1094725132
    10.00   0.8977909088    0.8833  2.0785  3.6852  1.9922  -0.426  2.007   0.357   -0.353  -0.605  -0.738  0.4787  0.0000  2.1 1   -11.642 3.1095075607
    10.00   0.8978776932    0.8822  2.1402  3.6822  1.9183  -0.581  1.918   0.226   -0.501  -0.759  -0.896  0.4787  0.0000  2.3 1   -11.636 3.1095373631
    10.00   0.8979554176    0.8808  2.2031  3.6790  1.8419  -0.738  1.832   0.094   -0.651  -0.915  -1.057  0.4787  0.0000  2.7 1   -11.631 3.1095638275
    10.00   0.8980239630    0.8792  2.2663  3.6756  1.7641  -0.896  1.752   -0.036  -0.801  -1.072  -1.220  0.4787  0.0000  3.0 1   -11.625 3.1095871925
