# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    u       g       r       i       z   C/O M_hec   period  pmode   logMdot int_IMF
    10.00   0.1500000060    0.1500  -2.3044 3.5871  5.2128  10.531  14.859  12.304  10.944  10.420  10.118  0.4787  0.0000  0.0 1   -17.817 1.9609395266
    10.00   0.2000000030    0.2000  -2.0015 3.6101  5.1271  9.774   13.439  11.246  10.073  9.625   9.369   0.4787  0.0000  0.0 1   -17.692 2.2217822075
    10.00   0.2500000000    0.2500  -1.7986 3.6222  5.0694  9.267   12.719  10.615  9.523   9.108   8.872   0.4787  0.0000  0.0 1   -17.573 2.4080901146
    10.00   0.3000000119    0.3000  -1.6525 3.6309  5.0373  8.901   12.202  10.163  9.126   8.735   8.515   0.4787  0.0000  0.0 1   -16.636 2.5475041866
    10.00   0.3499999940    0.3500  -1.5279 3.6385  5.0098  8.590   11.762  9.778   8.788   8.418   8.211   0.4787  0.0000  0.0 1   -15.843 2.6555202007
    10.00   0.4000000060    0.4000  -1.4047 3.6455  4.9729  8.282   11.331  9.401   8.456   8.106   7.911   0.4787  0.0000  0.0 1   -15.157 2.7413372993
    10.00   0.4499999881    0.4500  -1.2649 3.6547  4.9207  7.932   10.816  8.965   8.078   7.752   7.573   0.4787  0.0000  0.0 1   -14.551 2.8109800816
    10.00   0.5000000000    0.5000  -1.1167 3.6666  4.8659  7.562   10.228  8.490   7.673   7.376   7.217   0.4787  0.0000  0.0 1   -14.009 2.8684780598
    10.00   0.5500000119    0.5500  -0.9434 3.6855  4.8096  7.128   9.459   7.910   7.193   6.937   6.807   0.4787  0.0000  0.0 1   -13.519 2.9166350365
    10.00   0.6000000238    0.5998  -0.7565 3.7097  4.7574  6.661   8.598   7.292   6.685   6.475   6.377   0.4787  0.0000  0.0 1   -13.074 2.9573988914
    10.00   0.6172657013    0.6170  -0.6893 3.7187  4.7385  6.493   8.297   7.078   6.508   6.313   6.227   0.4787  0.0000  0.0 1   -12.928 2.9700670242
    10.00   0.6459546089    0.6457  -0.5781 3.7335  4.7060  6.215   7.826   6.733   6.223   6.052   5.984   0.4787  0.0000  0.0 1   -12.695 2.9897298813
    10.00   0.6717508435    0.6714  -0.4783 3.7464  4.6749  5.966   7.425   6.431   5.973   5.823   5.769   0.4787  0.0000  0.0 1   -12.494 3.0060279369
    10.00   0.6953970194    0.6950  -0.3861 3.7581  4.6446  5.735   7.085   6.161   5.748   5.616   5.575   0.4787  0.0000  0.0 1   -12.316 3.0199365616
    10.00   0.7173411250    0.7168  -0.2994 3.7687  4.6136  5.519   6.783   5.911   5.538   5.421   5.392   0.4787  0.0000  0.0 1   -12.162 3.0320479870
    10.00   0.7380267382    0.7374  -0.2162 3.7783  4.5810  5.310   6.509   5.675   5.336   5.234   5.216   0.4787  0.0000  0.0 1   -12.014 3.0428247452
