# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    u       g       r       i       z   C/O M_hec   period  pmode   logMdot int_IMF
    10.00   0.1500000060    0.1500  -2.3522 3.5718  5.1994  10.650  15.489  12.653  11.178  10.578  10.232  0.4787  0.0000  0.0 1   -17.817 1.9609395266
    10.00   0.2000000030    0.2000  -2.0493 3.5961  5.1186  9.893   13.915  11.546  10.257  9.761   9.474   0.4787  0.0000  0.0 1   -17.692 2.2217822075
    10.00   0.2500000000    0.2500  -1.8532 3.6078  5.0664  9.403   13.177  10.925  9.714   9.257   8.994   0.4787  0.0000  0.0 1   -17.573 2.4080901146
    10.00   0.3000000119    0.3000  -1.7012 3.6170  5.0304  9.023   12.654  10.455  9.301   8.870   8.625   0.4787  0.0000  0.0 1   -16.636 2.5475041866
    10.00   0.3499999940    0.3500  -1.5754 3.6245  5.0016  8.709   12.223  10.068  8.960   8.551   8.320   0.4787  0.0000  0.0 1   -15.843 2.6555202007
    10.00   0.4000000060    0.4000  -1.4369 3.6312  4.9477  8.362   11.766  9.655   8.592   8.203   7.984   0.4787  0.0000  0.0 1   -15.157 2.7413372993
    10.00   0.4499999881    0.4500  -1.3098 3.6398  4.9061  8.045   11.302  9.251   8.244   7.882   7.679   0.4787  0.0000  0.0 1   -14.551 2.8109800816
    10.00   0.5000000000    0.5000  -1.1630 3.6511  4.8502  7.677   10.739  8.769   7.838   7.510   7.327   0.4787  0.0000  0.0 1   -14.009 2.8684780598
    10.00   0.5500000119    0.5500  -0.9964 3.6673  4.7898  7.261   10.027  8.201   7.370   7.083   6.928   0.4787  0.0000  0.0 1   -13.519 2.9166350365
    10.00   0.5759551525    0.5760  -0.9005 3.6789  4.7603  7.021   9.579   7.861   7.096   6.835   6.699   0.4787  0.0000  0.0 1   -13.282 2.9386034012
    10.00   0.6000000238    0.5998  -0.8180 3.6887  4.7347  6.815   9.202   7.582   6.867   6.625   6.502   0.4787  0.0000  0.0 1   -13.073 2.9573988914
    10.00   0.6002935171    0.6001  -0.8168 3.6888  4.7345  6.812   9.196   7.578   6.863   6.622   6.500   0.4787  0.0000  0.0 1   -13.071 2.9576199055
    10.00   0.6322669387    0.6320  -0.6947 3.7061  4.7039  6.507   8.605   7.157   6.523   6.313   6.216   0.4787  0.0000  0.0 1   -12.804 2.9805591106
    10.00   0.6601735353    0.6599  -0.5889 3.7211  4.6767  6.242   8.114   6.811   6.239   6.054   5.976   0.4787  0.0000  0.0 1   -12.583 2.9988660812
    10.00   0.6851531863    0.6848  -0.4938 3.7345  4.6513  6.005   7.698   6.511   5.993   5.829   5.767   0.4787  0.0000  0.0 1   -12.392 3.0140254498
    10.00   0.6999999881    0.6996  -0.4371 3.7424  4.6354  5.863   7.457   6.335   5.848   5.697   5.644   0.4787  0.0000  0.0 1   -12.282 3.0225379467
    10.00   0.7181324959    0.7177  -0.3652 3.7516  4.6116  5.683   7.167   6.118   5.667   5.530   5.488   0.4787  0.0000  0.0 1   -12.156 3.0324714184
    10.00   0.7373501658    0.7368  -0.2881 3.7607  4.5821  5.490   6.891   5.894   5.477   5.354   5.322   0.4787  0.0000  0.0 1   -12.019 3.0424816608
    10.00   0.7551794052    0.7545  -0.2148 3.7690  4.5526  5.307   6.632   5.683   5.298   5.187   5.164   0.4787  0.0000  0.0 1   -11.893 3.0513267517
    10.00   0.7719926238    0.7712  -0.1439 3.7766  4.5216  5.130   6.392   5.480   5.124   5.025   5.010   0.4787  0.0000  0.0 1   -11.780 3.0593047142
    10.00   0.7884539962    0.7876  -0.0718 3.7837  4.4869  4.950   6.174   5.281   4.949   4.860   4.853   0.4787  0.0000  0.0 1   -11.681 3.0667958260
    10.00   0.8000000119    0.7990  -0.0196 3.7884  4.4599  4.819   6.020   5.136   4.821   4.740   4.738   0.4787  0.0000  0.0 1   -11.620 3.0718705654
    10.00   0.8172829747    0.8162  0.0651  3.7951  4.4112  4.607   5.776   4.904   4.613   4.542   4.548   0.4787  0.0000  0.0 1   -11.551 3.0791943073
    10.00   0.8281046748    0.8269  0.1206  3.7988  4.3762  4.468   5.620   4.754   4.476   4.411   4.421   0.4787  0.0000  0.0 1   -11.523 3.0836203098
    10.00   0.8395374417    0.8381  0.1837  3.8027  4.3345  4.311   5.453   4.585   4.321   4.262   4.276   0.4787  0.0000  0.0 1   -11.509 3.0881695747
    10.00   0.8499726057    0.8484  0.2443  3.8059  4.2920  4.159   5.296   4.423   4.170   4.117   4.135   0.4787  0.0000  0.0 1   -11.510 3.0922124386
    10.00   0.8531526327    0.8515  0.2635  3.8068  4.2778  4.111   5.247   4.373   4.123   4.071   4.090   0.4787  0.0000  0.0 1   -11.514 3.0934243202
    10.00   0.8539412022    0.8523  0.2682  3.8069  4.2740  4.099   5.235   4.360   4.111   4.059   4.079   0.4787  0.0000  0.0 1   -11.515 3.0937232971
    10.00   0.8586838841    0.8570  0.2972  3.8078  4.2508  4.027   5.163   4.285   4.039   3.989   4.009   0.4787  0.0000  0.0 1   -11.524 3.0955102444
    10.00   0.8628240228    0.8610  0.3236  3.8083  4.2287  3.961   5.097   4.217   3.973   3.924   3.945   0.4787  0.0000  0.0 1   -11.534 3.0970535278
    10.00   0.8777886033    0.8756  0.4328  3.8074  4.1230  3.688   4.835   3.941   3.697   3.648   3.668   0.4787  0.0000  0.1 1   -11.590 3.1025078297
    10.00   0.8849746585    0.8826  0.4972  3.8019  4.0403  3.527   4.694   3.792   3.533   3.475   3.489   0.4787  0.0000  0.1 1   -11.628 3.1050598621
    10.00   0.8899809718    0.8874  0.5488  3.7936  3.9578  3.398   4.605   3.683   3.399   3.329   3.333   0.4787  0.0000  0.1 1   -11.657 3.1068129539
    10.00   0.8931946754    0.8904  0.5856  3.7836  3.8824  3.306   4.564   3.619   3.302   3.217   3.210   0.4787  0.0000  0.1 1   -11.678 3.1079275608
    10.00   0.8954863548    0.8926  0.6069  3.7701  3.8080  3.253   4.591   3.609   3.245   3.139   3.116   0.4787  0.0000  0.1 1   -11.693 3.1087174416
    10.00   0.8974312544    0.8944  0.6228  3.7559  3.7362  3.213   4.664   3.620   3.203   3.076   3.037   0.4787  0.0000  0.1 1   -11.707 3.1093845367
    10.00   0.8988925219    0.8958  0.6432  3.7448  3.6723  3.162   4.716   3.613   3.155   3.009   2.958   0.4787  0.0000  0.1 1   -11.717 3.1098837852
    10.00   0.8999999762    0.8968  0.6756  3.7378  3.6122  3.081   4.714   3.563   3.077   2.921   2.861   0.4787  0.0000  0.1 1   -11.725 3.1102609634
    10.00   0.9000993371    0.8969  0.6783  3.7372  3.6071  3.074   4.714   3.559   3.071   2.913   2.852   0.4787  0.0000  0.1 1   -11.726 3.1102948189
    10.00   0.9010011554    0.8977  0.7119  3.7325  3.5554  2.990   4.681   3.496   2.989   2.824   2.758   0.4787  0.0000  0.1 1   -11.732 3.1106014252
    10.00   0.9022806287    0.8989  0.7677  3.7274  3.4794  2.851   4.598   3.379   2.853   2.679   2.607   0.4787  0.0000  0.2 1   -11.741 3.1110351086
    10.00   0.9033110142    0.8998  0.8247  3.7239  3.4089  2.708   4.499   3.253   2.713   2.534   2.457   0.4787  0.0000  0.2 1   -11.749 3.1113834381
    10.00   0.9042215347    0.9006  0.8839  3.7212  3.3396  2.560   4.390   3.118   2.568   2.385   2.304   0.4787  0.0000  0.2 1   -11.755 3.1116905212
    10.00   0.9050831199    0.9013  0.9467  3.7191  3.2685  2.403   4.264   2.973   2.414   2.227   2.144   0.4787  0.0000  0.2 1   -11.761 3.1119806767
    10.00   0.9058099985    0.9018  1.0088  3.7173  3.1995  2.248   4.136   2.827   2.261   2.071   1.985   0.4787  0.0000  0.3 1   -11.765 3.1122248173
    10.00   0.9064870477    0.9023  1.0712  3.7155  3.1303  2.092   4.006   2.680   2.108   1.915   1.826   0.4787  0.0000  0.3 1   -11.770 3.1124520302
    10.00   0.9070668817    0.9027  1.1324  3.7138  3.0623  1.939   3.879   2.537   1.957   1.761   1.671   0.4787  0.0000  0.3 1   -11.773 3.1126463413
    10.00   0.9076069593    0.9030  1.1948  3.7118  2.9921  1.783   3.752   2.391   1.804   1.605   1.511   0.4787  0.0000  0.4 1   -11.776 3.1128270626
