# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    u       g       r       i       z   C/O M_hec   period  pmode   logMdot int_IMF
    10.00   0.8760918975    0.8513  2.4413  3.6868  1.6200  -1.333  0.984   -0.559  -1.248  -1.508  -1.645  0.4787  0.0000  3.9 1   -11.538 3.1018991470
    10.00   0.8761399388    0.8487  2.5066  3.6838  1.5415  -1.496  0.890   -0.696  -1.405  -1.672  -1.814  0.4787  0.0000  4.6 1   -11.539 3.1019163132
    10.00   0.8761851192    0.8456  2.5740  3.6806  1.4595  -1.665  0.799   -0.836  -1.567  -1.841  -1.989  0.4787  0.0000  5.3 1   -11.543 3.1019325256
    10.00   0.8762274981    0.8418  2.6487  3.6769  1.3680  -1.852  0.707   -0.988  -1.745  -2.029  -2.183  0.4787  0.0000  6.2 1   -11.550 3.1019477844
    10.00   0.8762614131    0.8378  2.7155  3.6736  1.2860  -2.019  0.631   -1.121  -1.903  -2.196  -2.355  0.4787  0.0000  7.2 1   -11.560 3.1019599438
    10.00   0.8762925267    0.8331  2.7829  3.6702  1.2025  -2.187  0.566   -1.251  -2.059  -2.362  -2.527  0.4787  0.0000  8.3 1   -11.576 3.1019711494
    10.00   0.8763207793    0.8275  2.8528  3.6665  1.1148  -2.362  0.507   -1.383  -2.220  -2.533  -2.705  0.4787  0.0000  9.7 1   -11.598 3.1019814014
    10.00   0.8763490319    0.8201  2.9317  3.6619  1.0136  -2.559  0.453   -1.526  -2.399  -2.727  -2.907  0.4787  0.0000  11.5    1   -11.636 3.1019916534
    10.00   0.8763716817    0.8121  3.0020  3.6581  0.9239  -2.735  0.408   -1.653  -2.560  -2.899  -3.087  0.4787  0.0000  13.5    1   -11.683 3.1019997597
    10.00   0.8763914704    0.8030  3.0714  3.6543  0.8345  -2.908  0.367   -1.775  -2.717  -3.070  -3.265  0.4787  0.0000  15.8    1   -11.747 3.1020066738
    10.00   0.8764112592    0.7908  3.1473  3.6498  0.7339  -3.098  0.339   -1.902  -2.887  -3.256  -3.460  0.4787  0.0000  18.8    1   -11.745 3.1020138264
    10.00   0.8764281869    0.7764  3.2191  3.6456  0.6373  -3.278  0.325   -2.015  -3.041  -3.426  -3.640  0.4787  0.0000  22.2    1   -11.102 3.1020200253
    10.00   0.8764309883    0.7739  3.2310  3.6449  0.6211  -3.307  0.324   -2.033  -3.067  -3.454  -3.670  0.4787  0.0000  22.8    1   -10.997 3.1020209789
    10.00   0.8764309883    0.7721  1.6881  3.7718  2.6708  0.550   1.891   0.870   0.558   0.459   0.433   0.4787  0.0000  0.6 1   -11.777 3.1020209789
    10.00   0.8764807582    0.7721  1.6997  3.7674  2.6417  0.521   1.887   0.858   0.531   0.424   0.393   0.4787  0.0000  0.7 1   -11.777 3.1020388603
    10.00   0.8765528798    0.7722  1.7083  3.7644  2.6213  0.499   1.882   0.848   0.510   0.398   0.364   0.4787  0.0000  0.7 1   -11.776 3.1020648479
    10.00   0.8766289353    0.7723  1.7117  3.7638  2.6154  0.491   1.877   0.842   0.502   0.389   0.353   0.4787  0.0000  0.7 1   -11.776 3.1020920277
    10.00   0.8766851425    0.7724  1.7140  3.7634  2.6115  0.485   1.874   0.838   0.496   0.382   0.346   0.4787  0.0000  0.7 1   -11.775 3.1021122932
    10.00   0.8767166734    0.7724  1.7146  3.7636  2.6114  0.484   1.872   0.836   0.494   0.381   0.345   0.4787  0.0000  0.7 1   -11.775 3.1021234989
    10.00   0.8768295050    0.7725  1.7166  3.7640  2.6114  0.478   1.864   0.829   0.489   0.377   0.341   0.4787  0.0000  0.7 1   -11.774 3.1021640301
    10.00   0.8769469261    0.7727  1.7173  3.7652  2.6154  0.477   1.856   0.822   0.487   0.377   0.343   0.4787  0.0000  0.7 1   -11.773 3.1022062302
    10.00   0.8770685792    0.7728  1.7172  3.7668  2.6222  0.477   1.848   0.816   0.487   0.379   0.347   0.4787  0.0000  0.7 1   -11.773 3.1022498608
    10.00   0.8771942854    0.7729  1.7172  3.7684  2.6286  0.477   1.840   0.810   0.486   0.381   0.351   0.4787  0.0000  0.7 1   -11.772 3.1022949219
    10.00   0.8773180842    0.7731  1.7176  3.7697  2.6333  0.476   1.832   0.804   0.485   0.382   0.354   0.4787  0.0000  0.7 1   -11.771 3.1023392677
    10.00   0.8774425387    0.7732  1.7187  3.7703  2.6348  0.473   1.826   0.798   0.481   0.380   0.352   0.4787  0.0000  0.7 1   -11.770 3.1023838520
    10.00   0.8774806261    0.7733  1.7192  3.7705  2.6351  0.472   1.824   0.796   0.480   0.379   0.352   0.4787  0.0000  0.7 1   -11.769 3.1023976803
    10.00   0.8775675893    0.7734  1.7212  3.7699  2.6309  0.467   1.822   0.793   0.475   0.373   0.345   0.4787  0.0000  0.7 1   -11.769 3.1024286747
    10.00   0.8776966929    0.7735  1.7253  3.7685  2.6211  0.457   1.820   0.789   0.466   0.361   0.331   0.4787  0.0000  0.7 1   -11.768 3.1024749279
    10.00   0.8778273463    0.7737  1.7313  3.7661  2.6057  0.442   1.818   0.783   0.451   0.343   0.310   0.4787  0.0000  0.7 1   -11.767 3.1025218964
    10.00   0.8779633641    0.7739  1.7398  3.7629  2.5844  0.420   1.814   0.774   0.431   0.317   0.280   0.4787  0.0000  0.7 1   -11.766 3.1025705338
    10.00   0.8781062365    0.7740  1.7511  3.7594  2.5593  0.392   1.805   0.760   0.404   0.283   0.243   0.4787  0.0000  0.8 1   -11.765 3.1026215553
    10.00   0.8782537580    0.7742  1.7650  3.7558  2.5309  0.357   1.791   0.739   0.370   0.243   0.199   0.4787  0.0000  0.8 1   -11.764 3.1026744843
    10.00   0.8784898520    0.7745  1.7977  3.7488  2.4706  0.276   1.753   0.686   0.291   0.152   0.099   0.4787  0.0000  0.9 1   -11.763 3.1027588844
    10.00   0.8785442710    0.7745  1.8091  3.7470  2.4519  0.247   1.741   0.665   0.263   0.121   0.066   0.4787  0.0000  0.9 1   -11.763 3.1027784348
    10.00   0.8786195517    0.7746  1.8254  3.7443  2.4250  0.206   1.724   0.636   0.224   0.077   0.018   0.4787  0.0000  1.0 1   -11.762 3.1028051376
    10.00   0.8787409663    0.7748  1.8530  3.7400  2.3801  0.138   1.694   0.587   0.157   0.003   -0.062  0.4787  0.0000  1.1 1   -11.762 3.1028485298
    10.00   0.8787786961    0.7748  1.8761  3.7368  2.3443  0.080   1.665   0.544   0.101   -0.059  -0.127  0.4787  0.0000  1.1 1   -11.762 3.1028621197
    10.00   0.8787969947    0.7748  1.9218  3.7310  2.2755  -0.035  1.604   0.457   -0.010  -0.180  -0.256  0.4787  0.0000  1.3 1   -11.763 3.1028685570
    10.00   0.8788022995    0.7748  1.9581  3.7270  2.2230  -0.125  1.551   0.385   -0.098  -0.276  -0.357  0.4787  0.0000  1.4 1   -11.763 3.1028704643
    10.00   0.8788064122    0.7748  2.0332  3.7198  2.1191  -0.313  1.453   0.237   -0.279  -0.471  -0.561  0.4787  0.0000  1.7 1   -11.765 3.1028718948
    10.00   0.8788079619    0.7748  2.0896  3.7157  2.0466  -0.454  1.368   0.119   -0.416  -0.615  -0.711  0.4787  0.0000  1.9 1   -11.766 3.1028726101
    10.00   0.8788096309    0.7748  2.1486  3.7120  1.9725  -0.601  1.276   -0.006  -0.559  -0.766  -0.867  0.4787  0.0000  2.1 1   -11.768 3.1028730869
    10.00   0.8788111210    0.7748  2.1941  3.7092  1.9160  -0.715  1.204   -0.103  -0.670  -0.882  -0.987  0.4787  0.0000  2.4 1   -11.770 3.1028738022
    10.00   0.8788145781    0.7749  2.2542  3.7056  1.8416  -0.865  1.110   -0.231  -0.817  -1.036  -1.146  0.4787  0.0000  2.7 1   -11.772 3.1028749943
    10.00   0.8788284063    0.7749  2.1980  3.7092  1.9119  -0.725  1.196   -0.113  -0.680  -0.892  -0.997  0.4787  0.0000  2.4 1   -11.770 3.1028797626
    10.00   0.8788595796    0.7749  2.2645  3.7050  1.8288  -0.891  1.094   -0.253  -0.842  -1.063  -1.173  0.4787  0.0000  2.7 1   -11.772 3.1028909683
    10.00   0.8788744211    0.7749  2.3201  3.7017  1.7598  -1.030  1.007   -0.371  -0.978  -1.205  -1.320  0.4787  0.0000  3.1 1   -11.775 3.1028962135
    10.00   0.8788902164    0.7749  2.3901  3.6976  1.6734  -1.205  0.911   -0.516  -1.146  -1.382  -1.503  0.4787  0.0000  3.6 1   -11.778 3.1029019356
    10.00   0.8789021373    0.7750  2.4517  3.6941  1.5978  -1.359  0.833   -0.642  -1.293  -1.537  -1.663  0.4787  0.0000  4.1 1   -11.782 3.1029062271
    10.00   0.8789138794    0.7750  2.5249  3.6899  1.5079  -1.542  0.742   -0.790  -1.466  -1.720  -1.853  0.4787  0.0000  4.8 1   -11.788 3.1029102802
    10.00   0.8789259791    0.7750  2.6069  3.6846  1.4046  -1.747  0.661   -0.948  -1.660  -1.926  -2.068  0.4787  0.0000  5.7 1   -11.796 3.1029148102
    10.00   0.8789351583    0.7750  2.6777  3.6801  1.3162  -1.924  0.590   -1.084  -1.826  -2.104  -2.253  0.4787  0.0000  6.7 1   -11.805 3.1029179096
    10.00   0.8789422512    0.7750  2.7440  3.6764  1.2348  -2.090  0.517   -1.214  -1.984  -2.271  -2.426  0.4787  0.0000  7.7 1   -11.814 3.1029205322
    10.00   0.8789483309    0.7750  2.8118  3.6725  1.1515  -2.259  0.457   -1.343  -2.140  -2.439  -2.600  0.4787  0.0000  8.9 1   -11.826 3.1029226780
    10.00   0.8789532185    0.7750  2.8759  3.6684  1.0709  -2.420  0.419   -1.457  -2.285  -2.595  -2.764  0.4787  0.0000  10.3    1   -11.840 3.1029243469
    10.00   0.8789577484    0.7750  2.9391  3.6643  0.9914  -2.578  0.385   -1.567  -2.427  -2.749  -2.925  0.4787  0.0000  11.8    1   -11.857 3.1029260159
    10.00   0.8789632320    0.7750  3.0112  3.6598  0.9015  -2.758  0.351   -1.691  -2.590  -2.926  -3.111  0.4787  0.0000  13.9    1   -11.879 3.1029279232
    10.00   0.8789676428    0.7750  3.1116  3.6533  0.7749  -3.009  0.320   -1.856  -2.813  -3.171  -3.369  0.4787  0.0000  17.4    1   -11.919 3.1029295921
    10.00   0.8789679408    0.7750  3.1254  3.6525  0.7577  -3.044  0.315   -1.879  -2.844  -3.205  -3.404  0.4787  0.0000  17.9    1   -11.926 3.1029295921
    10.00   0.8789680004    0.7750  2.6078  3.6826  1.3958  -1.750  0.697   -0.934  -1.657  -1.928  -2.073  0.4697  0.0000  5.8 1   -11.797 3.1029298306
    10.00   0.8789823055    0.7508  2.7266  3.6752  1.2338  -2.047  0.583   -1.161  -1.937  -2.227  -2.384  3.0517  0.0000  7.7 1   -10.210 3.1029348373
    10.00   0.8789877295    0.7344  2.7715  3.6719  1.1659  -2.159  0.567   -1.237  -2.037  -2.337  -2.499  3.4588  0.5302  8.6 1   -9.870  3.1029367447
    10.00   0.8789926767    0.7053  2.8267  3.6686  1.0800  -2.297  0.534   -1.336  -2.163  -2.472  -2.641  3.6163  0.5344  9.9 1   -9.698  3.1029386520
    10.00   0.8789964914    0.6318  3.2706  3.6523  0.5231  -3.406  0.070   -2.207  -3.204  -3.575  -3.777  3.6906  0.5373  25.8    1   -9.288  3.1029398441
    10.00   0.8789967895    0.6255  3.1887  3.6623  0.6407  -3.202  -0.039  -2.130  -3.042  -3.382  -3.565  3.6906  0.5377  20.9    1   -9.510  3.1029400826
    10.00   0.8789983392    0.6045  3.3435  3.8919  1.3895  -3.589  -2.483  -3.710  -3.541  -3.384  -3.354  3.4653  0.5435  5.5 1   -99.999 3.1029405594
    10.00   0.8789984584    0.6026  3.2545  3.9064  1.5350  -3.366  -2.296  -3.475  -3.282  -3.109  -3.068  3.4667  0.5437  4.3 1   -99.999 3.1029405594
    10.00   0.8789994121    0.5946  3.3825  3.9269  1.4835  -3.686  -2.683  -3.746  -3.540  -3.349  -3.293  3.4765  0.5443  4.7 1   -99.999 3.1029410362
    10.00   0.8789997697    0.5891  3.2684  3.9494  1.6835  -3.401  -2.434  -3.382  -3.166  -2.967  -2.886  3.4767  0.5448  3.3 1   -99.999 3.1029410362
    10.00   0.8790004253    0.5821  3.3665  3.9637  1.6372  -3.646  -2.683  -3.581  -3.350  -3.143  -3.049  3.4767  0.5455  3.6 1   -99.999 3.1029412746
    10.00   0.8790009618    0.5592  3.3960  3.9897  1.6944  -3.720  -2.761  -3.553  -3.303  -3.084  -2.967  3.4767  0.5464  3.2 1   -99.999 3.1029415131
    10.00   0.8790013194    0.5531  3.4248  4.0051  1.7225  -3.792  -2.835  -3.553  -3.298  -3.075  -2.945  3.4767  0.5468  3.0 1   -99.999 3.1029415131
    10.00   0.8790016174    0.5491  3.4919  4.0289  1.7472  -3.960  -2.995  -3.607  -3.343  -3.113  -2.963  3.4767  0.5471  2.9 1   -99.999 3.1029417515
    10.00   0.8790023923    0.5491  3.4154  4.2927  2.8790  -3.769  -2.076  -2.049  -1.631  -1.313  -1.029  0.0030  0.5491  0.4 1   -13.528 3.1029419899
    10.00   0.8790032864    0.5491  3.4176  4.4070  3.3342  -3.774  -1.673  -1.452  -0.980  -0.631  -0.310  0.0001  0.5492  0.2 1   -13.528 3.1029422283
