# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    u       g       r       i       z   C/O M_hec   period  pmode   logMdot int_IMF
    10.00   0.6999999881    0.6996  -0.4107 3.7495  4.6374  5.797   7.281   6.242   5.786   5.645   5.598   0.4787  0.0000  0.0 1   -12.282 3.0225379467
    10.00   0.7120925784    0.7116  -0.3621 3.7556  4.6208  5.675   7.103   6.099   5.667   5.535   5.496   0.4787  0.0000  0.0 1   -12.199 3.0292170048
    10.00   0.7313208580    0.7308  -0.2837 3.7646  4.5898  5.479   6.827   5.874   5.475   5.357   5.327   0.4787  0.0000  0.0 1   -12.062 3.0393960476
    10.00   0.7491639853    0.7485  -0.2091 3.7730  4.5594  5.293   6.566   5.659   5.292   5.186   5.166   0.4787  0.0000  0.0 1   -11.935 3.0483880043
    10.00   0.7659937143    0.7652  -0.1366 3.7807  4.5274  5.112   6.338   5.456   5.116   5.022   5.011   0.4787  0.0000  0.0 1   -11.819 3.0564970970
    10.00   0.7824743390    0.7816  -0.0628 3.7879  4.4915  4.927   6.117   5.252   4.937   4.854   4.850   0.4787  0.0000  0.0 1   -11.715 3.0641098022
    10.00   0.8000000119    0.7990  0.0205  3.7952  4.4469  4.719   5.874   5.022   4.733   4.661   4.665   0.4787  0.0000  0.0 1   -11.621 3.0718705654
    10.00   0.8115122914    0.8104  0.0784  3.7998  4.4133  4.574   5.709   4.864   4.591   4.526   4.535   0.4787  0.0000  0.0 1   -11.571 3.0767843723
    10.00   0.8224318624    0.8212  0.1361  3.8035  4.3765  4.430   5.558   4.709   4.448   4.389   4.403   0.4787  0.0000  0.0 1   -11.536 3.0813150406
    10.00   0.8339704871    0.8325  0.2023  3.8076  4.3325  4.264   5.386   4.531   4.285   4.233   4.251   0.4787  0.0000  0.0 1   -11.514 3.0859704018
    10.00   0.8445044756    0.8429  0.2663  3.8110  4.2875  4.104   5.222   4.361   4.126   4.080   4.102   0.4787  0.0000  0.0 1   -11.508 3.0901067257
    10.00   0.8477150202    0.8460  0.2866  3.8118  4.2722  4.054   5.170   4.307   4.075   4.030   4.054   0.4787  0.0000  0.0 1   -11.509 3.0913465023
    10.00   0.8485111594    0.8468  0.2917  3.8120  4.2681  4.041   5.157   4.294   4.063   4.018   4.042   0.4787  0.0000  0.0 1   -11.509 3.0916523933
    10.00   0.8528736234    0.8511  0.3202  3.8128  4.2449  3.969   5.086   4.219   3.991   3.948   3.973   0.4787  0.0000  0.0 1   -11.513 3.0933182240
    10.00   0.8566707373    0.8548  0.3461  3.8133  4.2229  3.905   5.022   4.152   3.926   3.884   3.909   0.4787  0.0000  0.0 1   -11.519 3.0947542191
    10.00   0.8703149557    0.8681  0.4530  3.8121  4.1180  3.638   4.767   3.883   3.656   3.614   3.638   0.4787  0.0000  0.1 1   -11.557 3.0998079777
    10.00   0.8771830797    0.8747  0.5194  3.8063  4.0318  3.471   4.621   3.729   3.486   3.435   3.452   0.4787  0.0000  0.1 1   -11.586 3.1022908688
    10.00   0.8819563389    0.8793  0.5740  3.7974  3.9438  3.335   4.517   3.613   3.344   3.279   3.287   0.4787  0.0000  0.1 1   -11.609 3.1039931774
    10.00   0.8850156069    0.8822  0.6136  3.7861  3.8604  3.236   4.473   3.545   3.240   3.158   3.153   0.4787  0.0000  0.1 1   -11.625 3.1050744057
    10.00   0.8871949315    0.8842  0.6374  3.7713  3.7785  3.177   4.493   3.531   3.176   3.071   3.049   0.4787  0.0000  0.1 1   -11.638 3.1058399677
    10.00   0.8890429735    0.8860  0.6559  3.7558  3.6987  3.130   4.563   3.539   3.128   2.999   2.959   0.4787  0.0000  0.1 1   -11.648 3.1064860821
    10.00   0.8904306293    0.8872  0.6826  3.7447  3.6284  3.064   4.597   3.516   3.063   2.917   2.864   0.4787  0.0000  0.1 1   -11.657 3.1069693565
    10.00   0.8915033340    0.8882  0.7243  3.7381  3.5607  2.959   4.564   3.441   2.962   2.805   2.744   0.4787  0.0000  0.1 1   -11.663 3.1073420048
    10.00   0.8923816085    0.8890  0.7695  3.7338  3.4986  2.846   4.497   3.347   2.852   2.687   2.621   0.4787  0.0000  0.2 1   -11.668 3.1076464653
    10.00   0.8933928609    0.8899  0.8298  3.7299  3.4231  2.696   4.390   3.212   2.703   2.532   2.461   0.4787  0.0000  0.2 1   -11.674 3.1079959869
    10.00   0.8942368031    0.8906  0.8900  3.7270  3.3518  2.545   4.272   3.074   2.553   2.378   2.304   0.4787  0.0000  0.2 1   -11.679 3.1082873344
    10.00   0.8949789405    0.8912  0.9509  3.7247  3.2820  2.393   4.146   2.932   2.402   2.223   2.146   0.4787  0.0000  0.2 1   -11.684 3.1085429192
    10.00   0.8957005143    0.8917  1.0161  3.7226  3.2086  2.230   4.014   2.779   2.242   2.060   1.979   0.4787  0.0000  0.3 1   -11.688 3.1087911129
    10.00   0.8963159323    0.8921  1.0821  3.7207  3.1352  2.065   3.877   2.624   2.079   1.894   1.811   0.4787  0.0000  0.3 1   -11.691 3.1090023518
    10.00   0.8968387842    0.8925  1.1422  3.7190  3.0685  1.915   3.752   2.483   1.931   1.743   1.658   0.4787  0.0000  0.3 1   -11.693 3.1091816425
    10.00   0.8973209858    0.8927  1.2059  3.7171  2.9972  1.755   3.620   2.333   1.774   1.583   1.495   0.4787  0.0000  0.4 1   -11.695 3.1093468666
    10.00   0.8977287412    0.8929  1.2646  3.7152  2.9311  1.609   3.504   2.197   1.630   1.435   1.345   0.4787  0.0000  0.4 1   -11.696 3.1094863415
    10.00   0.8981093764    0.8930  1.3252  3.7133  2.8628  1.457   3.383   2.056   1.480   1.282   1.190   0.4787  0.0000  0.5 1   -11.697 3.1096165180
    10.00   0.8984561563    0.8930  1.3877  3.7113  2.7922  1.301   3.259   1.911   1.326   1.125   1.029   0.4787  0.0000  0.5 1   -11.698 3.1097350121
    10.00   0.8987623453    0.8929  1.4513  3.7091  2.7200  1.142   3.134   1.764   1.170   0.965   0.866   0.4787  0.0000  0.6 1   -11.698 3.1098394394
    10.00   0.8990302682    0.8928  1.5131  3.7067  2.6486  0.987   3.016   1.622   1.018   0.809   0.707   0.4787  0.0000  0.7 1   -11.697 3.1099307537
    10.00   0.8992688656    0.8926  1.5738  3.7045  2.5790  0.836   2.898   1.483   0.869   0.656   0.551   0.4787  0.0000  0.7 1   -11.696 3.1100120544
    10.00   0.8994804621    0.8923  1.6335  3.7025  2.5109  0.686   2.781   1.346   0.722   0.505   0.398   0.4787  0.0000  0.8 1   -11.694 3.1100842953
    10.00   0.8996762633    0.8920  1.6947  3.6998  2.4389  0.533   2.672   1.209   0.572   0.351   0.239   0.4787  0.0000  1.0 1   -11.692 3.1101508141
    10.00   0.8998585343    0.8915  1.7573  3.6973  2.3658  0.377   2.567   1.071   0.422   0.195   0.080   0.4787  0.0000  1.1 1   -11.690 3.1102130413
    10.00   0.8999999762    0.8911  1.8030  3.6954  2.3127  0.263   2.490   0.970   0.312   0.081   -0.036  0.4787  0.0000  1.2 1   -11.687 3.1102609634
    10.00   0.9001095891    0.8907  1.8354  3.6941  2.2749  0.181   2.435   0.898   0.233   0.000   -0.119  0.4787  0.0000  1.3 1   -11.685 3.1102983952
    10.00   0.9001745582    0.8904  1.8446  3.6938  2.2642  0.158   2.419   0.877   0.211   -0.023  -0.143  0.4787  0.0000  1.3 1   -11.683 3.1103205681
    10.00   0.9003105760    0.8899  1.7928  3.6968  2.3277  0.288   2.491   0.986   0.334   0.106   -0.010  0.4787  0.0000  1.2 1   -11.679 3.1103668213
    10.00   0.9004239440    0.8895  1.8516  3.6941  2.2579  0.141   2.398   0.858   0.193   -0.040  -0.160  0.4787  0.0000  1.3 1   -11.677 3.1104052067
    10.00   0.9005638361    0.8888  1.9193  3.6909  2.1773  -0.028  2.292   0.712   0.031   -0.209  -0.333  0.4787  0.0000  1.5 1   -11.673 3.1104528904
    10.00   0.9006842375    0.8880  1.9804  3.6882  2.1047  -0.181  2.196   0.579   -0.116  -0.361  -0.489  0.4787  0.0000  1.7 1   -11.669 3.1104936600
    10.00   0.9008032680    0.8869  2.0469  3.6848  2.0243  -0.347  2.098   0.438   -0.274  -0.526  -0.659  0.4787  0.0000  1.9 1   -11.663 3.1105341911
    10.00   0.9009047747    0.8858  2.1108  3.6818  1.9477  -0.507  2.004   0.302   -0.427  -0.685  -0.823  0.4787  0.0000  2.2 1   -11.657 3.1105685234
    10.00   0.9009924531    0.8845  2.1736  3.6788  1.8722  -0.664  1.916   0.170   -0.577  -0.841  -0.983  0.4787  0.0000  2.5 1   -11.651 3.1105983257
    10.00   0.9010652900    0.8831  2.2337  3.6753  1.7976  -0.814  1.842   0.047   -0.720  -0.991  -1.138  0.4787  0.0000  2.9 1   -11.646 3.1106231213
    10.00   0.9011372328    0.8814  2.2971  3.6722  1.7209  -0.973  1.759   -0.083  -0.868  -1.145  -1.298  0.4787  0.0000  3.3 1   -11.638 3.1106474400
    10.00   0.9012002945    0.8795  2.3597  3.6684  1.6423  -1.129  1.694   -0.204  -1.010  -1.297  -1.455  0.4787  0.0000  3.8 1   -11.631 3.1106688976
    10.00   0.9012550116    0.8774  2.4198  3.6649  1.5672  -1.279  1.630   -0.322  -1.147  -1.442  -1.606  0.4787  0.0000  4.3 1   -11.624 3.1106874943
    10.00   0.9013045430    0.8750  2.4848  3.6612  1.4860  -1.442  1.562   -0.448  -1.296  -1.599  -1.770  0.4787  0.0000  4.9 1   -11.617 3.1107041836
    10.00   0.9013497829    0.8722  2.5475  3.6580  1.4091  -1.599  1.496   -0.572  -1.441  -1.751  -1.928  0.4787  0.0000  5.6 1   -11.610 3.1107196808
    10.00   0.9013889432    0.8692  2.6078  3.6540  1.3311  -1.750  1.455   -0.681  -1.576  -1.897  -2.080  0.4787  0.0000  6.4 1   -11.605 3.1107327938
    10.00   0.9014260769    0.8655  2.6730  3.6497  1.2470  -1.912  1.412   -0.799  -1.722  -2.053  -2.244  0.4787  0.0000  7.5 1   -11.601 3.1107454300
    10.00   0.9014580250    0.8614  2.7351  3.6458  1.1671  -2.068  1.375   -0.907  -1.857  -2.199  -2.397  0.4787  0.0000  8.6 1   -11.599 3.1107563972
    10.00   0.9014886618    0.8564  2.8020  3.6414  1.0804  -2.235  1.341   -1.021  -2.001  -2.355  -2.562  0.4787  0.0000  10.0    1   -11.602 3.1107666492
    10.00   0.9015148282    0.8509  2.8652  3.6368  0.9960  -2.393  1.323   -1.124  -2.135  -2.501  -2.717  0.4787  0.0000  11.5    1   -11.610 3.1107757092
    10.00   0.9015393257    0.8442  2.9311  3.6325  0.9092  -2.558  1.308   -1.230  -2.275  -2.655  -2.880  0.4787  0.0000  14.0    1   -11.627 3.1107838154
    10.00   0.9015609622    0.8367  2.9941  3.6280  0.8243  -2.715  1.304   -1.327  -2.408  -2.801  -3.035  0.4787  0.0000  16.2    1   -11.655 3.1107912064
    10.00   0.9015808702    0.8277  3.0606  3.6227  0.7320  -2.882  1.324   -1.417  -2.541  -2.952  -3.197  0.4787  0.0000  19.1    1   -11.702 3.1107978821
    10.00   0.9016004801    0.8158  3.1308  3.6175  0.6348  -3.057  1.349   -1.508  -2.679  -3.108  -3.366  0.4787  0.0000  22.6    1   -11.206 3.1108045578
    10.00   0.9016168714    0.8026  3.2003  3.6132  0.5411  -3.231  1.349   -1.611  -2.822  -3.267  -3.535  0.4787  0.0000  26.6    1   -10.571 3.1108102798
    10.00   0.9016338587    0.7837  3.2714  3.6078  0.4381  -3.408  1.393   -1.695  -2.959  -3.424  -3.705  0.4787  0.0000  31.9    1   -9.906  3.1108160019
    10.00   0.9016370773    0.7794  3.2868  3.6068  0.4162  -3.447  1.399   -1.714  -2.989  -3.459  -3.743  0.4787  0.0000  33.1    1   -9.770  3.1108169556
    10.00   0.9016370773    0.7782  1.6906  3.7330  2.5167  0.544   2.259   1.029   0.541   0.378   0.310   0.4787  0.0000  0.8 1   -11.739 3.1108169556
    10.00   0.9017096162    0.7783  1.7034  3.7313  2.4971  0.512   2.245   1.005   0.510   0.344   0.274   0.4787  0.0000  0.9 1   -11.739 3.1108417511
    10.00   0.9018128514    0.7785  1.7119  3.7305  2.4854  0.490   2.233   0.988   0.489   0.322   0.251   0.4787  0.0000  0.9 1   -11.738 3.1108765602
    10.00   0.9018832445    0.7786  1.7154  3.7303  2.4810  0.481   2.227   0.980   0.480   0.313   0.242   0.4787  0.0000  0.9 1   -11.737 3.1109004021
    10.00   0.9019275308    0.7786  1.7162  3.7304  2.4807  0.480   2.224   0.978   0.478   0.311   0.240   0.4787  0.0000  0.9 1   -11.737 3.1109154224
    10.00   0.9020596147    0.7788  1.7163  3.7311  2.4836  0.479   2.216   0.973   0.477   0.311   0.241   0.4787  0.0000  0.9 1   -11.736 3.1109602451
    10.00   0.9021970630    0.7789  1.7147  3.7324  2.4902  0.483   2.207   0.971   0.480   0.317   0.248   0.4787  0.0000  0.9 1   -11.735 3.1110067368
    10.00   0.9023409486    0.7791  1.7132  3.7336  2.4968  0.487   2.199   0.969   0.484   0.322   0.255   0.4787  0.0000  0.9 1   -11.734 3.1110553741
    10.00   0.9024897218    0.7793  1.7123  3.7346  2.5016  0.489   2.191   0.966   0.485   0.325   0.259   0.4787  0.0000  0.9 1   -11.733 3.1111056805
    10.00   0.9026419520    0.7795  1.7122  3.7354  2.5050  0.489   2.184   0.962   0.485   0.326   0.261   0.4787  0.0000  0.9 1   -11.731 3.1111571789
    10.00   0.9027950764    0.7797  1.7129  3.7360  2.5069  0.488   2.176   0.958   0.482   0.325   0.261   0.4787  0.0000  0.8 1   -11.730 3.1112091541
    10.00   0.9029433131    0.7799  1.7143  3.7363  2.5069  0.484   2.169   0.952   0.479   0.322   0.258   0.4787  0.0000  0.8 1   -11.729 3.1112592220
    10.00   0.9030337930    0.7800  1.7154  3.7364  2.5064  0.481   2.165   0.949   0.476   0.319   0.256   0.4787  0.0000  0.9 1   -11.728 3.1112897396
    10.00   0.9030821323    0.7800  1.7166  3.7363  2.5049  0.478   2.163   0.946   0.473   0.316   0.252   0.4787  0.0000  0.9 1   -11.728 3.1113061905
    10.00   0.9032044411    0.7802  1.7201  3.7360  2.5001  0.470   2.158   0.939   0.464   0.307   0.243   0.4787  0.0000  0.9 1   -11.727 3.1113474369
    10.00   0.9033269882    0.7804  1.7247  3.7354  2.4933  0.458   2.153   0.931   0.453   0.295   0.230   0.4787  0.0000  0.9 1   -11.726 3.1113886833
    10.00   0.9034550190    0.7805  1.7310  3.7346  2.4838  0.443   2.146   0.919   0.438   0.278   0.212   0.4787  0.0000  0.9 1   -11.725 3.1114320755
    10.00   0.9035880566    0.7807  1.7393  3.7335  2.4712  0.422   2.137   0.903   0.418   0.256   0.189   0.4787  0.0000  0.9 1   -11.725 3.1114768982
    10.00   0.9037203789    0.7808  1.7501  3.7321  2.4549  0.395   2.126   0.883   0.392   0.227   0.159   0.4787  0.0000  0.9 1   -11.724 3.1115214825
    10.00   0.9038725495    0.7810  1.7650  3.7302  2.4325  0.357   2.109   0.855   0.355   0.188   0.117   0.4787  0.0000  1.0 1   -11.723 3.1115729809
    10.00   0.9039537311    0.7811  1.7734  3.7292  2.4200  0.336   2.099   0.839   0.335   0.165   0.093   0.4787  0.0000  1.0 1   -11.722 3.1116001606
    10.00   0.9040521979    0.7813  1.7901  3.7274  2.3962  0.295   2.077   0.807   0.294   0.122   0.047   0.4787  0.0000  1.0 1   -11.722 3.1116335392
    10.00   0.9043069482    0.7816  1.8497  3.7206  2.3098  0.146   2.019   0.695   0.152   -0.032  -0.116  0.4787  0.0000  1.2 1   -11.721 3.1117193699
    10.00   0.9043292999    0.7816  1.8795  3.7176  2.2677  0.071   1.991   0.639   0.082   -0.109  -0.196  0.4787  0.0000  1.3 1   -11.721 3.1117267609
    10.00   0.9043459892    0.7816  1.9329  3.7127  2.1950  -0.062  1.930   0.534   -0.046  -0.245  -0.338  0.4787  0.0000  1.5 1   -11.722 3.1117324829
    10.00   0.9043509364    0.7816  1.9751  3.7090  2.1380  -0.168  1.881   0.451   -0.146  -0.352  -0.451  0.4787  0.0000  1.6 1   -11.723 3.1117341518
    10.00   0.9043548703    0.7816  2.0562  3.7019  2.0285  -0.371  1.786   0.293   -0.339  -0.559  -0.667  0.4787  0.0000  1.9 1   -11.725 3.1117353439
    10.00   0.9043568373    0.7816  2.1229  3.6961  1.9384  -0.537  1.728   0.168   -0.494  -0.725  -0.841  0.4787  0.0000  2.3 1   -11.727 3.1117360592
    10.00   0.9043589234    0.7816  2.1916  3.6912  1.8502  -0.709  1.658   0.033   -0.654  -0.895  -1.019  0.4787  0.0000  2.7 1   -11.730 3.1117367744
    10.00   0.9043618441    0.7816  2.2509  3.6872  1.7750  -0.857  1.593   -0.084  -0.794  -1.043  -1.172  0.4787  0.0000  3.0 1   -11.733 3.1117377281
    10.00   0.9043637514    0.7816  2.2702  3.6859  1.7503  -0.906  1.574   -0.122  -0.839  -1.090  -1.222  0.4787  0.0000  3.2 1   -11.734 3.1117384434
    10.00   0.9043734670    0.7817  2.2133  3.6901  1.8241  -0.763  1.627   -0.013  -0.706  -0.949  -1.075  0.4787  0.0000  2.8 1   -11.731 3.1117417812
    10.00   0.9043815136    0.7817  2.2022  3.6909  1.8384  -0.736  1.638   0.009   -0.681  -0.922  -1.046  0.4787  0.0000  2.7 1   -11.730 3.1117444038
    10.00   0.9044199586    0.7817  2.2659  3.6863  1.7565  -0.895  1.575   -0.115  -0.829  -1.080  -1.210  0.4787  0.0000  3.1 1   -11.733 3.1117572784
    10.00   0.9044448137    0.7817  2.3541  3.6799  1.6424  -1.115  1.492   -0.284  -1.034  -1.298  -1.438  0.4787  0.0000  3.8 1   -11.738 3.1117658615
    10.00   0.9044623971    0.7818  2.4381  3.6736  1.5335  -1.325  1.420   -0.441  -1.227  -1.504  -1.654  0.4787  0.0000  4.6 1   -11.744 3.1117715836
    10.00   0.9044725895    0.7818  2.4894  3.6696  1.4659  -1.454  1.391   -0.531  -1.341  -1.627  -1.783  0.4787  0.0000  5.2 1   -11.749 3.1117751598
    10.00   0.9044826627    0.7818  2.5442  3.6654  1.3946  -1.591  1.360   -0.628  -1.462  -1.758  -1.922  0.4787  0.0000  5.9 1   -11.755 3.1117784977
    10.00   0.9044927955    0.7818  2.6021  3.6612  1.3197  -1.735  1.326   -0.730  -1.591  -1.896  -2.068  0.4787  0.0000  6.7 1   -11.763 3.1117818356
    10.00   0.9045035243    0.7818  2.6793  3.6549  1.2175  -1.928  1.298   -0.860  -1.760  -2.080  -2.262  0.4787  0.0000  8.0 1   -11.775 3.1117856503
    10.00   0.9045107365    0.7818  2.7465  3.6498  1.1300  -2.096  1.269   -0.975  -1.908  -2.240  -2.431  0.4787  0.0000  9.3 1   -11.788 3.1117880344
    10.00   0.9045162797    0.7818  2.8083  3.6447  1.0476  -2.251  1.263   -1.069  -2.035  -2.382  -2.582  0.4787  0.0000  10.7    1   -11.803 3.1117899418
    10.00   0.9045211673    0.7818  2.8717  3.6396  0.9636  -2.409  1.261   -1.164  -2.166  -2.527  -2.738  0.4787  0.0000  12.5    1   -11.822 3.1117913723
    10.00   0.9045256376    0.7818  2.9332  3.6350  0.8840  -2.563  1.256   -1.259  -2.295  -2.669  -2.889  0.4787  0.0000  14.3    1   -11.843 3.1117930412
    10.00   0.9045300484    0.7819  2.9911  3.6302  0.8069  -2.708  1.267   -1.342  -2.413  -2.801  -3.031  0.4787  0.0000  16.4    1   -11.867 3.1117944717
    10.00   0.9045346975    0.7819  3.0508  3.6248  0.7256  -2.857  1.295   -1.420  -2.531  -2.936  -3.177  0.4787  0.0000  19.0    1   -11.858 3.1117961407
    10.00   0.9045388103    0.7819  3.1294  3.6180  0.6197  -3.053  1.348   -1.509  -2.679  -3.107  -3.364  0.4787  0.0000  23.0    1   -11.128 3.1117973328
    10.00   0.9045392871    0.7819  3.1487  3.6164  0.5942  -3.102  1.357   -1.533  -2.716  -3.150  -3.410  0.4787  0.0000  24.0    1   -10.955 3.1117975712
    10.00   0.9045392871    0.7819  2.7252  3.6557  1.1747  -2.043  1.182   -0.979  -1.878  -2.198  -2.378  0.4740  0.0000  8.6 1   -11.781 3.1117975712
    10.00   0.9045557976    0.7495  2.7758  3.6547  1.1020  -2.169  1.102   -1.091  -2.001  -2.324  -2.506  0.4722  0.0000  9.7 1   -12.006 3.1118030548
    10.00   0.9045617580    0.7143  2.9190  3.6452  0.8997  -2.528  1.043   -1.334  -2.315  -2.664  -2.865  0.4722  0.0000  13.6    1   -12.299 3.1118052006
    10.00   0.9045624137    0.7097  2.8265  3.6520  1.0167  -2.296  1.065   -1.186  -2.117  -2.448  -2.635  0.4722  0.5355  11.1    1   -12.304 3.1118054390
    10.00   0.9045701623    0.5599  3.4671  3.6344  0.2025  -3.898  0.329   -2.474  -3.618  -4.022  -4.249  0.4722  0.5415  103.5   0   -9.294  3.1118080616
    10.00   0.9045709968    0.5599  3.4739  4.1111  2.1027  -3.915  -2.819  -3.186  -2.865  -2.603  -2.399  0.0118  0.5595  1.6 1   -13.434 3.1118083000
