# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    u       g       r       i       z   C/O M_hec   period  pmode   logMdot int_IMF
    10.00   0.8753998876    0.8701  1.3778  3.7239  2.8415  1.326   2.993   1.864   1.360   1.176   1.092   0.4787  0.0000  0.5 1   -11.566 3.1016499996
    10.00   0.8756926656    0.8701  1.4382  3.7221  2.7739  1.174   2.869   1.722   1.210   1.023   0.937   0.4787  0.0000  0.5 1   -11.566 3.1017556190
    10.00   0.8759528995    0.8699  1.4965  3.7204  2.7085  1.029   2.750   1.585   1.066   0.876   0.787   0.4787  0.0000  0.6 1   -11.566 3.1018490791
    10.00   0.8761931658    0.8698  1.5551  3.7185  2.6423  0.882   2.631   1.448   0.921   0.727   0.636   0.4787  0.0000  0.7 1   -11.566 3.1019356251
    10.00   0.8764080405    0.8695  1.6128  3.7167  2.5772  0.738   2.514   1.313   0.778   0.582   0.488   0.4787  0.0000  0.7 1   -11.565 3.1020126343
    10.00   0.8765975833    0.8692  1.6726  3.7146  2.5090  0.588   2.394   1.175   0.631   0.430   0.334   0.4787  0.0000  0.8 1   -11.564 3.1020808220
    10.00   0.8767654300    0.8688  1.7294  3.7127  2.4445  0.447   2.282   1.043   0.490   0.286   0.187   0.4787  0.0000  0.9 1   -11.563 3.1021411419
    10.00   0.8769152164    0.8684  1.7863  3.7107  2.3791  0.304   2.173   0.912   0.350   0.142   0.040   0.4787  0.0000  1.0 1   -11.562 3.1021947861
    10.00   0.8770468831    0.8678  1.8419  3.7087  2.3152  0.165   2.065   0.784   0.212   0.001   -0.104  0.4787  0.0000  1.2 1   -11.561 3.1022419930
    10.00   0.8771677017    0.8672  1.8964  3.7066  2.2521  0.029   1.961   0.660   0.078   -0.137  -0.245  0.4787  0.0000  1.3 1   -11.559 3.1022853851
    10.00   0.8772795200    0.8665  1.9507  3.7045  2.1890  -0.107  1.859   0.537   -0.056  -0.275  -0.385  0.4787  0.0000  1.5 1   -11.558 3.1023254395
    10.00   0.8773913383    0.8656  2.0026  3.7025  2.1289  -0.237  1.760   0.418   -0.184  -0.407  -0.520  0.4787  0.0000  1.6 1   -11.555 3.1023654938
    10.00   0.8774706721    0.8649  2.0276  3.7017  2.1002  -0.299  1.711   0.361   -0.245  -0.470  -0.584  0.4787  0.0000  1.7 1   -11.553 3.1023941040
    10.00   0.8775551319    0.8641  2.0043  3.7030  2.1285  -0.241  1.749   0.411   -0.189  -0.411  -0.523  0.4787  0.0000  1.6 1   -11.550 3.1024243832
    10.00   0.8776483536    0.8632  2.0654  3.7005  2.0565  -0.394  1.636   0.274   -0.339  -0.566  -0.682  0.4787  0.0000  1.8 1   -11.549 3.1024577618
    10.00   0.8777309656    0.8621  2.1252  3.6979  1.9861  -0.543  1.537   0.142   -0.483  -0.716  -0.836  0.4787  0.0000  2.1 1   -11.547 3.1024873257
    10.00   0.8778114915    0.8608  2.1890  3.6954  1.9114  -0.702  1.436   0.003   -0.638  -0.876  -0.999  0.4787  0.0000  2.3 1   -11.545 3.1025161743
    10.00   0.8778814673    0.8594  2.2497  3.6928  1.8396  -0.854  1.342   -0.129  -0.785  -1.029  -1.156  0.4787  0.0000  2.7 1   -11.544 3.1025412083
    10.00   0.8779492974    0.8576  2.3158  3.6899  1.7612  -1.020  1.242   -0.271  -0.944  -1.194  -1.326  0.4787  0.0000  3.0 1   -11.542 3.1025655270
    10.00   0.8780065179    0.8557  2.3793  3.6872  1.6858  -1.178  1.146   -0.408  -1.097  -1.354  -1.490  0.4787  0.0000  3.5 1   -11.542 3.1025860310
    10.00   0.8780552745    0.8536  2.4370  3.6845  1.6162  -1.323  1.064   -0.529  -1.236  -1.499  -1.638  0.4787  0.0000  3.9 1   -11.541 3.1026034355
    10.00   0.8781019449    0.8512  2.5019  3.6814  1.5378  -1.485  0.973   -0.665  -1.391  -1.661  -1.806  0.4787  0.0000  4.5 1   -11.542 3.1026201248
    10.00   0.8781422377    0.8484  2.5618  3.6785  1.4647  -1.635  0.895   -0.788  -1.535  -1.812  -1.961  0.4787  0.0000  5.3 1   -11.545 3.1026344299
    10.00   0.8781803846    0.8452  2.6296  3.6749  1.3810  -1.804  0.816   -0.924  -1.696  -1.982  -2.137  0.4787  0.0000  6.1 1   -11.550 3.1026482582
    10.00   0.8782100677    0.8419  2.6864  3.6720  1.3109  -1.946  0.759   -1.035  -1.827  -2.121  -2.281  0.4787  0.0000  6.9 1   -11.556 3.1026587486
    10.00   0.8782398105    0.8379  2.7466  3.6688  1.2357  -2.097  0.704   -1.150  -1.966  -2.269  -2.435  0.4787  0.0000  7.9 1   -11.567 3.1026694775
    10.00   0.8782652617    0.8335  2.8062  3.6657  1.1615  -2.246  0.649   -1.264  -2.103  -2.415  -2.586  0.4787  0.0000  8.9 1   -11.581 3.1026785374
    10.00   0.8782885671    0.8285  2.8680  3.6621  1.0828  -2.400  0.604   -1.378  -2.244  -2.566  -2.744  0.4787  0.0000  10.3    1   -11.602 3.1026868820
    10.00   0.8783076406    0.8232  2.9216  3.6587  1.0128  -2.534  0.574   -1.473  -2.365  -2.697  -2.881  0.4787  0.0000  11.6    1   -11.627 3.1026937962
    10.00   0.8783267736    0.8168  2.9801  3.6554  0.9377  -2.680  0.539   -1.577  -2.498  -2.840  -3.030  0.4787  0.0000  13.2    1   -11.663 3.1027004719
    10.00   0.8783437610    0.8097  3.0367  3.6523  0.8647  -2.822  0.507   -1.677  -2.626  -2.979  -3.175  0.4787  0.0000  15.0    1   -11.709 3.1027066708
    10.00   0.8783564568    0.8032  3.0843  3.6497  0.8031  -2.941  0.482   -1.759  -2.733  -3.095  -3.297  0.4787  0.0000  16.7    1   -11.756 3.1027112007
    10.00   0.8783712983    0.7937  3.1418  3.6460  0.7258  -3.085  0.473   -1.849  -2.856  -3.231  -3.440  0.4787  0.0000  19.1    1   -11.716 3.1027164459
    10.00   0.8783840537    0.7836  3.1960  3.6424  0.6517  -3.220  0.473   -1.931  -2.970  -3.358  -3.575  0.4787  0.0000  21.7    1   -11.219 3.1027209759
    10.00   0.8783946633    0.7734  3.2421  3.6399  0.5897  -3.335  0.461   -2.005  -3.070  -3.467  -3.690  0.4787  0.0000  24.2    1   -10.815 3.1027247906
    10.00   0.8783946633    0.7734  1.6913  3.7600  2.6212  0.542   1.958   0.907   0.550   0.431   0.392   0.4787  0.0000  0.7 1   -11.769 3.1027247906
    10.00   0.8784816265    0.7735  1.7121  3.7542  2.5771  0.490   1.939   0.878   0.499   0.370   0.324   0.4787  0.0000  0.8 1   -11.769 3.1027560234
    10.00   0.8785915971    0.7736  1.7174  3.7535  2.5689  0.477   1.931   0.868   0.486   0.356   0.309   0.4787  0.0000  0.8 1   -11.768 3.1027951241
    10.00   0.8786650896    0.7737  1.7203  3.7531  2.5647  0.469   1.925   0.862   0.479   0.348   0.301   0.4787  0.0000  0.8 1   -11.767 3.1028215885
    10.00   0.8787062764    0.7737  1.7211  3.7532  2.5644  0.467   1.923   0.859   0.477   0.346   0.299   0.4787  0.0000  0.8 1   -11.767 3.1028361320
    10.00   0.8788248301    0.7739  1.7228  3.7537  2.5646  0.463   1.916   0.853   0.473   0.342   0.296   0.4787  0.0000  0.8 1   -11.766 3.1028785706
    10.00   0.8789488673    0.7740  1.7230  3.7547  2.5684  0.462   1.910   0.849   0.472   0.343   0.298   0.4787  0.0000  0.8 1   -11.765 3.1029229164
    10.00   0.8790789247    0.7742  1.7226  3.7560  2.5741  0.463   1.904   0.844   0.472   0.346   0.302   0.4787  0.0000  0.8 1   -11.764 3.1029694080
    10.00   0.8792129755    0.7744  1.7224  3.7573  2.5795  0.464   1.898   0.839   0.472   0.348   0.306   0.4787  0.0000  0.7 1   -11.763 3.1030170918
    10.00   0.8793517947    0.7745  1.7228  3.7584  2.5838  0.463   1.891   0.834   0.471   0.349   0.308   0.4787  0.0000  0.7 1   -11.762 3.1030666828
    10.00   0.8794919848    0.7747  1.7240  3.7590  2.5851  0.460   1.885   0.828   0.468   0.347   0.307   0.4787  0.0000  0.7 1   -11.761 3.1031167507
    10.00   0.8795587420    0.7748  1.7249  3.7591  2.5845  0.458   1.882   0.826   0.465   0.344   0.304   0.4787  0.0000  0.7 1   -11.760 3.1031405926
    10.00   0.8796088696    0.7748  1.7259  3.7589  2.5831  0.455   1.880   0.824   0.463   0.342   0.302   0.4787  0.0000  0.7 1   -11.760 3.1031584740
    10.00   0.8797063231    0.7750  1.7284  3.7585  2.5788  0.449   1.877   0.819   0.457   0.335   0.294   0.4787  0.0000  0.7 1   -11.759 3.1031932831
    10.00   0.8798034787    0.7751  1.7317  3.7575  2.5719  0.441   1.874   0.815   0.449   0.325   0.284   0.4787  0.0000  0.8 1   -11.758 3.1032278538
    10.00   0.8799027205    0.7752  1.7359  3.7564  2.5630  0.430   1.870   0.809   0.438   0.313   0.270   0.4787  0.0000  0.8 1   -11.758 3.1032631397
    10.00   0.8800061345    0.7753  1.7413  3.7549  2.5516  0.417   1.865   0.801   0.425   0.297   0.252   0.4787  0.0000  0.8 1   -11.757 3.1033000946
    10.00   0.8801138401    0.7754  1.7486  3.7531  2.5373  0.398   1.857   0.790   0.408   0.277   0.230   0.4787  0.0000  0.8 1   -11.756 3.1033384800
    10.00   0.8802289367    0.7756  1.7578  3.7510  2.5200  0.375   1.846   0.775   0.385   0.250   0.201   0.4787  0.0000  0.8 1   -11.756 3.1033794880
    10.00   0.8803855777    0.7758  1.7722  3.7481  2.4942  0.340   1.833   0.752   0.351   0.211   0.158   0.4787  0.0000  0.9 1   -11.755 3.1034350395
    10.00   0.8804326057    0.7758  1.7777  3.7470  2.4841  0.326   1.830   0.743   0.338   0.196   0.142   0.4787  0.0000  0.9 1   -11.754 3.1034519672
    10.00   0.8804946542    0.7759  1.7855  3.7455  2.4704  0.306   1.824   0.730   0.319   0.174   0.118   0.4787  0.0000  0.9 1   -11.754 3.1034739017
    10.00   0.8807886243    0.7763  1.8611  3.7355  2.3548  0.117   1.729   0.588   0.135   -0.027  -0.096  0.4787  0.0000  1.1 1   -11.753 3.1035785675
    10.00   0.8808118105    0.7763  1.8911  3.7320  2.3109  0.042   1.688   0.529   0.062   -0.106  -0.180  0.4787  0.0000  1.2 1   -11.753 3.1035866737
    10.00   0.8808246255    0.7763  1.9335  3.7272  2.2494  -0.064  1.627   0.446   -0.041  -0.218  -0.298  0.4787  0.0000  1.3 1   -11.754 3.1035914421
    10.00   0.8808284998    0.7763  1.9695  3.7235  2.1987  -0.154  1.579   0.375   -0.128  -0.312  -0.397  0.4787  0.0000  1.4 1   -11.754 3.1035926342
    10.00   0.8808314204    0.7763  2.0255  3.7184  2.1220  -0.294  1.510   0.265   -0.263  -0.456  -0.548  0.4787  0.0000  1.7 1   -11.756 3.1035938263
    10.00   0.8808338046    0.7763  2.1046  3.7128  2.0206  -0.492  1.393   0.100   -0.454  -0.658  -0.757  0.4787  0.0000  2.0 1   -11.758 3.1035945415
    10.00   0.8808361888    0.7763  2.1859  3.7078  1.9195  -0.695  1.266   -0.073  -0.652  -0.866  -0.972  0.4787  0.0000  2.3 1   -11.760 3.1035954952
    10.00   0.8808396459    0.7763  2.2559  3.7036  1.8325  -0.870  1.158   -0.221  -0.823  -1.045  -1.157  0.4787  0.0000  2.7 1   -11.763 3.1035966873
    10.00   0.8808405995    0.7763  2.2691  3.7028  1.8162  -0.903  1.138   -0.249  -0.855  -1.079  -1.192  0.4787  0.0000  2.8 1   -11.764 3.1035969257
    10.00   0.8808529973    0.7763  2.2135  3.7063  1.8859  -0.764  1.221   -0.133  -0.720  -0.937  -1.044  0.4787  0.0000  2.5 1   -11.761 3.1036014557
    10.00   0.8808566332    0.7763  2.2091  3.7067  1.8915  -0.753  1.227   -0.124  -0.709  -0.925  -1.033  0.4787  0.0000  2.5 1   -11.761 3.1036026478
    10.00   0.8808940649    0.7764  2.2817  3.7021  1.8007  -0.934  1.118   -0.276  -0.886  -1.111  -1.225  0.4787  0.0000  2.9 1   -11.764 3.1036159992
    10.00   0.8809161186    0.7764  2.3699  3.6965  1.6903  -1.155  1.004   -0.456  -1.097  -1.334  -1.456  0.4787  0.0000  3.5 1   -11.768 3.1036238670
    10.00   0.8809340000    0.7764  2.4480  3.6920  1.5941  -1.350  0.908   -0.615  -1.282  -1.529  -1.658  0.4787  0.0000  4.1 1   -11.773 3.1036303043
    10.00   0.8809484839    0.7765  2.5225  3.6876  1.5018  -1.536  0.819   -0.764  -1.459  -1.716  -1.851  0.4787  0.0000  4.8 1   -11.779 3.1036353111
    10.00   0.8809577227    0.7765  2.5746  3.6844  1.4370  -1.666  0.764   -0.866  -1.582  -1.847  -1.987  0.4787  0.0000  5.4 1   -11.784 3.1036386490
    10.00   0.8809676766    0.7765  2.6358  3.6802  1.3593  -1.819  0.709   -0.982  -1.725  -2.000  -2.147  0.4787  0.0000  6.2 1   -11.791 3.1036422253
    10.00   0.8809777498    0.7765  2.7109  3.6753  1.2647  -2.007  0.639   -1.124  -1.901  -2.189  -2.343  0.4787  0.0000  7.3 1   -11.801 3.1036458015
    10.00   0.8809842467    0.7765  2.7757  3.6715  1.1844  -2.169  0.587   -1.245  -2.050  -2.347  -2.509  0.4787  0.0000  8.4 1   -11.812 3.1036481857
    10.00   0.8809898496    0.7765  2.8383  3.6676  1.1061  -2.326  0.546   -1.359  -2.191  -2.500  -2.668  0.4787  0.0000  9.7 1   -11.825 3.1036500931
    10.00   0.8809944391    0.7765  2.8975  3.6633  1.0299  -2.474  0.522   -1.459  -2.323  -2.643  -2.819  0.4787  0.0000  11.1    1   -11.839 3.1036517620
    10.00   0.8809987903    0.7765  2.9544  3.6595  0.9578  -2.616  0.497   -1.557  -2.450  -2.782  -2.965  0.4787  0.0000  12.6    1   -11.855 3.1036531925
    10.00   0.8810034990    0.7765  3.0116  3.6560  0.8867  -2.759  0.469   -1.655  -2.579  -2.921  -3.111  0.4787  0.0000  14.2    1   -11.874 3.1036548615
    10.00   0.8810080290    0.7765  3.0827  3.6514  0.7968  -2.937  0.447   -1.773  -2.737  -3.095  -3.293  0.4787  0.0000  16.7    1   -11.902 3.1036565304
    10.00   0.8810088038    0.7765  3.1128  3.6491  0.7579  -3.012  0.447   -1.818  -2.801  -3.167  -3.369  0.4787  0.0000  17.9    1   -11.916 3.1036567688
    10.00   0.8810090423    0.7765  3.1254  3.6484  0.7422  -3.044  0.444   -1.838  -2.828  -3.196  -3.401  0.4787  0.0000  18.4    1   -11.858 3.1036570072
    10.00   0.8810091019    0.7765  2.6145  3.6802  1.3805  -1.766  0.756   -0.930  -1.672  -1.946  -2.093  0.4731  0.0000  6.0 1   -11.789 3.1036570072
    10.00   0.8810276389    0.7453  2.7666  3.6727  1.1805  -2.146  0.584   -1.234  -2.031  -2.327  -2.486  0.4731  0.5295  8.4 1   -12.022 3.1036634445
    10.00   0.8810349703    0.6982  2.8168  3.6707  1.0940  -2.272  0.531   -1.335  -2.150  -2.451  -2.614  0.4731  0.5367  9.6 1   -12.369 3.1036660671
    10.00   0.8810394406    0.6171  2.9783  3.6691  0.8726  -2.676  0.246   -1.704  -2.548  -2.859  -3.026  0.4731  0.5414  13.8    1   -13.046 3.1036677361
    10.00   0.8810396194    0.6171  2.9581  3.7686  1.2906  -2.625  -1.091  -2.367  -2.665  -2.754  -2.787  0.3668  0.5435  6.6 1   -12.974 3.1036677361
    10.00   0.8810398579    0.5830  3.2377  3.7895  1.0701  -3.324  -1.862  -3.179  -3.379  -3.419  -3.437  0.3668  0.5435  9.6 1   -13.294 3.1036679745
    10.00   0.8810400963    0.5484  3.5175  3.8060  0.8295  -4.024  -2.615  -3.969  -4.082  -4.080  -4.096  0.3668  0.5435  14.4    1   -13.127 3.1036679745
    10.00   0.8810402155    0.5484  3.5196  3.8210  0.8876  -4.029  -2.683  -4.035  -4.077  -4.044  -4.054  0.3668  0.5435  13.0    1   -13.539 3.1036679745
