# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    u       g       r       i       z   C/O M_hec   period  pmode   logMdot int_IMF
    10.00   0.8000000119    0.7987  0.1610  3.8187  4.4002  4.367   5.423   4.642   4.436   4.395   4.420   0.4787  0.0000  0.0 1   -11.622 3.0718705654
    10.00   0.8133202791    0.8118  0.2448  3.8254  4.3501  4.158   5.208   4.413   4.228   4.198   4.231   0.4787  0.0000  0.0 1   -11.566 3.0775432587
    10.00   0.8307844400    0.8290  0.3732  3.8345  4.2674  3.837   4.892   4.064   3.909   3.895   3.938   0.4787  0.0000  0.0 1   -11.519 3.0846982002
    10.00   0.8350207806    0.8331  0.4080  3.8365  4.2427  3.750   4.807   3.970   3.822   3.811   3.857   0.4787  0.0000  0.0 1   -11.513 3.0863876343
    10.00   0.8387588263    0.8367  0.4405  3.8378  4.2172  3.669   4.728   3.883   3.740   3.732   3.779   0.4787  0.0000  0.0 1   -11.509 3.0878639221
    10.00   0.8393647075    0.8373  0.4460  3.8380  4.2129  3.655   4.714   3.869   3.726   3.719   3.766   0.4787  0.0000  0.0 1   -11.509 3.0881018639
    10.00   0.8415899277    0.8395  0.4674  3.8383  4.1939  3.602   4.663   3.813   3.672   3.666   3.714   0.4787  0.0000  0.0 1   -11.508 3.0889728069
    10.00   0.8516280651    0.8492  0.5711  3.8376  4.0923  3.342   4.415   3.548   3.408   3.403   3.450   0.4787  0.0000  0.1 1   -11.511 3.0928444862
    10.00   0.8570207357    0.8543  0.6464  3.8281  3.9815  3.154   4.241   3.377   3.213   3.193   3.230   0.4787  0.0000  0.1 1   -11.518 3.0948858261
    10.00   0.8606650829    0.8577  0.7120  3.8129  3.8568  2.990   4.107   3.247   3.041   2.997   3.017   0.4787  0.0000  0.1 1   -11.525 3.0962507725
    10.00   0.8631585836    0.8600  0.7665  3.7894  3.7094  2.854   4.032   3.173   2.897   2.817   2.809   0.4787  0.0000  0.1 1   -11.531 3.0971777439
    10.00   0.8647054434    0.8614  0.8005  3.7680  3.5906  2.769   4.034   3.152   2.809   2.695   2.662   0.4787  0.0000  0.1 1   -11.535 3.0977499485
    10.00   0.8657569885    0.8623  0.8396  3.7546  3.4985  2.671   4.011   3.098   2.711   2.576   2.527   0.4787  0.0000  0.2 1   -11.538 3.0981378555
    10.00   0.8665629029    0.8630  0.8864  3.7466  3.4200  2.554   3.952   3.009   2.595   2.447   2.388   0.4787  0.0000  0.2 1   -11.540 3.0984344482
    10.00   0.8672991395    0.8636  0.9475  3.7414  3.3383  2.401   3.847   2.876   2.443   2.286   2.221   0.4787  0.0000  0.2 1   -11.542 3.0987050533
    10.00   0.8678877354    0.8640  1.0057  3.7383  3.2678  2.256   3.731   2.742   2.298   2.136   2.067   0.4787  0.0000  0.2 1   -11.543 3.0989208221
    10.00   0.8684284687    0.8644  1.0655  3.7359  3.1989  2.106   3.604   2.601   2.150   1.983   1.912   0.4787  0.0000  0.3 1   -11.545 3.0991189480
    10.00   0.8689320683    0.8647  1.1251  3.7340  3.1319  1.957   3.472   2.458   2.001   1.832   1.758   0.4787  0.0000  0.3 1   -11.546 3.0993032455
    10.00   0.8694019914    0.8650  1.1864  3.7323  3.0636  1.804   3.336   2.311   1.848   1.676   1.600   0.4787  0.0000  0.3 1   -11.547 3.0994749069
    10.00   0.8698089719    0.8651  1.2466  3.7305  2.9966  1.654   3.201   2.167   1.699   1.524   1.445   0.4787  0.0000  0.4 1   -11.547 3.0996234417
    10.00   0.8702121377    0.8653  1.3094  3.7288  2.9271  1.497   3.063   2.016   1.542   1.364   1.284   0.4787  0.0000  0.4 1   -11.548 3.0997705460
    10.00   0.8705681562    0.8653  1.3713  3.7271  2.8583  1.342   2.927   1.867   1.387   1.206   1.124   0.4787  0.0000  0.5 1   -11.548 3.0999002457
    10.00   0.8708772063    0.8653  1.4330  3.7253  2.7894  1.187   2.791   1.719   1.233   1.049   0.964   0.4787  0.0000  0.5 1   -11.548 3.1000127792
    10.00   0.8711515665    0.8651  1.4926  3.7236  2.7227  1.038   2.667   1.578   1.085   0.898   0.811   0.4787  0.0000  0.6 1   -11.548 3.1001126766
    10.00   0.8714033365    0.8650  1.5541  3.7218  2.6541  0.885   2.539   1.433   0.932   0.743   0.653   0.4787  0.0000  0.7 1   -11.548 3.1002042294
    10.00   0.8716341853    0.8647  1.6144  3.7199  2.5860  0.734   2.415   1.291   0.783   0.590   0.498   0.4787  0.0000  0.7 1   -11.548 3.1002879143
    10.00   0.8718219399    0.8644  1.6701  3.7181  2.5232  0.595   2.301   1.161   0.645   0.449   0.354   0.4787  0.0000  0.8 1   -11.547 3.1003561020
    10.00   0.8719923496    0.8640  1.7267  3.7163  2.4591  0.453   2.187   1.029   0.505   0.306   0.208   0.4787  0.0000  0.9 1   -11.546 3.1004180908
    10.00   0.8721368909    0.8636  1.7783  3.7146  2.4003  0.324   2.084   0.908   0.376   0.174   0.075   0.4787  0.0000  1.0 1   -11.545 3.1004705429
    10.00   0.8722744584    0.8630  1.8332  3.7127  2.3377  0.187   1.976   0.781   0.240   0.035   -0.067  0.4787  0.0000  1.1 1   -11.544 3.1005203724
    10.00   0.8723879457    0.8625  1.8841  3.7109  2.2794  0.060   1.876   0.663   0.114   -0.095  -0.199  0.4787  0.0000  1.2 1   -11.543 3.1005616188
    10.00   0.8724927902    0.8619  1.9348  3.7092  2.2213  -0.067  1.777   0.547   -0.011  -0.224  -0.330  0.4787  0.0000  1.4 1   -11.542 3.1005995274
    10.00   0.8725855350    0.8612  1.9823  3.7074  2.1664  -0.186  1.685   0.438   -0.128  -0.344  -0.453  0.4787  0.0000  1.5 1   -11.541 3.1006331444
    10.00   0.8726714253    0.8604  2.0302  3.7058  2.1115  -0.305  1.590   0.327   -0.247  -0.466  -0.577  0.4787  0.0000  1.7 1   -11.540 3.1006643772
    10.00   0.8727470040    0.8595  2.0706  3.7043  2.0649  -0.406  1.511   0.235   -0.346  -0.569  -0.682  0.4787  0.0000  1.8 1   -11.538 3.1006917953
    10.00   0.8728397489    0.8584  2.1098  3.7029  2.0195  -0.505  1.434   0.145   -0.443  -0.668  -0.783  0.4787  0.0000  1.9 1   -11.536 3.1007254124
    10.00   0.8728466630    0.8583  2.1118  3.7029  2.0173  -0.509  1.430   0.140   -0.448  -0.673  -0.788  0.4787  0.0000  2.0 1   -11.536 3.1007277966
    10.00   0.8729103804    0.8575  2.0921  3.7040  2.0410  -0.460  1.464   0.183   -0.400  -0.623  -0.736  0.4787  0.0000  1.9 1   -11.534 3.1007509232
    10.00   0.8730006218    0.8562  2.1586  3.7014  1.9635  -0.627  1.338   0.032   -0.564  -0.792  -0.909  0.4787  0.0000  2.1 1   -11.533 3.1007835865
    10.00   0.8730804920    0.8548  2.2250  3.6988  1.8861  -0.792  1.224   -0.116  -0.726  -0.960  -1.081  0.4787  0.0000  2.4 1   -11.532 3.1008126736
    10.00   0.8731526732    0.8531  2.2901  3.6963  1.8100  -0.955  1.119   -0.258  -0.885  -1.124  -1.249  0.4787  0.0000  2.8 1   -11.532 3.1008386612
    10.00   0.8732145429    0.8513  2.3518  3.6938  1.7375  -1.109  1.022   -0.393  -1.034  -1.280  -1.408  0.4787  0.0000  3.2 1   -11.532 3.1008610725
    10.00   0.8732739091    0.8491  2.4190  3.6911  1.6582  -1.277  0.917   -0.538  -1.197  -1.449  -1.582  0.4787  0.0000  3.8 1   -11.533 3.1008825302
    10.00   0.8733229041    0.8467  2.4816  3.6885  1.5840  -1.434  0.821   -0.673  -1.348  -1.606  -1.743  0.4787  0.0000  4.3 1   -11.535 3.1009004116
    10.00   0.8733667135    0.8440  2.5446  3.6857  1.5086  -1.591  0.728   -0.807  -1.500  -1.765  -1.906  0.4787  0.0000  4.9 1   -11.539 3.1009161472
    10.00   0.8734080195    0.8409  2.6091  3.6827  1.4304  -1.753  0.642   -0.940  -1.655  -1.928  -2.074  0.4787  0.0000  5.6 1   -11.545 3.1009311676
    10.00   0.8734467030    0.8370  2.6799  3.6794  1.3445  -1.930  0.549   -1.086  -1.825  -2.106  -2.258  0.4787  0.0000  6.5 1   -11.555 3.1009452343
    10.00   0.8734776378    0.8330  2.7429  3.6766  1.2682  -2.087  0.466   -1.215  -1.976  -2.265  -2.421  0.4787  0.0000  7.4 1   -11.567 3.1009562016
    10.00   0.8735060692    0.8283  2.8066  3.6736  1.1900  -2.247  0.393   -1.342  -2.126  -2.425  -2.586  0.4787  0.0000  8.5 1   -11.585 3.1009666920
    10.00   0.8735318780    0.8229  2.8718  3.6703  1.1088  -2.410  0.334   -1.467  -2.277  -2.585  -2.753  0.4787  0.0000  9.8 1   -11.610 3.1009759903
    10.00   0.8735576272    0.8159  2.9442  3.6664  1.0170  -2.590  0.279   -1.600  -2.443  -2.763  -2.938  0.4787  0.0000  11.5    1   -11.648 3.1009852886
    10.00   0.8735783100    0.8085  3.0092  3.6631  0.9347  -2.753  0.231   -1.720  -2.593  -2.924  -3.105  0.4787  0.0000  13.2    1   -11.694 3.1009926796
    10.00   0.8735963702    0.8002  3.0726  3.6598  0.8540  -2.911  0.189   -1.834  -2.738  -3.080  -3.268  0.4787  0.0000  15.2    1   -11.753 3.1009993553
    10.00   0.8736144304    0.7893  3.1408  3.6561  0.7647  -3.082  0.155   -1.951  -2.892  -3.248  -3.444  0.4787  0.0000  17.8    1   -11.839 3.1010057926
    10.00   0.8736299276    0.7769  3.2048  3.6525  0.6796  -3.242  0.127   -2.059  -3.036  -3.406  -3.610  0.4787  0.0000  20.6    1   -11.349 3.1010115147
    10.00   0.8736324906    0.7747  3.2154  3.6519  0.6653  -3.269  0.123   -2.076  -3.060  -3.432  -3.637  0.4787  0.0000  21.1    1   -11.255 3.1010122299
    10.00   0.8736324906    0.7722  1.6857  3.8015  2.7920  0.556   1.792   0.774   0.566   0.519   0.526   0.4787  0.0000  0.5 1   -11.776 3.1010122299
    10.00   0.8736796975    0.7722  1.6923  3.7971  2.7679  0.539   1.787   0.772   0.550   0.495   0.497   0.4787  0.0000  0.5 1   -11.776 3.1010293961
    10.00   0.8737490177    0.7723  1.6995  3.7924  2.7418  0.521   1.784   0.770   0.532   0.469   0.466   0.4787  0.0000  0.6 1   -11.775 3.1010544300
    10.00   0.8738217354    0.7724  1.7030  3.7912  2.7335  0.513   1.779   0.766   0.524   0.458   0.453   0.4787  0.0000  0.6 1   -11.775 3.1010806561
    10.00   0.8738983274    0.7725  1.7054  3.7905  2.7286  0.507   1.775   0.762   0.518   0.451   0.446   0.4787  0.0000  0.6 1   -11.774 3.1011083126
    10.00   0.8739478588    0.7725  1.7069  3.7903  2.7261  0.503   1.772   0.759   0.514   0.447   0.441   0.4787  0.0000  0.6 1   -11.774 3.1011264324
    10.00   0.8740095496    0.7726  1.7078  3.7905  2.7261  0.500   1.770   0.755   0.512   0.445   0.439   0.4787  0.0000  0.6 1   -11.773 3.1011486053
    10.00   0.8741781712    0.7728  1.7100  3.7914  2.7275  0.495   1.762   0.747   0.506   0.441   0.436   0.4787  0.0000  0.6 1   -11.772 3.1012096405
    10.00   0.8743544817    0.7730  1.7107  3.7932  2.7344  0.493   1.755   0.738   0.504   0.442   0.440   0.4787  0.0000  0.6 1   -11.771 3.1012732983
    10.00   0.8745392561    0.7732  1.7115  3.7949  2.7403  0.491   1.748   0.730   0.502   0.443   0.442   0.4787  0.0000  0.6 1   -11.769 3.1013398170
    10.00   0.8746829033    0.7734  1.7128  3.7957  2.7422  0.488   1.742   0.724   0.498   0.441   0.441   0.4787  0.0000  0.6 1   -11.768 3.1013917923
    10.00   0.8747097850    0.7734  1.7133  3.7954  2.7406  0.487   1.742   0.724   0.497   0.439   0.439   0.4787  0.0000  0.6 1   -11.768 3.1014013290
    10.00   0.8748304844    0.7736  1.7158  3.7942  2.7336  0.480   1.739   0.722   0.491   0.431   0.429   0.4787  0.0000  0.6 1   -11.767 3.1014449596
    10.00   0.8749490380    0.7737  1.7190  3.7923  2.7227  0.472   1.737   0.720   0.483   0.420   0.416   0.4787  0.0000  0.6 1   -11.766 3.1014876366
    10.00   0.8750706315    0.7739  1.7239  3.7890  2.7048  0.460   1.735   0.719   0.471   0.402   0.395   0.4787  0.0000  0.6 1   -11.765 3.1015315056
    10.00   0.8751924038    0.7740  1.7300  3.7849  2.6825  0.445   1.733   0.718   0.456   0.380   0.368   0.4787  0.0000  0.6 1   -11.765 3.1015753746
    10.00   0.8753189445    0.7741  1.7376  3.7801  2.6556  0.426   1.729   0.716   0.438   0.353   0.335   0.4787  0.0000  0.7 1   -11.764 3.1016209126
    10.00   0.8754516244    0.7743  1.7471  3.7743  2.6230  0.402   1.724   0.713   0.415   0.320   0.296   0.4787  0.0000  0.7 1   -11.763 3.1016688347
    10.00   0.8755941391    0.7745  1.7590  3.7680  2.5861  0.373   1.727   0.708   0.387   0.282   0.250   0.4787  0.0000  0.7 1   -11.762 3.1017200947
    10.00   0.8757799268    0.7747  1.7788  3.7609  2.5379  0.323   1.715   0.686   0.340   0.222   0.182   0.4787  0.0000  0.8 1   -11.761 3.1017868519
    10.00   0.8758384585    0.7748  1.7857  3.7588  2.5225  0.306   1.709   0.677   0.324   0.202   0.159   0.4787  0.0000  0.8 1   -11.761 3.1018080711
    10.00   0.8759180903    0.7749  1.7965  3.7559  2.5003  0.279   1.697   0.661   0.297   0.170   0.124   0.4787  0.0000  0.9 1   -11.760 3.1018366814
    10.00   0.8762131333    0.7752  1.8598  3.7434  2.3872  0.121   1.628   0.555   0.145   -0.004  -0.066  0.4787  0.0000  1.0 1   -11.759 3.1019427776
    10.00   0.8762345314    0.7752  1.8823  3.7399  2.3508  0.064   1.602   0.515   0.090   -0.065  -0.131  0.4787  0.0000  1.1 1   -11.759 3.1019504070
    10.00   0.8762508631    0.7752  1.9236  3.7339  2.2857  -0.039  1.551   0.439   -0.009  -0.175  -0.249  0.4787  0.0000  1.2 1   -11.760 3.1019563675
    10.00   0.8762558103    0.7752  1.9599  3.7295  2.2313  -0.130  1.499   0.369   -0.098  -0.272  -0.351  0.4787  0.0000  1.4 1   -11.761 3.1019580364
    10.00   0.8762596250    0.7753  2.0225  3.7230  2.1430  -0.286  1.409   0.244   -0.249  -0.435  -0.523  0.4787  0.0000  1.6 1   -11.762 3.1019594669
    10.00   0.8762616515    0.7753  2.0885  3.7181  2.0576  -0.451  1.310   0.107   -0.410  -0.605  -0.699  0.4787  0.0000  1.8 1   -11.764 3.1019601822
    10.00   0.8762638569    0.7753  2.1593  3.7136  1.9687  -0.628  1.196   -0.045  -0.582  -0.787  -0.887  0.4787  0.0000  2.2 1   -11.766 3.1019608974
    10.00   0.8762667775    0.7753  2.2187  3.7101  1.8951  -0.777  1.101   -0.172  -0.728  -0.939  -1.044  0.4787  0.0000  2.4 1   -11.768 3.1019620895
    10.00   0.8762689233    0.7753  2.2442  3.7087  1.8639  -0.840  1.060   -0.227  -0.790  -1.004  -1.111  0.4787  0.0000  2.6 1   -11.769 3.1019628048
    10.00   0.8762842417    0.7753  2.1940  3.7117  1.9263  -0.715  1.139   -0.120  -0.667  -0.875  -0.978  0.4787  0.0000  2.3 1   -11.767 3.1019682884
    10.00   0.8763175607    0.7753  2.2558  3.7080  1.8497  -0.870  1.040   -0.252  -0.818  -1.034  -1.142  0.4787  0.0000  2.6 1   -11.769 3.1019802094
    10.00   0.8763396740    0.7753  2.3339  3.7035  1.7536  -1.065  0.915   -0.419  -1.009  -1.234  -1.348  0.4787  0.0000  3.1 1   -11.772 3.1019880772
    10.00   0.8763576746    0.7754  2.4097  3.6992  1.6606  -1.254  0.797   -0.579  -1.193  -1.427  -1.548  0.4787  0.0000  3.7 1   -11.776 3.1019947529
    10.00   0.8763701320    0.7754  2.4703  3.6959  1.5868  -1.406  0.718   -0.704  -1.338  -1.579  -1.705  0.4787  0.0000  4.2 1   -11.780 3.1019990444
    10.00   0.8763814569    0.7754  2.5338  3.6924  1.5092  -1.565  0.636   -0.834  -1.490  -1.739  -1.871  0.4787  0.0000  4.8 1   -11.785 3.1020030975
    10.00   0.8763917089    0.7754  2.5942  3.6885  1.4335  -1.715  0.574   -0.951  -1.632  -1.891  -2.029  0.4787  0.0000  5.5 1   -11.791 3.1020069122
    10.00   0.8764024377    0.7754  2.6643  3.6845  1.3473  -1.891  0.495   -1.090  -1.799  -2.069  -2.212  0.4787  0.0000  6.3 1   -11.799 3.1020107269
    10.00   0.8764111400    0.7754  2.7333  3.6810  1.2641  -2.063  0.411   -1.228  -1.963  -2.242  -2.392  0.4787  0.0000  7.3 1   -11.808 3.1020138264
    10.00   0.8764175773    0.7754  2.7961  3.6776  1.1878  -2.220  0.339   -1.353  -2.112  -2.401  -2.556  0.4787  0.0000  8.4 1   -11.818 3.1020162106
    10.00   0.8764237165    0.7754  2.8655  3.6737  1.1030  -2.394  0.270   -1.486  -2.275  -2.574  -2.736  0.4787  0.0000  9.7 1   -11.832 3.1020183563
    10.00   0.8764286637    0.7755  2.9268  3.6700  1.0269  -2.547  0.231   -1.596  -2.414  -2.725  -2.893  0.4787  0.0000  11.1    1   -11.846 3.1020202637
    10.00   0.8764339685    0.7755  2.9870  3.6665  0.9526  -2.698  0.194   -1.703  -2.551  -2.873  -3.048  0.4787  0.0000  12.7    1   -11.863 3.1020221710
    10.00   0.8764396310    0.7755  3.0781  3.6609  0.8389  -2.925  0.156   -1.857  -2.756  -3.096  -3.283  0.4787  0.0000  15.5    1   -11.895 3.1020240784
    10.00   0.8764402270    0.7755  3.0959  3.6598  0.8168  -2.970  0.148   -1.887  -2.796  -3.140  -3.328  0.4787  0.0000  16.1    1   -11.902 3.1020243168
    10.00   0.8764402270    0.7755  2.9261  3.6685  1.0214  -2.545  0.272   -1.577  -2.406  -2.721  -2.892  0.4781  0.0000  11.2    1   -11.847 3.1020243168
    10.00   0.8764582872    0.7503  2.7239  3.6769  1.2429  -2.040  0.516   -1.169  -1.929  -2.219  -2.374  5.0090  0.5258  7.6 1   -9.198  3.1020307541
    10.00   0.8764650226    0.7309  2.7742  3.6722  1.1625  -2.166  0.515   -1.246  -2.040  -2.343  -2.506  5.5102  0.5297  8.6 1   -8.895  3.1020331383
    10.00   0.8764715791    0.6871  3.0111  3.6601  0.8502  -2.758  0.339   -1.682  -2.585  -2.927  -3.115  5.7407  0.5339  14.7    1   -8.601  3.1020355225
    10.00   0.8764744401    0.6337  3.1572  3.6637  0.6837  -3.123  -0.049  -2.069  -2.965  -3.303  -3.485  5.8035  0.5356  19.4    1   -8.638  3.1020367146
    10.00   0.8764762282    0.6229  3.4873  3.9185  1.3650  -3.948  -2.924  -4.023  -3.827  -3.644  -3.595  5.5242  0.5533  5.8 1   -99.999 3.1020371914
    10.00   0.8764784336    0.6059  3.5324  4.0068  1.6612  -4.061  -3.098  -3.811  -3.555  -3.332  -3.201  5.4902  0.5563  3.5 1   -99.999 3.1020381451
    10.00   0.8764802217    0.5834  3.4671  4.0666  1.9492  -3.898  -2.866  -3.363  -3.074  -2.830  -2.655  5.4904  0.5585  2.1 1   -99.999 3.1020386219
    10.00   0.8764817119    0.5608  3.5624  4.1405  2.1323  -4.136  -2.954  -3.219  -2.893  -2.627  -2.409  5.4906  0.5604  1.5 1   -99.999 3.1020390987
