# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    u       g       r       i       z   C/O M_hec   period  pmode   logMdot int_IMF
    10.00   0.1500000060    0.1500  -2.2956 3.5898  5.2148  10.509  14.733  12.238  10.905  10.392  10.096  0.4787  0.0000  0.0 1   -17.817 1.9609395266
    10.00   0.2000000030    0.2000  -1.9902 3.6133  5.1286  9.745   13.344  11.181  10.032  9.594   9.343   0.4787  0.0000  0.0 1   -17.692 2.2217822075
    10.00   0.2500000000    0.2500  -1.7846 3.6257  5.0694  9.232   12.609  10.539  9.475   9.070   8.840   0.4787  0.0000  0.0 1   -17.573 2.4080901146
    10.00   0.3000000119    0.3000  -1.6398 3.6344  5.0386  8.870   12.096  10.093  9.082   8.700   8.486   0.4787  0.0000  0.0 1   -16.636 2.5475041866
    10.00   0.3499999940    0.3500  -1.5155 3.6420  5.0114  8.559   11.655  9.709   8.745   8.383   8.182   0.4787  0.0000  0.0 1   -15.843 2.6555202007
    10.00   0.4000000060    0.4000  -1.3970 3.6489  4.9785  8.263   11.237  9.345   8.424   8.082   7.893   0.4787  0.0000  0.0 1   -15.157 2.7413372993
    10.00   0.4499999881    0.4500  -1.2557 3.6579  4.9246  7.909   10.717  8.911   8.045   7.725   7.551   0.4787  0.0000  0.0 1   -14.551 2.8109800816
    10.00   0.5000000000    0.5000  -1.1087 3.6696  4.8702  7.542   10.135  8.441   7.644   7.353   7.198   0.4787  0.0000  0.0 1   -14.009 2.8684780598
    10.00   0.5500000119    0.5500  -0.9355 3.6887  4.8145  7.109   9.367   7.868   7.167   6.916   6.790   0.4787  0.0000  0.0 1   -13.519 2.9166350365
    10.00   0.6000000238    0.5998  -0.7488 3.7127  4.7615  6.642   8.520   7.259   6.665   6.458   6.364   0.4787  0.0000  0.0 1   -13.074 2.9573988914
    10.00   0.6149890423    0.6148  -0.6900 3.7204  4.7445  6.495   8.259   7.071   6.510   6.317   6.233   0.4787  0.0000  0.0 1   -12.947 2.9684338570
    10.00   0.6431552172    0.6429  -0.5795 3.7349  4.7111  6.219   7.801   6.732   6.230   6.060   5.993   0.4787  0.0000  0.0 1   -12.717 2.9878852367
    10.00   0.6684661508    0.6681  -0.4805 3.7475  4.6792  5.971   7.408   6.434   5.982   5.833   5.780   0.4787  0.0000  0.0 1   -12.519 3.0040204525
    10.00   0.6916552782    0.6912  -0.3888 3.7590  4.6483  5.742   7.077   6.167   5.759   5.627   5.587   0.4787  0.0000  0.0 1   -12.344 3.0177969933
    10.00   0.7131652236    0.7126  -0.3026 3.7693  4.6167  5.526   6.778   5.919   5.549   5.434   5.405   0.4787  0.0000  0.0 1   -12.191 3.0297989845
    10.00   0.7334329486    0.7328  -0.2196 3.7788  4.5840  5.319   6.509   5.684   5.348   5.247   5.229   0.4787  0.0000  0.0 1   -12.047 3.0404825211
    10.00   0.7527270913    0.7520  -0.1381 3.7878  4.5494  5.115   6.266   5.458   5.151   5.063   5.055   0.4787  0.0000  0.0 1   -11.910 3.0501341820
    10.00   0.7713907957    0.7705  -0.0561 3.7961  4.5114  4.910   6.025   5.231   4.952   4.877   4.878   0.4787  0.0000  0.0 1   -11.785 3.0590248108
    10.00   0.7756471038    0.7748  -0.0367 3.7980  4.5017  4.862   5.969   5.178   4.905   4.832   4.836   0.4787  0.0000  0.0 1   -11.757 3.0609943867
    10.00   0.7843725085    0.7834  0.0051  3.8019  4.4807  4.757   5.853   5.063   4.803   4.736   4.744   0.4787  0.0000  0.0 1   -11.705 3.0649666786
    10.00   0.8035655618    0.8024  0.1050  3.8107  4.4263  4.508   5.590   4.790   4.557   4.505   4.523   0.4787  0.0000  0.0 1   -11.605 3.0734078884
    10.00   0.8150388002    0.8137  0.1690  3.8157  4.3881  4.348   5.423   4.616   4.398   4.355   4.378   0.4787  0.0000  0.0 1   -11.559 3.0782611370
    10.00   0.8274058700    0.8259  0.2446  3.8210  4.3405  4.159   5.228   4.411   4.211   4.176   4.206   0.4787  0.0000  0.0 1   -11.525 3.0833382607
    10.00   0.8400889039    0.8384  0.3298  3.8265  4.2837  3.946   5.012   4.181   3.999   3.974   4.010   0.4787  0.0000  0.0 1   -11.508 3.0883858204
    10.00   0.8436853886    0.8419  0.3551  3.8279  4.2656  3.882   4.949   4.113   3.936   3.913   3.951   0.4787  0.0000  0.0 1   -11.508 3.0897889137
    10.00   0.8469061255    0.8450  0.3791  3.8288  4.2470  3.822   4.891   4.050   3.876   3.855   3.894   0.4787  0.0000  0.0 1   -11.508 3.0910348892
    10.00   0.8478789926    0.8460  0.3866  3.8290  4.2408  3.803   4.873   4.030   3.857   3.836   3.876   0.4787  0.0000  0.0 1   -11.509 3.0914094448
