# log(age/yr)   M_ini       M_act   logL/Lo logTe   logG    mbol    u       g       r       i       z   C/O M_hec   period  pmode   logMdot int_IMF
    10.00   0.9140476584    0.8956  2.2451  3.6671  1.7594  -0.843  2.022   0.091   -0.722  -1.007  -1.166  0.4787  0.0000  3.1 1   -11.731 3.1149654388
    10.00   0.9141206145    0.8939  2.3085  3.6634  1.6802  -1.001  1.953   -0.033  -0.866  -1.160  -1.325  0.4787  0.0000  3.5 1   -11.721 3.1149892807
    10.00   0.9141839147    0.8919  2.3699  3.6597  1.6034  -1.155  1.888   -0.153  -1.006  -1.308  -1.479  0.4787  0.0000  4.0 1   -11.710 3.1150102615
    10.00   0.9142411351    0.8897  2.4356  3.6559  1.5214  -1.319  1.817   -0.282  -1.157  -1.466  -1.644  0.4787  0.0000  4.7 1   -11.699 3.1150290966
    10.00   0.9142934680    0.8870  2.5002  3.6525  1.4415  -1.481  1.750   -0.408  -1.305  -1.623  -1.807  0.4787  0.0000  5.3 1   -11.687 3.1150462627
    10.00   0.9143387675    0.8841  2.5620  3.6483  1.3617  -1.635  1.710   -0.518  -1.441  -1.769  -1.961  0.4787  0.0000  6.1 1   -11.676 3.1150612831
    10.00   0.9143818021    0.8806  2.6302  3.6436  1.2730  -1.805  1.675   -0.633  -1.587  -1.928  -2.128  0.4787  0.0000  7.2 1   -11.664 3.1150753498
    10.00   0.9144187570    0.8766  2.6947  3.6394  1.1897  -1.967  1.639   -0.745  -1.726  -2.078  -2.287  0.4787  0.0000  8.3 1   -11.654 3.1150875092
    10.00   0.9144541025    0.8717  2.7659  3.6346  1.0970  -2.145  1.605   -0.866  -1.879  -2.244  -2.462  0.4787  0.0000  9.7 1   -11.645 3.1150991917
    10.00   0.9144844413    0.8662  2.8329  3.6298  1.0078  -2.312  1.585   -0.975  -2.020  -2.399  -2.626  0.4787  0.0000  11.3    1   -11.641 3.1151092052
    10.00   0.9145127535    0.8595  2.9034  3.6250  0.9147  -2.488  1.569   -1.089  -2.170  -2.562  -2.799  0.4787  0.0000  13.3    1   -11.644 3.1151185036
    10.00   0.9145378470    0.8516  2.9707  3.6201  0.8240  -2.657  1.580   -1.181  -2.305  -2.714  -2.962  0.4787  0.0000  15.6    1   -11.656 3.1151268482
    10.00   0.9145607948    0.8421  3.0437  3.6142  0.7225  -2.839  1.616   -1.271  -2.445  -2.875  -3.137  0.4787  0.0000  19.5    1   -11.689 3.1151344776
    10.00   0.9145834446    0.8290  3.1230  3.6080  0.6117  -3.037  1.653   -1.372  -2.599  -3.050  -3.327  0.4787  0.0000  23.6    1   -11.100 3.1151418686
    10.00   0.9146024585    0.8137  3.1989  3.6026  0.5061  -3.227  1.677   -1.474  -2.750  -3.219  -3.509  0.4787  0.0000  28.5    1   -10.369 3.1151480675
    10.00   0.9146221280    0.7906  3.2826  3.5959  0.3829  -3.437  1.738   -1.550  -2.894  -3.397  -3.707  0.4787  0.0000  35.4    1   -9.571  3.1151545048
    10.00   0.9146258235    0.7853  3.2983  3.5947  0.3597  -3.476  1.745   -1.564  -2.921  -3.430  -3.744  0.4787  0.0000  36.8    1   -9.429  3.1151556969
    10.00   0.9146258235    0.7854  1.6836  3.7262  2.5003  0.561   2.378   1.081   0.555   0.382   0.307   0.4787  0.0000  0.9 1   -11.696 3.1151556969
    10.00   0.9147019982    0.7855  1.6988  3.7241  2.4766  0.523   2.368   1.054   0.519   0.343   0.265   0.4787  0.0000  0.9 1   -11.696 3.1151809692
    10.00   0.9148105383    0.7856  1.7087  3.7231  2.4629  0.498   2.358   1.035   0.496   0.317   0.239   0.4787  0.0000  0.9 1   -11.695 3.1152164936
    10.00   0.9148845077    0.7857  1.7126  3.7228  2.4579  0.488   2.352   1.027   0.486   0.307   0.228   0.4787  0.0000  0.9 1   -11.695 3.1152408123
    10.00   0.9149317741    0.7858  1.7131  3.7230  2.4580  0.487   2.349   1.025   0.485   0.306   0.227   0.4787  0.0000  0.9 1   -11.695 3.1152565479
    10.00   0.9150727391    0.7860  1.7125  3.7238  2.4623  0.489   2.338   1.021   0.485   0.308   0.230   0.4787  0.0000  0.9 1   -11.693 3.1153028011
    10.00   0.9152194858    0.7862  1.7104  3.7251  2.4694  0.494   2.326   1.019   0.489   0.314   0.237   0.4787  0.0000  0.9 1   -11.692 3.1153512001
    10.00   0.9153730273    0.7864  1.7086  3.7262  2.4760  0.499   2.318   1.018   0.493   0.319   0.245   0.4787  0.0000  0.9 1   -11.691 3.1154015064
    10.00   0.9155318737    0.7866  1.7076  3.7272  2.4808  0.501   2.310   1.015   0.494   0.323   0.249   0.4787  0.0000  0.9 1   -11.690 3.1154537201
    10.00   0.9156943560    0.7868  1.7075  3.7280  2.4842  0.501   2.303   1.012   0.494   0.324   0.251   0.4787  0.0000  0.9 1   -11.689 3.1155071259
    10.00   0.9158576727    0.7870  1.7081  3.7285  2.4860  0.500   2.295   1.007   0.492   0.323   0.251   0.4787  0.0000  0.9 1   -11.688 3.1155607700
    10.00   0.9160159230    0.7872  1.7097  3.7289  2.4858  0.496   2.288   1.002   0.488   0.319   0.248   0.4787  0.0000  0.9 1   -11.687 3.1156127453
    10.00   0.9161125422    0.7873  1.7107  3.7290  2.4856  0.493   2.284   0.998   0.485   0.317   0.246   0.4787  0.0000  0.9 1   -11.686 3.1156444550
    10.00   0.9161617160    0.7873  1.7120  3.7289  2.4839  0.490   2.282   0.995   0.482   0.314   0.242   0.4787  0.0000  0.9 1   -11.686 3.1156604290
    10.00   0.9162861705    0.7875  1.7157  3.7285  2.4787  0.481   2.277   0.988   0.473   0.304   0.232   0.4787  0.0000  0.9 1   -11.685 3.1157014370
    10.00   0.9164108634    0.7877  1.7205  3.7280  2.4719  0.469   2.271   0.979   0.461   0.291   0.219   0.4787  0.0000  0.9 1   -11.684 3.1157422066
    10.00   0.9165410995    0.7878  1.7269  3.7272  2.4624  0.453   2.264   0.966   0.446   0.274   0.201   0.4787  0.0000  0.9 1   -11.683 3.1157848835
    10.00   0.9166764021    0.7880  1.7357  3.7262  2.4496  0.431   2.254   0.950   0.424   0.251   0.177   0.4787  0.0000  0.9 1   -11.682 3.1158292294
    10.00   0.9168110490    0.7882  1.7469  3.7249  2.4332  0.403   2.241   0.929   0.397   0.222   0.145   0.4787  0.0000  1.0 1   -11.681 3.1158733368
    10.00   0.9169659019    0.7884  1.7637  3.7230  2.4089  0.361   2.228   0.898   0.358   0.179   0.100   0.4787  0.0000  1.0 1   -11.680 3.1159241199
    10.00   0.9170485139    0.7885  1.7729  3.7219  2.3955  0.338   2.221   0.881   0.336   0.155   0.075   0.4787  0.0000  1.0 1   -11.680 3.1159510612
    10.00   0.9171486497    0.7886  1.7900  3.7201  2.3713  0.295   2.205   0.849   0.296   0.112   0.029   0.4787  0.0000  1.1 1   -11.680 3.1159839630
    10.00   0.9174078107    0.7889  1.8492  3.7136  2.2862  0.147   2.156   0.740   0.157   -0.039  -0.130  0.4787  0.0000  1.2 1   -11.679 3.1160688400
    10.00   0.9174305797    0.7889  1.8806  3.7105  2.2425  0.069   2.126   0.680   0.082   -0.119  -0.214  0.4787  0.0000  1.3 1   -11.679 3.1160762310
    10.00   0.9174475074    0.7890  1.9365  3.7054  2.1662  -0.071  2.065   0.572   -0.050  -0.261  -0.363  0.4787  0.0000  1.5 1   -11.680 3.1160817146
    10.00   0.9174525738    0.7890  1.9801  3.7016  2.1072  -0.180  2.016   0.487   -0.154  -0.372  -0.479  0.4787  0.0000  1.7 1   -11.681 3.1160833836
    10.00   0.9174565673    0.7890  2.0628  3.6942  1.9950  -0.387  1.945   0.332   -0.344  -0.577  -0.694  0.4787  0.0000  2.1 1   -11.684 3.1160845757
    10.00   0.9174584746    0.7890  2.1277  3.6884  1.9071  -0.549  1.899   0.214   -0.493  -0.736  -0.862  0.4787  0.0000  2.4 1   -11.686 3.1160852909
    10.00   0.9174605608    0.7890  2.1921  3.6835  1.8231  -0.710  1.840   0.091   -0.642  -0.895  -1.028  0.4787  0.0000  2.8 1   -11.689 3.1160860062
    10.00   0.9174634218    0.7890  2.2489  3.6796  1.7505  -0.852  1.782   -0.020  -0.774  -1.035  -1.174  0.4787  0.0000  3.2 1   -11.691 3.1160869598
    10.00   0.9174653292    0.7890  2.2705  3.6781  1.7227  -0.906  1.761   -0.062  -0.825  -1.089  -1.230  0.4787  0.0000  3.3 1   -11.693 3.1160874367
    10.00   0.9174760580    0.7890  2.2133  3.6824  1.7973  -0.763  1.813   0.047   -0.692  -0.948  -1.082  0.4787  0.0000  2.9 1   -11.689 3.1160910130
    10.00   0.9174848795    0.7890  2.2029  3.6831  1.8105  -0.737  1.823   0.067   -0.668  -0.922  -1.056  0.4787  0.0000  2.8 1   -11.689 3.1160938740
    10.00   0.9175242782    0.7891  2.2655  3.6786  1.7300  -0.894  1.763   -0.054  -0.814  -1.077  -1.217  0.4787  0.0000  3.3 1   -11.692 3.1161067486
    10.00   0.9175497293    0.7891  2.3521  3.6720  1.6172  -1.110  1.691   -0.214  -1.010  -1.287  -1.437  0.4787  0.0000  4.0 1   -11.697 3.1161150932
    10.00   0.9175677896    0.7891  2.4365  3.6657  1.5074  -1.321  1.628   -0.367  -1.198  -1.488  -1.649  0.4787  0.0000  4.8 1   -11.704 3.1161210537
    10.00   0.9175781608    0.7891  2.4892  3.6614  1.4376  -1.453  1.602   -0.458  -1.313  -1.613  -1.781  0.4787  0.0000  5.4 1   -11.709 3.1161243916
    10.00   0.9175885320    0.7891  2.5452  3.6570  1.3640  -1.593  1.575   -0.555  -1.436  -1.746  -1.922  0.4787  0.0000  6.2 1   -11.716 3.1161277294
    10.00   0.9175989032    0.7892  2.6041  3.6526  1.2874  -1.740  1.544   -0.658  -1.566  -1.886  -2.070  0.4787  0.0000  7.1 1   -11.724 3.1161313057
    10.00   0.9176099300    0.7892  2.6821  3.6462  1.1841  -1.935  1.522   -0.784  -1.732  -2.067  -2.263  0.4787  0.0000  8.5 1   -11.738 3.1161348820
    10.00   0.9176173210    0.7892  2.7508  3.6407  1.0931  -2.107  1.508   -0.891  -1.874  -2.225  -2.431  0.4787  0.0000  9.9 1   -11.753 3.1161372662
    10.00   0.9176229835    0.7892  2.8153  3.6352  1.0068  -2.268  1.505   -0.989  -2.006  -2.371  -2.588  0.4787  0.0000  11.6    1   -11.770 3.1161391735
    10.00   0.9176280499    0.7892  2.8816  3.6296  0.9182  -2.434  1.513   -1.085  -2.141  -2.522  -2.750  0.4787  0.0000  13.5    1   -11.791 3.1161408424
    10.00   0.9176325798    0.7892  2.9444  3.6247  0.8355  -2.591  1.519   -1.177  -2.270  -2.666  -2.904  0.4787  0.0000  15.7    1   -11.815 3.1161422729
    10.00   0.9176370502    0.7892  3.0037  3.6194  0.7549  -2.739  1.558   -1.244  -2.382  -2.795  -3.045  0.4787  0.0000  18.1    1   -11.844 3.1161437035
    10.00   0.9176418185    0.7892  3.0652  3.6136  0.6703  -2.893  1.610   -1.310  -2.495  -2.927  -3.191  0.4787  0.0000  21.0    1   -11.499 3.1161453724
    10.00   0.9176461101    0.7892  3.1410  3.6069  0.5679  -3.083  1.665   -1.396  -2.636  -3.091  -3.371  0.4787  0.0000  25.3    1   -10.799 3.1161465645
    10.00   0.9176465869    0.7892  3.1431  3.6067  0.5649  -3.088  1.667   -1.398  -2.640  -3.096  -3.376  0.4787  0.0000  25.4    1   -10.779 3.1161468029
    10.00   0.9176465869    0.7892  3.1108  3.6096  0.6087  -3.007  1.642   -1.362  -2.580  -3.026  -3.299  0.4788  0.0000  23.5    1   -11.077 3.1161468029
    10.00   0.9176586866    0.7654  2.7502  3.6440  1.0936  -2.106  1.436   -0.924  -1.890  -2.233  -2.433  0.4709  0.0000  9.9 1   -11.898 3.1161508560
    10.00   0.9176630378    0.7391  2.8243  3.6392  0.9853  -2.291  1.403   -1.050  -2.050  -2.406  -2.616  0.4709  0.0000  11.8    1   -12.102 3.1161522865
    10.00   0.9176635146    0.7358  2.7868  3.6420  1.0319  -2.197  1.413   -0.990  -1.971  -2.320  -2.524  0.4709  0.5308  10.9    1   -12.115 3.1161522865
    10.00   0.9176773429    0.5628  3.4740  3.6188  0.1355  -3.915  0.792   -2.304  -3.545  -3.983  -4.240  0.4709  0.5415  120.3   0   -8.851  3.1161568165
