# Fibre RA                 DEC                  l                  b                  Mag  MJD   u                g                r                i                u_{0}            g_{0}            r_{0}            i_{0}            (g-i)_{0}          (u-g)_{0}            U_(Jester_2005)    B_(Jester_2005)    V_(Jester_2005)    Rc_(Jester_2005)   Ic_(Jester_2005)   U_{err}_(Jester_2005) B_{err}_(Jester_2005) V_{err}_(Jester_2005) Rc_{err}_(Jester_2005) Ic_{err}_(Jester_2005) V-V_{HB}              S/N_{red}          S/N_{blue}         V_{hc}-V_{obs} V_{hc,err} V_{gsr}-V_{obs}     V_{gsr}_(fxcor,_CaT1of3) V_{rel}_(fxcor,_CaT1of3) V_{helio}_(fxcor,_CaT1of3) V_{err}_(fxcor,_CaT1of3) V_{gsr}_(fxcor,_CaT2of3) V_{rel}_(fxcor,_CaT2of3) V_{helio}_(fxcor,_CaT2of3) V_{err}_(fxcor,_CaT2of3) V_{gsr}_(fxcor,_CaT3of3) V_{rel}_(fxcor,_CaT3of3) V_{helio}_(fxcor,_CaT3of3) V_{err}_(fxcor,_CaT3of3) TDR_(fxcor,_CaT1of3) TDR_(fxcor,_CaT2of3) TDR_(fxcor,_CaT3of3) HGHT_(fxcor,_CaT1of3) HGHT_(fxcor,_CaT2of3) HGHT_(fxcor,_CaT3of3) FWHM_(fxcor,_CaT1of3) FWHM_(fxcor,_CaT2of3) FWHM_(fxcor,_CaT3of3) Pixel_shift_(fxcor,_CaT1of3) Pixel_shift_(fxcor,_CaT2of3) Pixel_shift_(fxcor,_CaT3of3) Interpolated_(CaT1rv) Interpolated_(CaT2rv) Interpolated_(CaT3rv) Doppler_shift         Doppler_centroid_(CaT1) Doppler_centroid_(CaT2) Doppler_centroid_(CaT3) EW_{CaT1} EW_Flux_(CaT1) EW_Centroid_(CaT1) EW_Continuum_(CaT1) EW_FWHM_(CaT1) Interpolated_(CaT1ew) EW_{CaT2} EW_Flux_(CaT2) EW_Centroid_(CaT2) EW_Continuum_(CaT2) EW_FWHM_(CaT2) Interpolated_(CaT2ew) EW_{CaT3} EW_Flux_(CaT3) EW_Centroid_(CaT3) EW_Continuum_(CaT3) EW_FWHM_(CaT3) Interpolated_(CaT3ew) EW_{MgH}            EW_Lines_(MgH) EW_Flux_(MgH) EW_Centroid_(MgH) EW_Continuum_(MgH) EW_FWHM_(MgH)      Interpolated_(MgHew) All_interpolated_ranges [Ca/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(M_{I},_Starkennburg) [Fe/H]_(M_{V},_Starkenburg) [Fe/H]_(Battaglia)  [Fe/H]_{err}_(Battaglia) Source_file Manual-MgH Noise g-i               
  237   189.3718332070182  -1.6035598995444402  5.161109467294064  1.0659147171990586 15.9 54926 18.5280532836914 16.9027938842773 16.2600917816162 15.9938402175903 18.3819885253906 16.7953205108643 16.1821422576904 15.9347343444824 0.8605861663818999 1.5866680145262997   17.751150035858128 17.36344770431513  16.51359964370725  16.003385438919018 15.527133874893117 17.831150035858126    17.393447704315133    16.52359964370725     16.043385438919017     15.577133874893118     -0.2964003562927502   24.42744358298674  17.155174146594955 -2.69          0.0        -95.78474886417104  -81.85164886417104      13.9331                 999.0                   2.544                   -85.99404886417103      9.7907                  999.0                   5.558                   -82.36344886417103      13.4213                 999.0                   5.349                   70.11                36.02                39.3                 0.95                  0.87                  0.9                   230.36                261.99                274.48                0.395                   0.277                   0.38                    0                    0                    0                    1.0934217770997445    8498.46575325728        8542.54053962232        8662.2739724517         0.7837    -492.635       8498.548           628.6168            1.971          0                    2.029     -1254.06       8542.54            618.1584            3.63           0                    1.767     -1038.2        8662.554           587.6192            3.213          0                    1.9493              3              -310.011      5172.618          499.4863           10.442             0.0                  3      -1.08222426336729       -1.3301169384735148     -1.4106661016899893     -1.3257305730482716     -1.2232263403320387 0.1597628797149658      n      true       false 0.9089536666870011
  272   189.73541618098994 -1.44168786326408    5.173567145384056  1.069399010912764  15.8 54926 19.2138004302979 17.0858974456787 16.1769199371338 15.8408489227295 19.0640125274658 16.9756851196289 16.0969848632813 15.780237197876  1.1954479217528995 2.0883274078369      18.43016300201419  17.650398674011214 16.539600715637206 15.95328330993652  15.407212295532219 18.51016300201419     17.680398674011215    16.549600715637208    15.993283309936519     15.45721229553222      -0.27039928436279226  24.851559307214508 14.546477236774544 -2.55          0.0        -94.34800653121802  -117.56130653121802     -23.2133                999.0                   2.535                   -119.32080653121801     -24.9728                999.0                   3.953                   -121.82380653121803     -27.4758                999.0                   3.761                   78.73                63.33                68.46                0.96                  0.9                   0.91                  257.32                323.81                332.66                -0.657                  -0.707                  -0.778                  0                    0                    0                    -0.18018056948009567  8497.36986285449        8541.45945858956        8660.63013684751        0.934     -619.272       8497.33            663.058             2.61           0                    2.15      -1338.96       8541.323           622.6796            4.566          0                    1.727     -1032.46       8661.449           597.9271            3.854          0                    -23.642             3              -1112.61      5181.716          278.2268           116.355            0.0                  3      -1.0351884881512583     -1.282909969755951      -1.3969866734037475     -1.281212343786786      -1.1802644384765624 0.15978368057250977     n      false      false 1.245048522949201 
  277   189.78687466648623 -1.4457902410772168  5.175440662096543  1.0694176274196372 15.8 54926 18.0242080688477 16.6201210021973 16.0356616973877 15.8414468765259 17.87087059021   16.5072956085205 15.9538307189941 15.7793979644775 0.7278976440430007 1.3635749816894993   17.27324804306036  17.05806013107305  16.265290012359635 15.833595857620274 15.429381036758475 17.353248043060358    17.08806013107305     16.275290012359637    15.873595857620273     15.479381036758475     -0.5447099876403634   26.086394921491163 17.5527775579821   -2.52          0.0        -94.21422202768736  170.23777797231264      264.452                 999.0                   3.31                    158.40607797231263      252.6203                999.0                   4.971                   160.07627797231265      254.2905                999.0                   4.44                    57.46                41.96                48.98                0.94                  0.89                  0.9                   246.33                271.87                282.51                7.486                   7.151                   7.198                   0                    0                    0                    8.184622426840482     8505.04109567405        8549.56756633521        8669.94520527126        0.7045    -515.715       8505.323           732.0079            2.347          0                    1.871     -1318.32       8549.429           704.5454            4.05           0                    1.402     -912.44        8669.695           650.6144            3.004          0                    -6544.9098          3              -225.943      5177.072          524.6375           189.834            0.0                  3      -1.409830868780733      -1.6590068263804414     -1.6783294098243777     -1.636060305280512      -1.5232703325195265 0.1595642320098877      n      false      false 0.7786741256714009
  278   189.870541401478   -1.6488865907172396  5.179171582663296  1.066032328538253  15.4 54926 19.6464309692383 16.9396095275879 15.830810546875  15.3952913284302 19.5006141662598 16.8323192596436 15.7529945373535 15.3362855911255 1.4960336685181002 2.6682949066162003   18.813361854553246 17.582041130065935 16.27541812896729  15.580702180862458 14.93518296241766  18.893361854553245    17.612041130065936    16.28541812896729     15.620702180862457     14.98518296241766      -0.5345818710327102   34.0147027033899   16.25423021862309  -2.44          0.0        -94.54715782616896  -35.099157826168955     59.448                  999.0                   2.017                   -38.336757826168956     56.2104                 999.0                   4.008                   -37.24845782616896      57.2987                 999.0                   3.909                   88.22                53.98                57.69                0.95                  0.93                  0.93                  229.09                280.57                292.16                1.683                   1.592                   1.622                   0                    0                    0                    2.3670241236801908    8499.56164366008        8543.62162065507        8663.91780805589        1.152     -1442.06       8499.699           1252.044            2.598          0                    2.404     -2846.47       8543.792           1183.915            3.778          0                    1.965     -2245.8        8663.891           1142.667            3.278          0                    2.3152              3              -448.98       5172.382          496.9503           10.791             0.0                  3      -0.8611389860763923     -1.1094195316055804     -1.2666484371998714     -1.1166909626309411     -1.0381782548828113 0.15957233450317385     n      true       false 1.5443181991577006
  305   190.04279142230158 -1.4225911799523698  5.1846154277479695 1.0702457509732424 15.8 54926 18.1870212554932 16.7223110198975 16.1010131835938 15.8618869781494 18.0377960205078 16.612512588501  16.0213775634766 15.8015022277832 0.8110103607178019 1.4252834320067969   17.43709115982059  17.174617176055943 16.345745296478317 15.865097732543921 15.415971527099522 17.517091159820588    17.204617176055944    16.355745296478318    15.90509773254392      15.465971527099523     -0.4642547035216822   25.155516293648198 16.355427233796124 -2.41          0.0        -93.45774124312419  73.08785875687582       166.5456                999.0                   1.95                    69.8563587568758        163.3141                999.0                   6.57                    71.6926587568758        165.1504                999.0                   5.546                   98.12                32.88                40.24                0.95                  0.78                  0.83                  246.13                283.42                291.2                 4.715                   4.624                   4.676                   0                    0                    0                    5.094408988963551     8502.30136966706        8546.32432323695        8666.65753406288        0.8603    -581.859       8502.459           676.3757            2.551          0                    1.76      -1130.16       8546.746           642.1653            3.563          0                    1.455     -890.885       8666.86            612.2989            3.397          0                    1.8250000000000002  3              -269.318      5174.568          451.2441           9.738              0.0                  3      -1.4205785858917275     -1.669574265175797      -1.7092264123913747     -1.6462058628531324     -1.5261341245117057 0.15962859623718265     n      false      false 0.8604240417481002
  330   190.14304127475782 -1.6925860817518674  5.189102230257846  1.0657081318273893 15.6 54926 19.2723960876465 16.9815330505371 16.0334911346436 15.6944465637207 19.1195163726807 16.869047164917  15.9519071578979 15.6325836181641 1.2364635467528995 2.2504692077637003   18.468142566680896 17.561269397735565 16.412188320159935 15.822629737853973 15.27358516693107  18.548142566680895    17.591269397735566    16.422188320159936    15.862629737853972     15.323585166931071     -0.39781167984006416  28.58671019897183  15.795568998931314 -2.3           0.0        -93.92074402141583  -119.38394402141583     -25.4632                999.0                   2.451                   -116.62944402141582     -22.7087                999.0                   5.517                   -120.79664402141583     -26.8759                999.0                   4.99                    84.86                45.25                52.09                0.96                  0.9                   0.91                  268.01                324.9                 337.33                -0.721                  -0.643                  -0.761                  0                    0                    0                    0.0024678309861580297 8497.36986285449        8541.45945858956        8661.17808204891        0.9747    -865.691       8497.139           888.1849            2.593          0                    2.503     -2105.96       8541.304           841.241             5.409          0                    1.976     -1579.82       8661.326           799.4056            4.3            0                    -0.5999999999999943 3              11267.7       5179.498          344.0883           100.13             0.0                  3      -0.772473230491363      -1.0201253199393079     -1.1492195749120764     -1.0327955289015085     -0.951263769042962  0.15968175065612794     n      false      false 1.2870864868163991
  332   190.47291656868424 -1.1188777119094229  5.1993436363146905 1.076162631251186  15.2 54926 18.6780567169189 16.4469680786133 15.569263458252  15.2252016067505 18.5134525299072 16.3258533477783 15.4814214706421 15.1585931777954 1.1672601699828995 2.1875991821289027   17.859522018432575 16.999272880554205 15.919122352600132 15.3240949344635   14.770033082962001 17.939522018432573    17.029272880554206    15.929122352600132    15.364094934463498     14.820033082962002     -0.8908776473998667   32.49615361854384  18.16314950662467  -2.26          0.0        -91.43076030189572  98.21543969810428       189.6462                999.0                   2.379                   99.50383969810427       190.9346                999.0                   5.257                   98.43613969810427       189.8669                999.0                   5.067                   80.77                44.41                47.74                0.95                  0.92                  0.93                  247.65                303.91                314.44                5.369                   5.405                   5.375                   0                    0                    0                    6.185362935080168     8503.39726006986        8547.40540426971        8667.75342446567        1.236     -1407.47       8503.529           1139.176            2.887          0                    2.507     -2680.97       8547.477           1069.6              4.088          0                    2.002     -2058.3        8667.652           1028.187            3.375          0                    2.7544              3              -551.355      5176.082          568.7511           9.850999999999999  0.0                  3      -0.8865901755010378     -1.136218661453653      -1.2367719688355712     -1.1408673724723868     -1.0769111455078024 0.1592872978820801      n      false      false 1.2217664718627983
  42    194.52362447489824 -3.100263170296982   5.344716743817425  1.0424652132453953 15.1 54926 18.8668308258057 16.4172458648682 15.4266262054443 15.1518812179565 18.7452449798584 16.3277835845947 15.361741065979  15.1026811599731 1.2251024246216016 2.4174613952636967   18.04426380157477  17.01358753204352  15.822780265808099 15.303308229446397 14.818563241958596 18.124263801574767    17.04358753204352     15.832780265808099    15.343308229446396     14.868563241958597     -0.9872197341918998   38.1051177665153   26.2030532572065   -0.17          0.0        -85.78085597433144  -73.97845597433144      11.8024                 999.0                   2.515                   -72.86745597433145      12.9134                 999.0                   5.024                   -78.04075597433145      7.7401                  999.0                   3.523                   82.79                50.8                 75.73                0.96                  0.92                  0.93                  268.31                331.35                344.2                 0.334                   0.366                   0.219                   0                    0                    0                    0.9107733766365224    8497.91780805589        8542.54053962232        8662.2739724517         1.128     -1756.46       8498.147           1557.793            3.18           0                    2.496     -3672.44       8542.248           1471.322            5.013          0                    2.081     -2950.77       8662.418           1418.221            4.309          0                    4.108               3              -1419.22      5172.528          1038.061           11.672             0.0                  3      -0.8795177830197896     -1.1295180582283946     -1.1965550538682976     -1.1341955888159223     -1.074121077148439  0.1592102242126465      n      false      false 1.2653646469116993
  49    194.4453332299404  -3.125077972404098   5.3419712972134015 1.0421009468103766 15.2 54926 17.6926574707031 16.1294403076172 15.4788312911987 15.2225704193115 17.5781707763672 16.045202255249  15.4177350997925 15.1762428283691 0.8689594268798988 1.5329685211182031   16.93248721122742  16.59317782402042  15.735580987930286 15.236256637573238 14.769995765686037 17.01248721122742     16.62317782402042     15.745580987930285    15.276256637573237     14.819995765686038     -1.074419012069713    25.029982021567655 17.686152775547317 -0.2           0.0        -86.06892875856315  54.73627124143687       140.8052                999.0                   1.22                    53.993871241436864      140.0628                999.0                   9.047                   50.770171241436856      136.8391                999.0                   6.699                   138.54               25.46                36.37                0.93                  0.8                   0.85                  216.67                304.77                318.78                3.986                   3.965                   3.874                   0                    0                    0                    4.548932015910395     8501.75342446567        8545.78378272058        8666.10958886148        0.8598    -577.971       8501.743           672.1837            2.333          0                    1.781     -1113.44       8545.948           625.1693            3.401          0                    1.595     -973.426       8666.102           610.186             2.839          0                    2.7283              3              -537.315      5175.006          514.1829           9.261000000000001  0.0                  3      -1.4860175419494843     -1.7367121147774012     -1.7596350834523635     -1.7084814955681262     -1.627116393798831  0.15914046479034424     n      false      false 0.9068698883057014
  54    194.42408279827677 -3.169138426849658   5.341164589582939  1.0413508014210624 15.3 54926 18.7485866546631 16.6041316986084 15.7331504821777 15.3757486343384 18.6313629150391 16.517879486084  15.6705932617188 15.3283138275146 1.189565658569398  2.113483428955103    17.946489238739037 17.15381437301637  16.080252780914286 15.470684766769448 14.903282918930149 18.026489238739035    17.18381437301637     16.090252780914287    15.510684766769447     14.95328291893015      -0.7297472190857128   24.44994887520217  15.817711591756881 -0.2           0.0        -86.24817218435298  -119.78827218435299     -33.5401                999.0                   0.802                   -128.881472184353       -42.6333                999.0                   4.113                   -127.66017218435297     -41.412                 999.0                   3.864                   238.61               58.07                62.23                0.94                  0.89                  0.91                  244.79                309.33                311.06                -0.95                   -1.207                  -1.173                  0                    0                    0                    -0.3603607416037751   8496.82191765309        8540.91891807319        8661.17808204891        1.156     -741.766       8496.825           641.4475            2.505          0                    2.217     -1329.33       8540.897           599.5103            3.76           0                    1.623     -908.743       8661.11            559.9828            2.878          0                    1.5889999999999997  3              -723.428      5181.914          393.7189           23.262             0.0                  3      -1.1690003937491198     -1.4183468667568735     -1.5146861713688593     -1.4080607548318806     -1.3258968168945369 0.15941620222473143     n      false      false 1.2283830642699982
  68    194.2266661792599  -3.1223965299228853  5.334426911905101  1.0423209858946259 15.8 54926 18.1249389648438 16.6794605255127 16.1125984191895 15.88853931427   18.0183429718018 16.6010284423828 16.0557117462158 15.845404624939  0.7556238174437979 1.4173145294190022   17.35800992965701  17.11053674697875  16.33501188278201  15.870787458419755 15.436728353500257 17.438009929657007    17.14053674697875     16.34501188278201     15.910787458419755     15.486728353500258     -0.4749881172179897   18.660117898877274 14.131525041551601 -0.3           0.0        -86.67822090741579  -74.12042090741579      12.5578                 999.0                   2.983                   -72.7811209074158       13.8971                 999.0                   9.268                   -74.22222090741579      12.456                  999.0                   7.665                   64.82                25.85                31.97                0.96                  0.83                  0.86                  250.01                316.83                321.82                0.356                   0.394                   0.353                   0                    0                    0                    1.2736019492234238    8498.46575325728        8543.08108013869        8662.2739724517         0.746     -273.783       8498.397           367.0258            2.027          0                    2.064     -725.02        8542.524           351.2847            4.382          0                    2.063     -710.251       8662.681           344.2854            4.556          0                    2.3296              3              -258.769      5172.742          308.5301           10.452             0.0                  3      -0.9635051304401833     -1.2117387522542427     -1.2761141228979254     -1.2134933097779739     -1.1278766538085858 0.15962000950622562     n      false      false 0.7909212112426989
  346   194.545749813115   -2.0723195900527718  5.347388335856987  1.0603613137877477 15.3 54926 17.5168991088867 16.0845813751221 15.5123872756958 15.2985420227051 17.4187564849854 16.0123691558838 15.4600124359131 15.258828163147  0.7535409927368004 1.4063873291016016   16.754944906234748 16.517737073898356 15.736986856460582 15.283895530700718 14.860050277710016 16.834944906234746    16.547737073898357    15.746986856460582    15.323895530700717     14.910050277710017     -1.0730131435394163   26.328691574022436 18.403803954617644 -0.36          0.0        -82.8951175687185   -47.25541756871851      35.6397                 999.0                   0.602                   -32.0301175687185       50.865                  999.0                   13.179                  -35.772917568718505     47.1222                 999.0                   10.704                  300.24               18.49                23.65                0.95                  0.74                  0.81                  231.05                327.05                335.95                1.009                   1.44                    1.334                   0                    0                    0                    2.1868439515534797    8499.56164366008        8543.08108013869        8663.91780805589        0.9177    -683.241       8499.316           744.4949            3.223          0                    1.922     -1347.66       8543.365           701.0556            4.309          0                    1.77      -1219.22       8663.223           688.6524            3.981          0                    2.8175999999999997  3              -540.264      5173.191          545.9868           9.456              0.0                  3      -1.3278274950474538     -1.5784057218982208     -1.5921800583638965     -1.5585875283069899     -1.4876805012206995 0.15914158948516846     n      false      false 0.7860393524169993
  397   194.96279146824588 -2.6505657856326525  5.360889689553852  1.049853206326039  15.4 54926 17.6588764190674 16.2580890655518 15.686897277832  15.442982673645  17.5028419494629 16.1432800292969 15.6036281585693 15.3798427581787 0.7634372711181996 1.3595619201660014   16.90346799850469  16.690853862762523 15.911085910797118 15.425218992233289 14.971304388046288 16.98346799850469     16.720853862762524    15.921085910797117    15.465218992233288     15.021304388046289     -0.8989140892028811   25.019992006393608 16.272676485446393 -0.04          0.0        -83.28839044329213  -124.57869044329213     -41.2903                999.0                   1.235                   -126.77729044329213     -43.4889                999.0                   10.661                  -125.26169044329214     -41.9733                999.0                   10.342                  134.77               18.35                19.93                0.93                  0.79                  0.82                  213.43                262.63                275.66                -1.169                  -1.232                  -1.189                  0                    0                    0                    -0.5430091420669972   8496.2739724517         8540.91891807319        8661.17808204891        0.7891    -528.953       8496.562           670.3429            2.414          0                    1.793     -1135.56       8540.789           633.2409            3.369          0                    2.082     -1373.28       8660.824           659.6263            5.24           0                    -1.9789999999999996 3              -554.241      5176.313          445.7999           67.41900000000001  10.746911236719825   3      -1.1943053019950063     -1.4442207494075538     -1.4849145844936062     -1.4320811072423092     -1.3581342075195313 0.1592808687286377      n      false      false 0.8151063919068005
  226   193.23879125650257 -2.3650208092733043  5.3005942954800815 1.056002064985826  17.0 54926 19.2599487304688 17.8199653625488 17.2480773925781 17.0075492858887 19.1613616943359 17.7474250793457 17.1954650878906 16.9676551818848 0.7797698974608984 1.4139366149901988   18.496188697814976 18.253001670837374 17.472551460266086 16.99037582397464  16.53984771728524  18.576188697814974    18.283001670837375    17.482551460266087    17.03037582397464      16.58984771728524      0.6625514602660871    18.110770276274835 11.91217864204529  -0.78          0.0        -87.25788789516041  -66.42668789516041      20.8312                 999.0                   2.967                   -67.6712878951604       19.5866                 999.0                   8.944                   -64.39188789516041      22.866                  999.0                   8.026                   58.04                21.94                25.29                0.83                  0.73                  0.76                  223.08                261.29                268.62                0.59                    0.555                   0.648                   0                    0                    0                    1.638898750157144     8498.46575325728        8543.08108013869        8663.3698628545         1.285     -471.958       8498.611           367.2423            3.929          0                    1.853     -631.779       8542.939           340.9066            3.843          0                    1.421     -465.588       8663.405           327.7541            2.241          0                    2.8912              3              -222.117      5173.943          241.4722           8.757              0.0                  3      -1.1161880091015082     -1.3618057535186587     -1.457343367640609      -1.3572411140526335     -1.1828655087890698 0.16053004116821287     n      false      false 0.8124160766600994
  227   193.454499553129   -2.452230715270167   5.308175182420544  1.0544224220902827 16.0 54926 18.2640151977539 16.8232860565186 16.2399501800537 16.0201930999756 18.1593818664551 16.7462978363037 16.1841106414795 15.9778518676758 0.7684459686278995 1.4130840301513992   17.50455577850345  17.260787048339914 16.46911788940431  16.00958267211918  15.579825592041079 17.584555778503447    17.290787048339915    16.47911788940431     16.04958267211918      15.62982559204108      -0.3408821105956896   27.22498852157701  19.47819293466414  -0.65          0.0        -86.87921836567872  -30.095418365678725     56.7838                 999.0                   2.473                   -42.83411836567873      44.0451                 999.0                   7.932                   -44.09851836567872      42.7807                 999.0                   6.8                     69.32                27.55                34.12                0.95                  0.81                  0.86                  221.42                288.31                304.04                1.608                   1.247                   1.211                   0                    0                    0                    2.1843757232169687    8499.56164366008        8543.62162065507        8663.3698628545         0.745     -590.553       8499.396           792.7294            2.115          0                    1.86      -1404.45       8543.361           755.0515            4.028          0                    1.588     -1154.18       8663.616           726.687             3.323          0                    2.8188              3              -569.37       5172.511          623.4496           9.969999999999999  0.0                  3      -1.2697154673816498     -1.5181062353555237     -1.5641839641203081     -1.503232519177198      -1.388872402343746  0.15972729431152344     n      false      false 0.8030929565430007
  240   193.83254111706088 -2.599692863002987   5.321362003638228  1.0516873474723354 16.0 54926 18.4868412017822 16.9489879608154 16.3299293518066 16.0792541503906 18.3792457580566 16.8698196411133 16.2725105285645 16.0357151031494 0.8341045379638992 1.5094261169433025   17.71994634628294  17.400420818328833 16.573743381500208 16.080507411956766 15.619832210540764 17.799946346282937    17.430420818328834    16.58374338150021     16.120507411956766     15.669832210540765     -0.23625661849979096  28.05173791407584  19.0551830219497   -0.44          0.0        -86.21458832658023  136.99671167341978      223.2113                999.0                   1.945                   139.8864116734198       226.101                 999.0                   5.86                    140.09951167341978      226.3141                999.0                   5.159                   86.77                37.06                44.52                0.96                  0.89                  0.91                  217.34                283.96                299.04                6.319                   6.4                     6.406                   0                    0                    0                    7.276316881189511     8504.49315047265        8548.48648530246        8668.84931486846        0.9768    -835.529       8504.837           855.3784            3.4            0                    2.013     -1607.92       8548.573           798.6002            3.887          0                    1.748     -1368.53       8668.646           782.6946            3.525          0                    1.8230999999999997  3              -353.474      5176.747          594.3284           9.417              0.0                  3      -1.0847549960338203     -1.3324792129711998     -1.408494653568436      -1.3280933620592643     -1.221689863769541  0.15981099470520016     n      false      false 0.8697338104248011
  323   194.2157077884702  -2.150339253015736   5.335496380529482  1.0592793400141018 17.0 54926 19.4250030517578 17.8402919769287 17.2580471038818 17.0497493743896 19.327278137207  17.7683868408203 17.2058963775635 17.0102043151855 0.7581825256347976 1.558891296386701    18.633442115783687 18.27736747741699  17.48676750183103  17.03972297668453  16.621425247192327 18.713442115783685    18.307367477416992    17.49676750183103     17.07972297668453      16.671425247192328     0.67676750183103      16.537835408541227 12.938315191708694 -0.34          0.0        -83.88702075008725  -162.06372075008724     -78.1767                999.0                   4.15                    -162.45992075008724     -78.5729                999.0                   11.021                  -163.41582075008725     -79.5288                999.0                   9.089                   48.86                22.2                 27.99                0.86                  0.75                  0.8                   263.49                325.51                335.45                -2.214                  -2.225                  -2.252                  0                    0                    0                    -1.814143260306082    8495.7260272503         8539.29729652406        8659.53424644472        1.227     -367.341       8495.458           299.394             4.512          0                    2.054     -567.34        8539.818           276.2619            4.547          0                    1.39      -364.377       8659.607           262.1575            2.97           0                    2.3983              3              -155.154      5174.783          221.708            5.878              0.0                  3      -1.0221591640352636     -1.2673997590170198     -1.3589681483429303     -1.2682646203549592     -1.104062271484382  0.16054141400146482     n      true       false 0.7905426025391016
  356   194.74966663831765 -2.084368892484373   5.354629429761424  1.059949246678675  17.4 54926 21.4207248687744 18.1158237457275 19.6365489959717 17.4138832092285 21.3096237182617 18.0340766906738 19.5772590637207 17.3689250946045 0.6651515960693004 3.2755470275879013   0.0                0.0                0.0                0.0                0.0                0.0                   0.0                   0.0                   0.0                    0.0                    -16.81                48.979587585033826 31.76476034853718  -0.1           0.0        -82.18657732923057  -85.90657732923057      -3.72                   999.0                   0.708                   -85.81917732923057      -3.6326                 999.0                   6.131                   -87.50217732923058      -5.3156                 999.0                   5.296                   258.82               38.76                47.29                0.93                  0.91                  0.92                  234.06                310.37                325.58                -0.105                  -0.103                  -0.151                  0                    0                    0                    0.5479448040465892    8497.91780805589        8541.99999910594        8661.72602725031        1.089     -2674.03       8497.921           2455.944            2.448          0                    2.389     -5684.78       8541.937           2379.402            4.262          0                    1.753     -4347.31       8661.981           2480.023            2.861          0                    -1.1351999999999998 3              -1731.05      5170.043          1799.212           35.43899999999999  0.0                  3      -5.129324133066525      -5.438439587856539      -4.3572466225304725     -5.1610711895172665     -3.0                3.0                     n      false      false 0.7019405364989986
  28    180.16824999677578 -0.07640392198069527 4.829480934835748  1.0504262482132662 15.8 54927 17.371208190918  16.6925487518311 15.8687200546265 15.8194732666016 17.2489356994629 16.6025810241699 15.8034687042236 15.7699947357178 0.8325862884521005 0.6463546752930007   16.806979990005534 17.16441222190862  16.204728107452432 15.947451190948527 15.687219467163128 16.866979990005532    17.18441222190862     16.22472810745243     15.987451190948526     15.73721946716313      -0.6052718925475666   34.55430508634199  28.6041954964652   -7.73          0.0        -115.69462266265653 -90.81092266265652      24.8837                 999.0                   2.206                   -112.31632266265653     3.3783                  999.0                   6.956                   -113.76122266265652     1.9334                  999.0                   5.409                   69.33                33.08                44.3                 0.84                  0.86                  0.89                  197.52                301.83                311.95                0.705                   0.096                   0.055                   0                    0                    0                    0.7305932045098112    8497.91780805589        8541.99999910594        8662.2739724517         0.7105    -916.135       8497.825           1289.44             2.444          0                    1.622     -2000.01       8542.04            1233.161            3.572          0                    1.076     -1248.52       8662.275           1160.351            2.562          0                    2.3329              3              -1101.11      5172.503          1306.062           8.361              0.0                  3      -1.7337751859587405     -1.98367516169932       -1.916697285657606      -1.9433306971288151     -1.7933245649413947 0.15951578248596196     n      false      false 0.8730754852295011
  173   179.33608323033877 -0.28803161319021614 4.805921947962784  1.0411969564016668 15.7 54927 19.0362091064453 16.8716850280762 16.044132232666  15.7017517089844 18.8920154571533 16.765588760376  15.9671821594238 15.6434020996094 1.1221866607666016 2.1264266967772976   18.212759399414075 17.404430618286177 16.373428878784182 15.780234107971236 15.227853584289633 18.292759399414074    17.43443061828618     16.383428878784184    15.820234107971235     15.277853584289634     -0.43657112121581676  31.953090617340916 19.63415391607186  -8.07          0.0        -118.29552002297402 31.99117997702598       150.2867                999.0                   1.72                    29.347179977025974      147.6427                999.0                   6.316                   27.189679977025975      145.4852                999.0                   5.804                   112.67               35.75                41.63                0.96                  0.88                  0.9                   248.92                295.55                315.03                4.255                   4.18                    4.119                   0                    0                    0                    4.911760588500329     8501.75342446567        8546.32432323695        8666.65753406288        1.232     -1342.04       8502.232           1088.984            2.917          0                    2.52      -2625.33       8546.487           1041.678            4.494          0                    2.169     -2136.81       8666.6             985.2195            3.725          0                    2.7036              3              -638.707      5175.118          651.9626           7.369              0.0                  3      -0.6815721144866775     -0.9292179241169165     -1.064251450373653      -0.946866373676088      -0.8697784277343743 0.15965074310302735     n      false      false 1.1699333190918004
