# Fibre RA                 DEC                  l                  b                  Mag  MJD   u                g                r                i                u_{0}            g_{0}            r_{0}            i_{0}            (g-i)_{0}          (u-g)_{0}            U_(Jester_2005)    B_(Jester_2005)    V_(Jester_2005)    Rc_(Jester_2005)   Ic_(Jester_2005)   U_{err}_(Jester_2005) B_{err}_(Jester_2005) V_{err}_(Jester_2005) Rc_{err}_(Jester_2005) Ic_{err}_(Jester_2005) V-V_{HB}              S/N_{red}          S/N_{blue}         V_{hc}-V_{obs} V_{hc,err} V_{gsr}-V_{obs}     V_{gsr}_(fxcor,_CaT1of3) V_{rel}_(fxcor,_CaT1of3) V_{helio}_(fxcor,_CaT1of3) V_{err}_(fxcor,_CaT1of3) V_{gsr}_(fxcor,_CaT2of3) V_{rel}_(fxcor,_CaT2of3) V_{helio}_(fxcor,_CaT2of3) V_{err}_(fxcor,_CaT2of3) V_{gsr}_(fxcor,_CaT3of3) V_{rel}_(fxcor,_CaT3of3) V_{helio}_(fxcor,_CaT3of3) V_{err}_(fxcor,_CaT3of3) TDR_(fxcor,_CaT1of3) TDR_(fxcor,_CaT2of3) TDR_(fxcor,_CaT3of3) HGHT_(fxcor,_CaT1of3) HGHT_(fxcor,_CaT2of3) HGHT_(fxcor,_CaT3of3) FWHM_(fxcor,_CaT1of3) FWHM_(fxcor,_CaT2of3) FWHM_(fxcor,_CaT3of3) Pixel_shift_(fxcor,_CaT1of3) Pixel_shift_(fxcor,_CaT2of3) Pixel_shift_(fxcor,_CaT3of3) Interpolated_(CaT1rv) Interpolated_(CaT2rv) Interpolated_(CaT3rv) Doppler_shift         Doppler_centroid_(CaT1) Doppler_centroid_(CaT2) Doppler_centroid_(CaT3) EW_{CaT1} EW_Flux_(CaT1) EW_Centroid_(CaT1) EW_Continuum_(CaT1) EW_FWHM_(CaT1) Interpolated_(CaT1ew) EW_{CaT2} EW_Flux_(CaT2) EW_Centroid_(CaT2) EW_Continuum_(CaT2) EW_FWHM_(CaT2) Interpolated_(CaT2ew) EW_{CaT3} EW_Flux_(CaT3) EW_Centroid_(CaT3) EW_Continuum_(CaT3) EW_FWHM_(CaT3) Interpolated_(CaT3ew) EW_{MgH}            EW_Lines_(MgH) EW_Flux_(MgH) EW_Centroid_(MgH) EW_Continuum_(MgH) EW_FWHM_(MgH)      Interpolated_(MgHew) All_interpolated_ranges [Ca/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(M_{I},_Starkennburg) [Fe/H]_(M_{V},_Starkenburg) [Fe/H]_(Battaglia)  [Fe/H]_{err}_(Battaglia) Source_file Manual-MgH Noise g-i               
  49    194.4453332299404  -3.125077972404098   5.3419712972134015 1.0421009468103766 15.2 54936 17.6926574707031 16.1294403076172 15.4788312911987 15.2225704193115 17.5781707763672 16.045202255249  15.4177350997925 15.1762428283691 0.8689594268798988 1.5329685211182031   16.93248721122742  16.59317782402042  15.735580987930286 15.236256637573238 14.769995765686037 17.01248721122742     16.62317782402042     15.745580987930285    15.276256637573237     14.819995765686038     -1.074419012069713    42.649736224272246 37.73592452822641  -5.46          0.0        -91.32892875856314  40.91837124143686       132.2473                999.0                   3.281                   50.96057124143687       142.2895                999.0                   3.09                    50.713971241436866      142.0429                999.0                   4.326                   48.92                72.84                54.53                0.93                  0.93                  0.92                  208.52                290.54                305.88                3.744                   4.028                   4.022                   0                    0                    0                    4.98333871365988      8502.30136966707        8546.32432323695        8666.32432323696        0.7981    -1550.9        8501.979           1943.151            2.174          0                    1.889     -3492.54       8546.098           1848.425            3.714          0                    2.015     -3693.39       8666.225           1833.23             3.984          0                    2.3809              3              -1875.97      5175.373          2297.205           9.553              0.0                  3      -1.2243359793934165     -1.474855252458356      -1.5117062217418777     -1.4605729324795265     -1.3947963937988315 0.15914046479034424     n      false      false 0.9068698883057014
  54    194.42408279827677 -3.169138426849658   5.341164589582939  1.0413508014210624 15.3 54936 18.7485866546631 16.6041316986084 15.7331504821777 15.3757486343384 18.6313629150391 16.517879486084  15.6705932617188 15.3283138275146 1.189565658569398  2.113483428955103    17.946489238739037 17.15381437301637  16.080252780914286 15.470684766769448 14.903282918930149 18.026489238739035    17.18381437301637     16.090252780914287    15.510684766769447     14.95328291893015      -0.7297472190857128   46.10856753359401  32.4037034920393   -5.46          0.0        -91.50817218435297  -129.66537218435298     -38.1572                999.0                   0.626                   -131.69507218435297     -40.1869                999.0                   1.935                   -130.03787218435298     -38.5297                999.0                   1.686                   306.44               117.15               138.38               0.95                  0.94                  0.94                  245.05                291.04                299.2                 -1.081                  -1.138                  -1.091                  0                    0                    0                    -0.44674873350656225  8496.8219176531         8540.91891807319        8660.91891807319        1.071     -2413.29       8496.873           2253.316            2.412          0                    2.387     -5151.11       8540.979           2158.259            3.961          0                    1.903     -3956.49       8661.035           2079.542            3.265          0                    0.16969999999999974 3              -1732.13      5170.77           1754.377           35.898             0.0                  3      -0.9496656976114908     -1.1987559608896319     -1.3087498299022324     -1.2004955586331445     -1.1278968168945367 0.15941620222473143     n      false      false 1.2283830642699982
  69    194.2266661792599  -3.1223965299228853  5.334426911905101  1.0423209858946259 15.8 54936 18.1249389648438 16.6794605255127 16.1125984191895 15.88853931427   18.0183429718018 16.6010284423828 16.0557117462158 15.845404624939  0.7556238174437979 1.4173145294190022   17.35800992965701  17.11053674697875  16.33501188278201  15.870787458419755 15.436728353500257 17.438009929657007    17.14053674697875     16.34501188278201     15.910787458419755     15.486728353500258     -0.4749881172179897   36.45545226711637  32.49615361854384  -5.57          0.0        -91.94822090741579  -74.62622090741579      17.322                  999.0                   3.13                    -73.2173209074158       18.7309                 999.0                   5.181                   -74.41322090741579      17.535                  999.0                   4.733                   59.86                45.13                51.44                0.95                  0.91                  0.92                  242.51                304.29                315.99                0.491                   0.53                    0.497                   0                    0                    0                    1.1822775006397326    8498.46575325729        8542.54053962231        8662.54053962232        0.8579    -1234.37       8498.597           1438.852            2.389          0                    1.77      -2392.56       8542.599           1351.498            3.672          0                    1.473     -1888.45       8662.614           1282.311            3.277          0                    2.5223              3              -1487.78      5173.501          1668.174           9.688              0.0                  3      -1.4085380651058563     -1.6575375623722144     -1.6914541589948247     -1.6348015739942412     -1.5168366538085858 0.15962000950622562     n      false      false 0.7909212112426989
  107   193.91608294725333 -3.5653387421826226  5.3232048664335645 1.0347963289238307 15.9 54936 18.264497756958  16.8115482330322 16.2062091827393 15.9370203018188 18.164529800415  16.7379932403564 16.1528606414795 15.8965673446655 0.8414258956908984 1.4265365600586009   17.51093109130856  17.257630462646436 16.444398193359387 15.930982313156042 15.45179343223554  17.59093109130856     17.287630462646437    16.45439819335939     15.970982313156041     15.50179343223554      -0.3656018066406119   34.0               30.319960422137758 -5.63          0.0        -94.03419623829537  126.61290376170463      220.6471                999.0                   1.838                   125.74420376170464      219.7784                999.0                   9.757                   131.05690376170463      225.0911                999.0                   7.33                    103.13               19.97                27.06                0.92                  0.86                  0.88                  243.66                260.49                261.91                6.246                   6.222                   6.372                   0                    0                    0                    7.155373692525852     8504.49315047266        8548.48648530246        8668.48648530246        0.9853    -1162.03       8504.404           1179.418            2.213          0                    1.752     -2027.93       8548.475           1157.331            3.041          0                    1.308     -1499.53       8668.696           1146.597            2.676          0                    1.35                3              -573.403      5176.13           1364.55            8.113              0.0                  3      -1.478836387442162      -1.7277173429720214     -1.7784794019887782     -1.7013731566731953     -1.5665534687499965 0.1597075185546875      n      true       false 0.874527931213402 
  148   193.36358318315544 -3.368785570562993   5.304464791167831  1.0384548894834127 15.1 54936 17.5639305114746 15.9788455963135 15.3365592956543 15.1023645401001 17.4701709747314 15.9098587036133 15.2865238189697 15.0644245147705 0.8454341888428001 1.5603122711180983   16.795703487396246 16.43933725357059  15.589896678924573 15.114624395370495 14.670429639816295 16.875703487396244    16.46933725357059     15.599896678924573    15.154624395370494     14.720429639816295     -1.2201033210754257   52.773099207835045 36.52396473549935  -5.93          0.0        -95.05814759045381  -114.39394759045382     -19.3358                999.0                   3.006                   -113.72274759045382     -18.6646                999.0                   4.684                   -114.57794759045382     -19.5198                999.0                   4.225                   62.83                50.12                57.02                0.96                  0.93                  0.93                  244.29                304.84                312.09                -0.548                  -0.529                  -0.553                  0                    0                    0                    0.09626001121008206   8497.3698628545         8541.45945858956        8661.45945858957        0.8725    -2595.15       8497.439           2974.51             2.318          0                    1.932     -5453.7        8541.488           2822.935            3.865          0                    1.592     -4303.24       8661.637           2702.353            3.417          0                    3.0206              3              -2155.8       5172.776          2138.927           10.496             0.0                  3      -1.4474831603156253     -1.6985846561364752     -1.7089530984915946     -1.6720060039879214     -1.60302109521484   0.15902391734313967     n      false      false 0.8764810562134002
  149   193.34383332795727 -3.373025458246962   5.303784736327928  1.0383861023061223 15.4 54936 18.0890083312988 16.4569473266602 15.744122505188  15.4464473724365 17.9933204650879 16.3865413665771 15.693058013916  15.4077272415161 0.9788141250609979 1.6067790985108026   17.337956590652464 16.944949007034356 16.0263806819916   15.481914787292466 14.974239654540966 17.417956590652462    16.974949007034358    16.036380681991602    15.521914787292465     15.024239654540967     -0.7836193180083981   46.486557196677836 31.272991542223778 -5.94          0.0        -95.12675529867593  161.48974470132404      256.6165                999.0                   1.822                   159.84674470132407      254.9735                999.0                   5.609                   161.93074470132407      257.0575                999.0                   4.523                   98.03                36.46                47.13                0.93                  0.89                  0.91                  229.77                267.54                277.16                7.264                   7.217                   7.276                   0                    0                    0                    8.05874278149046      8505.04109567405        8549.56756633521        8669.56756633521        0.8838    -2028.29       8505.281           2295.073            2.228          0                    1.842     -4053.88       8549.438           2200.746            3.375          0                    1.427     -2977.85       8669.582           2086.853            2.669          0                    1.7306              3              -853.67       5176.715          1676.408           10.721             0.0                  3      -1.4698984356355        -1.7197808777357786     -1.7706428969349963     -1.6930923663498498     -1.5923071999511649 0.15937310454559328     n      true       false 1.0104999542236985
  178   193.49416656720152 -2.811475252817193   5.309325049658231  1.0481402789729957 15.9 54936 18.0511989593506 16.7692241668701 16.2099895477295 15.9659862518311 17.951868057251  16.696138381958  16.1569805145264 15.9257917404175 0.7703466415405007 1.2557296752930007   17.317266006469723 17.197325668334933 16.429275741577143 15.94331214904789  15.489308853149492 17.39726600646972     17.227325668334935    16.439275741577145    15.983312149047888     15.539308853149493     -0.3807242584228554   40.32369030731191  26.1189586316147   -5.98          0.0        -93.17162446978364  -44.42812446978364      48.7435                 999.0                   2.34                    -51.503524469783635     41.6681                 999.0                   4.258                   -49.139024469783635     44.0326                 999.0                   3.825                   68.5                 47.04                54.87                0.92                  0.89                  0.89                  207.08                260.4                 272.09                1.38                    1.18                    1.247                   0                    0                    0                    2.2682949900766594    8499.56164366008        8543.62162065507        8663.62162065508        0.582     -1002.29       8499.264           1722.212            2.091          0                    1.457     -2422.1        8543.309           1662.374            2.995          0                    1.123     -1795.89       8663.444           1598.897            2.636          0                    1.3323999999999998  3              -536.474      5172.547          1206.748           10.717             0.0                  3      -1.748629370432814      -1.998139948607315      -2.0185271054037766     -1.9573607623418918     -1.7820119511718762 0.15969542059326172     n      true       false 0.8032379150389986
  201   193.67429131996136 -2.7003271701397646  5.3157121545563    1.0500087460726941 15.2 54936 17.673038482666  16.1494941711426 15.506103515625  15.2391986846924 17.5575847625732 16.0645446777344 15.4444904327393 15.192479133606  0.8720655441284002 1.4930400848387997   16.918781089782716 16.610416526794463 15.759893684387215 15.248967418670683 14.772062587738084 16.998781089782714    16.640416526794464    15.769893684387215    15.288967418670682     14.822062587738085     -1.0501063156127834   51.64300533470143  26.864474683120086 -5.91          0.0        -92.35248973086276  -48.47368973086276      43.8788                 999.0                   1.598                   -49.10108973086276      43.2514                 999.0                   2.57                    -47.31898973086276      45.0335                 999.0                   2.651                   115.05               85.27                84.99                0.94                  0.93                  0.94                  236.14                282.33                290.25                1.242                   1.225                   1.275                   0                    0                    0                    2.0856465896134373    8499.01369845869        8543.62162065507        8663.62162065508        0.8646    -2433.15       8499.277           2814.088            2.346          0                    1.937     -5276.07       8543.387           2723.183            3.711          0                    1.529     -3971.37       8663.506           2597.581            3.017          0                    0.20210000000000006 3              848.46        5172.558          1245.365           29.333             0.0                  3      -1.4346637390846513     -1.685248307727707      -1.7162490832176507     -1.659801681880623      -1.58066993847656   0.15915991494750978     n      false      false 0.9102954864501989
  245   193.5912915078431  -2.3653187473267723  5.313075981876466  1.0558891374191663 15.4 54936 17.8078804016113 16.3111953735352 15.674017906189  15.3972311019897 17.7026081085205 16.2337379455566 15.6178388595581 15.3546323776245 0.8791055679321023 1.4688701629638992   17.057108907699575 16.769694585800217 15.925260667800941 15.403563051223705 14.916776247024405 17.137108907699574    16.799694585800218    15.935260667800941    15.443563051223704     14.966776247024406     -0.8847393321990573   53.150729063673246 33.66006535941367  -6.02          0.0        -91.67228707681093  -73.40368707681094      18.2686                 999.0                   3.003                   -76.45078707681093      15.2215                 999.0                   4.135                   -74.51838707681094      17.1539                 999.0                   4.187                   58.87                51.3                 52.4                 0.95                  0.93                  0.93                  228.9                 275.36                284.68                0.517                   0.431                   0.486                   0                    0                    0                    1.1822775006397326    8498.46575325729        8542.54053962231        8662.54053962232        0.8253    -2509.16       8498.491           3040.262            2.291          0                    1.861     -5435.19       8542.598           2921.105            3.549          0                    1.584     -4394.82       8662.692           2774.265            3.152          0                    0.895754            3              -767.859      5172.692          2002.564           9.057              0.0                  3      -1.40466337197155       -1.654743469200555      -1.6974690309156706     -1.6313121434382296     -1.5433425959472544 0.15929220853424075     n      false      false 0.913964271545499 
  248   193.32137452830375 -2.082976605042205   5.303665914174732  1.06090502854199   15.5 54936 17.8129215240479 16.3843154907227 15.7531890869141 15.4987316131592 17.6962718963623 16.2984867095947 15.690938949585  15.4515285491943 0.8469581604004013 1.3977851867675994   17.074767494201712 16.840454788208053 16.001950912475625 15.504592266082783 15.040134792327883 17.15476749420171     16.870454788208054    16.011950912475626    15.544592266082782     15.090134792327884     -0.808049087524374    46.17358552246078  36.68787265568828  -6.2           0.0        -91.65294503569793  207.81795496430203      299.4709                999.0                   3.081                   204.81555496430207      296.4685                999.0                   4.78                    207.30645496430208      298.9594                999.0                   4.832                   59.45                44.36                44.9                 0.95                  0.93                  0.93                  237.14                276.11                282.42                8.476                   8.391                   8.462                   0                    0                    0                    9.327408671393641     8506.68493127825        8550.64864736796        8670.64864736797        0.6207    -1426.68       8506.435           2298.495            2.196          0                    1.677     -3723.02       8550.551           2219.932            3.783          0                    1.355     -2779.81       8670.777           2050.886            3.211          0                    1.7242              3              -1321.88      5178.546          2199.61            10.809999999999999 0.0                  3      -1.5997012296586595     -1.8498212912059653     -1.8739984293915537     -1.8161743762405558     -1.7034666230468638 0.1593535607299805      n      true       false 0.8855838775634997
  263   193.7367912751276  -2.2982998740303198  5.3182922127639    1.056994003577134  15.4 54936 17.8938446044922 16.3481216430664 15.7104139328003 15.4339637756348 17.7803764343262 16.2646331787109 15.6498603820801 15.3880481719971 0.8765850067137979 1.5157432556153019   17.132491559982306 16.80682765007018  15.961874094009401 15.440543422699005 14.954093265533505 17.212491559982304    16.83682765007018     15.9718740940094      15.480543422699004     15.004093265533506     -0.8481259059905977   50.882216932834204 33.2264954516723   -5.96          0.0        -91.0728200508506   -118.6012200508506      -27.5284                999.0                   1.458                   -119.07602005085059     -28.0032                999.0                   3.166                   -117.1340200508506      -26.0612                999.0                   3.086                   123.95               67.61                71.71                0.95                  0.92                  0.92                  231.92                276.6                 285.67                -0.78                   -0.793                  -0.738                  0                    0                    0                    0.09626001121008206   8497.3698628545         8541.45945858956        8661.45945858957        0.7933    -2211.27       8497.253           2787.417            2.195          0                    1.813     -4846.04       8541.33            2672.681            3.321          0                    1.509     -3836.86       8661.379           2542.393            3.303          0                    2.029               3              -1153.39      5171.728          2007.011           11.126             0.0                  3      -1.4583294653889196     -1.7083689840152114     -1.7490195234369543     -1.6821537706270246     -1.5871522551269523 0.15932149927520753     n      true       false 0.9141578674315998
  267   193.7314163580515  -2.241571322734417   5.318157179577535  1.0579863178354976 15.1 54936 18.0612983703613 16.2248477935791 15.4849967956543 15.1736898422241 17.951509475708  16.1440658569336 15.4264078140259 15.1292638778687 1.0148019790649006 1.8074436187743999   17.27582113265989  16.723389682769774 15.77833570480347  15.21901112556455  14.697704172134351 17.355821132659887    16.753389682769775    15.788335704803469    15.25901112556455      14.747704172134352     -1.0316642951965296   42.02380277890139  34.85685011586675  -5.97          0.0        -90.92823448891964  163.35666551108034      254.2849                999.0                   1.324                   166.91696551108032      257.8452                999.0                   7.974                   165.58056551108035      256.5088                999.0                   6.94                    138.92               27.62                33.48                0.96                  0.88                  0.9                   235.93                290.61                304.66                7.198                   7.299                   7.261                   0                    0                    0                    8.05874278149046      8505.04109567405        8549.56756633521        8669.56756633521        0.8681    -1667.3        8505.138           1920.651            2.54           0                    2.05      -3715.29       8549.354           1812.574            3.844          0                    1.731     -2986.2        8669.517           1725.159            3.489          0                    2.6072              3              -1770.49      5178.034          2177.837           11.425             0.0                  3      -1.2737106127546294     -1.5241203431614567     -1.5830637532123897     -1.5073166984501503     -1.436876665527343  0.15917466856384277     n      true       false 1.0511579513550018
  289   193.86908321931875 -1.9276190988924826  5.32340861537487   1.06339148912327   15.5 54936 17.6022281646729 16.2990608215332 15.7580060958862 15.5184898376465 17.5073013305664 16.2292137145996 15.7073469161987 15.480076789856  0.749136924743599  1.2780876159668004   16.856542692184497 16.72007216453553  15.96983853340147  15.488765811920198 15.039249553680499 16.936542692184496    16.75007216453553     15.97983853340147     15.528765811920197     15.0892495536805       -0.8401614665985289   45.48626166217664  38.05259518088089  -5.97          0.0        -89.67709984639728  -7.17999984639728       82.4971                 999.0                   2.375                   -15.730299846397287     73.9468                 999.0                   5.246                   -10.831899846397278     78.8452                 999.0                   4.719                   63.68                35.7                 41.13                0.89                  0.82                  0.83                  195.59                245.11                253.13                2.336                   2.094                   2.232                   0                    0                    0                    2.811303734790272     8500.10958886148        8544.16216117144        8664.16216117145        0.4157    -928.067       8500.186           2232.44             2.035          0                    0.8272    -1796.67       8544.273           2171.997            2.193          0                    0.7201    -1455.18       8664.397           2020.722            2.289          0                    0.6035999999999999  3              -519.784      5173.918          2373.62            8.454              0.0                  3      -2.5674583203634795     -2.819678818992531      -2.773316052950901      -2.7380914649153203     -2.3657774689941458 0.15932787082672117     n      false      false 0.7805709838866992
  299   193.9807916547198  -1.752654976993383   5.327642650433578  1.066376856353354  15.4 54936 17.6824855804443 16.2050876617432 15.6485939025879 15.4261693954468 17.5669460296631 16.1200752258301 15.5869359970093 15.379415512085  0.7406597137450994 1.4468708038330007   16.90449060440063  16.63212022781377  15.866756343841573 15.404313631057775 14.971889123916675 16.984490604400627    16.66212022781377     15.876756343841572    15.444313631057774     15.021889123916676     -0.9432436561584261   45.34313619501854  37.44329045369811  -5.95          0.0        -88.87598545462842  -124.98238545462843     -36.1064                999.0                   0.245                   -127.05578545462842     -38.1798                999.0                   3.804                   -124.69468545462843     -35.8187                999.0                   3.62                    778.45               57.49                62.56                0.96                  0.92                  0.92                  243.38                283.34                292.98                -1.023                  -1.081                  -1.014                  0                    0                    0                    -0.44674873350656225  8496.8219176531         8540.91891807319        8660.91891807319        0.7634    -1706.33       8496.933           2235.081            2.262          0                    1.88      -4017.29       8541.044           2136.432            3.816          0                    1.555     -3115.99       8661.079           2003.93             3.551          0                    2.8381              3              -2114.53      5172.428          2238.479           10.177             0.0                  3      -1.4240671514954664     -1.6743335693572938     -1.6912798098093371     -1.6497210971133922     -1.564217413574213  0.15924540507507326     n      false      false 0.7789182662963992
  358   194.28554160341415 -2.4286191245328257  5.337536997960108  1.0543736116393387 15.2 54936 17.7589073181152 16.1775493621826 15.5447235107422 15.2740478515625 17.642894744873  16.0921878814697 15.4828119277954 15.2271022796631 0.8650856018066015 1.550706863403299    16.987810649871783 16.634351444244356 15.794182109832764 15.279145641326892 14.798469982147193 17.06781064987178     16.664351444244357    15.804182109832764    15.319145641326891     14.848469982147193     -1.0158178901672343   56.01785429664367  37.21558813185679  -5.67          0.0        -89.87232616260543  -142.96242616260542     -53.0901                999.0                   3.175                   -145.93002616260543     -56.0577                999.0                   4.899                   -144.16602616260542     -54.2937                999.0                   4.515                   55.89                43.85                48.64                0.91                  0.92                  0.92                  230.01                279.73                285.4                 -1.504                  -1.588                  -1.538                  0                    0                    0                    -0.6293971339734222   8496.2739724517         8540.37837755681        8661.45945858957        0.8884    -3008.68       8496.278           3386.643            2.511          0                    1.938     -6299.73       8540.428           3250.607            3.532          0                    1.924     -5862.85       8660.913           3047.717            2.524          0                    2.5768              3              -2004.5       5171.725          2553.056           12.093             0.0                  3      -1.2300651151955588     -1.4803926919989965     -1.5254193098195004     -1.4659796754092864     -1.3967743178710932 0.15918734568786622     n      true       false 0.9035015106200994
  359   194.53174958939098 -2.287642859040887   5.346482999522943  1.0566215285369285 15.2 54936 17.6771984100342 16.0987358093262 15.4954013824463 15.2496395111084 17.5421161651611 15.999342918396  15.4233140945435 15.1949777603149 0.8043651580810991 1.5427732467651012   16.895237064361602 16.54403623580936  15.73276849746706  15.24488805770875  14.78912618637085  16.9752370643616      16.574036235809363    15.74276849746706     15.284888057708748     14.839126186370851     -1.077231502532939    54.258639865002145 35.63705936241092  -5.58          0.0        -88.78384116649634  -148.79674116649636     -60.0129                999.0                   2.027                   -153.26804116649635     -64.4842                999.0                   3.537                   -153.28934116649634     -64.5055                999.0                   2.935                   96.2                 63.8                 80.0                 0.95                  0.92                  0.93                  250.83                291.83                302.68                -1.7                    -1.826                  -1.827                  0                    0                    0                    -0.9897574782268445   8496.2739724517         8540.37837755681        8660.37837755681        0.8841    -2797.64       8496.272           3164.383            2.556          0                    1.897     -5714.61       8540.332           3012.884            3.696          0                    1.568     -4507.42       8660.376           2874.246            3.227          0                    3.0605              3              -2240.47      5171.355          2184.387           10.434000000000001 0.0                  3      -1.441827975409193      -1.6924975243164366     -1.7133309462067998     -1.666600424775388      -1.5887483911132756 0.15913821479797366     n      false      false 0.8490962982178001
  397   194.96279146824588 -2.6505657856326525  5.360889689553852  1.049853206326039  15.4 54936 17.6588764190674 16.2580890655518 15.686897277832  15.442982673645  17.5028419494629 16.1432800292969 15.6036281585693 15.3798427581787 0.7634372711181996 1.3595619201660014   16.90346799850469  16.690853862762523 15.911085910797118 15.425218992233289 14.971304388046288 16.98346799850469     16.720853862762524    15.921085910797117    15.465218992233288     15.021304388046289     -0.8989140892028811   41.7492514902962   30.78798466934788  -5.31          0.0        -88.55839044329213  -133.95569044329213     -45.3973                999.0                   1.923                   -135.21569044329212     -46.6573                999.0                   3.215                   -132.8874904432921      -44.3291                999.0                   2.992                   98.29                69.4                 77.0                 0.94                  0.93                  0.93                  243.08                288.18                297.16                -1.286                  -1.321                  -1.255                  0                    0                    0                    -0.44674873350656225  8496.8219176531         8540.91891807319        8660.91891807319        0.8504    -1591.69       8496.814           1871.746            2.624          0                    1.88      -3366.43       8540.801           1790.467            3.767          0                    1.384     -2355.33       8660.836           1702.165            2.918          0                    2.2532              3              -1233.57      5171.38           1590.776           9.600999999999999  10.843171645289658   3      -1.5004561500038378     -1.7506807003133196     -1.7736502403068108     -1.7221038492397267     -1.6269742075195315 0.1592808687286377      n      false      false 0.8151063919068005
  9     194.48570784688988 -2.7667215194395247  5.343992031408124  1.0483127227582507 17.6 54936 19.6697158813477 18.3950729370117 17.8700256347656 17.6419277191162 19.5523357391357 18.3087062835693 17.8073844909668 17.5944290161133 0.7142772674560014 1.2436294555663991   18.92406288146976  18.80984138488768  18.0752950286865   17.606668300628655 17.168570384979255 19.004062881469757    18.83984138488768     18.085295028686502    17.646668300628654     17.218570384979255     1.2652950286865021    22.09977375449803  21.51046257057249  -5.29          0.0        -90.01270514090032  27.774994859099678      117.7877                999.0                   4.247                   14.251194859099684      104.2639                999.0                   6.557                   14.478194859099673      104.4909                999.0                   7.093                   41.77                34.4                 33.66                0.78                  0.7                   0.74                  231.31                295.58                313.0                 3.335                   2.952                   2.959                   0                    0                    0                    3.2432422042002145    8509.38022828105        8548.4864844084         8668.4864844084         1.332     -693.151       8503.837           520.5707            8.445          0                    1.408     -695.766       8545.118           494.001             3.093          0                    1.24      -593.244       8665.597           478.3739            2.225          0                    -2.0135             3              368.83        5168.759          644.1527           24.734             25.883750118755415   3      -1.3249356650724196     -1.570432574718376      -1.6505459753053269     -1.554470978826275      -1.2885729199218812 0.1610122360229492      n      false      false 0.7531452178955007
  360   194.332249695831   -2.457547763608981   5.339137407698698  1.05383212132874   17.2 54936 19.4140529632568 18.0202102661133 17.4585819244385 17.2412605285645 19.2993087768555 17.9357833862305 17.3973484039307 17.1948280334473 0.7409553527831996 1.363525390625       18.656442623138403 18.449245319366472 17.678849544525168 17.221969223022505 16.794647827148502 18.7364426231384      18.479245319366473    17.68884954452517     17.261969223022504     16.844647827148503     0.8688495445251689    35.014282800023196 22.62962659877533  -5.42          0.0        -89.5970064062393   -57.0710064062393       32.526                  999.0                   1.176                   -44.430106406239304     45.1669                 999.0                   38.429                  -42.8786064062393       46.7184                 999.0                   31.292                  224.25               6.46                 7.87                 0.92                  0.62                  0.71                  337.32                364.93                353.42                0.921                   1.279                   1.323                   0                    0                    0                    1.905466417486726     8499.01369845869        8543.08108013869        8663.62162065508        3.988     -5827.3        8499.789           1461.355            15.81          0                    1.706     -2021.86       8543.091           1184.895            3.739          0                    2.205     -2363.34       8663.24            1071.99             4.752          0                    2.495000000000001   3              3307.71       5175.801          1005.525           51.238             21.74235009975473    3      -0.731031731530281      -0.9747089229910555     -1.1042590875238767     -0.9928757520972729     -0.8444919682617122 0.16069507963562013     n      false      false 0.7789497375487997
  2     185.33045821032908 -1.0048304627886326  5.013986360861868  1.063750851301949  16.8 54937 19.6213970184326 17.8008880615234 17.1141929626465 16.8265857696533 19.4737396240234 17.6922435760498 17.0353946685791 16.7668361663818 0.9254074096680007 1.7814960479735973   18.818696136474568 18.27869915008539  17.385737953186027 16.85224611282344  16.35463891983024  18.898696136474566    18.308699150085392    17.39573795318603     16.89224611282344      16.40463891983024      0.575737953186028     42.83689998120779  27.966050847411402 -10.16         0.0        -110.31588556178542 7.96541443821458        118.2813                999.0                   2.199                   5.692914438214572       116.0088                999.0                   7.306                   4.1530144382145835      114.4689                999.0                   6.145                   80.09                30.23                38.28                0.95                  0.9                   0.92                  227.06                290.51                307.33                3.349                   3.285                   3.241                   0                    0                    0                    4.257681568476376     8501.20547926428        8545.78378272057        8665.78378272058        1.171     -2294.75       8501.367           1959.606            3.163          0                    2.221     -4111.3        8545.48            1851.293            4.015          0                    1.795     -3261.01       8665.466           1817.206            3.746          0                    2.118               3              -907.733      5174.625          1355.74            10.036             0.0                  3      -0.7514838994579879     -0.9960082208628844     -1.1435547335447471     -1.0124246786303355     -0.8808321923828144 0.16046059036254884     n      false      false 0.9743022918700994
