#Dist    Mv  CL Typ  LTef  logg Age Mass  B-V    U-B    V-I    V-K    V        mux     muy        Vr    UU      VV      WW   [Fe/H] a(deg)      d(deg)    Av   Mbol
15.635 -1.80  3 6.23 3.641  1.04  9 0.82  1.271  1.087  1.255  2.844 14.219   -0.298   -0.306  137.75  -47.30 -342.35   -1.65 -0.92 190.70004  -3.10000  0.072 -2.338
21.785 -2.50  3 6.61 3.608  0.47  9 0.82  1.498  1.315  1.605  3.431 14.292   -0.069   -0.096   32.79   -5.46 -123.98  -23.57 -1.65 190.70004  -3.10000  0.072 -3.426
55.935 -2.40  3 6.52 3.616  0.60  9 0.82  1.421  1.273  1.498  3.259 16.421   -0.028   -0.032  -34.12  -31.61  -85.93  -74.31 -1.36 190.70004  -3.10000  0.072 -3.184
66.735 -1.20  3 6.01 3.660  1.41  9 0.82  1.136  0.680  1.112  2.601 17.970   -0.091   -0.050   83.45 -150.68 -302.99  -15.82 -1.50 190.70004  -3.10000  0.072 -1.610
68.185 -2.20  3 6.41 3.625  0.76  9 0.82  1.368  0.977  1.494  3.122 17.041    0.017   -0.044    7.64  117.00  -77.78  -62.99 -2.26 190.70004  -3.10000  0.072 -2.881
19.885 -2.00  3 6.32 3.634  0.91  9 0.82  1.293  1.032  1.330  2.941 14.615   -0.174   -0.184  226.64   -4.94 -309.31  112.27 -1.39 190.70004  -1.30000  0.070 -2.600
22.335 -2.40  3 6.52 3.616  0.60  9 0.82  1.468  1.065  1.628  3.330 14.360   -0.239   -0.118    3.92 -154.15 -228.00  -64.11 -2.56 190.70004  -1.30000  0.070 -3.184
41.135 -1.20  3 6.01 3.660  1.41  9 0.82  1.127  0.643  1.118  2.604 16.945   -0.105   -0.073   83.39  -85.71 -248.54   -1.04 -1.68 190.70004  -1.30000  0.070 -1.610
45.035 -1.60  3 6.15 3.648  1.17  9 0.82  1.206  0.744  1.234  2.764 16.687   -0.082   -0.071  121.19  -47.78 -255.45   28.94 -1.93 190.70004  -1.30000  0.070 -2.087
51.285 -1.60  3 6.15 3.648  1.17  9 0.82  1.195  0.648  1.256  2.777 16.969    0.011   -0.110  -24.37  144.78 -173.63 -146.60 -2.49 190.70004  -1.30000  0.070 -2.087
61.735 -1.80  3 6.23 3.641  1.04  9 0.82  1.267  1.071  1.253  2.842 17.236   -0.032   -0.083 -182.31   -2.27 -152.93 -278.66 -0.96 190.70004  -1.30000  0.070 -2.338
62.335 -1.40  3 6.08 3.654  1.29  9 0.82  1.167  0.655  1.181  2.687 17.672   -0.033   -0.080  261.56   88.82 -336.43  115.21 -2.02 190.70004  -1.30000  0.070 -1.845
64.135 -1.20  3 6.01 3.660  1.41  9 0.82  1.099  0.518  1.142  2.619 17.989   -0.011   -0.141  250.86  233.23 -438.09   18.26 -2.39 190.70004  -1.30000  0.070 -1.610
 8.535 -2.40  3 6.52 3.616  0.60  9 0.82  1.416  1.310  1.487  3.253 12.393    0.069   -0.058  -20.91   30.83    5.40  -28.27 -1.23 190.70004   0.30000  0.069 -3.184
 8.735 -2.50  3 6.61 3.608  0.47  9 0.82  1.505  1.288  1.622  3.439 12.339   -0.100   -0.238  -52.79    1.74  -75.07  -92.70 -1.80 190.70004   0.30000  0.069 -3.426
 8.785 -1.40  3 6.08 3.654  1.29  9 0.82  1.179  0.715  1.167  2.678 13.482   -0.203   -0.548  -21.84   34.77 -207.41 -124.45 -1.73 190.70004   0.30000  0.069 -1.845
11.985 -1.40  3 6.08 3.654  1.29  9 0.82  1.159  0.611  1.188  2.691 14.005   -0.184   -0.408  137.40   52.93 -283.58   15.69 -2.28 190.70004   0.30000  0.069 -1.845
13.485 -2.40  3 6.52 3.616  0.60  9 0.82  1.452  1.116  1.585  3.304 13.291    0.133   -0.194  -53.52  120.93  -27.23 -100.45 -2.18 190.70004   0.30000  0.069 -3.184
16.885 -1.40  3 6.08 3.654  1.29  9 0.82  1.175  0.698  1.171  2.680 14.783   -0.100   -0.301  156.82   82.58 -285.31   29.67 -1.81 190.70004   0.30000  0.069 -1.845
21.585 -2.00  3 6.32 3.634  0.91  9 0.82  1.292  0.937  1.362  2.952 14.689   -0.379    0.032  192.37 -303.93 -256.45  173.36 -1.83 190.70004   0.30000  0.069 -2.600
21.685 -1.80  3 6.23 3.641  1.04  9 0.82  1.252  0.913  1.271  2.845 14.962   -0.150   -0.092   29.07  -78.63 -163.96  -21.52 -1.50 190.70004   0.30000  0.069 -2.338
45.535 -1.20  3 6.01 3.660  1.41  9 0.82  1.124  0.629  1.120  2.604 17.134    0.038   -0.076  -87.94  131.04  -44.94 -149.17 -1.75 190.70004   0.30000  0.069 -1.610
60.885 -2.00  3 6.32 3.634  0.91  9 0.82  1.292  1.023  1.331  2.940 16.953   -0.036   -0.047  -49.90  -32.75 -136.06 -108.34 -1.43 190.70004   0.30000  0.069 -2.600
66.685 -2.00  3 6.32 3.634  0.91  9 0.82  1.295  1.124  1.316  2.938 17.284   -0.058   -0.039  -52.47 -107.25 -167.47 -107.55 -1.05 190.70004   0.30000  0.069 -2.600
16.635 -1.80  3 6.23 3.641  1.04  9 0.82  1.224  0.674  1.351  2.885 14.443   -0.103   -0.254   89.26   49.47 -227.33  -23.08 -3.01 192.50004  -3.10000  0.072 -2.338
23.035 -1.40  3 6.08 3.654  1.29  9 0.82  1.200  0.841  1.150  2.674 15.408   -0.156   -0.149   41.12  -56.06 -227.89  -46.56 -1.24 192.50004  -3.10000  0.072 -1.845
59.235 -1.20  3 6.01 3.660  1.41  9 0.82  1.118  0.600  1.127  2.610 17.751   -0.004   -0.067  266.95  149.14 -255.81  137.53 -1.90 192.50004  -3.10000  0.072 -1.610
71.785 -2.20  3 6.41 3.625  0.76  9 0.82  1.349  1.138  1.415  3.084 17.060   -0.056   -0.093  112.68   20.38 -381.12  -62.19 -1.42 192.50004  -3.10000  0.072 -2.881
74.635 -2.50  3 6.61 3.608  0.47  9 0.82  1.496  1.322  1.601  3.429 17.001   -0.018   -0.050  179.99   75.60 -238.68   68.09 -1.61 192.50004  -3.10000  0.072 -3.426
 9.035 -1.20  3 6.01 3.660  1.41  9 0.82  1.115  0.590  1.128  2.610 13.640   -0.728   -0.224  -35.99 -225.28 -225.32  -78.91 -1.94 192.50004  -1.30000  0.070 -1.610
 9.985 -1.80  3 6.23 3.641  1.04  9 0.82  1.260  1.013  1.258  2.843 13.351   -0.305   -0.478   98.56   11.60 -284.93  -20.70 -1.15 192.50004  -1.30000  0.070 -2.338
57.985 -1.20  3 6.01 3.660  1.41  9 0.82  1.149  0.755  1.106  2.602 17.737   -0.060   -0.083  141.07    6.90 -314.04   15.65 -1.25 192.50004  -1.30000  0.070 -1.610
63.885 -2.40  3 6.52 3.616  0.60  9 0.82  1.447  1.133  1.571  3.296 16.655   -0.063   -0.059   56.73  -60.31 -258.46  -35.69 -2.06 192.50004  -1.30000  0.070 -3.184
64.935 -2.00  3 6.32 3.634  0.91  9 0.82  1.292  0.954  1.355  2.950 17.056   -0.008   -0.038  143.77   72.31 -156.70   71.45 -1.74 192.50004  -1.30000  0.070 -2.600
14.685 -2.20  3 6.41 3.625  0.76  9 0.82  1.362  1.012  1.471  3.108 13.673   -0.305   -0.121   59.56 -123.25 -200.73   14.25 -2.02 192.50004   0.30000  0.069 -2.881
21.785 -1.20  3 6.01 3.660  1.41  9 0.82  1.119  0.608  1.124  2.607 15.599   -0.171   -0.130  132.81  -51.54 -246.89   57.57 -1.85 192.50004   0.30000  0.069 -1.610
21.785 -2.50  3 6.61 3.608  0.47  9 0.82  1.480  1.410  1.566  3.409 14.192   -0.152   -0.078  126.29  -62.55 -193.40   75.85 -1.25 192.50004   0.30000  0.069 -3.426
25.435 -1.60  3 6.15 3.648  1.17  9 0.82  1.211  0.776  1.225  2.759 15.460   -0.078   -0.229   83.98   75.29 -289.74  -48.83 -1.77 192.50004   0.30000  0.069 -2.087
28.385 -1.60  3 6.15 3.648  1.17  9 0.82  1.197  0.676  1.250  2.773 15.676    0.048   -0.172  119.70  195.73 -184.34    3.80 -2.32 192.50004   0.30000  0.069 -2.087
29.135 -2.20  3 6.41 3.625  0.76  9 0.82  1.362  0.857  1.551  3.160 15.237   -0.025   -0.071  190.65   64.27 -164.71  126.32 -3.19 192.50004   0.30000  0.069 -2.881
52.285 -1.80  3 6.23 3.641  1.04  9 0.82  1.242  0.793  1.310  2.862 16.883    0.007   -0.005   84.40   40.04  -32.86   69.82 -2.10 192.50004   0.30000  0.069 -2.338
77.235 -2.20  3 6.41 3.625  0.76  9 0.82  1.370  0.956  1.506  3.127 17.213   -0.020   -0.046   51.89   31.04 -185.11  -28.64 -2.40 192.50004   0.30000  0.069 -2.881
20.185 -2.20  3 6.41 3.625  0.76  9 0.82  1.346  1.211  1.400  3.081 14.374   -0.153   -0.265   33.15    6.92 -278.29  -94.70 -1.15 194.20002  -3.10000  0.072 -2.881
20.585 -1.40  3 6.08 3.654  1.29  9 0.82  1.160  0.611  1.190  2.693 15.200   -0.194   -0.154  -82.16 -110.99 -180.41 -142.33 -2.28 194.20002  -3.10000  0.072 -1.845
23.685 -1.20  3 6.01 3.660  1.41  9 0.82  1.141  0.706  1.110  2.602 15.749   -0.165   -0.045    8.66 -128.41 -142.91  -14.03 -1.41 194.20002  -3.10000  0.072 -1.610
26.535 -1.40  3 6.08 3.654  1.29  9 0.82  1.188  0.757  1.158  2.674 15.879   -0.106   -0.032   22.82  -85.40 -111.75    2.53 -1.53 194.20002  -3.10000  0.072 -1.845
27.285 -1.20  3 6.01 3.660  1.41  9 0.82  1.132  0.663  1.115  2.603 15.978   -0.101   -0.027  170.76  -42.40 -167.24  132.85 -1.59 194.20002  -3.10000  0.072 -1.610
31.835 -2.20  3 6.41 3.625  0.76  9 0.82  1.348  1.161  1.410  3.083 15.333   -0.162   -0.117  143.46  -78.73 -321.09   41.28 -1.33 194.20002  -3.10000  0.072 -2.881
44.485 -2.00  3 6.32 3.634  0.91  9 0.82  1.293  0.803  1.420  2.983 16.301   -0.038   -0.091  212.54   84.84 -269.77   90.27 -2.66 194.20002  -3.10000  0.072 -2.600
58.085 -2.40  3 6.52 3.616  0.60  9 0.82  1.419  1.292  1.493  3.257 16.580   -0.056   -0.081  179.47   27.82 -320.07   47.60 -1.29 194.20002  -3.10000  0.072 -3.184
65.435 -2.50  3 6.61 3.608  0.47  9 0.82  1.490  1.341  1.588  3.422 16.697   -0.037   -0.090  164.92   83.40 -334.49    5.39 -1.50 194.20002  -3.10000  0.072 -3.426
74.435 -1.60  3 6.15 3.648  1.17  9 0.82  1.203  0.715  1.242  2.769 17.777   -0.067   -0.020    6.84 -160.76 -185.02  -25.05 -2.08 194.20002  -3.10000  0.072 -2.087
10.235 -1.60  3 6.15 3.648  1.17  9 0.82  1.212  0.781  1.224  2.759 13.434   -0.026   -0.209   70.48   57.53 -109.22   14.44 -1.75 194.20002  -1.30000  0.070 -2.087
17.135 -1.60  3 6.15 3.648  1.17  9 0.82  1.282  1.175  1.207  2.759 14.728   -0.129    0.093  -28.44 -130.85    8.87   12.51 -0.54 194.20002  -1.30000  0.070 -2.087
42.885 -1.60  3 6.15 3.648  1.17  9 0.82  1.274  1.141  1.205  2.757 16.586   -0.172   -0.142  275.78  -78.00 -512.92  114.07 -0.62 194.20002  -1.30000  0.070 -2.087
49.485 -2.40  3 6.52 3.616  0.60  9 0.82  1.469  1.057  1.633  3.335 16.183   -0.188   -0.036   57.93 -310.22 -328.56   19.76 -2.62 194.20002  -1.30000  0.070 -3.184
74.035 -2.50  3 6.61 3.608  0.47  9 0.82  1.557  1.172  1.733  3.510 16.843   -0.039   -0.025  -80.95  -94.02 -109.75 -110.20 -2.63 194.20002  -1.30000  0.070 -3.426
 8.035 -1.80  3 6.23 3.641  1.04  9 0.82  1.242  0.802  1.307  2.860 12.780   -0.172   -0.563   88.69   73.03 -229.34  -15.27 -2.04 194.20002   0.30000  0.069 -2.338
12.785 -1.20  3 6.01 3.660  1.41  9 0.82  1.145  0.733  1.107  2.600 14.373   -0.193   -0.138   90.75  -33.10 -160.65   46.03 -1.32 194.20002   0.30000  0.069 -1.610
23.885 -2.40  3 6.52 3.616  0.60  9 0.82  1.423  1.247  1.505  3.260 14.642   -0.111   -0.185   60.97   13.26 -248.07  -36.33 -1.45 194.20002   0.30000  0.069 -3.184
23.935 -1.60  3 6.15 3.648  1.17  9 0.82  1.234  0.961  1.195  2.750 15.445   -0.028   -0.146   39.24   64.63 -156.14  -38.40 -1.06 194.20002   0.30000  0.069 -2.087
29.735 -1.60  3 6.15 3.648  1.17  9 0.82  1.216  0.813  1.215  2.754 15.742   -0.127   -0.192   52.78   -3.72 -320.85  -70.03 -1.60 194.20002   0.30000  0.069 -2.087
31.835 -1.20  3 6.01 3.660  1.41  9 0.82  1.113  0.580  1.129  2.610 16.409   -0.035   -0.098  101.96   54.79 -177.68   25.88 -1.99 194.20002   0.30000  0.069 -1.610
37.235 -2.00  3 6.32 3.634  0.91  9 0.82  1.295  1.125  1.316  2.938 15.982   -0.045   -0.137   50.57   64.02 -243.62  -61.04 -1.05 194.20002   0.30000  0.069 -2.600
41.435 -2.00  3 6.32 3.634  0.91  9 0.82  1.294  1.070  1.324  2.939 16.167   -0.017   -0.072  151.77   80.50 -179.93   73.13 -1.25 194.20002   0.30000  0.069 -2.600
49.135 -2.50  3 6.61 3.608  0.47  9 0.82  1.503  1.296  1.617  3.436 16.114   -0.075   -0.044    0.07  -95.13 -172.68  -42.07 -1.75 194.20002   0.30000  0.069 -3.426
68.385 -1.80  3 6.23 3.641  1.04  9 0.82  1.242  0.805  1.307  2.860 17.463   -0.034   -0.086  -99.74   19.11 -233.36 -211.79 -2.03 194.20002   0.30000  0.069 -2.338
