# Fibre   RA                   DEC                  l                    b                    Mag    MJD     u                  g                  r                  i                  u_{0}              g_{0}              r_{0}              i_{0}              (g-i)_{0}            (u-g)_{0}              U_(Jester_2005)      B_(Jester_2005)      V_(Jester_2005)      R_(Jester_2005)      I_(Jester_2005)      V-V_{HB}              S/N_{red}            S/N_{blue}           V_{hc}-V_{obs}   V_{hc,err}   V_{gsr}-V_{obs}       V_{rad}_(rvreid,_CaT1of3) V_{gsr}_(rvreid,_CaT1of3) V_{err}_(rvreid,_CaT1of3) V_{rad}_(rvreid,_CaT2of3) V_{gsr}_(rvreid,_CaT2of3) V_{err}_(rvreid,_CaT2of3) V_{rad}_(rvreid,_CaT3of3) V_{gsr}_(rvreid,_CaT3of3) V_{err}_(rvreid,_CaT3of3) User_shift_(rvreid,_CaT1of3) User_shift_(rvreid,_CaT2of3) User_shift_(rvreid,_CaT3of3) Fit_pixel_shift_(rvreid,_CaT1of3) Fit_pixel_shift_(rvreid,_CaT2of3) Fit_pixel_shift_(rvreid,_CaT3of3) V_{obs}_(fxcor,_CaT1of3) V_{gsr}_(fxcor,_CaT1of3) V_{rel}_(fxcor,_CaT1of3) V_{helio}_(fxcor,_CaT1of3) V_{err}_(fxcor,_CaT1of3) V_{obs}_(fxcor,_CaT2of3) V_{gsr}_(fxcor,_CaT2of3) V_{rel}_(fxcor,_CaT2of3) V_{helio}_(fxcor,_CaT2of3) V_{err}_(fxcor,_CaT2of3) V_{obs}_(fxcor,_CaT3of3) V_{gsr}_(fxcor,_CaT3of3) V_{rel}_(fxcor,_CaT3of3) Vhc                   V_{helio}_(fxcor,_CaT3of3) V_{err}_(fxcor,_CaT3of3) TDR_(fxcor,_CaT1of3)   TDR_(fxcor,_CaT2of3)   TDR_(fxcor,_CaT3of3)   HGHT_(fxcor,_CaT1of3)   HGHT_(fxcor,_CaT2of3)   HGHT_(fxcor,_CaT3of3)   FWHM_(fxcor,_CaT1of3)   FWHM_(fxcor,_CaT2of3)   FWHM_(fxcor,_CaT3of3)   Pixel_shift_(fxcor,_CaT1of3) Pixel_shift_(fxcor,_CaT2of3) Pixel_shift_(fxcor,_CaT3of3) Interpolated_(CaT1rv) Interpolated_(CaT2rv) Interpolated_(CaT3rv) Doppler_shift           Doppler_centroid_(CaT1) Doppler_centroid_(CaT2) Doppler_centroid_(CaT3) EW_{CaT1}   EW_Flux_(CaT1)   EW_Centroid_(CaT1)   EW_Continuum_(CaT1)   EW_FWHM_(CaT1)   Interpolated_(CaT1ew) EW_{CaT2}   EW_Flux_(CaT2)   EW_Centroid_(CaT2)   EW_Continuum_(CaT2)   EW_FWHM_(CaT2)   Interpolated_(CaT2ew) EW_{CaT3}   EW_{CaT2+3}            EW_Flux_(CaT3)   EW_Centroid_(CaT3)   EW_Continuum_(CaT3)   EW_FWHM_(CaT3)   Interpolated_(CaT3ew) EW_{MgH}               EW_Lines_(MgH)   EW_Flux_(MgH)   EW_Centroid_(MgH)   EW_Continuum_(MgH)   EW_FWHM_(MgH)        Interpolated_(MgHew)   All_interpolated_ranges                                                                                                                                        [Ca/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(M_{I},_Starkennburg) [Fe/H]_(M_{V},_Starkenburg) [Fe/H]_(Battaglia)    [Fe/H]_{err}_(Battaglia) Vhc                   RAx                  DECx                  NGC5024_dist           NGC5053_dist           NGC5024   NGC5053   NGC5024   NGC5053  
  311     198.76920793230772   18.341980439175043   5.863248629636058    1.3904149605937612   17.7   54937   19.7099075317383   18.4256896972656   17.9030818939209   17.7169666290283   19.6064739227295   18.3495845794678   17.8478832244873   17.6751117706299   0.6744728088378977   1.256889343261701      18.96119665145874    18.724028301238974   18.839506740570034   18.30116266250604    17.90504739761344    2.1895067405700352    25.481365740477884   21.113976413740733   -7.34            0            -15.948578807954927   57.9                    41.951421192045075      0.0                     85.5                    69.55142119204507       27.6                    62.9                    46.951421192045075      39.2                    1.62                    1.62                    1.25                    -4925.0                 -4943.0                 -4905.0                 999.0                   11.332021192045072      27.2806                 999.0                   3.288                   999.0                   44.77022119204507       60.7188                 999.0                   35.195                  999.0                   47.97632119204508       63.9249                 56.584900000000005    999.0                   27.329                  88.86                  6.9                    9.23                   0.84                    0.49                    0.58                    376.23                  354.07                  355.86                  0.773                   1.719                   1.81                    0                    0                    0                    2.191780656589799       8506.566455423861       8546.38356131318        8666.65753391388        2.103       -1382.79         8501.197             657.4341              7.765            0                    2.603       -1608.69         8543.902             617.9222              6.52             0                    1.563       4.166                  -801.653         8663.271             513.0481              5.323            0                    -1.9958                3                444.823         5178.474            612.9044             26.172               0.0                    "3637.44200836 3643.66703263, 3645.74204071 3665.45461755, 3677.90466607 3685.16719438, 3968.40579834 3974.6308226, 4514.13292538 4518.28294155, 4669.758531..." -0.262794691532565      -0.5010073736165722     -0.7537133864548431     -0.5753472317896662     0.0                   3.0                     56.584900000000005    3.469177053968399    0.3201279607295166    0.5400681334024957     0.7221851638091734     false     false     false     false    
  315     198.9415416049694    18.872522168732328   5.904712010841174    1.396776683739773    17.3   54937   19.3811378479004   18.1013698577881   17.5831699371338   17.3500480651855   19.2474327087402   18.0029907226563   17.5118160247803   17.2959423065186   0.7070484161376989   1.244441986083899      18.631686859130873   18.397107810974134   18.51346782684328    17.923004970550487   17.479883098602187   1.86346782684328      25.278449319529077   23.602965915325132   -7.35            0            -13.850291052186623   1.08                    -12.770291052186623     0.0                     54.7                    40.84970894781338       0.0                     10.5                    -3.3502910521866234     44.1                    0.0                     -0.0318                 -0.503                  0.0                     -4965.0                 -4897.0                 999.0                   -194.38149105218665     -180.5312               999.0                   2.159                   999.0                   -201.38749105218665     -187.5372               999.0                   25.486                  999.0                   -195.46279105218665     -181.6125               -188.9625             999.0                   20.385                  106.06                 7.92                   10.13                  0.9                     0.57                    0.6                     294.31                  289.55                  288.97                  -5.114                  -5.312                  -5.145                  0                    0                    0                    -4.368752638489847      8492.75675600768        8537.34246563912        8656.79452043773        1.134       -684.825         8492.818             604.0244              2.034            0                    1.747       -1030.15         8536.951             589.7622              3.357            0                    1.768       3.515                  -910.764         8656.697             514.9996              2.734            0                    -40.60000000000002     3                390354.0        5183.715            764.626              366.1                0.0                    "3641.59202454 3645.74204071, 3968.40579834 3974.6308226, 4514.13292538 4518.28294155, 4668.7210279 4675.98355621, 4691.54611687 4696.73363709, 4699.8461492..." -0.692421172010686      -0.9337698123755492     -1.1435319662418364     -0.980335217813894      -0.7386474599609323   0.16149077426147462     -188.9625             3.4721848450673503   0.32938766041201795   0.9743581315007391     1.1859226482493694     false     false     false     false    
  316     198.89437457335862   18.65143609024079    5.889048434798939    1.393944100913669    18.3   54937   20.1427974700928   18.9952449798584   18.5362300872803   18.3757991790771   20.0205326080322   18.9052848815918   18.470983505249    18.3263244628906   0.5789604187012003   1.1152477264404013     19.399351730346687   19.256063766479475   19.384260787963857   18.861194076537988   18.490763168334787   2.7342607879638585    20.571825392998065   8.451627062288066    -7.33            0            -14.651072728841092   87.6                    72.94892727115891       0.0                     87.6                    72.94892727115891       0.0                     48.3                    33.648927271158904      39.3                    2.46                    2.46                    1.36                    -4923.0                 -4923.0                 -4875.0                 999.0                   98.91742727115891       113.5685                999.0                   3.142                   999.0                   88.01662727115891       102.6677                999.0                   21.059                  999.0                   96.78442727115892       111.4355                104.1055              999.0                   17.776                  52.6                   7.82                   9.01                   0.74                    0.55                    0.6                     214.42                  236.4                   226.46                  3.215                   2.907                   3.155                   0                    0                    0                    2.4657532572891796      8506.0333195925         8546.931506514578       8666.931506514578       2.024       -821.047         8501.708             405.6203              4.704            0                    2.362       -903.323         8545.312             382.4757              4.753            0                    1.14        3.502                  -394.962         8665.896             346.528               2.699            0                    -1.419999999999959     3                4674.65         5157.93             70.16615             1039.4               0.0                    "3634.32949623 3647.8170488, 3650.92956093 3655.07957711, 3660.26709733 3671.67964181, 3686.20469842 3690.3547146, 3714.2173076 3718.36732378, 3968.40579834..." -0.4851562085392946     -0.7237993148859851     -0.9486363455548092     -0.7835920409051663     0.0                   3.0                     104.1055              3.4713616246100596   0.32552898049892554   0.7933788769881096     0.9759266343653564     false     false     false     false    
  318     199.00429136973432   18.853796762071866   5.908685954779567    1.3959369277874623   17.3   54937   19.3725051879883   17.9915504455566   17.4890460968018   17.3030796051025   19.237720489502    17.8923759460449   17.4171161651611   17.2485370635986   0.6438388824462997   1.3453445434570988     18.5946718406677     18.278028011321933   18.397527141570976   17.855324535369697   17.459358043670395   1.747527141570977     27.964262908219126   26.1725046566048     -7.31            0            -13.723843906339903   49.9                    36.1761560936601        0.0                     73.6                    59.87615609366009       23.7                    73.6                    59.87615609366009       23.7                    1.39                    1.28                    1.28                    -4925.0                 -4944.0                 -4944.0                 999.0                   985.2761560936601       999.0                   999.0                   999.0                   999.0                   -473.55904390633987     -459.8352               999.0                   70.498                  999.0                   19.625456093660098      33.3493                 26.0393               999.0                   46.57                   999.0                  0.38                   2.97                   999.0                   0.04                    0.27                    999.0                   123.86                  235.41                  999.0                   -13.032                 0.944                   0                    0                    0                    13.76897364855995       8515.45945680144        8561.17808175089        8693.577192544959       -1.621      1233.0           8504.076             760.4666              1.152            0                    2.145       -1756.1          8543.368             818.698               4.308            0                    1.789       3.934                  -1914.89         8679.855             1070.112              1.556            0                    2953914.0              3                -1.099E9        5651.999            1115.033             647.3                0.0                    "3637.44200836 3641.59202454, 3643.66703263 3647.8170488, 3651.96706498 3656.11708115, 3967.36829429 3973.59331856, 4513.09542133 4517.24543751, 4668.721027..." -0.4973907390786129     -0.7379102385318224     -0.9501411272974262     -0.7968689123113979     -0.5869363569336126   0.1613980217132568      26.0393               3.473280035032691    0.32906084029638755   1.0036045046482767     1.1605968414403431     false     false     false     false    
  319     198.79366635466627   18.212788769613354   5.858824413644647    1.3882676133467473   17.6   54937   19.5074825286865   18.3266277313232   17.8439655303955   17.6580467224121   19.3957996368408   18.2444534301758   17.7843647003174   17.6128540039063   0.6315994262694993   1.151346206665         18.765932731628375   18.60139842987054    18.724865989685004   18.178746929168632   17.78282812118523    2.074865989685005     28.861739379323623   27.136691028937186   -7.31            0            -16.276627759449767   46.8                    30.52337224055023       0.0                     65.7                    49.423372240550236      18.9                    65.7                    49.423372240550236      18.9                    1.3                     1.06                    1.06                    -4926.0                 -4944.0                 -4944.0                 999.0                   982.7233722405502       999.0                   999.0                   999.0                   999.0                   3654.8522722405505      3671.1289               999.0                   19.699                  999.0                   4.123472240550232       20.4001                 13.0901               999.0                   41.57                   999.0                  3.75                   2.91                   999.0                   0.14                    0.24                    999.0                   119.2                   207.07                  999.0                   103.33                  0.578                   0                    0                    0                    -0.1258797943501122     8492.75675511362        8544.73972570898        8646.25768181684        5.297       -7485.09         8498.764             1413.152              7.898            0                    2.373       -1836.1          8542.93              773.6185              4.576            0                    3.983       6.356                  -4218.45         8647.117             1059.147              5.153            0                    52.806                 3                5302.33         5187.73             1262.696             307.40999999999997   0.0                    "3636.40450432 3640.55452049, 3967.36829429 3973.59331856, 4513.09542133 4517.24543751, 4667.68352386 4674.94605217, 4690.50861282 4695.69613304, 4698.80864..." 0.8251690885310795      0.5930821235044327      0.19840903190504708     0.44693301921673373     0.0                   3.0                     13.0901               3.4696039337059625   0.3178731406844614    0.5368740568488662     0.5976707514035806     false     false     false     false    
  320     198.8718332677826    18.475591332210577   5.8781217386306155   1.3915330780216169   15.9   54937   18.4375343322754   16.8199005126953   16.1914768218994   15.9709815979004   18.3286037445068   16.7397499084473   16.1333446502686   15.9269027709961   0.8128471374512003   1.5888538360594993     17.65674013137818    17.180670490264877   17.2749857521057     16.720330696105968   16.28983547210697    0.624985752105701     60.40695324215582    22.54550953072474    -7.32            0            -15.258957425398176   6.56                    -8.698957425398177      0.0                     32.8                    17.54104257460182       26.3                    39.3                    24.04104257460182       23.3                    0.156                   0.125                   0.584                   -4928.0                 -4946.0                 -4906.0                 999.0                   28.802942574601825      44.0619                 999.0                   4.243                   999.0                   -9.929057425398176      5.3299                  999.0                   11.624                  999.0                   -14.020957425398176     1.238                   -6.082000000000001    999.0                   9.922                   32.5                   18.87                  23.55                  0.51                    0.71                    0.83                    180.99                  294.09                  310.1                   1.248                   0.151                   0.035                   0                    0                    0                    1.268665492546764       8498.16216117145        8542.2739724517         8663.36986285449        1.073       -4273.24         8498.044             3983.091              3.258            0                    2.165       -8165.03         8542.213             3771.95               4.486            0                    1.639       3.8040000000000003     -6050.49         8663.748             3691.964              1.534            0                    101.07700000000001     3                1439.17         5196.251            768.3439             223.03699999999998   0.0                    "3967.36829429 3973.59331856, 4513.09542133 4517.24543751, 4667.68352386 4674.94605217, 4690.50861282 4695.69613304, 4698.80864517 4703.99616539, 4807.74656..." -0.8473731943536416     -1.0921034145243016     -1.2441138083149101     -1.1282977754654717     -0.9602440122070344   0.16049998860168457     -6.082000000000001    3.4709682042481473   0.32245991054045653   0.681653845724789      0.8107637065684581     false     false     false     false    
  321     198.63658309963762   18.01425832064273    5.836970081655796    1.3865603433989642   18.1   54937   19.9285202026367   18.8059902191162   18.3347778320313   18.1687507629395   19.8245410919189   18.7294826507568   18.2792892456055   18.1266746520996   0.6028079986572017   1.0950584411620987     19.145838394165      18.522687034606957   19.161490306854216   18.153301048278827   17.77395343780519    2.351490306854217     19.887181801351343   26.216407076485517   -7.36            0            -17.332788965104367   14.1                    -3.2327889651043673     0.0                     33.6                    16.267211034895634      19.5                    13.6                    -3.7327889651043673     32.4                    0.37                    0.146                   -0.159                  -4927.0                 -4946.0                 -4907.0                 999.0                   -134.53918896510436     -117.2064               999.0                   5.256                   999.0                   2912.5708110348955      2929.9036               999.0                   50.126                  999.0                   -150.47408896510436     -133.1413               -140.50130000000001   999.0                   35.143                  33.57                  7.79                   5.84                   0.62                    0.43                    0.45                    231.35                  560.72                  306.24                  -3.32                   82.568                  -3.771                  0                    0                    0                    -2.865605801334823      8492.75675511362        8533.78082168104        8642.970010608455       0.8992      -389.558         8494.319             433.2108              1.303            0                    1.772       -737.35          8538.156             416.0828              4.058            0                    0.5851      2.3571                 -235.495         8646.077             402.5015              0.4318           0                    -19.073999999999998    3                6098.06         5170.669            943.4052             346.78999999999996   0.0                    "3967.36829429 3973.59331856, 4512.05791729 4516.20793346, 4667.68352386 4674.94605217, 4690.50861282 4695.69613304, 4698.80864517 4703.99616539, 4806.70906..." -1.2542518027419824     -1.4982879404715326     -1.691469379826261      -1.4866335104109885     -1.1106963295898526   0.16188119224548336     -140.50130000000001   3.4668623132914513   0.3144081309737915    0.41600322774117876    0.552545619090089      false     false     false     false    
  322     199.0438747319687    18.79023568906903    5.908342539234685    1.394650588469157    18.4   54937   20.2481288909912   19.0803909301758   18.6252975463867   18.4289627075195   20.1199607849121   18.9860858917236   18.5569000244141   18.3770980834961   0.6089878082275      1.1338748931884979     19.498712959289563   19.338896026611366   19.46787734985355    18.904891052246114   18.49855621337891    2.81787734985355      16.62828914831589    25.909457732650445   -7.29            0            -13.815489109667144   -36.8                   -50.61548910966714      0.0                     -9.11                   -22.925489109667144     27.6                    -17.9                   -31.715489109667143     25.8                    -1.08                   -1.07                   -1.05                   -4930.0                 -4948.0                 -4909.0                 999.0                   -42.308989109667145     -28.4935                999.0                   2.079                   999.0                   2634.2289108903333      2648.0444               999.0                   45.808                  999.0                   2862.733110890333       2876.5486               2869.2586             999.0                   107.073                 100.69                 6.36                   7.52                   0.94                    0.38                    0.38                    269.18                  429.18                  1161.41                 -0.807                  74.66                   81.072                  0                    0                    0                    3.1025539338697854      8510.05405163766        8540.356164097819       8648.93817034366        1124.0      -431525.0        8427.033             383.7586              50.99            0                    2.863       -882.226         8540.842             308.1348              8.463            0                    12.89       15.753                 -5585.26         8648.888             433.2926              27.59            0                    0.26570000000000005    3                404.111         5173.891            860.0952             21.576               0.0                    "3967.36829429 3973.59331856, 4512.05791729 4516.20793346, 4667.68352386 4674.94605217, 4690.50861282 4695.69613304, 4698.80864517 4703.99616539, 4806.70906..." 5.762178917766696       5.567802967838208       4.387248087855293       5.079295362970541       0.0                   3.0                     2869.2586             3.4739708949043626   0.3279514902234401    0.9904292676647067     1.0944233003577952     false     false     false     false    
  323     198.94604161549236   18.499544405793817   5.885209093175722    1.391243107776334    16.7   54937   19.2306251525879   17.530668258667    16.9109325408936   16.7307548522949   19.1257915496826   17.4535331726074   16.8549880981445   16.6883335113525   0.7651996612549006   1.6722583770751989     18.42833156585693    17.886312332153302   17.982365188598624   17.46991865158072    17.07974096298202    1.3323651885986258    43.08131845707603    23.75289456045305    -7.29            0            -14.978298429740668   -13.3                   -28.27829842974067      0.0                     12.5                    -2.4782984297406685     25.8                    35.9                    20.92170157025933       39.3                    -0.411                  -0.453                  0.494                   -4929.0                 -4947.0                 -4906.0                 999.0                   -91.59729842974068      -76.619                 999.0                   7.087                   999.0                   -28.93389842974067      -13.9556                999.0                   16.098                  999.0                   -29.10159842974067      -14.1233                -21.4133              999.0                   13.315                  12.04                  13.26                  17.2                   0.25                    0.57                    0.72                    117.63                  292.35                  308.54                  -2.17                   -0.395                  -0.4                    0                    0                    0                    0.6738239526857797      8499.243241310141       8541.452054500602       8659.112179994605       1.357       -2772.43         8497.334             2042.47               3.986            0                    2.314       -4454.36         8541.676             1925.329              4.446            0                    1.281       3.5949999999999998     -2566.27         8658.851             2003.734              1.328            0                    -0.09040000000000004   3                182.002         5171.181            866.912              7.432                0.0                    "3638.47951241 3643.66703263, 3967.36829429 3973.59331856, 4512.05791729 4516.20793346, 4667.68352386 4674.94605217, 4690.50861282 4694.658629, 4697.7711411..." -0.7805521445739929     -1.023379813393973      -1.1850529309688251     -1.0642473901434453     -0.853005962890627    0.1610658921508789      -21.4133              3.4722633843017507   0.3228779704037262    0.7553757511437947     0.8172411146220309     false     false     false     false    
  324     199.02195795038938   18.650919282309584   5.899115031940681    1.392806179479358    18.0   54937   20.0677490234375   18.7039203643799   18.1827373504639   18.0168628692627   19.9469680786133   18.6150493621826   18.1182804107666   17.9679870605469   0.6470623016356996   1.3319187164306996     19.30096809387207    19.00141834259034    19.11718173980714    18.600615158081034   18.224740676879833   2.467181739807142     23.82645588416372    23.28733561401991    -7.28            0            -14.304287294660345   1.08                    -13.224287294660344     0.0                     66.5                    52.19571270533966       0.0                     66.5                    52.19571270533966       0.0                     0.0                     0.305                   0.305                   0.0                     -4964.0                 -4964.0                 999.0                   -514.5155872946603      -500.2113               999.0                   938.542                 999.0                   -4018.97728729466       -4004.673               999.0                   439.175                 999.0                   72.75171270533966       87.056                  79.776                999.0                   79.913                  0.1                    0.32                   0.93                   0.01                    0.04                    0.12                    1310.14                 739.9                   196.37                  -14.177                 -114.17                 2.465                   0                    0                    0                    6.405034512289603       8505.72972750666        8557.890410542499       8650.04887011649        -4506.0     1487937.0        8500.865             330.1933              5426.0           0                    864.5       -3.4278E7        8520.189             39649.07              818.1            0                    1.079       865.579                -867.663         8638.937             804.2406              0.9346           0                    -9.167499999999999     3                602.655         5162.637            681.1605             69.458               0.0                    "3638.47951241 3653.00456902, 3967.36829429 3973.59331856, 4512.05791729 4516.20793346, 4666.64601982 4673.90854812, 4689.47110878 4694.658629, 4697.7711411..." 424.60956204996756      427.1471274864715       366.0738144185041       397.9745323705595       0.0                   3.0                     79.776                3.4735883746168015   0.3255199602638308    0.8922597259225188     0.957036129314338      false     false     false     false    
  325     199.05687457138245   18.716508052949386   5.905371306343921    1.393455150724677    16.1   54937   18.7993831634521   17.0619697570801   16.3919277191162   16.1813278198242   18.677848815918    16.9725456237793   16.3270702362061   16.1321487426758   0.8403968811035014   1.7053031921387003     18.00846860885618    17.4472945594788     17.53328615188602    16.99774066925052    16.57714076995852    0.883286151886022     53.018864567246254   26.225941355840785   -7.27            0            -14.001894464473924   -17.7                   -31.701894464473924     0.0                     8.27                    -5.731894464473925      26.0                    23.7                    9.698105535526075       30.4                    -0.536                  -0.573                  0.141                   -4929.0                 -4947.0                 -4907.0                 999.0                   29.090505535526074      43.0924                 999.0                   5.469                   999.0                   -32.63669446447392      -18.6348                999.0                   12.901                  999.0                   -37.873394464473925     -23.8715                -31.1415              999.0                   9.793                   18.11                  17.68                  24.8                   0.34                    0.53                    0.7                     133.05                  306.83                  321.73                  1.22                    -0.528                  -0.676                  0                    0                    0                    0.8219176530956247      8505.45575565102        8543.643835306191       8664.739725708987       999.0       539678.0         8505.97              -4903.416             64.68            0                    2.018       -5551.01         8541.509             2750.813              4.301            0                    1.879       3.897                  -5574.66         8663.831             2966.934              1.716            0                    -0.4514                3                107.148         5183.308            1025.153             14.659               0.0                    "3966.33079025 3972.55581451, 4512.05791729 4516.20793346, 4666.64601982 4673.90854812, 4689.47110878 4694.658629, 4697.77114113 4701.92115731, 4806.7090657..." -0.734603985814851      -0.9782589779848011     -1.143480613890545      -1.0216466177816992     -0.8465866196288963   0.16070662892150883     -31.1415              3.474197784753609    0.3266647001994818    0.9561633014727051     1.020123338560416      false     false     false     false    
  329     198.82966643884993   18.14592173013261    5.858403845499707    1.3869589902916575   18.0   54937   20.3033065795898   18.6809387207031   18.0890369415283   18.0292472839355   20.1964435577393   18.6023101806641   18.0320091247559   17.9860038757324   0.616306304931701    1.5941333770751989     19.507227344512902   19.020160770416233   19.121780414581274   18.73499004364008    18.465200386047282   2.471780414581275     24.513261716874805   25.446021299998947   -7.29            0            -16.387193480623925   82.0                    65.61280651937608       0.0                     99.3                    82.91280651937608       17.3                    99.3                    82.91280651937608       17.3                    2.3                     2.01                    2.01                    -4924.0                 -4943.0                 -4943.0                 999.0                   58.20550651937607       74.5927                 999.0                   3.452                   999.0                   3797.765906519376       3814.1531               999.0                   74.114                  999.0                   53.66700651937607       70.0542                 62.764199999999995    999.0                   27.517                  100.88                 5.99                   8.98                   0.85                    0.51                    0.62                    447.81                  659.94                  349.61                  2.112                   107.33                  1.984                   0                    0                    0                    3.1247679889347637      8503.56756544116        8546.931506514578       8652.796000808505       0.8298      -549.519         8499.839             662.238               2.455            0                    2.472       -1591.35         8544.39              643.661               5.513            0                    20.12       22.592000000000002     -23465.0         8654.075             1166.529              27.93            0                    -0.20299000000000003   3                20.8322         5117.091            900.7234             17.836               0.0                    "3966.33079025 3972.55581451, 4511.02041325 4515.17042942, 4665.60851577 4672.87104408, 4688.43360474 4693.62112496, 4696.73363709 4701.92115731, 4805.67156..." 8.993385359480683       8.816189013612533       7.299345684103883       8.111215959816716       0.0                   3.0                     62.764199999999995    3.4702322535716936   0.31670609061814187   0.5698830769223747     0.5227186186017867     false     false     false     false    
  331     199.01758284466575   18.44613328013172    5.888060294595126    1.3898252780584515   17.2   54937   19.6113414764404   18.0346755981445   17.4376602172852   17.2556800842285   19.5159206390381   17.9644660949707   17.3867378234863   17.2170677185059   0.7473983764648011   1.5514545440674006     18.82731098175043    18.376914672851484   18.477511596679626   17.958556327819682   17.566576194762984   1.8275115966796278    34.351128074635334   20.104725812604357   -7.25            0            -14.942319034627074   42.7                    27.757680965372927      0.0                     68.1                    53.15768096537292       25.4                    68.1                    53.15768096537292       25.4                    1.19                    1.13                    1.13                    -4926.0                 -4944.0                 -4944.0                 999.0                   621.846480965373        636.7888                999.0                   14.379                  999.0                   3714.250080965373       3729.1924               999.0                   25.639                  999.0                   13.018380965372925      27.9607                 20.7107               999.0                   20.66                   3.21                   5.16                   10.7                   0.13                    0.13                    0.46                    77.08                   201.04                  307.68                  18.014                  104.954                 0.792                   0                    0                    0                    11.029247641575239      8515.45945680144        8555.69862973692        8685.358014524005       999.0       4.45043E8        8511.149             -386039.3             1080.0           0                    2.265       -2815.44         8543.123             1243.255              4.658            0                    1.524       3.789                  -2266.53         8674.243             1487.125              1.462            0                    -15.969                3                2018.61         5183.066            477.7466             83.733               0.0                    "3966.33079025 3972.55581451, 4509.9829092 4514.13292538, 4665.60851577 4672.87104408, 4688.43360474 4693.62112496, 4696.73363709 4700.88365326, 4804.634057..." -0.55407698371124       -0.7947339136735808     -0.9964826555896861     -0.8501019036653209     -0.6282127343750168   0.1614620092773437      20.7107               3.4735120141966545   0.32194577027189364   0.7969939068896977     0.7537939955759915     false     false     false     false    
  333     199.0414998219079    18.462019107959517   5.890742749939343    1.3898496771651578   16.4   54937   18.5766448974609   17.2018966674805   16.6463642120361   16.4269924163818   18.4812927246094   17.1317386627197   16.59547996521     16.3884086608887   0.7433300018310014   1.3495540618896982     17.820857944488527   17.519660816192694   17.628554325103817   17.060545558929505   16.631173763275203   0.9785543251038185    50.76416058598822    31.874754901018456   -7.24            0            -14.825254090473527   1.08                    -13.745254090473527     0.0                     36.4                    21.57474590952647       0.0                     47.7                    32.874745909526474      11.3                    0.0                     -0.55                   0.574                   0.0                     -4966.0                 -4895.0                 999.0                   45.52034590952647       60.3456                 999.0                   2.351                   999.0                   -164.89525409047351     -150.07                 999.0                   18.591                  999.0                   -161.83825409047353     -147.013                -154.25300000000001   999.0                   12.307                  7.55                   11.37                  17.86                  0.12                    0.51                    0.67                    25.58                   292.7                   295.58                  1.709                   -4.251                  -4.164                  0                    0                    0                    -3.139578402035113      8492.75675511362        8532.68493127824        8660.778229653855       4.736       -16349.2         8497.229             3452.324              13.62            0                    1.997       -5100.32         8537.968             2553.47               4.597            0                    1.334       3.3310000000000004     -3937.0          8663.941             2950.357              1.54             0                    -0.9402999999999999    3                711.798         5172.585            1614.583             11.9332              0.0                    "3965.2932862 3971.51831047, 4509.9829092 4514.13292538, 4664.57101173 4671.83354004, 4687.39610069 4692.58362091, 4695.69613304 4700.88365326, 4804.6340576..." -1.008681686993206      -1.25323952623671       -1.400856112765762      -1.2798764156348386     -1.0687991020507646   0.16078284346008306     -154.25300000000001   3.473929444230619    0.32222303022781695   0.8238022327342545     0.7672366024093314     false     false     false     false    
  334     199.21258330066058   18.7194719636236     5.917677079055246    1.3920844513396542   17.8   54937   20.0046730041504   18.6052913665771   18.0481090545654   17.8385200500488   19.8942718505859   18.5240592956543   17.9891929626465   17.7938461303711   0.7302131652831996   1.370212554931598      19.244110145568836   18.924028930663997   19.03259246826166    18.475576915740902   18.0559879112243     2.382592468261663     24.043710196223877   24.60894146443524    -7.2             0            -13.557764809031983   -78.6                   -92.15776480903197      0.0                     -46.8                   -60.35776480903198      31.7                    -46.8                   -60.35776480903198      31.7                    -2.27                   -2.14                   -2.14                   -4932.0                 -4950.0                 -4950.0                 999.0                   -8990.480764809032      -8976.923               999.0                   5420.27                 999.0                   2385.274735190968       2398.8325               999.0                   71.267                  999.0                   -65.45296480903198      -51.8952                -59.095200000000006   999.0                   47.32                   0.1                    1.44                   2.36                   0.01                    0.14                    0.24                    7563.81                 221.6                   202.21                  -258.1                  67.661                  -1.47                   0                    0                    0                    -1.2328772246755761     8495.999998211879       8537.068492889419       8642.958903580926       -1.888      1009.09          8492.586             534.3548              1.884            0                    1.918       -1003.56         8540.001             523.2244              1.836            0                    13.36       15.277999999999999     -20583.2         8642.735             1540.691              20.88            0                    -0.38220000000000004   3                280.249         5176.557            820.9064             18.92                0.0                    "3636.40450432 3641.59202454, 3965.2932862 3971.51831047, 4509.9829092 4514.13292538, 4664.57101173 4671.83354004, 4687.39610069 4692.58362091, 4695.6961330..." 5.342904759881498       5.140860154929509       4.087303223249686       4.686895938642456       0.0                   3.0                     -59.095200000000006   3.4769154147689583   0.3267164299124755    1.0820888962264175     1.0261428397768737     false     false     false     false    
