# Fibre   RA                   DEC                  l                    b                    Mag    MJD     u                  g                  r                  i                  u_{0}              g_{0}              r_{0}              i_{0}              (g-i)_{0}            (u-g)_{0}              U_(Jester_2005)      B_(Jester_2005)      V_(Jester_2005)      R_(Jester_2005)      I_(Jester_2005)      V-V_{HB}              S/N_{red}            S/N_{blue}           V_{hc}-V_{obs}   V_{hc,err}   V_{gsr}-V_{obs}       V_{rad}_(rvreid,_CaT1of3) V_{gsr}_(rvreid,_CaT1of3) V_{err}_(rvreid,_CaT1of3) V_{rad}_(rvreid,_CaT2of3) V_{gsr}_(rvreid,_CaT2of3) V_{err}_(rvreid,_CaT2of3) V_{rad}_(rvreid,_CaT3of3) V_{gsr}_(rvreid,_CaT3of3) V_{err}_(rvreid,_CaT3of3) User_shift_(rvreid,_CaT1of3) User_shift_(rvreid,_CaT2of3) User_shift_(rvreid,_CaT3of3) Fit_pixel_shift_(rvreid,_CaT1of3) Fit_pixel_shift_(rvreid,_CaT2of3) Fit_pixel_shift_(rvreid,_CaT3of3) V_{obs}_(fxcor,_CaT1of3) V_{gsr}_(fxcor,_CaT1of3) V_{rel}_(fxcor,_CaT1of3) V_{helio}_(fxcor,_CaT1of3) V_{err}_(fxcor,_CaT1of3) V_{obs}_(fxcor,_CaT2of3) V_{gsr}_(fxcor,_CaT2of3) V_{rel}_(fxcor,_CaT2of3) V_{helio}_(fxcor,_CaT2of3) V_{err}_(fxcor,_CaT2of3) V_{obs}_(fxcor,_CaT3of3) V_{gsr}_(fxcor,_CaT3of3) V_{rel}_(fxcor,_CaT3of3) Vhc                   V_{helio}_(fxcor,_CaT3of3) V_{err}_(fxcor,_CaT3of3) TDR_(fxcor,_CaT1of3)   TDR_(fxcor,_CaT2of3)   TDR_(fxcor,_CaT3of3)   HGHT_(fxcor,_CaT1of3)   HGHT_(fxcor,_CaT2of3)   HGHT_(fxcor,_CaT3of3)   FWHM_(fxcor,_CaT1of3)   FWHM_(fxcor,_CaT2of3)   FWHM_(fxcor,_CaT3of3)   Pixel_shift_(fxcor,_CaT1of3) Pixel_shift_(fxcor,_CaT2of3) Pixel_shift_(fxcor,_CaT3of3) Interpolated_(CaT1rv) Interpolated_(CaT2rv) Interpolated_(CaT3rv) Doppler_shift           Doppler_centroid_(CaT1) Doppler_centroid_(CaT2) Doppler_centroid_(CaT3) EW_{CaT1}   EW_Flux_(CaT1)   EW_Centroid_(CaT1)   EW_Continuum_(CaT1)   EW_FWHM_(CaT1)   Interpolated_(CaT1ew) EW_{CaT2}   EW_Flux_(CaT2)   EW_Centroid_(CaT2)   EW_Continuum_(CaT2)   EW_FWHM_(CaT2)   Interpolated_(CaT2ew) EW_{CaT3}   EW_{CaT2+3}            EW_Flux_(CaT3)   EW_Centroid_(CaT3)   EW_Continuum_(CaT3)   EW_FWHM_(CaT3)   Interpolated_(CaT3ew) EW_{MgH}               EW_Lines_(MgH)   EW_Flux_(MgH)   EW_Centroid_(MgH)   EW_Continuum_(MgH)   EW_FWHM_(MgH)        Interpolated_(MgHew)   All_interpolated_ranges                                                                                                                                        [Ca/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(M_{I},_Starkennburg) [Fe/H]_(M_{V},_Starkenburg) [Fe/H]_(Battaglia)    [Fe/H]_{err}_(Battaglia) Vhc                   RAx                  DECx                  NGC5024_dist           NGC5053_dist           NGC5024   NGC5053   NGC5024   NGC5053  
  74      198.90249968785136   17.60311927671732    5.838804935789071    1.3781402432836123   16.5   54937   19.1610069274902   17.3799896240234   16.7598266601563   16.5914897918701   19.0841064453125   17.3234062194824   16.7187881469727   16.5603713989258   0.7630348205566015   1.7607002258300994     18.34104667663567    17.735885772704986   17.831853179931567   17.332398586273026   16.954061717986825   1.1818531799315686    33.823069050575526   25.69824896758532    -7.17            0            -17.83986033703434    32.7                    14.860139662965661      0.0                     58.0                    40.16013966296566       25.3                    33.4                    15.560139662965657      40.4                    0.9                     0.84                    0.408                   -4926.0                 -4945.0                 -4906.0                 999.0                   0.9625396629656571      18.8024                 999.0                   4.948                   999.0                   14.17903966296566       32.0189                 999.0                   11.361                  999.0                   10.62013966296566       28.46                   21.29                 999.0                   8.738                   41.53                  22.72                  30.82                  0.72                    0.77                    0.84                    267.97                  343.13                  354.03                  0.532                   0.907                   0.806                   0                    0                    0                    1.0835488637403614      8498.70270168782        8542.8219176531         8661.7260272503         0.9633      -1099.26         8498.949             1141.158              2.969            0                    2.431       -2626.46         8542.853             1080.228              5.657            0                    1.254       3.685                  -1275.7          8661.704             1017.017              1.99             0                    1301000.0              3                9.8089E8        5156.051            934.5521             16155.0              0.0                    "3966.33079025 3970.48080642, 4511.02041325 4515.17042942, 4666.64601982 4673.90854812, 4689.47110878 4694.658629, 4697.77114113 4702.95866135, 5270.4733733..." -0.7702687179573562     -1.0133709299201301     -1.1675075446667742     -1.0547944002766885     -0.8557901445312703   0.16094548254394525     21.29                 3.471503432471947    0.30723240048395517   0.8541039087855165     0.2212892708961629     false     true      false     true     
  76      198.82312497970292   17.57644694543839    5.831591708391393    1.378375895263167    17.4   54937   19.5879592895508   18.1771049499512   17.6325435638428   17.4430255889893   19.5097732543945   18.1195774078369   17.5908203125      17.4113864898682   0.7081909179687003   1.3901958465575994     18.819950275421164   18.488396167755155   18.599483890533477   18.061821575164842   17.662303600311343   1.9494838905334788    21.559220765138985   27.88189376638538    -7.2             0            -18.14217850955873    -1.6                    -19.74217850955873      0.0                     26.3                    8.157821490441272       27.9                    5.72                    -12.42217850955873      37.0                    -0.0766                 -0.0596                 -0.383                  -4928.0                 -4946.0                 -4908.0                 999.0                   -38.10957850955873      -19.9674                999.0                   7.729                   999.0                   3776.1356214904413      3794.2778               999.0                   97.365                  999.0                   -19.67857850955873      -1.5364                 -8.7364               999.0                   51.53                   48.22                  4.7                    4.75                   0.82                    0.46                    0.47                    484.37                  706.67                  377.49                  -0.565                  106.774                 -0.044                  0                    0                    0                    1.218066811575227       8500.324322342902       8542.5479449034         8681.026285707976       0.7267      -374.291         8497.984             515.0575              2.624            0                    2.782       -1398.96         8542.196             502.9002              6.571            0                    4.211       6.993                  -1806.03         8680.258             428.8759              17.83            0                    2.5148599999999997     3                -84.2998        5180.246            1006.437             17.482               0.0                    "3967.36829429 3971.51831047, 4512.05791729 4516.20793346, 4666.64601982 4673.90854812, 4689.47110878 4694.658629, 4697.77114113 4702.95866135, 5270.4733733..." 1.1058873502499793      0.8748794369195227      0.4513261877782281      0.7104424781257211      0.0                   3.0                     -8.7364               3.470118082413232    0.3067668806301929    0.8182458992849617     0.30119968849651674    false     false     false     false    
  77      198.95420798294634   17.23424962116989    5.826653623686765    1.3720897461822714   17.0   54937   19.3202304840088   17.820556640625    17.2672519683838   17.0780811309814   19.2007713317871   17.7326602935791   17.2035026550293   17.0297412872314   0.7029190063477024   1.4681110382079972     18.536091060638434   18.13700639724731    18.24634546279907    17.710810184478692   17.31163934707629    1.5963454627990714    28.820131852578328   38.03945320322047    -7.09            0            -18.822185721609017   58.5                    39.67781427839098       0.0                     87.1                    68.27781427839098       28.5                    73.4                    54.57781427839099       30.3                    1.64                    1.67                    1.55                    -4925.0                 -4943.0                 -4904.0                 999.0                   40.706114278390984      59.5283                 999.0                   2.082                   999.0                   44.90871427839098       63.7309                 999.0                   9.116                   999.0                   42.72911427839098       61.5513                 54.461299999999994    999.0                   7.478                   78.01                  24.27                  32.2                   0.9                     0.83                    0.86                    209.46                  293.32                  316.13                  1.686                   1.805                   1.743                   0                    0                    0                    2.3571512103202017      8499.78378272058        8543.91780805589        8663.36986285449        1.632       -1365.49         8500.22              836.92                5.047            0                    2.265       -1740.79         8543.925             768.6991              4.661            0                    1.577       3.842                  -1199.75         8663.833             760.7901              3.123            0                    2.2988                 3                -221.059        5181.262            2031.759             16.97                0.0                    "3967.36829429 3971.51831047, 4512.05791729 4516.20793346, 4667.68352386 4674.94605217, 4690.50861282 4695.69613304, 4697.77114113 4702.95866135, 5270.47337..." -0.5839474375125802     -0.8252495420131211     -1.0225183337080301     -0.8786161866799176     -0.6699891176757817   0.16127707637023925     54.461299999999994    3.4724059117283255   0.30079441038867866   1.1616778759754884     0.4874501282672047     false     false     false     false    
  79      198.79437453050105   17.60121361909071    5.83049201809628     1.3789854539986777   18.2   54937   20.0405654907227   18.8792114257813   18.4605255126953   18.2401828765869   19.9576301574707   18.818187713623    18.4162654876709   18.2066230773926   0.6115646362304012   1.1394424438476989     19.27835510253913    19.11623611450204    19.25249893188484    18.656062641143887   18.225720005035488   2.602498931884842     17.230786401090345   26.96479185901497    -7.22            0            -18.150203582217035   59.6                    41.44979641778296       0.0                     72.8                    54.649796417782966      13.2                    72.8                    54.649796417782966      13.2                    1.67                    1.26                    1.26                    -4925.0                 -4944.0                 -4944.0                 999.0                   80.64439641778297       98.7946                 999.0                   2.507                   999.0                   3813.647196417783       3831.7974               999.0                   39.767                  999.0                   3813.4644964177833      3831.6147               3824.3947000000003    999.0                   39.306                  104.01                 8.58                   9.2                    0.93                    0.56                    0.5                     335.17                  484.86                  510.53                  2.797                   107.824                 107.818                 0                    0                    0                    5.823768228305198       8515.45945680144        8545.83561611178        8656.590891450665       0.8         -290.241         8499.77              362.7989              3.349            0                    1.454       -517.317         8543.281             355.7135              3.659            0                    31.33       32.784                 -31882.0         8652.825             1017.752              33.98            0                    -6.641                 3                1670.65         5173.5              871.1785             60.726               0.0                    "3967.36829429 3971.51831047, 4512.05791729 4516.20793346, 4667.68352386 4674.94605217, 4690.50861282 4695.69613304, 4698.80864517 4703.99616539, 5271.51087..." 14.110614848800846      13.970160504789503      11.585553841903154      12.910304019215081      0.0                   3.0                     3824.3947000000003    3.469616292461747    0.3071991406831569    0.7814207966521828     0.3180748919279145     false     false     false     false    
  81      198.87399962120597   17.344116570217405   5.825345786884975    1.3744130423915137   17.3   54937   19.4543552398682   18.035816192627    17.5248413085938   17.3504619598389   19.3518753051758   17.960412979126    17.4701519012451   17.3089923858643   0.651420593261701    1.3914623260497976     18.671556854248085   18.327291374206585   18.445096397399947   17.917217884063742   17.53283853530884    1.7950963973999485    20.942779185198894   34.19064199455752    -7.14            0            -18.708542304773925   -30.6                   -49.30854230477392      0.0                     -3.48                   -22.188542304773925     27.2                    -14.6                   -33.30854230477392      27.2                    -0.904                  -0.907                  -0.962                  -4930.0                 -4948.0                 -4909.0                 999.0                   -104.43724230477393     -85.7287                999.0                   4.82                    999.0                   2923.777257695226       2942.4858               999.0                   56.719                  999.0                   -39.49734230477392      -20.7888                -27.9288              999.0                   36.618                  42.28                  6.37                   6.93                   0.61                    0.48                    0.56                    265.61                  532.52                  369.74                  -2.428                  82.921                  -0.589                  0                    0                    0                    -0.8219179510952017     8502.74564838412        8540.35616409781        8660.356164097804       1.131       -437.8           8503.44              387.0732              1.9              0                    1.996       -741.483         8541.152             371.5529              4.68             0                    1.124       3.12                   -382.89          8661.282             340.7136              1.724            0                    1.6367                 3                210.756         5180.751            1598.031             20.936               0.0                    "3967.36829429 3971.51831047, 4513.09542133 4517.24543751, 4667.68352386 4674.94605217, 4690.50861282 4695.69613304, 4698.80864517 4703.99616539, 5271.51087..." -0.9271067962529189     -1.1698534388335586     -1.3254431398354645     -1.2016670569619048     -0.9317008544921743   0.16143607711791996     -27.9288              3.4710060119458124   0.30271195053646544   1.027800250074002      0.42041314237459326    false     false     false     false    
  82      198.9585412627509    17.01085223093279    5.817674907473126    1.3686238987046917   17.1   54937   19.0771751403809   17.8634986877441   17.375804901123    17.1431045532227   18.9485206604004   17.7688369750977   17.3071479797363   17.09104347229     0.6777935028076989   1.1796836853027024     18.330366897583033   18.14123802185055    18.26369926452633    17.667594642639223   17.22489429473892    1.613699264526332     29.041349830887683   24.596747752497688   -7.05            0            -19.48877229811188    5.57                    -13.918772298111879     0.0                     30.1                    10.611227701888122      24.5                    25.0                    5.511227701888121       21.3                    0.128                   0.0482                  0.171                   -4928.0                 -4946.0                 -4907.0                 999.0                   11.58482770188812       31.0736                 999.0                   2.112                   999.0                   -10.776972298111879     8.7118                  999.0                   16.536                  999.0                   -5.91917229811188       13.5696                 6.5196                999.0                   17.252                  85.24                  12.98                  13.34                  0.86                    0.71                    0.73                    231.85                  294.25                  314.98                  0.88                    0.247                   0.384                   0                    0                    0                    0.5479450523944251      8503.84153878691        8543.095890104789       8663.369862705484       1.039       -842.418         8504.023             810.6479              2.013            0                    1.497       -1195.95         8542.295             798.7941              2.965            0                    1.263       2.76                   -953.608         8662.559             755.2751              2.741            0                    -0.44266               3                77.8874         5168.451            825.4469             12.174               0.0                    "3967.36829429 3971.51831047, 4513.09542133 4517.24543751, 4668.7210279 4675.98355621, 4691.54611687 4696.73363709, 4698.80864517 4702.95866135, 5272.548381..." -1.1770090225675602     -1.421331045162283      -1.5696880686357222     -1.4378314592875736     -1.141182287109385    0.16129095941162108     6.5196                3.472481541277851    0.29689539038069374   1.3503397202492424     0.702423827340638      false     false     false     false    
  83      198.9764994789237    16.91743031652112    5.8151875878450845   1.3670436775885186   16.3   54937   19.1492462158203   17.2631015777588   16.5438709259033   16.3523616790771   19.0089645385742   17.1598834991455   16.4690074920654   16.2955951690674   0.8642883300781001   1.8490810394287003     18.344794349670416   17.677447662353543   17.753601531982447   17.248702583312983   16.847193336486782   1.1036015319824486    50.61620293937506    26.432934002868468   -7.03            0            -19.72605398652905    -39.7                   -59.426053986529055     0.0                     -13.5                   -33.22605398652905      26.2                    -20.9                   -40.626053986529044     23.8                    -1.16                   -1.19                   -1.14                   -4930.0                 -4948.0                 -4909.0                 999.0                   -64.59385398652906      -44.8678                999.0                   2.007                   999.0                   -62.136253986529056     -42.4102                999.0                   6.001                   999.0                   -62.29825398652905      -42.5722                -49.6022              999.0                   7.148                   93.71                  40.8                   35.66                  0.94                    0.91                    0.89                    241.98                  319.34                  333.6                   -1.271                  -1.201                  -1.206                  0                    0                    0                    -0.8219179510952017     8503.2861889005         8540.35616409781        8660.356164097804       16956.0     -4.567E11        8467.759             2.6932714E7           15930.0          0                    2.297       -5825.47         8540.831             2536.656              4.732            0                    1.617       3.914                  -3925.46         8660.968             2427.679              3.149            0                    112.46                 3                -15437.4        5235.069            956.044              233.7                0.0                    "3636.40450432 3640.55452049, 3968.40579834 3972.55581451, 4513.09542133 4517.24543751, 4668.7210279 4675.98355621, 4691.54611687 4695.69613304, 4699.846149..." -0.6702963300976014     -0.9131404952144893     -1.0816695248738095     -0.9607288254648587     -0.7770658085937425   0.16088288122558597     -49.6022              3.472794971090674    0.295264870347602     1.439750512871617      0.7910353469316208     false     false     false     false    
  84      198.91974972818937   17.05678854919961    5.81670689718453     1.3696359464722254   16.2   54937   18.9153308868408   17.1493225097656   16.4969234466553   16.2573986053467   18.7950763702393   17.0608406066895   16.4327487945557   16.2087364196777   0.8521041870118005   1.7342357635498011     18.111244678497272   17.524237957000675   17.613758144378618   17.043155879974304   16.593631038665706   0.9637581443786196    26.138094804327267   25.781776509775273   -7.08            0            -19.462938760484356   -63.7                   -83.16293876048437      0.0                     -63.7                   -83.16293876048437      0.0                     -63.7                   -83.16293876048437      0.0                     -1.85                   -1.85                   -1.85                   -4931.0                 -4931.0                 -4931.0                 999.0                   -732.2769387604843      -712.814                999.0                   914.54                  999.0                   -59.51113876048436      -40.0482                999.0                   30.245                  999.0                   -60.296838760484356     -40.8339                -47.9139              999.0                   23.246                  0.09                   6.16                   9.01                   0.01                    0.39                    0.53                    1274.73                 275.64                  296.17                  -20.21                  -1.134                  -1.156                  0                    0                    0                    -1.7697153985400291     8492.75675511362        8538.16438329222        8644.613846212651       1.259       -993.97          8494.608             789.4649              1.204            0                    1.905       -1454.55         8540.707             763.5751              3.09             0                    0.9725      2.8775                 -801.426         8646.167             824.089               0.9431           0                    2.9252                 3                -285.435        5182.607            872.5135             28.391000000000002   0.0                    "3968.40579834 3972.55581451, 4513.09542133 4517.24543751, 4668.7210279 4675.98355621, 4691.54611687 4696.73363709, 4699.84614922 4705.03366944, 5272.548381..." -1.2625821115106142     -1.5082330656345522     -1.6337687328661286     -1.5195766881098014     -1.2725057065429808   0.1607710065155029      -47.9139              3.471804501368278    0.29769713045217167   1.2919134642583228     0.6668137308837436     false     false     false     false    
  85      198.9266664746922    16.984791245621263   5.814273288053748    1.3684720934064396   16.4   54937   18.8861236572266   17.3175315856934   16.6904182434082   16.4369888305664   18.7600040435791   17.2247333526611   16.6231136322021   16.3859539031982   0.8387794494629013   1.5352706909180007     18.11560760498053    17.677528457641664   17.77210578918463    17.1812903976441     16.7178609848023     1.12210578918463      31.41496458696078    31.027407239406905   -7.06            0            -19.657633910358854   79.5                    59.842366089641146      0.0                     107.0                   87.34236608964115       27.1                    77.2                    57.54236608964115       47.1                    2.23                    2.22                    1.66                    -4924.0                 -4942.0                 -4904.0                 999.0                   95.33656608964115       114.9942                999.0                   3.418                   999.0                   55.54296608964114       75.2006                 999.0                   6.429                   999.0                   56.20776608964114       75.8654                 68.80539999999999     999.0                   6.645                   64.25                  31.58                  31.84                  0.83                    0.83                    0.87                    284.0                   266.68                  277.89                  3.256                   2.129                   2.148                   0                    0                    0                    3.2679249843064704      8500.32432323695        8544.46575325729        8665.01369845868        0.8348      -820.963         8500.323             983.4733              2.22             0                    2.058       -1976.31         8544.391             960.271               4.002            0                    0.7212      2.7792                 -599.794         8665.2               831.6949              1.494            0                    -42.656                3                3177.02         5179.704            1033.088             132.36599999999999   0.0                    "3968.40579834 3972.55581451, 4514.13292538 4518.28294155, 4668.7210279 4675.98355621, 4691.54611687 4696.73363709, 4699.84614922 4705.03366944, 5272.548381..." -1.2815415175724734     -1.5270347878946264     -1.6599195056666676     -1.5372790039677748     -1.2711670097656083   0.1608976846313477      68.80539999999999     3.4719252212235725   0.29644054043942697   1.3576742880019195     0.7346750917526352     false     false     false     false    
  87      198.86337469185307   17.102505424630895   5.814418509191505    1.3707819744375784   16.7   54937   19.0531902313232   17.5465602874756   16.9785671234131   16.7658920288086   18.9408378601074   17.4638919830322   16.9186096191406   16.7204284667969   0.7434635162353018   1.4769458770751989     18.273248977661105   17.871676254272472   17.978077621459978   17.419860401153567   16.997185306549067   1.328077621459979     19.949937343260004   29.59053902854762    -7.11            0            -19.479190700862304   2.78                    -16.699190700862303     0.0                     32.3                    12.820809299137693      29.5                    19.3                    -0.1791907008623035     30.4                    0.0482                  0.11                    0.00571                 -4928.0                 -4946.0                 -4907.0                 999.0                   979.5208092991377       999.0                   999.0                   999.0                   999.0                   -11.776290700862305     7.7029                  999.0                   23.006                  999.0                   -8.383590700862305      11.0956                 3.985599999999999     999.0                   20.817                  999.0                  6.85                   8.78                   999.0                   0.42                    0.53                    999.0                   229.89                  259.27                  999.0                   0.218                   0.314                   0                    0                    0                    -1.4899978850735351E-7  8506.5442413688         8541.999999702          8661.7260271013         0.7999      -251.412         8506.33              314.3167              1.025            0                    2.414       -802.796         8542.66              332.5387              5.052            0                    1.293       3.707                  -518.827         8661.786             401.1129              1.503            0                    1.9219                 3                -1341.97        5190.275            1137.117             12.14                0.0                    "3968.40579834 3972.55581451, 4514.13292538 4518.28294155, 4669.75853195 4677.02106025, 4692.58362091 4697.77114113, 4699.84614922 4705.03366944, 5273.58588..." -0.7222663788211264     -0.9648290585938941     -1.1485480389083613     -1.009334525471913      -0.80493334179687     0.16106246209716799     3.985599999999999     3.4708205714572857   0.29849504055604054   1.2254037315840216     0.6409297401906086     false     false     false     false    
  90      198.84187445059078   17.00127753321836    5.808695958625051    1.3693860753448113   17.5   54937   19.7355175018311   18.30495262146     17.7554664611816   17.5941333770752   19.6220455169678   18.2214603424072   17.6949100494385   17.5482158660889   0.6732444763183025   1.4005851745605966     18.965092830658033   18.619149456024253   18.729252223968576   18.223296394348274   17.85196331024187    2.0792522239685773    21.842618890600093   4.920365840057018    -7.1             0            -19.84480933174108    -31.0                   -50.844809331741075     0.0                     1.1                     -18.744809331741077     32.1                    1.1                     -18.744809331741077     32.1                    -0.914                  -0.777                  -0.777                  -4930.0                 -4948.0                 -4948.0                 999.0                   -732.658809331741       -712.814                999.0                   914.226                 999.0                   -37.59900933174108      -17.7542                999.0                   37.11                   999.0                   -42.90570933174108      -23.0609                -30.160899999999998   999.0                   30.681                  0.1                    3.61                   5.58                   0.01                    0.26                    0.38                    1274.73                 217.69                  257.15                  -20.21                  -0.503                  -0.653                  0                    0                    0                    -1.7697153985400291     8492.75675511362        8538.16438329222        8648.44946262243        2.67        -1750.29         8497.685             655.522               5.989            0                    2.333       -1238.81         8541.34              530.9916              3.848            0                    8.966       11.299                 -9538.27         8647.918             1063.78               13.96            0                    -2.830000000000041     3                4968.02         5155.208            57.54402             1114.9               0.0                    "3634.32949623 3637.44200836, 3914.45558806 3945.58070937, 3962.18077407 3980.85584686, 3994.34339943 5698.9625434, 8400.54421769 8401.63265306, 8429.931972..." 3.268194816994921       3.0505062940813468      2.3434713766478046      2.7404362844993493      0.0                   3.0                     -30.160899999999998   3.470445321252028    0.2967282805956515    1.3052596000006684     0.7428037123128989     false     false     false     false    
  91      198.7655415753767    17.439057968701764   5.821227704918365    1.3767305328433357   18.3   54937   19.9312133789063   18.9179973602295   18.4709053039551   18.3207416534424   19.8424224853516   18.8526668548584   18.4235210418701   18.2848129272461   0.5678539276122976   0.9897556304932031     19.165714073181185   18.648683967590348   19.26553773880005    18.294526863098156   17.931359939575202   2.6155377388000502    14.163332941084171   6.624952830020754    -7.21            0            -18.728889392518713   -67.7                   -86.42888939251871      0.0                     -67.7                   -86.42888939251871      0.0                     -56.9                   -75.62888939251872      10.8                    -1.96                   -1.96                   -1.65                   -4932.0                 -4932.0                 -4881.0                 999.0                   -103.14198939251871     -84.4131                999.0                   3.441                   999.0                   3848.0909106074814      3866.8198               999.0                   57.533                  999.0                   -96.19308939251871      -77.4642                -84.6742              999.0                   43.396                  107.65                 5.34                   4.35                   0.83                    0.41                    0.32                    476.04                  464.49                  295.86                  -2.391                  108.803                 -2.194                  0                    0                    0                    -1.6438357531897054     8503.81192004683        8538.71232849362        8658.98630109432        3376.0      -3.978E7         9140.159             11782.86              3524.0           0                    1.923       -448.166         8539.745             233.0503              4.108            0                    20.62       22.543                 -5339.39         8657.634             258.949               24.81            0                    -3.1800000000000637    3                11176.3         5155.625            124.351              1142.0               0.0                    "3927.94314063 3932.0931568, 3963.21827812 3967.36829429, 3969.44330238 3973.59331856, 3994.34339943 5698.9625434, 8400.54421769 8401.63265306, 8429.3877550..." 9.044543673336701       8.870105819279052       7.154953551956039       8.158509283267314       0.0                   3.0                     -84.6742              3.4691130621315702   0.3043689907362703    0.8903036160733168     0.4198583877723681     false     false     false     false    
  94      198.74804115248222   17.336685880572354   5.815539195095207    1.3752934878404979   16.9   54937   19.0087375640869   17.6819744110107   17.1383361816406   16.9335994720459   18.9096546173096   17.6090698242188   17.0854587554932   16.8935050964355   0.715564727783299    1.300584793090799      18.258868579864476   17.992720966339057   18.10399332046504    17.549557952880832   17.13482124328613    1.2939933204650416    27.482721844824614   38.118237105091836   -7.2             0            -19.08889265616543    39.2                    20.111107343834572      0.0                     67.1                    48.01110734383457       28.0                    50.5                    31.41110734383457       32.8                    1.09                    1.1                     0.897                   -4926.0                 -4944.0                 -4905.0                 999.0                   8.178107343834569       27.267                  999.0                   3.469                   999.0                   21.704307343834568      40.7932                 999.0                   25.008                  999.0                   25.46080734383457       44.5497                 37.3497               999.0                   20.07                   64.54                  8.84                   11.24                  0.89                    0.69                    0.76                    289.51                  313.36                  312.88                  0.772                   1.155                   1.261                   0                    0                    0                    1.8116742372597703      8499.2432422042         8543.36986285449        8662.82191765309        0.7319      -549.073         8499.049             750.1881              2.496            0                    1.855       -1305.38         8543.137             703.5442              3.788            0                    1.582       3.4370000000000003     -996.282         8663.37              629.8096              4.635            0                    -15.584                3                4863.55         5170.595            1800.77              94.982               0.0                    "3969.44330238 3973.59331856, 4515.17042942 4519.3204456, 4670.79603599 4678.0585643, 4693.62112496 4698.80864517, 4701.92115731 4707.10867752, 5275.6608935..." -0.8745300120887641     -1.1178749972267756     -1.2602417164279427     -1.1281310183248698     -0.9333314809570443   0.16103519465637203     37.3497               3.4688076219234776   0.3025822607685066    0.9674932492403064     0.5011065908771721     false     false     false     false    
  96      198.7557497266579    17.495649583084628   5.8229241669905205   1.3776769082773643   18.1   54937   19.9415493011475   18.769702911377    18.3156509399414   18.0980224609375   19.8561992645264   18.7069034576416   18.2701034545898   18.0634860992432   0.643417358398402    1.1492958068847976     19.190823364257877   19.027593574524      19.156783180236886   18.57037853240975    18.14275005340585    2.506783180236887     18.93145530591877    43.069710934716056   -7.22            0            -18.580116365211108   1.08                    -17.500116365211106     0.0                     109.0                   90.41988363478889       0.0                     33.1                    14.519883634788894      75.6                    0.0                     1.5                     0.134                   0.0                     -4962.0                 -4896.0                 999.0                   131.62658363478891      150.2067                999.0                   2.537                   999.0                   980.4198836347889       999.0                   999.0                   999.0                   999.0                   980.4198836347889       999.0                   991.78                999.0                   999.0                   102.49                 999.0                  999.0                  0.44                    999.0                   999.0                   334.29                  999.0                   999.0                   4.253                   999.0                   999.0                   0                    0                    0                    4.383561462174839       8509.30618143084        8550.76712292435        8670.493150323655       0.7063      -219.34          8503.819             310.5435              2.045            0                    1.622       -503.213         8546.758             310.2957              3.761            0                    1.407       3.029                  -391.076         8666.394             277.8936              1.439            0                    -0.8974                3                -1610.38        5175.575            2457.681             50.698               0.0                    "3969.44330238 3973.59331856, 4515.17042942 4519.3204456, 4670.79603599 4678.0585643, 4693.62112496 4698.80864517, 4701.92115731 4707.10867752, 5275.6608935..." -0.8083069633055474     -1.0493926862084355     -1.25008795103521       -1.0884484402885686     -0.7713298564452926   0.1620054265441895      991.78                3.468942162245559    0.305356700754307     0.8388775026959789     0.39551144065786836    false     false     false     false    
  97      198.73591621962166   17.310774437245357   5.8135300902757105   1.374988899532313    18.1   54937   19.9603233337402   18.7503070831299   18.2919330596924   18.119384765625    19.8573360443115   18.6745300292969   18.2369728088379   18.0777111053467   0.5968189239501989   1.1828060150145987     19.20288562774656    19.010747756958025   19.139072952270528   18.60267011642456    18.220121822357157   2.329072952270529     19.894722918402255   29.074043406447615   -7.2             0            -19.200650951258204   -44.4                   -63.6006509512582       0.0                     -20.9                   -40.1006509512582       23.5                    -13.5                   -32.700650951258204     21.9                    -1.3                    -1.4                    -0.923                  -4930.0                 -4949.0                 -4909.0                 999.0                   -237.1429509512582      -217.9423               999.0                   6.884                   999.0                   3156.897749048742       3176.0984               999.0                   167.536                 999.0                   979.7993490487418       999.0                   991.8                 999.0                   999.0                   16.55                  6.69                   999.0                  0.38                    0.49                    999.0                   153.8                   1640.54                 999.0                   -6.174                  89.47                   999.0                   0                    0                    0                    -0.41466176508492936    8497.08107924464        8539.260273695021       8656.379858672644       24.29       -15478.4         8500.72              637.3397              43.8             0                    2.096       -716.56          8540.469             341.9345              4.269            0                    1.246       3.342                  -419.17          8656.478             336.3428              1.331            0                    -17.021                3                3970.11         5165.371            974.6349             97.94200000000001    0.0                    "3969.44330238 3973.59331856, 4516.20793346 4520.35794964, 4670.79603599 4678.0585643, 4693.62112496 4698.80864517, 4701.92115731 4707.10867752, 5275.660893..." -0.6735134834463574     -0.913984487861894      -1.090485692569769      -0.9370940206016363     -0.6836530566406194   0.16186325836181642     991.8                 3.4685960018703934   0.3021300207908404    0.9841939174612246     0.5278997184559528     false     false     false     false    
