# Dist    Mv  CL Typ  LTef  logg Age Mass  B-V    U-B    V-I    V-K    V        mux     muy        Vr    UU      VV      WW   [Fe/H] a(deg)      d(deg)    Av   Mbol
45.730 -2.50  3 6.61 3.608  0.47  9 0.82  1.493  1.368  1.589  3.435 15.833    0.049   -0.113  -50.28   45.61 -262.57  -51.75 -1.42  13.50000  -3.10000  0.091 -3.426
46.230 -1.20  3 6.01 3.660  1.41  9 0.82  1.129  0.629  1.130  2.624 17.183    0.078    0.000  -47.29 -131.43 -109.46   44.66 -1.78  13.50000  -3.10000  0.091 -1.610
63.770 -1.80  3 6.23 3.641  1.04  9 0.82  1.259  0.917  1.280  2.864 17.236   -0.023   -0.061 -214.79  197.51 -174.57  122.11 -1.51  13.50000  -3.10000  0.091 -2.338
70.010 -1.80  3 6.23 3.641  1.04  9 0.82  1.263  0.963  1.274  2.862 17.512    0.028   -0.056  -92.48   34.96 -224.26   10.91 -1.34  13.50000  -3.10000  0.091 -2.338
71.810 -2.00  3 6.32 3.634  0.91  9 0.82  1.299  0.961  1.363  2.968 17.276    0.038   -0.040  -26.27  -34.94 -182.81  -28.97 -1.73  13.50000  -3.10000  0.091 -2.600
74.990 -2.20  3 6.41 3.625  0.76  9 0.82  1.368  1.028  1.474  3.124 17.183    0.028   -0.058 -123.00   49.10 -254.49   29.77 -1.96  13.50000  -3.10000  0.091 -2.881
 9.110 -2.50  3 6.61 3.608  0.47  9 0.82  1.506  1.314  1.618  3.451 12.332    0.395   -0.371  -35.93  -55.14 -227.41  -35.10 -1.68  13.50000  -1.30000  0.092 -3.426
23.950 -2.40  3 6.52 3.616  0.60  9 0.82  1.427  1.283  1.505  3.277 14.561    0.113   -0.078    1.60  -64.01 -136.93  -38.58 -1.34  13.50000  -1.30000  0.092 -3.184
29.370 -2.50  3 6.61 3.608  0.47  9 0.82  1.496  1.349  1.595  3.439 14.985    0.085   -0.056   36.09  -69.95 -111.06  -64.99 -1.49  13.50000  -1.30000  0.092 -3.426
54.090 -2.00  3 6.32 3.634  0.91  9 0.82  1.306  1.158  1.324  2.958 16.681    0.113   -0.113 -120.13  -71.66 -421.20  -13.84 -0.97  13.50000  -1.30000  0.092 -2.600
 9.310 -1.40  3 6.08 3.654  1.29  9 0.82  1.218  0.925  1.152  2.694 13.462    0.293   -0.523  -63.70   19.88 -267.10  -47.42 -0.98  13.50000   0.30000  0.093 -1.845
13.090 -2.20  3 6.41 3.625  0.76  9 0.82  1.373  0.999  1.493  3.136 13.556    0.196   -0.448 -214.51   88.11 -355.02   65.10 -2.16  13.50000   0.30000  0.093 -2.881
14.370 -1.20  3 6.01 3.660  1.41  9 0.82  1.109  0.535  1.149  2.638 14.638    0.442   -0.100 -140.65 -182.81 -268.76   96.93 -2.31  13.50000   0.30000  0.093 -1.610
16.030 -1.60  3 6.15 3.648  1.17  9 0.82  1.235  0.911  1.211  2.772 14.454   -0.058   -0.402  -75.83  203.92 -232.65  -72.35 -1.25  13.50000   0.30000  0.093 -2.087
17.050 -2.50  3 6.61 3.608  0.47  9 0.82  1.500  1.337  1.603  3.444 13.748    0.147   -0.071  -88.02  -49.21 -141.01   53.35 -1.55  13.50000   0.30000  0.093 -3.426
17.670 -2.20  3 6.41 3.625  0.76  9 0.82  1.376  0.980  1.505  3.142 14.140    0.068   -0.336   17.35   84.10 -234.47 -143.23 -2.28  13.50000   0.30000  0.093 -2.881
18.750 -1.80  3 6.23 3.641  1.04  9 0.82  1.255  0.867  1.298  2.873 14.657    0.081   -0.072  -76.54   -9.99 -116.29   39.60 -1.75  13.50000   0.30000  0.093 -2.338
22.090 -1.80  3 6.23 3.641  1.04  9 0.82  1.250  0.784  1.325  2.886 14.944    0.045   -0.072   25.48   -9.94  -72.74  -56.62 -2.20  13.50000   0.30000  0.093 -2.338
26.410 -2.50  3 6.61 3.608  0.47  9 0.82  1.512  1.296  1.631  3.459 14.765    0.051   -0.050 -145.87   15.00 -136.68  101.66 -1.79  13.50000   0.30000  0.093 -3.426
27.070 -1.40  3 6.08 3.654  1.29  9 0.82  1.190  0.738  1.173  2.697 15.873    0.029   -0.148 -157.99  100.94 -221.58   54.45 -1.64  13.50000   0.30000  0.093 -1.845
29.810 -1.60  3 6.15 3.648  1.17  9 0.82  1.208  0.709  1.254  2.790 15.793    0.180   -0.191 -112.50  -53.07 -382.54  -20.45 -2.15  13.50000   0.30000  0.093 -2.087
30.850 -1.80  3 6.23 3.641  1.04  9 0.82  1.259  0.909  1.284  2.867 15.759    0.038   -0.094   21.36   14.21 -124.98  -81.11 -1.55  13.50000   0.30000  0.093 -2.338
31.750 -1.20  3 6.01 3.660  1.41  9 0.82  1.133  0.643  1.129  2.625 16.467    0.084   -0.138  -33.30    3.52 -236.86  -64.03 -1.71  13.50000   0.30000  0.093 -1.610
48.130 -1.60  3 6.15 3.648  1.17  9 0.82  1.219  0.788  1.233  2.779 16.823    0.071   -0.043   -5.93  -86.44 -165.02  -38.34 -1.74  13.50000   0.30000  0.093 -2.087
48.570 -1.80  3 6.23 3.641  1.04  9 0.82  1.250  0.812  1.316  2.881 16.770    0.039   -0.085 -130.21   53.63 -245.03   26.95 -2.02  13.50000   0.30000  0.093 -2.338
49.470 -2.20  3 6.41 3.625  0.76  9 0.82  1.372  1.006  1.489  3.133 16.271    0.057   -0.097 -124.42   29.73 -290.23    8.18 -2.10  13.50000   0.30000  0.093 -2.881
53.730 -1.20  3 6.01 3.660  1.41  9 0.82  1.144  0.693  1.120  2.620 17.500    0.072   -0.094 -184.24   10.40 -349.08   56.05 -1.47  13.50000   0.30000  0.093 -1.610
63.630 -1.40  3 6.08 3.654  1.29  9 0.82  1.157  0.573  1.206  2.717 17.788   -0.023   -0.030  -75.69  120.82  -57.15   25.93 -2.56  13.50000   0.30000  0.093 -1.845
68.250 -1.40  3 6.08 3.654  1.29  9 0.82  1.197  0.775  1.165  2.693 17.834    0.022   -0.047 -151.95   54.50 -209.52   66.20 -1.48  13.50000   0.30000  0.093 -1.845
68.730 -2.20  3 6.41 3.625  0.76  9 0.82  1.357  1.118  1.431  3.105 17.081    0.013   -0.095  -94.87  139.46 -291.18  -57.14 -1.52  13.50000   0.30000  0.093 -2.881
68.830 -2.40  3 6.52 3.616  0.60  9 0.82  1.457  1.132  1.587  3.320 16.948   -0.002   -0.063  -88.09  127.85 -181.59  -14.93 -2.12  13.50000   0.30000  0.093 -3.184
69.550 -1.40  3 6.08 3.654  1.29  9 0.82  1.191  0.745  1.171  2.696 17.985    0.079   -0.037 -214.02 -104.84 -314.64  137.42 -1.61  13.50000   0.30000  0.093 -1.845
70.010 -2.40  3 6.52 3.616  0.60  9 0.82  1.458  1.128  1.591  3.322 17.008    0.055   -0.066  -81.22  -27.25 -294.93  -25.91 -2.15  13.50000   0.30000  0.093 -3.184
79.270 -2.20  3 6.41 3.625  0.76  9 0.82  1.361  1.092  1.443  3.111 17.427    0.034   -0.103  -54.12   92.78 -378.35 -126.43 -1.65  13.50000   0.30000  0.093 -2.881
14.170 -1.80  3 6.23 3.641  1.04  9 0.82  1.253  0.854  1.301  2.872 13.957    0.153   -0.537  -25.12  100.78 -341.99 -119.50 -1.81  14.70000  -3.10000  0.091 -2.338
18.370 -2.20  3 6.41 3.625  0.76  9 0.82  1.377  0.969  1.511  3.145 14.241    0.278   -0.281 -234.71  -20.09 -400.49  112.99 -2.35  14.70000  -1.30000  0.092 -2.881
21.990 -2.40  3 6.52 3.616  0.60  9 0.82  1.430  1.257  1.513  3.281 14.389    0.195   -0.280  -26.56  -20.46 -340.83 -104.00 -1.44  14.70000   0.30000  0.093 -3.184
39.210 -1.80  3 6.23 3.641  1.04  9 0.82  1.264  0.974  1.273  2.864 16.173    0.121   -0.062 -117.86  -99.60 -253.79   58.90 -1.31  14.70000   0.30000  0.093 -2.338
63.430 -1.80  3 6.23 3.641  1.04  9 0.82  1.260  0.920  1.281  2.866 17.362    0.088   -0.087    4.90  -95.30 -341.83 -116.68 -1.50  14.70000   0.30000  0.093 -2.338
77.910 -2.20  3 6.41 3.625  0.76  9 0.82  1.364  1.066  1.457  3.117 17.301    0.027   -0.107 -120.56  139.78 -394.76  -69.95 -1.78  14.70000   0.30000  0.093 -2.881
