# Fibre RA                 DEC                  l                  b                  Mag  MJD   Object_ID_(SDSS)   u                g                r                i                u_{0}            g_{0}            r_{0}            i_{0}            u_{err}             g_{err}             r_{err}             i_{err}             (g-i)_{0}          (u-g)_{0}            U_(Jester_2005)    B_(Jester_2005)    V_(Jester_2005)    R_(Jester_2005)    I_(Jester_2005)    V-V_{HB}               S/N_{red}          S/N_{blue}         V_{hc}-V_{obs}       V_{hc,err}            V_{gsr}-V_{obs}     V_{rad}_(rvreid,_CaT1of3) V_{gsr}_(rvreid,_CaT1of3) V_{err}_(rvreid,_CaT1of3) V_{rad}_(rvreid,_CaT2of3) V_{gsr}_(rvreid,_CaT2of3) V_{err}_(rvreid,_CaT2of3) V_{rad}_(rvreid,_CaT3of3) V_{gsr}_(rvreid,_CaT3of3) V_{err}_(rvreid,_CaT3of3) User_shift_(rvreid,_CaT1of3) User_shift_(rvreid,_CaT2of3) User_shift_(rvreid,_CaT3of3) Fit_pixel_shift_(rvreid,_CaT1of3) Fit_pixel_shift_(rvreid,_CaT2of3) Fit_pixel_shift_(rvreid,_CaT3of3) V_{obs}_(fxcor,_CaT1of3) V_{gsr}_(fxcor,_CaT1of3) V_{rel}_(fxcor,_CaT1of3) V_{helio}_(fxcor,_CaT1of3) V_{err}_(fxcor,_CaT1of3) V_{obs}_(fxcor,_CaT2of3) V_{gsr}_(fxcor,_CaT2of3) V_{rel}_(fxcor,_CaT2of3) V_{helio}_(fxcor,_CaT2of3) V_{err}_(fxcor,_CaT2of3) V_{obs}_(fxcor,_CaT3of3) V_{gsr}_(fxcor,_CaT3of3) V_{rel}_(fxcor,_CaT3of3) V_{helio}_(fxcor,_CaT3of3) V_{err}_(fxcor,_CaT3of3) TDR_(fxcor,_CaT1of3) TDR_(fxcor,_CaT2of3) TDR_(fxcor,_CaT3of3) HGHT_(fxcor,_CaT1of3) HGHT_(fxcor,_CaT2of3) HGHT_(fxcor,_CaT3of3) FWHM_(fxcor,_CaT1of3) FWHM_(fxcor,_CaT2of3) FWHM_(fxcor,_CaT3of3) Pixel_shift_(fxcor,_CaT1of3) Pixel_shift_(fxcor,_CaT2of3) Pixel_shift_(fxcor,_CaT3of3) Interpolated_(CaT1rv) Interpolated_(CaT2rv) Interpolated_(CaT3rv) Doppler_shift         Doppler_centroid_(CaT1) Doppler_centroid_(CaT2) Doppler_centroid_(CaT3) EW_{CaT1} EW_Flux_(CaT1) EW_Centroid_(CaT1) EW_Continuum_(CaT1) EW_FWHM_(CaT1) Interpolated_(CaT1ew) EW_{CaT2} EW_Flux_(CaT2) EW_Centroid_(CaT2) EW_Continuum_(CaT2) EW_FWHM_(CaT2) Interpolated_(CaT2ew) EW_{CaT3} EW_Flux_(CaT3) EW_Centroid_(CaT3) EW_Continuum_(CaT3) EW_FWHM_(CaT3) Interpolated_(CaT3ew) EW_{MgH}            EW_Lines_(MgH) EW_Flux_(MgH) EW_Centroid_(MgH) EW_Continuum_(MgH) EW_FWHM_(MgH)      Interpolated_(MgHew) All_interpolated_ranges [Ca/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(M_{I},_Starkennburg) [Fe/H]_(M_{V},_Starkenburg) [Fe/H]_(Battaglia)  [Fe/H]_{err}_(Battaglia) Source_file                           Noise Manual_(MgH) Signal u-g                  g-i                B_{J}_-_R           g-r                 r-i                 RA2000      DEC2000     newgiants Carbon Giants supergiants
  260   193.72729163488432 -2.3416212129201615  5.317913135939364  1.0562427559742391 16.4 54937 587725040634757204 18.7942180633545 17.337381362915  16.7022247314453 16.4364261627197 18.6798534393311 17.2532329559326 16.6411933898926 16.3901481628418 0.0215000901371241  0.00475190440192819 0.00438700849190354 0.00463690375909209 0.863084793090799  1.4266204833985014   18.051425075530997 17.70212377548212  17.795092449188186 17.19240333557122  16.716604766845624 0.6399424708682808     47.095647357266465 37.960505792204614 -6.42                -0.03000000000000025  -85.26281619002191  -41.3                   -126.5628161900219      0.0                     -11.9                   -97.16281619002191      29.3                    -11.9                   -97.16281619002191      29.3                    -1.21                   -1.15                   -1.15                   -4904.0                 -4922.0                 -4922.0                 999.0                   184.23268380997808      269.4955                999.0                   2.452                   999.0                   176.57988380997807      261.8427                999.0                   7.641                   999.0                   176.5724838099781       261.8353                999.0                   6.198                   69.6                 28.62                37.06                0.93                  0.86                  0.88                  220.43                288.2                 300.32                7.628                   7.412                   7.412                   0                    0                    0                    8.241391181942769     8505.58904087543        8549.5675663352         8669.5675663352         0.7845    -1934.63       8505.33            2466.102            2.339          0                    1.645     -3869.65       8549.481           2351.766            3.149          0                    1.331     -2992.04       8669.682           2248.714            2.805          0                    3.9554              3              -2721.45      5177.072          1717.835           17.303             0.0                  5                       -1.2842367583037528     -1.5305206504013726     -1.6446962908821556     -1.5236502346417105     -1.3203522002034922 0.16051195397669463     night5_160409/194m2p7_faint/data.xml  false true         true   1.4568367004394993   0.9009552001952983 0.5097204399109003  0.6351566314697017  0.2657985687255966  12:54:54.55 -02:20:29.8 true      false  true   true       
  308   190.04216632534707 -1.7278229861524133  5.1855949222624    1.0649394208809773 16.4 54925 587724650335174707 18.9063491821289 17.2949905395508 16.6727657318115 16.4165687561035 18.7747421264648 17.1981544494629 16.6025333404541 16.3633136749268 0.0199032947421074  0.0044808266684413  0.00396132050082088 0.00445426255464554 0.8348407745361008 1.5765876770018998   18.124517955780046 17.652103176116984 17.747658214569128 17.152848472595267 16.68665149688727  0.5925082362492233     46.4327470649756   38.34057902536163  -2.025               -0.03499999999999992  -91.95312201688785  -48.8                   -140.75312201688786     0.0                     -22.8                   -114.75312201688784     26.0                    -36.2                   -128.15312201688783     28.4                    -1.42                   -1.46                   -1.58                   -4930.0                 -4948.0                 -4909.0                 999.0                   -153.70742201688785     -61.7543                999.0                   1.629                   999.0                   -146.81462201688785     -54.8615                999.0                   7.074                   999.0                   -145.85582201688786     -53.9027                999.0                   6.219                   111.72               31.62                37.47                0.96                  0.91                  0.92                  233.78                293.8                 304.57                -1.749                  -1.554                  -1.527                  0                    0                    0                    -0.9058377146696633   8496.27397245169        8540.6301368475         8660.3783775568         0.9659    -2297.28       8496.501           2378.494            2.566          0                    2.11      -4817.2        8540.616           2283.454            4.213          0                    1.547     -3407.95       8660.425           2202.895            3.577          0                    3.292               3              -1687.34      5171.988          1515.265           11.17              0.0                  5                       -0.9314135564993079     -1.176521395489465      -1.31984338299285       -1.1900829017850079     -1.034069680672219  0.16047400658899938     night1_040409/190m2_faint/data.xml    false false        true   1.6113586425781001   0.8784217834472976 0.49925470352171786 0.6222248077393004  0.25619697570799715 12:40:10.12 -01:43:40.2 true      false  true   true       
  68    194.21904125692228 -3.088695152413291   5.334212506324752  1.0429142500015212 17.9 54937 587724648726397044 19.7323780059814 18.6078128814697 18.1355304718018 17.9513854980469 19.6282215118408 18.5311756134033 18.0799465179443 17.9092388153076 0.0385126024484634  0.00861630961298943 0.00776490988209844 0.00846549496054649 0.6219367980956996 1.0970458984375      18.949581222534114 18.323889083862316 18.963666076660108 17.93710990905761  17.53928203582761  1.8085160983402027     21.44527920079382  27.14037582643247  -6.045               -0.025000000000000355 -86.29758895695164  26.0                    -60.29758895695164      0.0                     39.9                    -46.397588956951644     13.9                    13.7                    -72.59758895695164      38.7                    0.711                   0.327                   -0.155                  -4900.0                 -4920.0                 -4881.0                 999.0                   104.52451104304836      190.8221                999.0                   3.193                   999.0                   116.83591104304836      203.1335                999.0                   7.884                   999.0                   121.44251104304837      207.7401                999.0                   6.26                    43.33                23.41                31.05                0.88                  0.7                   0.78                  180.21                245.06                255.49                5.402                   5.751                   5.881                   0                    0                    0                    6.9727252920468645    8503.94520527124        8548.48648530245        8668.48648530245        1.45      -711.454       8504.644           490.5165            3.021          0                    1.688     -812.968       8547.99            481.6429            3.604          0                    1.274     -614.611       8667.87            482.4658            3.155          0                    3.0068              3              -946.439      5175.749          813.7233           11.621             0.0                  5                       -1.0136139079753956     -1.2568115927842711     -1.4888431919136194     -1.2664591183264662     -0.997441866707399  0.16144681287867216     night5_160409/194m2p7_faint/data.xml  false true         true   1.1245651245116974   0.6564273834228018 0.3867791748047047  0.47228240966790125 0.18414497375490058 12:56:52.57 -03:05:19.3 true      false  true   true       
  312   190.15691659368252 -1.0722332178078227  5.18762128202665   1.0765147687205785 16.4 54936 587722981744508957 18.517951965332  17.2194480895996 16.6579532623291 16.4054718017578 18.3519077301025 17.0972728729248 16.5693416595459 16.3382816314697 0.01586102694273    0.00463934522122145 0.00418110564351082 0.00431460933759809 0.7589912414550994 1.2546348571776988   17.781264095306366 17.54073003768919  17.648431072235095 17.045525245666468 16.583043785095164 0.4932810939151899     48.27007354458868  46.09772228646444  -7.475               -0.034999999999999254 -89.74873324339727  1.08                    -88.66873324339727      0.0                     28.4                    -61.34873324339727      27.3                    19.0                    -70.74873324339727      26.0                    0.0                     0.0                     0.0                     0.0                     0.0                     0.0                     999.0                   -196.16843324339726     -106.4197               999.0                   0.307                   999.0                   -197.36633324339726     -107.6176               999.0                   7.548                   999.0                   -192.44493324339726     -102.6962               999.0                   6.299                   524.59               24.84                31.09                0.95                  0.86                  0.87                  205.41                248.37                257.39                -3.014                  -3.048                  -2.909                  0                    0                    0                    -2.255955139797152    8495.17808204889        8539.29729652405        8658.75675600767        0.5887    -1529.52       8495.084           2598.004            1.993          0                    1.392     -3491.88       8539.188           2508.162            2.945          0                    1.233     -2948.37       8659.11            2391.207            3.298          0                    1.0266000000000002  3              -653.192      5171.119          2233.237           11.302             5.167958637848642    5                       -1.5187772428812165     -1.7661625108679815     -1.8529664086457502     -1.7459253365955973     -1.5160920439534826 0.16039462487513215     night4_150409/190m2p2_faint/data.xml  false false        true   1.2985038757324006   0.8139762878418004 0.4952047920227223  0.5614948272704972  0.2524814605713033  12:40:37.66 -01:04:20.0 true      false  true   true       
  394   194.6536664138279  -2.619133320991776   5.350139651769579  1.0507287657512037 16.5 54937 587724649263464577 19.5090579986572 17.557445526123  16.8336505889893 16.5647602081299 19.3702545166016 17.4553146362305 16.7595767974854 16.5085926055908 0.0317940823733807  0.00487879011780024 0.00437126075848937 0.00451504020020366 0.9467220306397017 1.9149398803711009   18.691983280181823 17.97448453903188  18.049725551605146 17.461394023895135 16.982503643035734 0.8945755732852412     38.600518131237564 28.289574051229543 -5.925000000000001   -0.025000000000000355 -83.8907386475535   12.7                    -71.1907386475535       0.0                     37.9                    -45.990738647553506     25.2                    30.0                    -53.890738647553505     23.4                    0.332                   0.269                   0.315                   -4901.0                 -4920.0                 -4880.0                 999.0                   -80.1603386475535       3.7304                  999.0                   0.905                   999.0                   -73.78423864755351      10.1065                 999.0                   8.044                   999.0                   -74.7700386475535       9.1207                  999.0                   6.356                   227.5                29.22                38.81                0.95                  0.89                  0.91                  263.32                309.55                322.15                0.106                   0.286                   0.258                   0                    0                    0                    1.1822775006300315    8498.46575325727        8542.54053962231        8662.54053962231        1.014     -1644.58       8498.272           1622.439            2.638          0                    2.381     -3728.33       8542.358           1565.642            4.757          0                    1.676     -2517.41       8662.41            1501.702            3.749          0                    3.3078              3              -721.744      5172.309          623.0131           8.705              6.867032717508664    5                       -0.6496375285786496     -0.8929260394830741     -1.0745851813725031     -0.9237027007811591     -0.773007518562876  0.1607156604586282      night5_160409/194m2p7_faint/data.xml  false false        true   1.951612472534201    0.9926853179931001 0.5130905151367458  0.7237949371337002  0.26889038085939987 12:58:36.88 -02:37:08.9 true      false  true   true       
  373   194.858541224464   -2.32054782521525    5.357974389900455  1.0557181142558134 17.3 54936 587725040635281438 19.9610748291016 18.2575397491455 17.6023998260498 17.3482494354248 19.8369674682617 18.166223526001  17.536169052124  17.2980289459229 0.0410027988255024  0.00649125222116709 0.00570288626477122 0.00618961406871676 0.8681945800781001 1.6707439422606996   19.17180168151858  18.634072303771962 18.723044319152823 18.137048377990713 17.67289798736571  1.5678943408329182     26.98332818612263  22.30246623133863  -5.225               -0.034999999999999254 -82.52475960108507  -27.8                   -110.32475960108506     0.0                     -5.45                   -87.97475960108507      22.4                    -14.8                   -97.32475960108506      22.6                    -0.823                  -0.962                  -0.967                  -4903.0                 -4922.0                 -4882.0                 999.0                   -108.66535960108507     -26.1406                999.0                   1.998                   999.0                   -106.16075960108506     -23.636                 999.0                   7.434                   999.0                   -105.55805960108506     -23.0333                999.0                   6.399                   113.68               32.27                37.94                0.94                  0.86                  0.88                  291.68                314.89                317.21                -0.74                   -0.669                  -0.652                  0                    0                    0                    -0.26656856139682833  8496.82191765308        8541.45945858955        8660.91891807318        0.9539    -762.872       8497.128           799.7495            2.692          0                    2.165     -1674.02       8541.312           773.1391            4.32           0                    2.29      -1654.09       8661.474           722.2895            5.267          0                    1.7550000000000001  3              -713.466      5172.143          471.789            8.1648             4.134366910278914    5                       -0.2729088381599289     -0.5126991047113352     -0.7544647450583577     -0.5676289356244539     0.0                 3.0                     night4_150409/194m2p7_faint/data.xml  false false        false  1.7035350799561009   0.9092903137206996 0.49702392578124943 0.6551399230956996  0.254150390625      12:59:26.05 -02:19:14.0 true      false  true   true       
  139   179.51333288088264 -0.6773048687800488  4.816948957460314  1.0362537777117131 15.4 54927 587748928166690874 17.8549003601074 16.2695999145508 15.6372241973877 15.4076223373413 17.741979598999  16.1865139007568 15.5769634246826 15.361927986145  0.0142062427476048  0.00393424415960908 0.00454055471345782 0.00467176362872124 0.8245859146118004 1.5554656982421982   17.082760791778558 16.632701587677026 16.726226444244407 16.16243556022645  15.722833700180047 -0.42892353407549777   37.242448899072144 35.05709628591621  -7.9350000000000005  -0.025000000000000355 -111.04426539864092 1.08                    -109.96426539864092     0.0                     17.8                    -93.24426539864092      0.0                     17.8                    -93.24426539864092      0.0                     0.0                     -1.08                   -1.08                   0.0                     -4943.0                 -4943.0                 999.0                   0.037134601359085195    111.0814                999.0                   1.059                   999.0                   0.6917346013590873      111.736                 999.0                   8.329                   999.0                   3.2214346013590784      114.2657                999.0                   6.404                   198.88               27.82                37.3                 0.93                  0.89                  0.91                  269.57                305.65                312.26                3.145                   3.164                   3.235                   0                    0                    0                    3.8208066423764344    8501.20547926426        8545.24324220419        8665.01369845868        0.8725    -1336.65       8501.271           1532.015            2.443          0                    2.121     -3140.3        8545.442           1480.335            4.328          0                    1.679     -2247.33       8665.342           1338.423            2.966          0                    3.717               3              -1687.92      5174.088          1266.486           17.112000000000002 0.0                  5                       -1.113414180459089      -1.361756084703578      -1.445028429263963      -1.362952983986808      -1.2587848671956603 0.1596568611727396      night3_060409/180z_bright/data.xml    false false        true   1.5853004455566015   0.8619775772094993 0.47026602745057744 0.6323757171630984  0.22960186004640093 11:58:03.20 -00:40:38.3 true      false  true   true       
  227   193.454499553129   -2.452230715270167   5.308175182420544  1.0544224220902827 16.0 54926 587725040634691589 18.2640151977539 16.8232860565186 16.2399501800537 16.0201930999756 18.1593818664551 16.7462978363037 16.1841106414795 15.9778518676758 0.0142720425501466  0.00397044140845537 0.00421867705881596 0.00425828620791435 0.7684459686278995 1.4130840301513992   17.50455577850345  17.15745422363289  17.260787048339914 16.69791900634776  16.26816192626966  0.1056370700200091     26.752569970004753 24.911844572411734 -0.685               -0.03500000000000003  -86.2292183656787   49.1                    -37.1292183656787       0.0                     76.4                    -9.829218365678699      27.3                    64.5                    -21.729218365678705     27.9                    1.37                    1.36                    1.3                     -4902.0                 -4920.0                 -4881.0                 999.0                   -29.213318365678703     57.0159                 999.0                   2.476                   999.0                   -42.1692183656787       44.06                   999.0                   7.766                   999.0                   -43.41251836567871      42.8167                 999.0                   6.41                    70.17                28.28                36.36                0.95                  0.8                   0.85                  224.39                289.55                304.89                1.614                   1.248                   1.212                   0                    0                    0                    2.1843757232036296    8499.56164366007        8543.62162065506        8663.36986285448        0.7449    -590.469       8499.392           792.6607            2.113          0                    1.862     -1406.09       8543.36            755.2108            4.031          0                    1.591     -1156.34       8663.62            726.9007            3.327          0                    3.2268999999999997  3              -673.28       5172.698          640.6569           10.793             0.0                  5                       -1.1575654597208043     -1.4045634183944222     -1.4999422365627515     -1.4042864811447564     -1.2609326010823654 0.160084509656016       night2_050409/194m2p7_faint/data.xml  false false        true   1.4407291412352983   0.8030929565430007 0.45953521728512925 0.5833358764649006  0.21975708007810013 12:53:49.08 -02:27:08.0 true      false  true   true       
  144   193.48304144569346 -3.3295035841288243  5.3085905978225725 1.0391044513990915 16.9 54937 587724648189198360 19.0052852630615 17.6674385070801 17.133882522583  16.9362201690674 18.9082508087158 17.5960426330566 17.0820999145508 16.8969554901123 0.021115442737937   0.00538219884037972 0.00475867977365851 0.00527197029441595 0.6990871429443004 1.3122081756591975   18.24904581069946  17.972236537933387 18.085525341033968 17.536784572601384 17.129122219085783 0.930375362714063      39.16631205513228  41.44876355212541  -6.345000000000001   -0.025000000000000355 -88.73362835459037  84.9                    -3.8336283545903598     0.0                     108.0                   19.266371645409635      23.2                    103.0                   14.266371645409635      20.5                    2.39                    2.26                    2.39                    -4897.0                 -4916.0                 -4876.0                 999.0                   -17.511928354590367     71.2217                 999.0                   0.716                   999.0                   -15.967328354590364     72.7663                 999.0                   8.759                   999.0                   -11.648528354590368     77.0851                 999.0                   6.443                   297.03               25.39                35.1                 0.94                  0.88                  0.91                  271.67                294.29                296.14                2.017                   2.06                    2.183                   0                    0                    0                    3.1716640790261104    8500.10958886146        8544.70270168781        8664.70270168781        0.5992    -997.753       8500.27            1665.236            2.36           0                    1.764     -2875.16       8544.271           1629.876            4.389          0                    1.317     -1967.81       8664.422           1494.513            3.473          0                    2.1113999999999997  3              -1242.4       5173.641          1747.546           11.102             0.0                  5                       -1.156608175530108      -1.4018718920593614     -1.5103388474635582     -1.4026196831349802     -1.19236629785972   0.16074430029017125     night5_160409/194m2p7_faint/data.xml  false false        true   1.3378467559813991   0.7312183380126989 0.43545196533200325 0.5335559844970987  0.19766235351560013 12:53:55.93 -03:19:46.2 true      false  true   true       
  58    194.46708328080135 -3.289791879348307   5.342441124145978  1.0392110180191882 16.2 54937 587725039561343068 18.484561920166  17.086820602417  16.4942264556885 16.2527370452881 18.3690299987793 17.0018138885498 16.4325714111328 16.2059860229492 0.0183789003640413  0.00425664382055402 0.00409160600975156 0.00443322025239468 0.7958278656006001 1.3672161102294993   17.738170547485336 17.42645114898681  17.527932319641113 16.943227691650375 16.491738281249972 0.3727823413212086     31.89043743820395  43.02324952859791  -5.885               -0.024999999999999467 -86.29920201302879  1.08                    -85.21920201302879      0.0                     16.8                    -69.49920201302879      0.0                     16.8                    -69.49920201302879      0.0                     0.0                     -1.1                    -1.1                    0.0                     -4941.0                 -4941.0                 999.0                   206.52249798697125      292.8217                999.0                   1.965                   999.0                   208.81599798697124      295.1152                999.0                   6.594                   999.0                   209.72819798697122      296.0274                999.0                   6.449                   86.36                31.4                 33.68                0.91                  0.83                  0.87                  218.56                272.03                284.81                8.288                   8.353                   8.379                   0                    0                    0                    9.144760270913443     8506.13698607683        8550.64864736795        8670.64864736796        0.9696    -1114.92       8506.3             1149.905            2.403          0                    1.634     -1752.72       8550.48            1072.926            3.198          0                    1.404     -1428.97       8670.753           1017.687            2.656          0                    2.9511000000000003  3              -1951.56      5177.995          2075.296           12.928             0.0                  5                       -1.313883092865883      -1.5607700843376717     -1.6581231155499836     -1.5519439928382344     -1.3683044926839478 0.16029822587305698     night5_160409/194m2p7_faint/data.xml  false true         true   1.3977413177490021   0.8340835571288991 0.483223457336436   0.5925941467284979  0.24148941040040128 12:57:52.10 -03:17:23.3 true      false  true   true       
  205   189.17745784797788 -1.9481424471140685  5.1555990143922115 1.059552239923155  15.3 54926 587725041169661988 18.4494705200195 16.5461845397949 15.6455879211426 15.312970161438  18.2884559631348 16.4277114868164 15.5596609115601 15.2478141784668 0.0153255769982934  0.00397057179361582 0.00356558943167329 0.00381333869881928 1.1798973083495987 1.860744476318402    17.711980285644486 17.067536544799758 17.107417221069298 16.484983186721745 15.942365427017148 -0.047732757250606994  30.0898654034876   20.5621010599598   -2.74                -0.020000000000000018 -94.54836702686508  23.0                    -71.54836702686508      0.0                     46.8                    -47.74836702686508      23.8                    38.7                    -55.84836702686508      22.5                    0.626                   0.522                   0.563                   -4903.0                 -4922.0                 -4882.0                 999.0                   -77.67086702686508      16.8775                 999.0                   3.468                   999.0                   -76.08576702686508      18.4626                 999.0                   5.08                    999.0                   -74.56076702686508      19.9876                 999.0                   6.468                   56.39                43.86                34.3                 0.95                  0.89                  0.89                  253.39                290.19                290.73                0.478                   0.523                   0.566                   0                    0                    0                    1.2760701775599348    8498.46575325728        8542.54053962231        8662.82191765309        0.7319    -726.111       8498.43            992.0477            2.979          0                    1.748     -1693.71       8542.582           968.8722            4.596          0                    1.374     -1248.35       8662.593           908.5911            3.557          0                    4.9524              3              -698.786      5172.898          408.1092           14.370000000000001 0.0                  5                       -1.3693321318362288     -1.6172506529224504     -1.7253081254900877     -1.6047735633681748     -1.449761544441771  0.15996181379419952     night2_050409/190m2_bright/data.xml   false false        true   1.9032859802245987   1.2332143783568998 0.5825533580780125  0.9005966186523011  0.3326177597045987  12:36:42.59 -01:56:53.3 true      false  true   true       
  69    190.34995810697578 -2.6291428936727113  5.199183697486363  1.0497165283358758 17.2 54925 587724649261563935 19.3688201904297 18.0200996398926 17.4835109710693 17.2712268829346 19.1850452423096 17.884880065918  17.3854370117188 17.1968612670898 0.0272638965398073  0.00585555238649249 0.00537313940003514 0.00585119053721428 0.6880187988281996 1.300165176391598    18.61137125015263  18.326686954498346 18.43936922073369  17.87529729843152  17.453013210296817 1.2842192424137835     21.72556098240043  23.729728190605133 -1.6949999999999998  -0.03499999999999992  -93.91056600468112  -57.7                   -151.61056600468112     0.0                     -31.8                   -125.71056600468111     25.9                    -46.2                   -140.11056600468112     29.3                    -1.68                   -1.71                   -1.86                   -4930.0                 -4949.0                 -4909.0                 999.0                   -167.7011660046811      -73.7906                999.0                   1.083                   999.0                   -150.2401660046811      -56.3296                999.0                   7.156                   999.0                   -146.77666600468112     -52.8661                999.0                   6.518                   177.37               30.5                 34.06                0.92                  0.77                  0.82                  245.88                287.05                290.98                -2.09                   -1.595                  -1.497                  0                    0                    0                    -1.0860178867963743   8496.27397245169        8540.6301368475         8659.83783704042        0.6797    -358.808       8496.221           527.924             2.372          0                    1.611     -808.144       8540.4             501.5708            3.098          0                    1.636     -774.134       8660.017           473.2907            3.2            0                    1.5341              3              -304.102      5172.165          588.9204           7.8469999999999995 0.0                  5                       -0.9800078226705831     -1.2238625166704982     -1.3641382103633453     -1.235283326415538      -1.0196838613362786 0.16102737539393103     night1_040409/190m2_faint/data.xml    false true         true   1.3487205505371023   0.7488727569580007 0.45138965606682646 0.536588668823299   0.21228408813470168 12:41:23.99 -02:37:44.9 true      false  true   true       
  336   190.28533305134738 -1.5190772726524002  5.193694580236551  1.068936777908253  16.5 54925 587725041706991698 18.9352436065674 17.3988742828369 16.7892818450928 16.5500144958496 18.7715187072754 17.2784061431885 16.7019081115723 16.4837627410889 0.0211182497441769  0.00475395284593105 0.00415360974147916 0.00442010350525379 0.7946434020996023 1.4931125640868999   18.16498340606689  17.74853382110592  17.8466153335571   17.26773241043083  16.81846506118763  0.6914653552371952     42.01190307520001  37.107950630558946 -1.9449999999999998  -0.03499999999999992  -90.78470096805472  1.08                    -89.70470096805472      0.0                     34.3                    -56.484700968054725     0.0                     34.3                    -56.484700968054725     0.0                     0.0                     -0.609                  -0.609                  0.0                     -4965.0                 -4965.0                 999.0                   20.408199031945273      111.1929                999.0                   0.987                   999.0                   12.04369903194528       102.8284                999.0                   7.913                   999.0                   10.150499031945273      100.9352                999.0                   6.532                   178.75               27.79                36.22                0.96                  0.88                  0.9                   225.8                 290.07                309.51                3.148                   2.911                   2.858                   0                    0                    0                    3.8208066423764344    8501.20547926426        8545.01369845868        8665.24324220419        0.9557    -1885.25       8500.999           1972.605            2.878          0                    1.955     -3646.46       8545.184           1864.793            4.052          0                    1.649     -2966.45       8665.312           1799.271            3.433          0                    3.2221              3              -1455.15      5174.106          1417.581           12.818999999999999 0.0                  5                       -0.9344639908804749     -1.1793479442496009     -1.318618408105035      -1.1928686771487904     -1.029523355965206  0.16055317228418975     night1_040409/190m2_faint/data.xml    false false        true   1.5363693237305007   0.8488597869873011 0.4808014106750882  0.6095924377441015  0.2392673492431996  12:41:08.48 -01:31:08.7 true      false  true   true       
  394   190.70966616737908 -1.9191679714143028  5.210044467797209  1.0625353092689742 15.8 54926 587725041170317390 19.1075344085693 17.0086879730225 16.1585025787354 15.8703565597534 18.9409828186035 16.8861408233643 16.0696220397949 15.802960395813  0.0229776613414288  0.00441314559429884 0.00387870124541223 0.00412064045667648 1.0831804275512997 2.054841995239201    18.30736049652097  17.500297355651888 17.550260276794468 16.966218194961506 16.468072175979504 0.39511029847456314    22.772790781983662 17.36663467687393  -2.0                 -0.020000000000000018 -91.00398206112999  32.2                    -58.803982061129986     0.0                     61.1                    -29.903982061129987     28.9                    45.1                    -45.90398206112999      32.6                    0.887                   0.927                   0.744                   -4903.0                 -4921.0                 -4882.0                 999.0                   -60.42308206112999      30.5809                 999.0                   1.168                   999.0                   -56.19458206112999      34.8094                 999.0                   8.169                   999.0                   -56.46568206112999      34.5383                 999.0                   6.535                   160.5                29.74                38.22                0.95                  0.85                  0.88                  240.11                319.73                326.35                0.866                   0.986                   0.978                   0                    0                    0                    1.4562503496799764    8499.01369845867        8543.08108013868        8662.27397245169        1.16      -667.869       8498.746           575.9124            3.121          0                    2.23      -1193.5        8542.86            535.1695            4.105          0                    1.681     -877.743       8662.784           522.2071            3.706          0                    5.022               3              -382.412      5171.928          251.6128           10.700000000000001 6.107413839003129    5                       -0.8504616797031864     -1.0958063859361342     -1.2447892244572032     -1.1137942605242654     -0.977896939949563  0.16031608823877966     night2_050409/190m2_bright/data.xml   false false        true   2.0988464355468004   1.1383314132690998 0.5340791606903821  0.8501853942870987  0.2881460189820011  12:42:50.32 -01:55:09.0 true      false  true   true       
  305   190.04279142230158 -1.4225911799523698  5.1846154277479695 1.0702457509732424 15.8 54926 587724650872045592 18.1870212554932 16.7223110198975 16.1010131835938 15.8618869781494 18.0377960205078 16.612512588501  16.0213775634766 15.8015022277832 0.0138157997280359  0.00383040867745876 0.00350119802169502 0.0038049416616559  0.8110103607178019 1.4252834320067969   17.43709115982059  17.07887674331668  17.174617176055943 16.598229179382283 16.149102973937882 0.01946719773603789    24.833445189904683 20.854256160314133 -2.43                -0.020000000000000018 -91.04774124312418  29.7                    -61.347741243124176     0.0                     29.7                    -61.347741243124176     0.0                     29.7                    -61.347741243124176     0.0                     0.816                   0.816                   0.816                   -4903.0                 -4903.0                 -4903.0                 999.0                   75.45195875687581       166.4997                999.0                   1.948                   999.0                   72.53445875687582       163.5822                999.0                   8.007                   999.0                   74.21235875687582       165.2601                999.0                   6.559                   97.84                26.94                34.05                0.95                  0.76                  0.81                  245.16                284.8                 292.68                4.714                   4.631                   4.679                   0                    0                    0                    5.094408988953243     8502.30136966705        8546.32432323694        8666.65753406287        0.8598    -581.529       8502.461           676.3412            2.55           0                    1.761     -1131.28       8546.748           642.2864            3.565          0                    1.457     -892.604       8666.865           612.569             3.4            0                    2.2621              3              -343.8        5174.652          463.7426           11.006             0.0                  5                       -1.301955328855031      -1.5495470936390587     -1.6371419623640115     -1.5409489379649517     -1.3885980371175317 0.16001557375818884     night2_050409/190m2_bright/data.xml   false false        true   1.4647102355956996   0.8604240417481002 0.4806475639343972  0.6212978363037003  0.2391262054443999  12:40:10.27 -01:25:21.3 true      false  true   true       
