# Fibre RA                 DEC                  l                  b                  Mag  MJD   Object_ID_(SDSS)   u                g                r                i                u_{0}            g_{0}            r_{0}            i_{0}            u_{err}             g_{err}             r_{err}             i_{err}             (g-i)_{0}          (u-g)_{0}            U_(Jester_2005)    B_(Jester_2005)    V_(Jester_2005)    R_(Jester_2005)    I_(Jester_2005)    V-V_{HB}               S/N_{red}          S/N_{blue}         V_{hc}-V_{obs}       V_{hc,err}            V_{gsr}-V_{obs}     V_{rad}_(rvreid,_CaT1of3) V_{gsr}_(rvreid,_CaT1of3) V_{err}_(rvreid,_CaT1of3) V_{rad}_(rvreid,_CaT2of3) V_{gsr}_(rvreid,_CaT2of3) V_{err}_(rvreid,_CaT2of3) V_{rad}_(rvreid,_CaT3of3) V_{gsr}_(rvreid,_CaT3of3) V_{err}_(rvreid,_CaT3of3) User_shift_(rvreid,_CaT1of3) User_shift_(rvreid,_CaT2of3) User_shift_(rvreid,_CaT3of3) Fit_pixel_shift_(rvreid,_CaT1of3) Fit_pixel_shift_(rvreid,_CaT2of3) Fit_pixel_shift_(rvreid,_CaT3of3) V_{obs}_(fxcor,_CaT1of3) V_{gsr}_(fxcor,_CaT1of3) V_{rel}_(fxcor,_CaT1of3) V_{helio}_(fxcor,_CaT1of3) V_{err}_(fxcor,_CaT1of3) V_{obs}_(fxcor,_CaT2of3) V_{gsr}_(fxcor,_CaT2of3) V_{rel}_(fxcor,_CaT2of3) V_{helio}_(fxcor,_CaT2of3) V_{err}_(fxcor,_CaT2of3) V_{obs}_(fxcor,_CaT3of3) V_{gsr}_(fxcor,_CaT3of3) V_{rel}_(fxcor,_CaT3of3) V_{helio}_(fxcor,_CaT3of3) V_{err}_(fxcor,_CaT3of3) TDR_(fxcor,_CaT1of3) TDR_(fxcor,_CaT2of3) TDR_(fxcor,_CaT3of3) HGHT_(fxcor,_CaT1of3) HGHT_(fxcor,_CaT2of3) HGHT_(fxcor,_CaT3of3) FWHM_(fxcor,_CaT1of3) FWHM_(fxcor,_CaT2of3) FWHM_(fxcor,_CaT3of3) Pixel_shift_(fxcor,_CaT1of3) Pixel_shift_(fxcor,_CaT2of3) Pixel_shift_(fxcor,_CaT3of3) Interpolated_(CaT1rv) Interpolated_(CaT2rv) Interpolated_(CaT3rv) Doppler_shift         Doppler_centroid_(CaT1) Doppler_centroid_(CaT2) Doppler_centroid_(CaT3) EW_{CaT1} EW_Flux_(CaT1) EW_Centroid_(CaT1) EW_Continuum_(CaT1) EW_FWHM_(CaT1) Interpolated_(CaT1ew) EW_{CaT2} EW_Flux_(CaT2) EW_Centroid_(CaT2) EW_Continuum_(CaT2) EW_FWHM_(CaT2) Interpolated_(CaT2ew) EW_{CaT3} EW_Flux_(CaT3) EW_Centroid_(CaT3) EW_Continuum_(CaT3) EW_FWHM_(CaT3) Interpolated_(CaT3ew) EW_{MgH}            EW_Lines_(MgH) EW_Flux_(MgH) EW_Centroid_(MgH) EW_Continuum_(MgH) EW_FWHM_(MgH)      Interpolated_(MgHew) All_interpolated_ranges [Ca/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(V-V_{HB},_Starkenburg) [Fe/H]_(M_{I},_Starkennburg) [Fe/H]_(M_{V},_Starkenburg) [Fe/H]_(Battaglia)  [Fe/H]_{err}_(Battaglia) Source_file                           Noise Manual_(MgH) Signal u-g                  g-i                B_{J}_-_R           g-r                 r-i                 RA2000      DEC2000     newgiants Carbon Giants supergiants
  92    185.1038327758742  -1.7738200379455156  5.012751362226243  1.0497722699003547 15.6 54937 587724650333012037 18.5025978088379 16.7060661315918 15.9494581222534 15.6289739608765 18.3702507019043 16.6086864471436 15.8788299560547 15.5754194259644 0.0154146170243621  0.00402945606037974 0.0036633126437664  0.00383219379000366 1.033267021179201  1.7615642547606996   17.732437963485737 17.142464857101455 17.21114325523378  16.573137121200634 16.042652959823734 0.05599327691387401    49.05099387372289  53.842362503887216 -10.149999999999999  -0.02999999999999936  -102.91546314976425 1.08                    -101.83546314976425     0.0                     48.7                    -54.21546314976425      0.0                     48.7                    -54.21546314976425      0.0                     0.0                     -0.2                    -0.2                    0.0                     -4939.0                 -4939.0                 999.0                   119.04113685023576      221.9566                999.0                   2.302                   999.0                   116.52393685023576      219.4394                999.0                   3.308                   999.0                   118.12783685023574      221.0433                999.0                   3.426                   83.76                63.52                63.58                0.94                  0.92                  0.92                  248.47                271.73                281.7                 6.283                   6.212                   6.257                   0                    0                    0                    7.155373692513119     8504.49315047264        8548.48648530245        8668.48648530245        0.9012    -2373.35       8504.365           2633.673            2.29           0                    2.046     -5162.08       8548.438           2522.993            3.809          0                    1.59      -3785.36       8668.641           2380.825            3.14           0                    1.877               3              -1937.62      5176.604          3036.184           10.274000000000001 0.0                  5                       -1.0754203030180853     -1.3223222348737633     -1.4580189088829674     -1.3266596441284488     -1.1943922932210531 0.1600447946215311      night5_160409/185m1p1_bright/data.xml false false        true   1.7965316772461009   1.0770921707153    0.5693277359008206  0.7566080093384002  0.32048416137689983 12:20:24.92 -01:46:25.8 true      false  true   true       
  214   189.58879112459582 -1.9064712266742037  5.170029759573927  1.0610675559912668 16.2 54925 587725041169858569 18.9366779327393 17.2088108062744 16.4844913482666 16.2050247192383 18.7960243225098 17.1053199768066 16.4094314575195 16.1481075286865 0.0213031880557537  0.00466714706271887 0.00417450675740838 0.00436743441969156 0.957212448120103  1.6907043457031996   18.169031753540064 17.626159286499    17.701295394897443 17.10154066085815  16.612074031829845 0.5461454165775379     49.3051721424842   48.29078587059855  -2.205               -0.03500000000000014  -93.50296428264748  1.08                    -92.42296428264748      0.0                     28.4                    -65.10296428264749      27.3                    19.0                    -74.50296428264748      26.0                    0.0                     0.0                     0.0                     0.0                     0.0                     0.0                     999.0                   39.26343571735252       132.7664                999.0                   1.671                   999.0                   44.01673571735252       137.5197                999.0                   4.396                   999.0                   43.553435717352514      137.0564                999.0                   3.444                   124.25               55.84                74.02                0.96                  0.93                  0.94                  266.48                318.13                328.94                3.759                   3.893                   3.88                    0                    0                    0                    4.54893201589645      8501.75342446566        8546.10958886147        8665.78378272056        0.7981    -2151.12       8501.855           2695.243            3.183          0                    1.85      -4786.03       8546.072           2586.404            4.886          0                    1.407     -3387.1        8666.065           2407.605            3.661          0                    3.762               3              -2954.94      5174.607          2402.607           12.056000000000001 0.0                  5                       -1.153557585795586      -1.3995503049678355     -1.5262035865555095     -1.4001041152308484     -1.2231254506917655 0.16043691633326204     night1_040409/190m2_faint/data.xml    false false        true   1.7278671264649006   1.0037860870361008 0.5246186256408514  0.7243194580077983  0.27946662902830255 12:38:21.31 -01:54:23.3 true      false  true   true       
  286   184.8210832605973  -0.20401881169018352 4.988786205236853  1.0750508283941735 15.3 54937 588848899914793030 17.6141662597656 16.1697978973389 15.579626083374  15.3524360656738 17.4839839935303 16.074010848999  15.5101528167725 15.2997570037842 0.00931193493306637 0.00409103604033589 0.00403722282499075 0.00426965905353427 0.7742538452147993 1.4099731445312997   16.85657222747804  16.50799926757819  16.609964904785212 16.04036214828497  15.60317213058477  -0.545185073534693     78.70832230456955  84.32674546073743  -10.575              -0.02499999999999858  -98.84519626874093  70.8                    -28.045196268740938     0.0                     96.9                    -1.9451962687409292     26.1                    88.1                    -10.74519626874094      24.7                    1.99                    1.95                    1.97                    -4898.0                 -4917.0                 -4877.0                 999.0                   -32.53249626874093      66.3127                 999.0                   0.845                   999.0                   -32.617496268740936     66.2277                 999.0                   3.837                   999.0                   -31.33809626874094      67.5071                 999.0                   3.457                   223.63               58.02                66.98                0.95                  0.93                  0.93                  241.65                288.34                299.22                1.878                   1.875                   1.911                   0                    0                    0                    2.8113037347769327    8500.10958886146        8544.16216117143        8664.16216117144        0.7963    -5518.76       8499.889           6930.156            2.292          0                    1.96      -13018.8       8544.05            6640.866            4.032          0                    1.509     -9348.37       8664.12            6194.928            3.17           0                    2.5814              3              -6331.63      5174.097          7385.825           10.623             0.0                  5                       -1.3091236457574227     -1.5581306301345628     -1.6245631500250974     -1.548154956335928      -1.4371641167073697 0.15956385194117226     night5_160409/185m1p1_bright/data.xml false false        true   1.444368362426701    0.8173618316650995 0.4676371192932187  0.5901718139648988  0.22719001770020064 12:19:17.06 -00:12:14.5 true      false  true   true       
  263   193.7367912751276  -2.2982998740303198  5.3182922127639    1.056994003577134  15.4 54936 587725040634757207 17.8938446044922 16.3481216430664 15.7104139328003 15.4339637756348 17.7803764343262 16.2646331787109 15.6498603820801 15.3880481719971 0.0116877527907491  0.00361399189569056 0.00368299637921155 0.00387819018214941 0.8765850067137979 1.5157432556153019   17.132491559982306 16.714369192123396 16.80682765007018  16.193038520813    15.706588363647501 -0.34832232824972564   50.0199960015992   43.3589667773576   -5.984999999999999   -0.024999999999999467 -85.11282005085059  -27.1                   -112.21282005085058     0.0                     -0.0020                 -85.11482005085058      27.1                    -8.71                   -93.8228200508506       25.3                    -0.803                  -0.808                  -0.792                  -4903.0                 -4922.0                 -4882.0                 999.0                   -112.64882005085059     -27.536                 999.0                   1.434                   999.0                   -112.8707200508506      -27.7579                999.0                   3.678                   999.0                   -111.1558200508506      -26.043                 999.0                   3.472                   124.39               58.14                63.89                0.95                  0.92                  0.92                  228.87                276.95                286.84                -0.78                   -0.786                  -0.738                  0                    0                    0                    0.09626001119371115   8497.36986285448        8541.45945858955        8661.45945858955        0.7933    -2211.27       8497.253           2787.417            2.195          0                    1.813     -4846.21       8541.329           2672.695            3.322          0                    1.509     -3836.84       8661.379           2542.391            3.303          0                    2.029               3              -1153.39      5171.728          2007.011           11.126             0.0                  5                       -1.3366266944447238     -1.585171900334286      -1.6744902594936903     -1.5740430436906288     -1.4464075676351227 0.15972134213740022     night4_150409/194m2p7_bright/data.xml false true         true   1.5457229614258026   0.9141578674315998 0.5213306713103947  0.6377077102660991  0.2764501571655007  12:54:56.83 -02:17:53.9 true      false  true   true       
  29    194.82862480614907 -3.0892108144289083  5.355265403149704  1.0423603322835333 15.1 54936 587724648726659090 18.657018661499  16.4508972167969 15.5843210220337 15.192234992981  18.5204982757568 16.3504467010498 15.5114660263062 15.1369905471802 0.0219730120152235  0.00339936790987849 0.00336535344831645 0.00308433151803911 1.2134561538696005 2.1700515747069993   17.839636659622183 16.952177171707188 16.998861932754547 16.304803400039745 15.702717370987045 -0.1562880455653577    53.71219600798314  45.05552130427524  -5.3149999999999995  -0.024999999999999467 -84.85474374430682  -26.7                   -111.55474374430682     0.0                     8.06                    -76.79474374430681      34.7                    8.49                    -76.36474374430682      28.4                    -0.791                  -0.579                  -0.298                  -4903.0                 -4921.0                 -4881.0                 999.0                   182.94545625569322      267.8002                999.0                   2.671                   999.0                   181.62905625569317      266.4838                999.0                   3.569                   999.0                   183.21415625569318      268.0689                999.0                   3.476                   68.43                61.41                65.43                0.95                  0.94                  0.94                  236.16                283.61                293.97                7.58                    7.543                   7.588                   0                    0                    0                    8.42157135406948      8505.58904087543        8549.5675663352         8670.10810685158        0.9994    -3136.26       8505.676           3138.166            2.318          0                    2.345     -7076.9        8549.786           3018.377            3.91           0                    1.801     -5199.01       8669.917           2887.058            3.147          0                    2.3604000000000003  3              -1589.06      5177.023          2154.046           10.298             0.0                  5                       -0.8727723322026794     -1.1198017840384709     -1.2897052729627183     -1.135317647692811      -1.0297707136312046 0.15987496956354771     night4_150409/194m2p7_bright/data.xml false true         true   2.2061214447020987   1.2586622238159002 0.6473737716674428  0.8665761947631996  0.3920860290527006  12:59:18.87 -03:05:21.2 true      false  true   true       
  42    194.52362447489824 -3.100263170296982   5.344716743817425  1.0424652132453953 15.1 54926 587725039561408539 18.8668308258057 16.4172458648682 15.4266262054443 15.1518812179565 18.7452449798584 16.3277835845947 15.361741065979  15.1026811599731 0.0354142636060715  0.00373283284716308 0.00347867188975215 0.00402283342555165 1.2251024246216016 2.4174613952636967   18.04426380157477  16.991711463928297 17.01358753204352  16.472239427566596 15.987494440078795 -0.14156244627638515   37.469987990390386 32.66496594212215  -0.2                 -0.03                 -85.61085597433141  9.51                    -76.10085597433141      0.0                     34.1                    -51.51085597433141      24.6                    24.4                    -61.210855974331416     24.4                    0.24                    0.163                   0.155                   -4904.0                 -4923.0                 -4883.0                 999.0                   -73.76815597433142      11.8427                 999.0                   2.51                    999.0                   -72.77635597433141      12.8345                 999.0                   5.023                   999.0                   -77.85265597433141      7.7582                  999.0                   3.582                   82.51                50.6                 74.19                0.96                  0.92                  0.93                  266.85                330.0                 342.96                0.335                   0.363                   0.22                    0                    0                    0                    0.9107733766268211    8497.91780805588        8542.54053962231        8662.27397245169        1.139     -1776.86       8498.177           1560.387            3.21           0                    2.495     -3670.77       8542.249           1471.188            5.012          0                    2.087     -2961.68       8662.419           1419.251            4.321          0                    4.327               3              -1472.83      5172.549          1049.811           12.132             0.0                  5                       -0.6556778334750741     -0.9021893940719213     -1.035367946463034      -0.9302598290567305     -0.8337839848714297 0.1598867500429789      night2_050409/194m2p7_bright/data.xml false false        true   2.4495849609375      1.2653646469116993 0.5194720363617016  0.9906196594238992  0.2747449874878001  12:58:05.67 -03:06:00.9 true      false  true   true       
  4     194.66020787297492 -2.7381882212420092  5.350134330014455  1.0486477401133067 15.5 54936 587725040098344967 17.640697479248  16.3394336700439 15.7684230804443 15.508472442627  17.5082130432129 16.2419528961182 15.6977224349976 15.4548616409302 0.0103668412193656  0.00363673083484173 0.00372736807912588 0.00394022464752197 0.7870912551879989 1.2662601470947017   16.907113571166942 16.66632991790766  16.772127799987743 16.162983722686803 15.693033084869501 -0.3830221783321619    44.66542286825459  42.96510211788167  -5.46                -0.03000000000000025  -84.22511680133574  31.8                    -52.42511680133575      0.0                     59.1                    -25.125116801335743     27.2                    50.0                    -34.225116801335744     25.7                    0.876                   0.871                   0.887                   -4900.0                 -4919.0                 -4879.0                 999.0                   -51.74531680133575      32.4798                 999.0                   0.67                    999.0                   -60.22951680133575      23.9956                 999.0                   4.222                   999.0                   -55.90421680133574      28.3209                 999.0                   3.583                   244.71               44.8                 55.46                0.94                  0.88                  0.88                  209.63                246.18                257.57                0.92                    0.679                   0.802                   0                    0                    0                    1.7252862453466757    8499.01369845867        8543.08108013868        8663.08108013869        0.5675    -1244.23       8498.874           2192.371            2.112          0                    1.355     -2888.46       8542.967           2131.481            2.965          0                    1.084     -2204.09       8662.962           2034.228            2.997          0                    0.9450000000000001  3              -737.326      5173.42           1905.982           8.21               0.0                  5                       -1.8320845995203558     -2.08179903166254       -2.129799555153526      -2.043709985848521      -1.8446990454183367 0.15969358225733427     night4_150409/194m2p7_bright/data.xml false false        true   1.3012638092041016   0.8309612274168998 0.5033461952208569  0.5710105895995987  0.2599506378173011  12:58:38.45 -02:44:17.5 true      false  true   true       
  230   184.24545777397236 -0.6263173545913567  4.972746257050947  1.0652537319677418 16.3 54937 588848899377659954 18.6819229125977 17.2212467193604 16.621675491333  16.3768978118896 18.5670318603516 17.1367111206055 16.5603637695313 16.3304061889648 0.0166708063334227  0.004706344101578   0.00448534078896046 0.0046164826489985  0.8063049316406996 1.4303207397461009   17.924406929016182 17.564993743896565 17.66507949829109  17.078186073303257 16.623408393859854 0.509929519971184      51.54609587543949  53.018864567246254 -10.754999999999999  -0.02499999999999858  -101.3205654742438  34.4                    -66.9205654742438       0.0                     26.5                    -74.8205654742438       7.92                    31.0                    -70.3205654742438       9.12                    0.949                   -0.0526                 0.35                    -4900.0                 -4920.0                 -4880.0                 999.0                   189.00493452575617      290.3255                999.0                   1.58                    999.0                   179.5161345257562       280.8367                999.0                   4.426                   999.0                   180.81633452575622      282.1369                999.0                   3.653                   112.64               45.92                58.99                0.94                  0.91                  0.92                  228.64                264.47                279.0                 8.218                   7.949                   7.986                   0                    0                    0                    8.964580098789762     8506.13698607683        8550.10810685158        8670.64864736796        0.7836    -2315.49       8505.97            2955.028            2.439          0                    1.927     -5535.76       8550.255           2873.122            3.804          0                    1.524     -4068.6        8670.418           2669.728            2.974          0                    1.8695              3              -1723.78      5177.664          2984.113           10.529             0.0                  5                       -1.0593984386382125     -1.3051435730461236     -1.4302517464198268     -1.3111110691826822     -1.1479638471761147 0.16040794361597696     night5_160409/185m1p1_bright/data.xml false true         true   1.4606761932372976   0.8443489074708026 0.48680767059330776 0.5995712280274006  0.244777679443402   12:16:58.91 -00:37:34.7 true      false  true   true       
  299   193.9807916547198  -1.752654976993383   5.327642650433578  1.066376856353354  15.4 54936 587724650336878668 17.6824855804443 16.2050876617432 15.6485939025879 15.4261693954468 17.5669460296631 16.1200752258301 15.5869359970093 15.379415512085  0.00985973235219717 0.00317065417766571 0.00337651674635708 0.00347332074306905 0.7406597137450994 1.4468708038330007   16.90449060440063  16.523418979644823 16.63212022781377  16.060976266861026 15.628551759719926 -0.5230297505061365    44.50842616853577  46.776062254106    -5.975               -0.024999999999999467 -82.9259854546284   -39.6                   -122.5259854546284      0.0                     -10.2                   -93.1259854546284       29.3                    -19.3                   -102.2259854546284      27.2                    -1.16                   -1.1                    -1.1                    -4904.0                 -4922.0                 -4882.0                 999.0                   -119.05288545462841     -36.1269                999.0                   0.232                   999.0                   -120.6029854546284      -37.677                 999.0                   3.885                   999.0                   -118.7280854546284      -35.8021                999.0                   3.729                   818.84               56.94                61.66                0.96                  0.92                  0.92                  241.77                286.58                297.47                -1.023                  -1.067                  -1.014                  0                    0                    0                    -0.4467487335205078   8496.82191765308        8540.91891807318        8660.91891807318        0.7634    -1706.33       8496.933           2235.08             2.262          0                    1.88      -4017.28       8541.045           2136.431            3.816          0                    1.555     -3115.98       8661.079           2003.93             3.551          0                    3.0694              3              -2261.18      5172.514          2270.161           10.737             0.0                  5                       -1.3210512923109017     -1.570018618883405      -1.635733751969439      -1.5594269134421361     -1.4458851777425281 0.1595815761995951      night4_150409/194m2p7_bright/data.xml false false        true   1.4773979187011008   0.7789182662963992 0.46244271278379756 0.5564937591553001  0.22242450714109907 12:55:55.39 -01:45:09.6 true      false  true   true       
  208   189.31704125306982 -1.9190992164788871  5.160427206884926  1.06033503181761   15.1 54926 587725041169727563 17.3275756835938 15.9513301849365 15.3538331985474 15.1077098846436 17.1866893768311 15.8476676940918 15.2786483764648 15.0507001876831 0.00871258787810802 0.00368641223758459 0.00351740512996912 0.00356552260927856 0.7969675064087003 1.3390216827393004   16.587825498580944 16.293853406906067 16.394354009628252 15.805578994750924 15.349455680847125 -0.760795968691653     37.30951621235526  31.111091269834944 -2.68                -0.020000000000000018 -94.15016327223653  21.3                    -72.85016327223653      0.0                     21.3                    -72.85016327223653      0.0                     4.35                    -89.80016327223653      17.0                    0.577                   0.577                   0.104                   -4903.0                 -4903.0                 -4854.0                 999.0                   132.0470367277635       226.1972                999.0                   2.808                   999.0                   126.45623672776348      220.6064                999.0                   3.675                   999.0                   129.8815367277635       224.0317                999.0                   3.733                   61.54                54.51                55.76                0.95                  0.89                  0.91                  223.59                259.73                269.8                 6.403                   6.245                   6.342                   0                    0                    0                    6.9110200802533654    8503.94520527125        8548.48648530245        8668.30136966706        0.7872    -1214.0        8504.477           1542.228            3.259          0                    1.686     -2500.05       8548.533           1482.458            3.585          0                    1.358     -1912.44       8668.503           1408.125            3.462          0                    1.5589              3              -502.945      5176.595          1024.795           9.96               0.0                  5                       -1.5820284050767546     -1.8320101442259242     -1.8814974334882477     -1.8067104304505368     -1.6848801447835695 0.15939136322504668     night2_050409/190m2_bright/data.xml   false false        true   1.3762454986572994   0.8436203002928995 0.48827441215514256 0.5974969863890998  0.2461233139037997  12:37:16.09 -01:55:08.8 true      false  true   true       
  97    185.0250413387612  -1.480127601739407   5.007544424043618  1.0544091936033069 17.3 54937 587725041704698007 19.9356994628906 18.2315769195557 17.5760955810547 17.2958717346191 19.8057708740234 18.1359767913818 17.5067596435547 17.2432956695557 0.0414132624864578  0.00674801133573055 0.00579141732305288 0.00601779716089368 0.8926811218261008 1.669794082641598    19.146430225372313 18.608310909271285 18.69721464157109  18.08286691665648  17.59264307022088  1.5420646632511854     27.68934813244978  32.55764119219941  -10.24               -0.02999999999999936  -102.21476487045607 1.08                    -101.13476487045607     0.0                     18.9                    -83.31476487045606      0.0                     -11.9                   -114.11476487045607     30.8                    0.0                     -1.04                   -1.14                   0.0                     -4941.0                 -4872.0                 999.0                   -1.1374648704560713     101.0773                999.0                   2.441                   999.0                   3.3628351295439387      105.5776                999.0                   4.175                   999.0                   6.056335129543939       108.2711                999.0                   3.743                   78.93                53.71                61.47                0.89                  0.85                  0.88                  248.4                 290.83                297.68                2.862                   2.989                   3.066                   0                    0                    0                    4.077501396339358     8501.20547926426        8545.24324220419        8665.78378272057        0.9481    -796.617       8501.062           840.2064            2.31           0                    2.176     -1748.33       8545.19            803.3507            3.988          0                    1.2       -911.024       8665.589           759.2574            2.565          0                    1.3347              3              -483.905      5174.706          1085.885           8.211              0.0                  5                       -0.8468377914988119     -1.0895824403276337     -1.273650984264319      -1.109175100070349      -0.890314590828466  0.16123365173060095     night5_160409/185m1p1_bright/data.xml false false        true   1.7041225433349005   0.935705184936598  0.5254439926148038  0.6554813385009979  0.28022384643560017 12:20:06.01 -01:28:48.5 true      false  true   true       
  213   189.48670780719516 -1.9099032438670374  5.166414534952704  1.0608198385594945 16.4 54925 587725041169793071 18.4653415679932 17.2478809356689 16.7107734680176 16.4779243469238 18.3167839050293 17.1385726928711 16.6314945220947 16.4178085327148 0.0157285984605551  0.00472489418461919 0.00433195242658257 0.0046160789206624  0.7207641601562997 1.1782112121581996   17.736972141265863 17.554774341583165 17.667352848052907 17.080968799590924 16.638119678497123 0.5122028697330023     37.22902093797257  42.09513035969837  -2.255               -0.0349999999999997   -93.74244815045272  5.85                    -87.89244815045272      0.0                     29.7                    -64.04244815045271      23.9                    21.1                    -72.64244815045271      22.9                    0.136                   0.0364                  0.0612                  -4927.0                 -4945.0                 -4906.0                 999.0                   -90.84314815045272      2.8993                  999.0                   1.486                   999.0                   -95.97374815045272      -2.2313                 999.0                   5.421                   999.0                   -91.30454815045272      2.4379                  999.0                   3.746                   128.76               37.03                54.85                0.95                  0.87                  0.89                  245.56                262.45                266.39                0.082                   -0.063                  0.069                   0                    0                    0                    0.9107733766231831    8497.91780805588        8542.27397245169        8662.5405396223         0.5838    -899.727       8497.969           1541.173            1.993          0                    1.523     -2285.6        8542.143           1500.308            3.152          0                    1.349     -1873.58       8662.154           1388.831            3.292          0                    1.3397999999999999  3              -782.509      5171.58           1850.538           8.947              0.0                  5                       -1.3726951481838867     -1.6195264968931673     -1.7130557231877137     -1.6075047802039588     -1.4020836718831866 0.1604097622957864      night1_040409/190m2_faint/data.xml    false false        true   1.2174606323243005   0.7699565887450994 0.4738055419922418  0.5371074676512997  0.23284912109379974 12:37:56.81 -01:54:35.7 true      false  true   true       
  152   184.3808328040591  -1.5887833180080164  4.986595354270088  1.0497128515531942 16.5 54937 587725041704435727 14.7634878158569 17.2879104614258 12.926700592041  16.5425090789795 14.6111240386963 17.175802230835  12.8453912734985 16.4808540344238 0.00360488519072533 0.0162378251552582  0.00260366243310273 0.016355624422431   0.6949481964112003 -2.5646781921387003  16.10330428123473  14.748408737182617 18.927109718322782 18.009584884643576 21.487709541320847 1.7719597400028775     169.95293466133498 227.01321547434193 -10.51               -0.02999999999999936  -103.89527195147983 17.2                    -86.69527195147982      0.0                     44.0                    -59.89527195147983      26.8                    33.1                    -70.79527195147983      26.8                    0.459                   0.444                   0.403                   -4901.0                 -4919.0                 -4880.0                 999.0                   -85.76437195147983      18.1309                 999.0                   3.219                   999.0                   -88.36007195147982      15.5352                 999.0                   4.906                   999.0                   -92.55247195147983      11.3428                 999.0                   3.82                    63.88                50.86                68.85                0.96                  0.94                  0.94                  265.93                323.94                339.7                 0.513                   0.44                    0.321                   0                    0                    0                    1.1822775006300315    8498.46575325727        8542.54053962231        8662.54053962231        1.078     -35229.2       8498.46            32688.06            2.835          0                    2.446     -75661.1       8542.479           30929.32            4.975          0                    1.84      -52524.1       8662.587           28542.22            3.788          0                    2.9392              3              -52656.1      5176.906          53435.62           16.872999999999998 0.0                  5                       -0.30721549640093715    -0.5466578360893215     -0.06736141005672526    -0.599741524215057      0.0                 3.0                     night5_160409/185m1p1_bright/data.xml false false        true   -2.524422645568899   0.7454013824462997 -3.2611761474609597 4.361209869384799   -3.6158084869384997 12:17:31.40 -01:35:19.6 true      false  true   true       
  192   189.02816624600518 -2.1340672516340207  5.151116506733963  1.0560208559789652 15.2 54926 587724649797845030 18.0782051086426 16.2947235107422 15.5599365234375 15.2615213394165 17.8689937591553 16.1407871246338 15.4482898712158 15.1768627166748 0.0122801661491394  0.00353076914325356 0.00319164642132819 0.00359585578553379 0.9639244079590004 1.7282066345214986   17.302406082153347 16.718247833251976 16.791290435791037 16.172975282669086 15.664560098648085 -0.36385954252886776   33.406586176980134 26.525459468216567 -2.77                -0.020000000000000018 -95.42996450917306  1.08                    -94.34996450917306      0.0                     40.4                    -55.02996450917306      0.0                     8.29                    -87.13996450917307      32.1                    0.0                     -0.436                  -0.565                  0.0                     -4942.0                 -4874.0                 999.0                   178.27633549082694      273.7063                999.0                   1.692                   999.0                   171.16233549082696      266.5923                999.0                   3.732                   999.0                   171.03933549082691      266.4693                999.0                   3.827                   113.11               61.19                62.01                0.95                  0.93                  0.94                  245.89                295.53                307.03                7.747                   7.546                   7.543                   0                    0                    0                    8.367270827296428     8505.58904087544        8549.5675663352         8669.94520527125        0.941     -1139.69       8505.574           1211.184            2.627          0                    2.239     -2602.72       8549.691           1162.546            4.272          0                    1.797     -1984.46       8669.99            1104.568            3.334          0                    2.4939              3              -459.389      5177.308          741.2532           12.963             0.0                  5                       -0.9799260612824644     -1.2278284011199343     -1.347667595448383      -1.236718253231517      -1.1366228471761295 0.1597089123659769      night2_050409/190m2_bright/data.xml   false false        true   1.7834815979003977   1.0332021713257014 0.5452725505828901  0.7347869873047017  0.29841518402099965 12:36:06.76 -02:08:02.6 true      false  true   true       
  216   184.8424161981834  -0.9667001215226764  4.9966770336141995 1.062287273427902  17.2 54937 588848898841051298 20.5519142150879 18.371603012085  17.5489406585693 17.2185134887695 20.3825931549072 18.2470188140869 17.4585819244385 17.1499977111816 0.051423154771328   0.00714489351958036 0.00562466541305184 0.00593760423362255 1.0970211029052983 2.135574340820302    19.723084068298384 18.84697380065926  18.902441329956122 18.266808185577478 17.726381015777676 1.7472913516362176     38.45776904605882  31.921779399024736 -10.42               -0.02999999999999936  -101.0779699709115  71.9                    -29.17796997091149      0.0                     97.8                    -3.2779699709114993     25.9                    88.6                    -12.477969970911502     24.8                    2.02                    1.97                    1.99                    -4898.0                 -4917.0                 -4877.0                 999.0                   -29.375669970911503     71.7023                 999.0                   1.007                   999.0                   -32.9941699709115       68.0838                 999.0                   4.908                   999.0                   -32.8095699709115       68.2684                 999.0                   3.859                   190.09               46.07                60.98                0.96                  0.92                  0.93                  244.89                294.17                304.52                2.03                    1.928                   1.933                   0                    0                    0                    2.8113037347769327    8500.10958886146        8544.16216117143        8664.16216117144        1.04      -1686.62       8499.955           1621.486            2.309          0                    2.445     -3799.63       8544.045           1553.857            4.293          0                    2.002     -2934.93       8664.165           1465.719            3.422          0                    2.8111              3              -905.401      5173.427          1083.923           10.709             0.0                  5                       -0.23037867445826082    -0.4694716647077188     -0.7473695195260432     -0.5273364492885126     0.0                 3.0                     night5_160409/185m1p1_bright/data.xml false true         true   2.1803112030029013   1.1530895233155007 0.580165615081782   0.8226623535156996  0.33042716979980113 12:19:22.18 -00:58:00.1 true      false  true   true       
