# File generated by CMD 2.3 (http://stev.oapd.inaf.it/cmd) on Thu Jul 26 19:13:28 CEST 2012
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# but applying the corrections from Case A in Girardi et al. (2010, ApJ 724, 1030) 
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00019		Age = 	1.000e+09 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	C/O	M_hec	period	pmode	logMdot	int_IMF
	9.00	1.7128721476	1.7126	1.7284	3.9752	3.7901	0.449	0.623	0.644	0.646	0.643	0.638	0.634	0.631	0.632	0.4787	0.0000	0.1	1	-14.768	3.2496433258
	9.00	1.7137356997	1.7134	1.7323	3.9584	3.7193	0.439	0.612	0.595	0.576	0.560	0.540	0.512	0.499	0.496	0.4787	0.0000	0.1	1	-14.768	3.2497141361
	9.00	1.7145749331	1.7143	1.7347	3.9386	3.6378	0.433	0.608	0.557	0.510	0.475	0.434	0.377	0.348	0.342	0.4787	0.0000	0.1	1	-14.769	3.2497830391
	9.00	1.7151210308	1.7148	1.7354	3.9238	3.5779	0.431	0.612	0.543	0.472	0.420	0.362	0.280	0.238	0.229	0.4787	0.0000	0.2	1	-14.769	3.2498276234
	9.00	1.7156623602	1.7154	1.7351	3.9065	3.5093	0.432	0.623	0.560	0.450	0.372	0.287	0.175	0.110	0.099	0.4787	0.0000	0.2	1	-14.769	3.2498719692
	9.00	1.7161953449	1.7159	1.7337	3.8869	3.4324	0.436	0.642	0.602	0.445	0.332	0.213	0.063	-0.032	-0.045	0.4787	0.0000	0.2	1	-14.769	3.2499155998
	9.00	1.7167271376	1.7165	1.7307	3.8644	3.3457	0.443	0.672	0.673	0.460	0.304	0.144	-0.054	-0.191	-0.205	0.4787	0.0000	0.2	1	-14.770	3.2499592304
	9.00	1.7172609568	1.7170	1.7255	3.8394	3.2510	0.456	0.719	0.770	0.496	0.292	0.083	-0.171	-0.360	-0.378	0.4787	0.0000	0.3	1	-14.770	3.2500028610
	9.00	1.7175307274	1.7173	1.7216	3.8265	3.2034	0.466	0.750	0.827	0.521	0.291	0.058	-0.226	-0.444	-0.463	0.4787	0.0000	0.3	1	-14.770	3.2500247955
	9.00	1.7180830240	1.7179	1.7113	3.8009	3.1111	0.492	0.836	0.954	0.581	0.302	0.022	-0.326	-0.601	-0.626	0.4787	0.0000	0.3	1	-14.770	3.2500698566
