oid,ra,dec,snr,v_rad,v_helio,v_gsr,v_err,prior_teff,param_teff,param_logg,param_feh,param_alpha,chi_sq,_r,_RAJ2000,_DEJ2000,mode,cl,SDSS,m_SDSS,zsp,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,RAJ2000,DEJ2000,ObsDate,Q,Separation,g-r,g-i,RA2000,DEC2000
511,161.112958333,-0.158166666667,55.6061546377,122.166,122.156,-16.9511,2.216,4261.19,5000.19,2.50004473091,-1.63425378714,0.34869054225,3.11391,2.3E-5,161.112981,-0.158169,1,6,J104427.11-000929.4,,,18.558,0.015,16.907,0.0040,16.25,0.0040,15.95,0.0040,15.823,0.0070,161.112981,-0.158168,1999.2205,3,2.278669383208934E-5,0.6569996,0.9569998,10:44:27.11,-00:09:29.4
167,161.135791667,-0.135816666667,58.9858753948,14.4806,14.4794,-124.532,5.559,5014.85,5255.25,5.0,-1.04899940193,0.4,8.71466,2.0E-5,161.135809,-0.135816,1,6,J104432.59-000808.9,,,18.503,0.014,16.629,0.0040,15.968,0.0040,15.74,0.0040,15.646,0.0060,161.135812,-0.135817,1999.2205,3,1.7345767368002038E-5,0.6609993,0.88899994,10:44:32.59,-00:08:08.9
864,161.137291667,-2.403225,35.011260047,82.0454,82.0395,-63.6565,4.109,4644.6,4500.26,4.04081247114,-2.86909514027,0.390173386303,3.54321,4.2E-5,161.137334,-2.403225,1,6,J104432.96-022411.6,,,18.963,0.02,17.838,0.0060,17.3,0.0050,17.045,0.0050,16.91,0.011,161.137334,-2.403225,2000.116,3,4.229576691060459E-5,0.5380001,0.79299927,10:44:32.95,-02:24:11.6
878,161.138833333,-2.15512222222,38.0400324314,20.5483,20.5468,-124.427,11.952,6808.56,4562.17,4.99999839496,-1.55805870073,0.00228012402395,9.38182,5.3E-5,161.138885,-2.155121,1,6,J104433.33-020918.4,,,19.257,0.028,17.795,0.0060,17.206,0.0050,16.986,0.0060,16.884,0.013,161.138886,-2.155121,2000.1734,1,5.1644919224835907E-5,0.5890007,0.809,10:44:33.32,-02:09:18.4
868,161.145666667,-2.31353055556,38.4174545991,3734.66,3734.39,3588.96,7.587,3257.1,5449.89,0.512318035156,-5.49937970354,0.4,28.714,4.4E-5,161.145711,-2.313531,1,6,J104434.97-021848.7,,,19.189,0.023,17.662,0.0050,17.075,0.0050,16.858,0.0050,16.71,0.01,161.145711,-2.313531,2000.116,3,4.429909324735765E-5,0.5869999,0.80400085,10:44:34.96,-02:18:48.7
158,161.148333333,-0.291088888889,28.6431443459,102.3,102.291,-37.1693,8.738,3893.03,4841.34,4.22900749754,-1.77942803539,0.395793656465,5.66266,3.2E-5,161.148366,-0.291088,1,6,J104435.60-001727.9,,,19.441,0.031,18.062,0.0060,17.563,0.0060,17.371,0.0060,17.289,0.015,161.148365,-0.291089,2001.1455,3,3.267866991512147E-5,0.49900055,0.691,10:44:35.60,-00:17:27.9
862,161.175958333,-2.44384722222,26.1876841245,34.5646,34.5621,-111.203,6.325,4719.36,4672.61,4.9998288606,-1.15495882453,9.88188726025E-5,7.68241,2.1E-5,161.175979,-2.443847,1,6,J104442.23-022637.8,,,20.252,0.047,18.604,0.0080,17.956,0.0060,17.689,0.0070,17.532,0.016,161.175979,-2.443847,2000.116,3,2.064939890937586E-5,0.6480007,0.9150009,10:44:42.23,-02:26:37.8
871,161.177208333,-2.27497777778,51.8709971159,17.3441,17.3429,-127.931,10.742,5063.75,4846.23,4.99999371503,-1.00045020922,6.69169165074E-5,14.6224,4.8E-5,161.177257,-2.274978,1,6,J104442.54-021629.9,,,18.749,0.02,17.019,0.0040,16.391,0.0040,16.173,0.0040,16.087,0.0080,161.177256,-2.274978,2000.1734,1,4.8629149668263614E-5,0.62799835,0.84599876,10:44:42.53,-02:16:29.9
534,161.184333333,0.258291666667,56.033391534,89.919,89.9117,-47.8546,10.389,6456.5,4610.77,3.04960304746,-1.89801862861,0.399999264046,17.8449,4.9E-5,161.184381,0.258289,1,6,J104444.25+001529.8,,,18.229,0.013,16.644,0.0040,16.017,0.0040,15.768,0.0040,15.646,0.0060,161.184382,0.258292,1999.2205,3,4.774104969026314E-5,0.6269989,0.87599945,10:44:44.24,+00:15:29.9
162,161.196375,-0.195219444444,50.1290643809,-1.0296,-1.0295,-140.143,2.209,5408.09,5009.86,4.93996110571,-1.35097864238,0.265014178076,1.8899,1.7E-5,161.196391,-0.19522,1,6,J104447.13-001142.7,,,18.664,0.016,17.069,0.0040,16.491,0.0040,16.256,0.0050,16.148,0.0080,161.196392,-0.195218,1999.2205,3,1.6009549366633878E-5,0.578001,0.8129997,10:44:47.13,-00:11:42.8
858,161.197666667,-2.49600277778,24.0541495758,49.0727,49.0691,-96.8204,5.02,19166.5,4732.55,4.99999826012,-0.781909261243,6.56003210319E-4,6.12785,3.5E-5,161.197701,-2.495997,2,6,J104447.44-022945.5,,,20.795,0.087,18.936,0.01,18.202,0.0080,17.913,0.0080,17.769,0.021,161.197701,-2.495997,2000.1734,1,3.4783646145041845E-5,0.73400116,1.0230007,10:44:47.44,-02:29:45.6
528,161.198,0.14145,51.8813225627,-47.8437,-47.8398,-185.941,9.399,4390.53,4500.0,5.0,-1.5,0.4,11.3284,1.6E-5,161.19802,0.141453,1,6,J104447.52+000829.2,,,19.788,0.042,17.446,0.0050,16.398,0.0040,15.992,0.0040,15.761,0.0070,161.198016,0.141449,2001.1455,3,2.0223688168931314E-5,1.0479984,1.4539995,10:44:47.52,+00:08:29.2
874,161.199125,-2.27202222222,26.405231235,-29.3645,-29.3624,-174.6,12.878,3483.25,4750.0,5.0,-1.5,0.4,7.86546,3.8E-5,161.199163,-2.27202,1,6,J104447.79-021619.2,,,20.593,0.078,18.703,0.0090,17.933,0.0070,17.659,0.0070,17.537,0.021,161.199163,-2.272021,2000.1734,1,3.80350997911298E-5,0.76999855,1.0439987,10:44:47.79,-02:16:19.3
849,161.199791667,-2.63451388889,53.8265182543,93.3872,93.3803,-52.9071,3.624,4051.32,4909.7,3.56463510755,-1.99999928893,0.394131504691,3.81495,4.5E-5,161.199837,-2.634513,1,6,J104447.96-023804.2,,,18.75,0.02,17.076,0.0040,16.44,0.0040,16.167,0.0040,16.035,0.0070,161.199837,-2.634513,2000.1734,1,4.529380889592287E-5,0.6359997,0.9090004,10:44:47.95,-02:38:04.3
192,161.207208333,0.277661111111,36.569094958,127.046,127.035,-10.6438,10.82,4115.3,5230.67,4.07753808066,-0.922495206708,0.368498555325,8.59162,2.6E-5,161.207234,0.277661,1,6,J104449.73+001639.5,,,19.16,0.022,17.509,0.0050,16.946,0.0050,16.757,0.0050,16.72,0.011,161.207234,0.277662,1999.2205,3,2.5666939105249593E-5,0.56300163,0.7520008,10:44:49.73,+00:16:39.6
873,161.210833333,-2.25098333333,38.8529237332,-8.8923,-8.8916,-154.054,12.073,4866.16,4529.31,4.5018677591,-1.84181092864,0.321346170471,8.77355,1.5E-5,161.210848,-2.250983,1,6,J104450.60-021503.5,,,19.106,0.026,17.59,0.0050,17.056,0.0050,16.851,0.0050,16.727,0.012,161.210848,-2.250983,2000.1734,1,1.4659472522349605E-5,0.5340004,0.7390003,10:44:50.60,-02:15:03.5
149,161.211791667,-0.427861111111,49.8553253605,158.741,158.728,18.9377,3.225,4269.6,5000.0,5.0,-1.5,0.4,50.9843,2.6E-5,161.211817,-0.427863,1,6,J104450.83-002540.3,,,19.485,0.028,17.464,0.0050,16.593,0.0040,16.246,0.0050,16.039,0.0070,161.211818,-0.42786,1999.2205,3,2.5402618044849204E-5,0.8710003,1.2180004,10:44:50.83,-00:25:40.3
853,161.215708333,-2.55630833333,39.6909093639,9.1024,9.1017,-136.94,3.041,5305.18,4873.1,4.99999734567,-0.97288737033,1.44922730826E-4,4.5882,4.0E-5,161.215748,-2.556309,1,6,J104451.78-023322.7,,,19.508,0.033,17.724,0.0050,17.057,0.0050,16.81,0.0050,16.66,0.011,161.215748,-2.556309,2000.1734,1,3.963313366223326E-5,0.6670017,0.91400146,10:44:51.77,-02:33:22.7
887,161.2165,-2.02335277778,38.4997082984,35.1978,35.1952,-109.297,10.088,4934.38,4499.25,4.9990250624,-1.00267688028,4.70773617305E-4,9.56667,2.6E-5,161.216526,-2.023352,1,6,J104451.96-020124.0,,,19.746,0.035,17.769,0.0050,16.973,0.0050,16.67,0.0050,16.52,0.01,161.216526,-2.023352,2000.116,3,2.599542766230615E-5,0.7959995,1.098999,10:44:51.96,-02:01:24.1
866,161.217208333,-2.34233333333,29.3641914124,18.1313,18.1299,-127.29,4.194,5620.77,4750.0,5.0,-1.51934427023,0.4,5.98312,3.6E-5,161.217244,-2.342335,1,6,J104452.13-022032.4,,,20.302,0.049,18.345,0.0070,17.546,0.0050,17.247,0.0060,17.044,0.012,161.217244,-2.342335,2000.116,3,3.567615102085339E-5,0.7989998,1.0979996,10:44:52.13,-02:20:32.4
146,161.2265,-0.470463888889,48.5790924438,204.199,204.182,64.2833,3.08,5302.5,6128.98,4.60549221459,-0.894507556251,6.39516399284E-7,5.60911,3.9E-5,161.226539,-0.470463,1,6,J104454.36-002813.6,,,18.568,0.016,17.138,0.0060,16.549,0.0070,16.297,0.0070,16.153,0.0090,161.226539,-0.470463,1999.2205,3,3.900881408177899E-5,0.5890007,0.8409996,10:44:54.36,-00:28:13.7
841,161.229833333,-2.79510555556,20.1116800714,51.5845,51.5806,-95.1327,5.432,17520.1,5000.94,4.3265725204,-0.885939811173,0.399984141746,9.20371,5.2E-5,161.229885,-2.795106,1,6,J104455.17-024742.3,,,21.003,0.105,19.026,0.0090,18.263,0.0080,18.008,0.0080,17.876,0.019,161.229885,-2.795106,2000.116,3,5.160744588164771E-5,0.7629986,1.0179996,10:44:55.16,-02:47:42.4
491,161.237833333,-0.464819444444,44.0820338461,-14.6497,-14.6485,-154.517,17.618,4188.81,5710.1,4.72568015161,-1.57516803452,0.399998080573,9.36052,2.0E-5,161.237852,-0.46482,1,6,J104457.08-002753.3,,,19.231,0.023,17.949,0.0060,17.42,0.0050,17.179,0.0060,17.06,0.011,161.237853,-0.464819,1999.2205,3,1.8674651218751302E-5,0.5289993,0.76999855,10:44:57.08,-00:27:53.3
884,161.237958333,-2.09096666667,24.6194330884,21.0855,21.0839,-123.579,11.232,4138.07,4873.11,4.88435449651,-1.03758624795,0.197099963428,8.11453,1.6E-5,161.237974,-2.090967,1,6,J104457.11-020527.4,,,20.491,0.071,18.785,0.0090,18.099,0.0070,17.859,0.0080,17.752,0.024,161.237974,-2.090967,2000.1734,1,1.5660116209316495E-5,0.6859989,0.9260006,10:44:57.11,-02:05:27.5
161,161.240583333,-0.201638888889,34.9538872081,82.4138,82.4069,-56.671,3.616,4294.25,4750.0,4.45279717926,-1.14760960514,0.390769551361,3.30051,1.3E-5,161.240596,-0.201639,1,6,J104457.74-001205.9,,,19.992,0.035,18.023,0.0060,17.271,0.0050,16.977,0.0060,16.824,0.011,161.240596,-0.20164,1999.2205,3,1.2667408889516429E-5,0.7520008,1.0460014,10:44:57.74,-00:12:05.9
537,161.245666667,0.292422222222,44.1065645691,5.8868,5.8863,-131.7,11.561,4480.32,4522.9,4.58025325583,-1.48197436222,0.0363964447825,11.9062,3.4E-5,161.2457,0.292424,1,6,J104458.96+001732.7,,,18.427,0.015,16.916,0.0040,16.339,0.0040,16.129,0.0050,16.046,0.0080,161.245701,0.292423,1999.2205,3,3.3379940694471056E-5,0.57699966,0.78700066,10:44:58.96,+00:17:32.7
154,161.249458333,-0.317533333333,47.4441167466,19.5934,19.5917,-119.822,3.777,5071.6,4749.74,4.99997906057,-0.86764388697,3.10042600718E-4,2.8885,5.0E-5,161.249509,-0.317536,1,6,J104459.88-001903.1,,,19.21,0.028,17.337,0.0050,16.625,0.0050,16.344,0.0050,16.195,0.0080,161.249508,-0.317534,2001.1455,3,5.073634941647171E-5,0.7119999,0.99300003,10:44:59.87,-00:19:03.1
172,161.252625,-0.0249694444444,76.8079197933,-22.3889,-22.387,-160.92,2.162,4315.31,4265.86,4.99999992889,-0.719959952779,2.05780007141E-4,3.12168,2.3E-5,161.252644,-0.024968,1,6,J104500.63-000129.8,,,18.871,0.018,16.478,0.0040,15.394,0.0040,15.013,0.0040,14.784,0.0050,161.252648,-0.024969,1999.2205,3,1.905482490048824E-5,1.0840006,1.4650011,10:45:00.63,-00:01:29.9
201,161.252833333,0.422461111111,49.3941591585,-4.8031,-4.8027,-141.988,9.888,4623.18,4584.62,4.90840469909,-0.880681100803,0.128318439929,12.0653,1.8E-5,161.252854,0.42246,1,6,J104500.68+002520.8,,,19.674,0.036,17.3,0.0050,16.341,0.0040,15.991,0.0040,15.823,0.0060,161.252851,0.42246,2001.1455,3,2.0696285563602204E-5,0.95899963,1.3089991,10:45:00.68,+00:25:20.9
859,161.254958333,-2.48223055556,38.6913823905,66.469,66.4641,-79.3139,3.403,4859.13,4500.0,5.0,-1.575,0.4,5.12474,2.7E-5,161.254986,-2.482231,1,6,J104501.19-022856.0,,,20.116,0.042,18.004,0.0060,17.12,0.0050,16.754,0.0050,16.496,0.0090,161.254985,-2.482231,2000.116,3,2.7644612936391707E-5,0.8839989,1.25,10:45:01.19,-02:28:56.0
516,161.25525,-0.0505944444444,37.0927364015,76.6389,76.6326,-61.9741,4.905,4702.32,4750.41,4.99994287546,-0.925717271534,5.35274112204E-4,8.91321,3.9E-5,161.255287,-0.050594,1,6,J104501.26-000302.1,,,19.705,0.029,17.694,0.0050,16.941,0.0050,16.666,0.0050,16.53,0.0090,161.255289,-0.050593,1999.2205,3,3.700265483388843E-5,0.75300026,1.0279999,10:45:01.26,-00:03:02.1
503,161.255333333,-0.267144444444,45.5593706058,8.6726,8.6719,-130.584,3.839,4066.49,4918.12,4.3842614596,-0.679863757176,0.223593304788,4.34367,4.0E-5,161.255371,-0.267142,1,6,J104501.29-001601.7,,,20.265,0.057,17.909,0.0060,16.967,0.0050,16.627,0.0050,16.466,0.0090,161.255373,-0.267144,2001.1455,3,3.774582564362686E-5,0.94200134,1.2819996,10:45:01.28,-00:16:01.7
504,161.266916667,-0.227163888889,47.3947229723,48.3373,48.3333,-90.788,2.474,5630.54,4743.27,4.73180761659,-1.6437206989,0.399997035475,3.17413,5.1E-5,161.266971,-0.227164,1,6,J104504.07-001337.7,,,18.823,0.021,17.11,0.0040,16.459,0.0040,16.217,0.0040,16.096,0.0070,161.266968,-0.227164,2001.1455,3,5.4332686613097576E-5,0.651001,0.89300156,10:45:04.06,-00:13:37.8
173,161.268416667,0.00284166666667,66.3074375129,-16.9416,-16.9402,-155.37,2.551,4775.81,4821.85,4.95306321693,-0.988824572499,0.0469792974669,11.5139,2.1E-5,161.26844,0.002843,1,6,J104504.42+000010.2,,,18.086,0.014,16.256,0.0040,15.562,0.0040,15.317,0.0040,15.209,0.0050,161.268438,0.002842,2001.1455,3,2.337106472327047E-5,0.69400024,0.9390001,10:45:04.42,+00:00:10.2
520,161.268416667,0.00284166666667,69.1395550765,-17.2694,-17.268,-155.698,1.732,4775.81,4696.49,4.99999982366,-1.0871664661,8.31435378952E-4,2.63231,2.1E-5,161.26844,0.002843,1,6,J104504.42+000010.2,,,18.086,0.014,16.256,0.0040,15.562,0.0040,15.317,0.0040,15.209,0.0050,161.268438,0.002842,2001.1455,3,2.337106472327047E-5,0.69400024,0.9390001,10:45:04.42,+00:00:10.2
863,161.268791667,-2.40298888889,34.2222993307,3.4848,3.4846,-142.046,3.493,4023.91,4750.0,5.0,-1.575,0.4,3.68707,4.0E-5,161.268832,-2.40299,1,6,J104504.52-022410.7,,,20.093,0.041,18.188,0.0060,17.399,0.0050,17.046,0.0050,16.857,0.011,161.268832,-2.40299,2000.116,3,4.0312848128907386E-5,0.78899956,1.1420002,10:45:04.51,-02:24:10.8
176,161.274291667,0.0268138888889,62.1672764698,17.5876,17.5861,-120.764,2.361,5566.58,4836.79,4.99996174042,-1.13093465184,3.04514498123E-8,3.50326,1.5E-5,161.27431,0.026814,1,6,J104505.83+000136.5,,,17.797,0.012,16.165,0.0040,15.554,0.0040,15.332,0.0040,15.255,0.0050,161.274307,0.026815,2001.1455,3,1.8333334720046668E-5,0.611001,0.83300114,10:45:05.83,+00:01:36.5
843,161.276166667,-2.73882777778,43.418605378,3.9603,3.96,-142.533,2.838,5311.89,5113.52,4.99999847483,-0.954304044837,6.05031009428E-4,3.10207,2.4E-5,161.276191,-2.738828,1,6,J104506.28-024419.7,,,18.892,0.022,17.346,0.0050,16.759,0.0040,16.544,0.0040,16.427,0.0080,161.276191,-2.738828,2000.116,3,2.4306220811135368E-5,0.5869999,0.80200005,10:45:06.28,-02:44:19.8
885,161.277375,-2.07811944444,39.7957638427,23.2763,23.2746,-121.301,10.791,4164.46,4844.79,4.99999741025,-0.300273984756,0.00360740845348,11.0833,1.7E-5,161.277391,-2.078126,2,6,J104506.57-020441.2,*,,20.372,0.065,17.997,0.0060,17.056,0.0050,16.734,0.0050,16.6,0.011,161.277391,-2.078126,2000.1734,1,1.7281167219712245E-5,0.941,1.2630005,10:45:06.57,-02:04:41.2
851,161.277708333,-2.57051666667,41.7205875063,35.5092,35.5065,-110.499,2.222,5046.13,4593.67,4.99967097545,-1.53288667104,2.63316321769E-4,5.27831,2.8E-5,161.277736,-2.570517,1,6,J104506.65-023413.8,,,19.074,0.025,17.46,0.0050,16.878,0.0040,16.649,0.0050,16.531,0.01,161.277736,-2.570517,2000.1734,1,2.7641170842781452E-5,0.5819988,0.8109989,10:45:06.65,-02:34:13.9
505,161.281,-0.209622222222,37.8183903922,46.5089,46.5051,-92.5461,3.389,5201.02,5271.34,5.0,-1.5375,0.4,8.32005,1.4E-5,161.281012,-0.209622,1,6,J104507.44-001234.6,,,19.05,0.02,17.562,0.0050,16.942,0.0050,16.729,0.0050,16.615,0.0090,161.281014,-0.209621,1999.2205,3,1.2001977131144582E-5,0.62000084,0.8330002,10:45:07.44,-00:12:34.6
861,161.281416667,-2.46957777778,49.7964876829,-6.2347,-6.2342,-151.942,2.367,4595.32,4499.82,4.99996402679,-0.676812226933,2.29583883147E-4,3.95044,1.7E-5,161.281434,-2.469578,1,6,J104507.54-022810.4,,,19.774,0.033,17.402,0.0050,16.455,0.0040,16.114,0.0040,15.926,0.0070,161.281434,-2.469578,2000.116,3,1.7318327583905832E-5,0.9470005,1.2880001,10:45:07.54,-02:28:10.5
190,161.285583333,0.224697222222,73.189074492,15.2137,15.2125,-122.528,9.923,4694.93,4545.79,4.99999510197,-0.811984444109,0.00117956594446,24.4706,1.6E-5,161.285597,0.224698,1,6,J104508.54+001328.9,,,18.572,0.015,16.418,0.0040,15.598,0.0040,15.234,0.0040,15.055,0.0050,161.285599,0.224698,1999.2205,3,1.3689008492269703E-5,0.8199997,1.1839991,10:45:08.54,+00:13:28.9
893,161.287166667,-1.96200555556,29.9042753805,122.119,122.11,-22.1153,11.956,3502.88,4381.41,3.28059152196,-1.34791996906,0.399989852676,12.0876,4.1E-5,161.287208,-1.962006,1,6,J104508.93-015743.2,,,20.171,0.046,18.349,0.0070,17.644,0.0060,17.385,0.0060,17.259,0.015,161.287208,-1.962006,2000.116,3,4.131115930649477E-5,0.70500183,0.9640007,10:45:08.92,-01:57:43.2
195,161.287583333,0.301061111111,33.1525478758,50.8712,50.8669,-86.6412,9.811,5055.77,5029.73,5.0,-1.04405370057,0.4,8.35183,2.4E-5,161.287605,0.301057,1,6,J104509.02+001803.8,,,20.374,0.047,18.14,0.0060,17.25,0.0050,16.929,0.0060,16.752,0.011,161.287607,0.301061,1999.2205,3,2.2053280088227975E-5,0.8899994,1.2109985,10:45:09.02,+00:18:03.8
539,161.287583333,0.301061111111,27.2998676898,46.0903,46.0864,-91.4217,12.499,5055.77,5000.0,5.0,-1.5,0.4,24.6445,2.4E-5,161.287605,0.301057,1,6,J104509.02+001803.8,,,20.374,0.047,18.14,0.0060,17.25,0.0050,16.929,0.0060,16.752,0.011,161.287607,0.301061,1999.2205,3,2.2053280088227975E-5,0.8899994,1.2109985,10:45:09.02,+00:18:03.8
193,161.289,0.274763888889,51.3901986243,37.68,37.6768,-99.9089,11.503,5358.21,5366.0,4.99999572263,-0.473616431583,0.00519555219076,12.3246,1.8E-5,161.289018,0.274764,1,6,J104509.36+001629.1,,,18.38,0.014,16.781,0.0040,16.189,0.0040,15.978,0.0050,15.875,0.0070,161.289018,0.274765,1999.2205,3,1.800013598175169E-5,0.59200096,0.80300045,10:45:09.36,+00:16:29.2
140,161.291083333,-0.580472222222,43.3651980887,88.868,88.8606,-51.2855,3.841,4780.99,4796.1,4.77943995214,-1.5000012582,0.335332249781,3.45465,2.1E-5,161.291103,-0.580473,1,6,J104509.86-003449.7,,,18.895,0.019,17.281,0.0040,16.665,0.0040,16.423,0.0050,16.295,0.0080,161.291104,-0.580471,1999.2205,3,1.9681364982254333E-5,0.6159992,0.8579998,10:45:09.86,-00:34:49.7
484,161.291083333,-0.580472222222,46.254196389,84.8675,84.8604,-55.2857,5.668,4780.99,5250.04,4.28937517222,-0.845583376661,0.346933994548,3.73023,2.1E-5,161.291103,-0.580473,1,6,J104509.86-003449.7,,,18.895,0.019,17.281,0.0040,16.665,0.0040,16.423,0.0050,16.295,0.0080,161.291104,-0.580471,1999.2205,3,1.9681364982254333E-5,0.6159992,0.8579998,10:45:09.86,-00:34:49.7
524,161.291875,0.0835888888889,26.442592987,69.5807,69.575,-68.5827,7.232,4130.62,5527.23,5.0,-1.5,0.4,11.7644,2.5E-5,161.291902,0.083591,1,6,J104510.05+000500.9,,,19.312,0.031,18.014,0.0060,17.492,0.0060,17.308,0.0060,17.247,0.016,161.2919,0.083588,2001.1455,3,2.7082378723718862E-5,0.52199936,0.7059994,10:45:10.05,+00:05:00.9
838,161.294875,-2.81036944444,41.5472187603,52.2705,52.2666,-94.4093,3.008,5242.48,5074.57,4.70911354021,-0.857394906735,6.53012307517E-4,3.19332,2.4E-5,161.294899,-2.81037,1,6,J104510.77-024837.3,,,18.789,0.022,17.323,0.0050,16.731,0.0040,16.521,0.0040,16.416,0.0080,161.294899,-2.81037,2000.116,3,2.3977571732714524E-5,0.59199905,0.80200005,10:45:10.77,-02:48:37.3
209,161.300708333,0.550955555556,38.4958018206,67.6648,67.6592,-69.0775,9.82,4641.13,5089.95,4.53878957567,-1.35535975097,0.371853586567,14.2162,3.4E-5,161.300746,0.550955,1,6,J104512.17+003303.4,,,18.89,0.022,17.365,0.0050,16.785,0.0040,16.582,0.0050,16.504,0.0090,161.300742,0.550955,2001.1455,3,3.7669355506780747E-5,0.5799999,0.78299904,10:45:12.17,+00:33:03.4
499,161.306958333,-0.247794444444,39.8162849579,-3.2068,-3.2066,-142.339,3.475,4716.36,4294.91,3.49987112677,-1.32714058384,0.245472455379,4.70426,3.5E-5,161.306995,-0.247792,1,6,J104513.67-001452.0,,,20.288,0.058,17.947,0.0060,16.984,0.0050,16.636,0.0050,16.451,0.0090,161.306993,-0.247795,2001.1455,3,3.674804827064094E-5,0.96300125,1.3110008,10:45:13.67,-00:14:52.1
206,161.307708333,0.489263888889,31.2003453162,23.5965,23.5945,-113.32,10.455,4476.51,6000.0,5.0,0.5,1.13686837722E-16,16.3347,2.8E-5,161.307737,0.489262,1,6,J104513.85+002921.3,,,19.636,0.036,17.965,0.0060,17.301,0.0050,17.055,0.0060,16.93,0.012,161.307736,0.489263,2001.1455,3,2.8728119816523765E-5,0.66399956,0.90999985,10:45:13.85,+00:29:21.4
163,161.312083333,-0.158808333333,41.2848493001,65.6407,65.6351,-73.2249,2.748,4431.51,4491.79,4.99999969312,-0.589409441293,2.24326338863E-4,2.68353,4.7E-5,161.312126,-0.15881,1,6,J104514.91-000931.7,,,20.232,0.041,17.833,0.0050,16.835,0.0050,16.488,0.0050,16.29,0.0080,161.31213,-0.158809,1999.2205,3,4.269937565117907E-5,0.9980011,1.3449993,10:45:14.90,-00:09:31.7
900,161.313666667,-1.84013333333,22.1697755321,47.922,47.9184,-95.9175,13.739,3132.19,4964.15,4.17329231863,-0.427348989886,7.40028103222E-4,12.4829,4.5E-5,161.313712,-1.840133,1,6,J104515.29-015024.4,,,20.427,0.066,18.868,0.01,18.24,0.0080,17.987,0.0090,17.885,0.022,161.313712,-1.840133,2000.1734,1,4.5310848469893206E-5,0.62800026,0.8810005,10:45:15.28,-01:50:24.5
872,161.314333333,-2.26953888889,24.0634613241,80.3474,80.3413,-64.7454,16.377,3088.89,4750.19,4.9896054206,-2.12257714732,0.39193582497,10.1402,4.8E-5,161.314382,-2.269538,1,6,J104515.45-021610.3,,,20.495,0.073,18.808,0.0090,18.121,0.0070,17.876,0.0080,17.815,0.025,161.314381,-2.269538,2000.1734,1,4.863694847726012E-5,0.6870003,0.9320011,10:45:15.44,-02:16:10.3
836,161.316416667,-2.85926944444,27.5500620763,-18.2201,-18.2187,-165.009,10.724,4843.48,5750.0,5.0,-0.5,0.0,5.12434,3.5E-5,161.316452,-2.859271,1,6,J104515.94-025133.3,,,19.352,0.03,18.055,0.0060,17.532,0.0060,17.351,0.0060,17.256,0.013,161.316452,-2.859271,2000.116,3,3.532328124701702E-5,0.5230007,0.7040005,10:45:15.94,-02:51:33.4
203,161.318125,0.421927777778,29.7168378887,15.8271,15.8258,-121.279,10.745,4788.33,4885.19,4.30953337553,-1.1155921794,0.252015797763,9.87072,1.8E-5,161.318143,0.421931,1,6,J104516.35+002518.9,,,19.299,0.028,17.735,0.0060,17.151,0.0050,16.921,0.0050,16.852,0.011,161.318143,0.421927,2001.1455,3,1.8285654061143386E-5,0.58400154,0.8140011,10:45:16.35,+00:25:18.9
830,161.318833333,-2.95611944444,28.6410251055,49.7046,49.7009,-97.3645,5.044,4628.02,4706.87,4.80495940894,-0.977538259644,0.0571196921338,5.09868,3.4E-5,161.318867,-2.956121,1,6,J104516.52-025722.0,,,20.187,0.066,18.372,0.0070,17.648,0.0060,17.39,0.0060,17.244,0.014,161.318867,-2.956121,2000.1734,1,3.365816555746062E-5,0.723999,0.98200035,10:45:16.52,-02:57:22.0
529,161.321083333,0.206886111111,36.2676193037,36.3107,36.3077,-101.442,10.523,6661.63,5184.74,3.86941907166,-0.441828330369,0.399952172631,9.92519,2.2E-5,161.321106,0.206889,1,6,J104517.06+001224.7,,,19.202,0.028,17.331,0.0050,16.625,0.0040,16.373,0.0040,16.259,0.0090,161.321105,0.206886,2001.1455,3,2.285020500968985E-5,0.7059994,0.9580002,10:45:17.06,+00:12:24.8
497,161.324458333,-0.32545,36.7245615414,24.8477,24.8456,-114.498,3.94,4312.32,4500.0,5.0,-1.575,0.4,4.86964,2.8E-5,161.324488,-0.325447,1,6,J104517.87-001931.6,,,19.98,0.046,17.995,0.0070,17.154,0.0080,16.851,0.0080,16.677,0.012,161.324486,-0.325451,2001.1455,3,2.9817821716919574E-5,0.8410015,1.144001,10:45:17.87,-00:19:31.6
196,161.331208333,0.309916666667,45.9078826718,-3.0712,-3.0709,-140.498,9.879,4892.36,4353.59,3.50002041643,-1.06061519505,0.314780898265,11.7028,2.0E-5,161.331226,0.309917,1,6,J104519.49+001835.7,,,19.667,0.03,17.285,0.0060,16.338,0.0070,15.98,0.0080,15.777,0.01,161.331228,0.309917,1999.2205,3,1.766988589528119E-5,0.9470005,1.3050003,10:45:19.49,+00:18:35.7
839,161.336458333,-2.75816666667,27.8461337626,77.3529,77.347,-69.1264,5.4,5925.05,4000.88,4.49797469884,-2.83844905742,0.399720927243,26.8192,2.4E-5,161.336483,-2.758167,1,6,J104520.75-024529.4,,,19.687,0.038,18.268,0.0070,17.659,0.0060,17.419,0.0060,17.287,0.013,161.336482,-2.758167,2000.116,3,2.46406788619151E-5,0.60899925,0.848999,10:45:20.75,-02:45:29.4
