oid,ra,dec,snr,v_rad,v_helio,v_gsr,v_err,prior_teff,param_teff,param_logg,param_feh,param_alpha,chi_sq,_r,_RAJ2000,_DEJ2000,mode,cl,SDSS,m_SDSS,zsp,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,RAJ2000,DEJ2000,ObsDate,Q,Separation,g-r,g-i,RA2000,DEC2000
110,161.725291667,-0.904605555556,56.1862681491,-9.3655,-9.3647,-149.926,2.092,4926.34,4913.38,4.99998933896,-1.19437495451,0.220569592798,1.62172,2.9E-5,161.725315,-0.904607,1,6,J104654.07-005416.5,,,18.49,0.015,16.798,0.0040,16.13,0.0040,15.89,0.0040,15.778,0.0060,161.725321,-0.904605,1999.2205,3,2.337476432854666E-5,0.6680012,0.908,10:46:54.07,-00:54:16.6
454,161.725291667,-0.904605555556,53.8468853375,-11.8217,-11.8207,-152.382,2.385,4926.34,5063.07,5.0,-1.03738546111,0.4,2.14508,2.9E-5,161.725315,-0.904607,1,6,J104654.07-005416.5,,,18.49,0.015,16.798,0.0040,16.13,0.0040,15.89,0.0040,15.778,0.0060,161.725321,-0.904605,1999.2205,3,2.337476432854666E-5,0.6680012,0.908,10:46:54.07,-00:54:16.6
118,161.725666667,-0.628294444444,41.0543909065,20.2539,20.2521,-119.488,3.634,9001.08,4790.9,4.27522817505,-1.32664711575,0.326764332879,2.64458,3.6E-5,161.725703,-0.628296,1,6,J104654.16-003741.8,,,19.137,0.024,17.443,0.0050,16.783,0.0050,16.552,0.0050,16.442,0.0080,161.725703,-0.628294,1999.2205,3,3.636410199167346E-5,0.65999985,0.89100075,10:46:54.16,-00:37:41.9
461,161.725666667,-0.628294444444,37.9639850406,17.5337,17.5322,-122.208,3.261,9001.08,4644.21,3.49999661868,-0.942487644853,0.27994907391,4.8112,3.6E-5,161.725703,-0.628296,1,6,J104654.16-003741.8,,,19.137,0.024,17.443,0.0050,16.783,0.0050,16.552,0.0050,16.442,0.0080,161.725703,-0.628294,1999.2205,3,3.636410199167346E-5,0.65999985,0.89100075,10:46:54.16,-00:37:41.9
801,161.732541667,-3.31398055556,39.8406961146,97.6193,97.6113,-49.9583,2.77,5255.87,4801.59,3.94118908041,-1.93989900147,0.399999971656,1.69805,5.0E-5,161.732592,-3.313981,1,6,J104655.82-031850.3,,,18.729,0.018,17.429,0.0050,16.925,0.0040,16.717,0.0050,16.626,0.0090,161.732592,-3.313981,2000.116,2,5.0250795643471946E-5,0.5040016,0.7120018,10:46:55.81,-03:18:50.3
813,161.733958333,-2.95031666667,24.5746605354,105.167,105.158,-41.3667,8.35,4457.21,6412.56,4.99845831936,-0.827377016233,8.77047640189E-5,8.52638,1.8E-5,161.733976,-2.950317,1,6,J104656.15-025701.1,,,19.582,0.041,18.364,0.0070,17.849,0.0070,17.644,0.0070,17.549,0.019,161.733976,-2.950317,2000.1734,1,1.7646731567697185E-5,0.5149994,0.7200012,10:46:56.15,-02:57:01.1
929,161.736458333,-1.64815277778,46.3901474062,77.3652,77.359,-65.3808,9.535,4939.63,5500.0,5.0,-1.0276663065,0.4,24.7479,2.1E-5,161.736479,-1.648154,1,6,J104656.75-013853.3,,,18.672,0.017,17.024,0.0040,16.398,0.0040,16.155,0.0040,16.031,0.0070,161.736479,-1.648154,2000.116,3,2.0694573590032E-5,0.62599945,0.8689995,10:46:56.75,-01:38:53.4
220,161.736791667,0.325155555556,42.5713225644,165.19,165.176,28.3076,9.12,4541.25,5274.17,3.93964295764,-0.936399530304,9.94079447293E-6,15.2698,4.1E-5,161.736832,0.325156,1,6,J104656.84+001930.5,,,19.304,0.024,17.467,0.0050,16.738,0.0050,16.466,0.0050,16.303,0.0090,161.736833,0.325156,1999.2205,3,4.033479921235117E-5,0.7289982,1.0009995,10:46:56.83,+00:19:30.6
560,161.736791667,0.325155555556,34.4119598889,166.662,166.648,29.7797,11.532,4541.25,6250.0,5.0,0.0,0.0,73.3266,4.1E-5,161.736832,0.325156,1,6,J104656.84+001930.5,,,19.304,0.024,17.467,0.0050,16.738,0.0050,16.466,0.0050,16.303,0.0090,161.736833,0.325156,1999.2205,3,4.033479921235117E-5,0.7289982,1.0009995,10:46:56.83,+00:19:30.6
171,161.737208333,-0.0198638888889,67.88022252,68.5055,68.4995,-69.4066,2.152,4409.35,4757.01,4.68870441805,-1.29729844848,0.243200267243,3.05235,5.2E-5,161.737256,-0.019865,1,6,J104656.94-000111.5,,,18.35,0.014,16.44,0.0040,15.714,0.0040,15.439,0.0040,15.304,0.0050,161.73726,-0.019865,1999.2205,3,4.767994528169926E-5,0.7260008,1.0010004,10:46:56.93,-00:01:11.5
240,161.737791667,0.861977777778,43.8409719641,34.6699,34.6669,-100.574,9.336,4970.77,5153.95,4.99995197359,3.20648314777E-4,5.14617805574E-5,17.3748,3.5E-5,161.73783,0.861982,1,6,J104657.07+005143.1,,,19.434,0.032,17.214,0.0040,16.373,0.0040,16.069,0.0040,15.892,0.0070,161.737827,0.861979,2001.1455,3,3.856051729409276E-5,0.8410015,1.1450005,10:46:57.07,+00:51:43.1
578,161.738083333,0.680922222222,51.4537276004,9.6015,9.6007,-126.19,10.347,4363.78,4887.93,4.99988099739,-0.400509744722,5.57098339234E-4,22.7916,3.3E-5,161.738115,0.68092,1,6,J104657.14+004051.3,,,18.954,0.019,16.687,0.0040,15.815,0.0040,15.489,0.0040,15.32,0.0050,161.738116,0.680922,1999.2205,3,3.174264534861008E-5,0.8720007,1.198,10:46:57.14,+00:40:51.3
237,161.741708333,0.690375,30.7714307585,173.411,173.396,37.6384,11.005,6134.83,5000.0,5.0,-1.575,0.0,19.5213,1.5E-5,161.741723,0.69037,1,6,J104658.01+004125.3,,,18.841,0.018,17.454,0.0050,16.931,0.0050,16.726,0.0050,16.612,0.0090,161.741723,0.690375,1999.2205,3,1.5494826824362155E-5,0.5230007,0.72800064,10:46:58.01,+00:41:25.4
542,161.742458333,0.155225,31.9237190868,45.7031,45.6991,-91.674,10.681,5052.48,5000.0,5.0,-1.5,0.4,8.25025,3.9E-5,161.742498,0.155227,1,6,J104658.19+000918.8,,,19.43,0.031,17.854,0.0060,17.238,0.0050,17.0,0.0050,16.88,0.012,161.742497,0.155225,2001.1455,3,3.971724237928991E-5,0.6159992,0.8540001,10:46:58.19,+00:09:18.8
930,161.744666667,-1.62969166667,42.2818923755,2.4082,2.408,-140.267,8.63,5173.66,5243.45,4.99994181766,-0.494327137281,3.90221029692E-5,13.7187,3.1E-5,161.744698,-1.629691,1,6,J104658.72-013746.8,,,18.858,0.019,17.16,0.0040,16.48,0.0040,16.304,0.0040,16.194,0.0070,161.744698,-1.629691,2000.116,3,3.132742057283851E-5,0.6800003,0.855999,10:46:58.72,-01:37:46.9
453,161.745666667,-0.927908333333,37.8730307089,26.291,26.2886,-114.316,2.877,5403.16,4446.1,3.82012841706,-1.42539523942,0.390573827681,4.34857,2.7E-5,161.745694,-0.927908,1,6,J104658.96-005540.4,,,19.532,0.027,17.628,0.0050,16.874,0.0050,16.591,0.0050,16.448,0.0080,161.745694,-0.927908,1999.2205,3,2.733144834800766E-5,0.7539997,1.0370007,10:46:58.96,-00:55:40.5
108,161.746833333,-0.922691666667,35.5406493518,-13.5696,-13.5684,-154.156,3.274,4325.09,4784.14,4.99978424565,-1.06824161323,0.286966516668,1.59808,4.3E-5,161.746878,-0.922695,1,6,J104659.25-005521.6,,,19.953,0.036,17.94,0.0060,17.109,0.0050,16.802,0.0050,16.632,0.0090,161.746876,-0.922692,1999.2205,3,4.478542868399392E-5,0.8310013,1.1380005,10:46:59.24,-00:55:21.7
902,161.749041667,-2.11289722222,56.6968277194,3326.33,3326.06,3181.98,11.447,5032.49,4154.2,2.17549413162E-4,-2.30804875225,2.04959219353E-4,35.4502,3.8E-5,161.74908,-2.112897,1,6,J104659.77-020646.4,,,19.696,0.038,17.381,0.0050,16.45,0.0040,16.149,0.0040,15.964,0.0080,161.74908,-2.112896,2000.1734,1,3.830758266133523E-5,0.93099976,1.2320004,10:46:59.77,-02:06:46.4
191,161.749291667,0.106797222222,34.7234980018,34.4844,34.4814,-103.029,12.51,4779.52,4556.51,4.49386956462,-1.50000095033,0.290759661286,6.76632,2.8E-5,161.749322,0.106797,1,6,J104659.83+000624.4,,,19.72,0.038,17.987,0.0060,17.263,0.0050,16.977,0.0050,16.839,0.012,161.74932,0.106798,2001.1455,3,3.0333761351212072E-5,0.723999,1.0100002,10:46:59.83,+00:06:24.5
541,161.749291667,0.106797222222,32.3881413363,44.3159,44.312,-93.1981,14.655,4779.52,5037.25,5.0,-1.04255057573,0.4,9.58965,2.8E-5,161.749322,0.106797,1,6,J104659.83+000624.4,,,19.72,0.038,17.987,0.0060,17.263,0.0050,16.977,0.0050,16.839,0.012,161.74932,0.106798,2001.1455,3,3.0333761351212072E-5,0.723999,1.0100002,10:46:59.83,+00:06:24.5
810,161.75425,-2.92804444444,29.5261321624,50.3032,50.2991,-96.1361,3.989,4494.74,4190.98,3.88194299275,-1.50000116826,0.285071800648,4.09332,3.6E-5,161.754285,-2.928046,1,6,J104701.02-025540.9,,,20.575,0.089,18.416,0.0070,17.535,0.0060,17.222,0.0060,17.021,0.012,161.754286,-2.928045,2000.1734,1,3.4988902715510704E-5,0.8810005,1.1940002,10:47:01.02,-02:55:41.0
126,161.7575,-0.418177777778,49.8479009831,-8.9598,-8.959,-148.032,4.287,5089.89,5114.5,4.85936943153,-0.824598055442,0.112504016677,1.18775,2.6E-5,161.757524,-0.418174,1,6,J104701.80-002505.4,,,18.572,0.019,16.896,0.0040,16.21,0.0040,15.949,0.0040,15.809,0.0070,161.757526,-0.418178,2001.1455,2,2.4294874414088007E-5,0.6860008,0.94699955,10:47:01.80,-00:25:05.4
471,161.7575,-0.418177777778,50.4168984316,-10.192,-10.1911,-149.264,3.7,5089.89,4819.24,3.75527369926,-1.138477514,0.34189527062,1.48324,2.6E-5,161.757524,-0.418174,1,6,J104701.80-002505.4,,,18.572,0.019,16.896,0.0040,16.21,0.0040,15.949,0.0040,15.809,0.0070,161.757526,-0.418178,2001.1455,2,2.4294874414088007E-5,0.6860008,0.94699955,10:47:01.80,-00:25:05.4
462,161.758208333,-0.595938888889,44.2566064763,-4.3195,-4.3191,-143.921,2.479,4397.0,4750.29,4.76869584988,-0.688002581948,0.182704586177,2.75185,2.7E-5,161.758236,-0.59594,1,6,J104701.97-003545.3,,,19.479,0.029,17.399,0.0050,16.524,0.0040,16.224,0.0040,16.077,0.0070,161.758235,-0.595939,1999.2205,3,2.7687806880355436E-5,0.875,1.1749992,10:47:01.97,-00:35:45.4
886,161.759083333,-2.25420277778,22.6002034406,73.5727,73.5667,-70.9138,11.265,0.0,5456.3,4.58520990513,-1.36443251147,0.38551264061,9.01579,1.9E-5,161.759103,-2.254204,1,6,J104702.18-021515.1,,,20.162,0.055,18.782,0.0090,18.236,0.0080,18.054,0.0090,18.028,0.031,161.759102,-2.254204,2000.1734,1,1.9689751360127006E-5,0.5459995,0.72799873,10:47:02.18,-02:15:15.1
805,161.765208333,-3.09557222222,27.2723319563,51.0854,51.0812,-95.8213,6.421,3091.7,4749.99,4.3082213907,-1.20320082909,0.390199611191,3.79477,1.8E-5,161.765227,-3.095572,1,6,J104703.65-030544.0,,,20.328,0.072,18.408,0.0080,17.639,0.0060,17.385,0.0060,17.267,0.015,161.765226,-3.095572,2000.1734,1,1.8641086565679287E-5,0.769001,1.0230007,10:47:03.65,-03:05:44.1
927,161.765416667,-1.77405277778,29.9587372888,127.039,127.028,-16.0435,11.081,4100.08,6249.93,4.78268292378,-1.86300537017,0.399952177791,23.6639,4.2E-5,161.765459,-1.774054,1,6,J104703.71-014626.5,,,19.394,0.03,17.995,0.0060,17.392,0.0050,17.117,0.0060,17.041,0.013,161.765459,-1.774054,2000.1734,1,4.2330357521378885E-5,0.60300064,0.87800026,10:47:03.70,-01:46:26.6
178,161.766916667,-0.0163472222222,42.3824035119,-76.4425,-76.4357,-214.293,2.441,5621.78,4999.96,4.9997766613,-1.74767331913,0.30465248212,2.31217,2.9E-5,161.766946,-0.01635,1,6,J104704.06-000058.8,,,18.926,0.019,17.503,0.0050,16.973,0.0050,16.757,0.0050,16.67,0.01,161.766946,-0.016347,1999.2205,3,2.9464230287933438E-5,0.5300007,0.7460003,10:47:04.06,-00:00:58.8
574,161.767833333,0.510688888889,53.4917624719,-18.9409,-18.9392,-155.207,9.632,4373.2,4444.69,3.4976634306,-0.80262011869,0.377546313221,40.8199,5.4E-5,161.767884,0.51069,1,6,J104704.29+003038.4,,,19.362,0.028,16.976,0.0040,15.997,0.0040,15.629,0.0040,15.447,0.0050,161.767887,0.510689,2001.1455,3,5.0677169576645426E-5,0.9790001,1.3470001,10:47:04.28,+00:30:38.5
123,161.772708333,-0.456333333333,63.0115161846,-7.4933,-7.4927,-146.66,2.041,4552.5,4632.89,4.99999926351,-0.892258886903,0.122289348562,1.70503,4.0E-5,161.772747,-0.45634,1,6,J104705.46-002722.8,,,18.998,0.021,16.841,0.0040,15.978,0.0040,15.666,0.0040,15.476,0.0050,161.772748,-0.456335,1999.2205,3,3.923629055419233E-5,0.8629999,1.1749992,10:47:05.45,-00:27:22.8
917,161.775583333,-1.93441388889,20.3106872689,224.773,224.755,81.2268,8.974,4450.79,6399.72,4.99366102502,-0.887695913267,2.90932529926E-4,245.55,3.9E-5,161.775622,-1.934414,1,6,J104706.14-015603.8,,,20.338,0.051,18.915,0.0090,18.328,0.0080,18.072,0.0090,17.923,0.024,161.775622,-1.934414,2000.116,3,3.864512425737483E-5,0.5870018,0.8430004,10:47:06.14,-01:56:03.9
117,161.776708333,-0.603297222222,77.2213077531,130.331,130.319,-9.28119,1.568,4530.72,4484.63,9.56291422791E-6,-2.00000050663,0.39893171782,1.83394,1.9E-5,161.776726,-0.603298,1,6,J104706.41-003611.8,,,17.878,0.011,16.118,0.0040,15.409,0.0040,15.111,0.0040,14.958,0.0050,161.776727,-0.603298,1999.2205,3,1.768313388782238E-5,0.70899963,1.007,10:47:06.41,-00:36:11.9
106,161.77675,-0.934891666667,58.3108189904,19.9854,19.9836,-120.602,2.607,5135.09,4530.08,5.0,-1.5,0.4,2.41261,3.9E-5,161.776787,-0.934892,1,6,J104706.42-005605.6,,,18.346,0.013,16.65,0.0040,15.996,0.0040,15.753,0.0040,15.628,0.0060,161.776789,-0.934891,1999.2205,3,3.699657628362723E-5,0.6539993,0.89699936,10:47:06.42,-00:56:05.6
452,161.77675,-0.934891666667,55.9694719209,19.5898,19.5881,-120.997,1.837,5135.09,4749.85,3.99969236077,-1.30176974581,0.349620237851,2.53755,3.9E-5,161.776787,-0.934892,1,6,J104706.42-005605.6,,,18.346,0.013,16.65,0.0040,15.996,0.0040,15.753,0.0040,15.628,0.0060,161.776789,-0.934891,1999.2205,3,3.699657628362723E-5,0.6539993,0.89699936,10:47:06.42,-00:56:05.6
147,161.77775,-0.17995,47.4543648999,37.1235,37.1202,-101.214,2.024,4345.17,4613.86,4.99999996226,-0.96311974424,0.0068247874252,1.679,1.4E-5,161.777762,-0.179952,1,6,J104706.66-001047.8,,,19.442,0.026,17.554,0.0050,16.743,0.0050,16.53,0.0050,16.379,0.0080,161.777764,-0.17995,1999.2205,3,1.216546667715028E-5,0.8110008,1.0240002,10:47:06.66,-00:10:47.8
581,161.779375,0.688827777778,42.4824548745,27.6037,27.6013,-108.113,9.833,4364.68,5000.91,4.99793670755,-0.553843032094,3.85523912563E-5,21.2238,4.7E-5,161.779419,0.688828,1,6,J104707.06+004119.7,,,18.513,0.015,16.657,0.0040,15.954,0.0040,15.693,0.0040,15.562,0.0060,161.779422,0.688827,1999.2205,3,4.3997381444162917E-5,0.7029991,0.96399975,10:47:07.05,+00:41:19.8
519,161.779458333,-0.0192194444444,48.4110915913,-25.5346,-25.5324,-163.383,1.702,5148.3,4807.18,4.99999985464,-1.49474016301,0.0649891354261,2.40755,3.8E-5,161.779493,-0.019219,1,6,J104707.07-000109.1,,,18.616,0.017,17.033,0.0050,16.469,0.0040,16.245,0.0050,16.153,0.0080,161.779496,-0.019219,1999.2205,3,3.4669846889324554E-5,0.5640011,0.7880001,10:47:07.07,-00:01:09.2
199,161.781458333,0.150772222222,37.7895631944,6.0584,6.0578,-131.279,10.703,5890.47,5138.12,4.99999955357,-0.572442965694,2.85659507288E-5,6.79475,1.4E-5,161.781473,0.150777,1,6,J104707.55+000902.7,,,19.298,0.031,17.646,0.0050,17.045,0.0050,16.804,0.0050,16.718,0.011,161.781472,0.150772,2001.1455,3,1.54255165899459E-5,0.60099983,0.84199905,10:47:07.55,+00:09:02.8
546,161.781458333,0.150772222222,37.1483085237,4.975,4.9746,-132.362,10.471,5890.47,4998.99,4.55385472238,-0.711618435679,0.176039068222,14.7825,1.4E-5,161.781473,0.150777,1,6,J104707.55+000902.7,,,19.298,0.031,17.646,0.0050,17.045,0.0050,16.804,0.0050,16.718,0.011,161.781472,0.150772,2001.1455,3,1.54255165899459E-5,0.60099983,0.84199905,10:47:07.55,+00:09:02.8
119,161.78275,-0.516069444444,77.587236688,-3.5027,-3.5023,-142.835,1.456,4870.55,5247.13,4.99996542769,-0.574348376024,1.35153001252E-4,2.53076,4.1E-5,161.782789,-0.516068,1,6,J104707.87-003057.8,,,17.684,0.01,16.056,0.0040,15.43,0.0040,15.208,0.0040,15.109,0.0050,161.782791,-0.516069,1999.2205,3,3.9025158891548275E-5,0.62599945,0.8479996,10:47:07.86,-00:30:57.8
226,161.783458333,0.386988888889,60.6946221522,42.0118,42.0081,-94.6141,9.116,4977.94,4040.44,2.49686334992,-1.02852653382,0.395380721018,43.5127,3.0E-5,161.783484,0.386986,1,6,J104708.03+002313.1,,,19.026,0.021,16.644,0.0040,15.706,0.0040,15.401,0.0040,15.222,0.0060,161.783488,0.386989,1999.2205,3,2.582848260928624E-5,0.9379988,1.2429991,10:47:08.03,+00:23:13.2
567,161.783458333,0.386988888889,62.2170803549,43.4718,43.468,-93.1542,9.36,4977.94,4000.0,5.0,0.5,9.09494701773E-16,144.408,3.0E-5,161.783484,0.386986,1,6,J104708.03+002313.1,,,19.026,0.021,16.644,0.0040,15.706,0.0040,15.401,0.0040,15.222,0.0060,161.783488,0.386989,1999.2205,3,2.582848260928624E-5,0.9379988,1.2429991,10:47:08.03,+00:23:13.2
222,161.784416667,0.353816666667,37.4442611473,30.6987,30.696,-106.025,10.997,4435.06,4825.35,3.18635872065,-1.15080302035,0.284678037182,51.473,3.8E-5,161.784454,0.353816,1,6,J104708.26+002113.7,,,18.635,0.016,17.233,0.0050,16.676,0.0050,16.463,0.0050,16.344,0.0090,161.784455,0.353817,1999.2205,3,3.733824025375264E-5,0.5569992,0.77000046,10:47:08.26,+00:21:13.7
139,161.785083333,-0.208472222222,37.7955193342,75.1047,75.0981,-63.3127,2.433,3990.47,4498.07,2.77825418646,-2.49733842265,0.396928822863,2.22693,5.3E-5,161.785136,-0.208471,1,6,J104708.43-001230.5,,,19.528,0.03,17.893,0.0060,17.248,0.0050,16.959,0.0050,16.783,0.011,161.785136,-0.208471,1999.2205,3,5.268083137191271E-5,0.64500046,0.934,10:47:08.42,-00:12:30.5
482,161.785083333,-0.208472222222,35.1332563694,78.8504,78.8435,-59.5673,3.187,3990.47,4362.95,0.51276611143,-1.99999969724,0.389833442882,2.62189,5.3E-5,161.785136,-0.208471,1,6,J104708.43-001230.5,,,19.528,0.03,17.893,0.0060,17.248,0.0050,16.959,0.0050,16.783,0.011,161.785136,-0.208471,1999.2205,3,5.268083137191271E-5,0.64500046,0.934,10:47:08.42,-00:12:30.5
817,161.787041667,-2.77883611111,25.3854574068,177.692,177.678,31.7138,4.724,0.0,5385.58,4.99993550418,-1.23134009908,0.258693454088,3.37554,3.6E-5,161.787078,-2.778837,1,6,J104708.89-024643.8,,,19.695,0.037,18.348,0.0070,17.787,0.0060,17.587,0.0060,17.504,0.015,161.787078,-2.778837,2000.116,3,3.630116104299083E-5,0.5609989,0.7609997,10:47:08.89,-02:46:43.8
924,161.788,-1.88049722222,32.3283987573,3192.71,3192.45,3049.1,10.8,3748.97,5000.0,5.0,-5.5,0.4,66.4023,8.0E-6,161.788006,-1.880503,2,6,J104709.12-015249.8,,,19.983,0.044,18.516,0.0080,17.909,0.0070,17.671,0.0070,17.566,0.018,161.788006,-1.880503,2000.1734,1,8.32730302485159E-6,0.60700035,0.8450012,10:47:09.12,-01:52:49.8
121,161.791833333,-0.465263888889,39.0888052054,8.6356,8.6348,-130.535,4.276,4422.67,4500.0,5.0,-2.5,0.4,9.37773,3.8E-5,161.791869,-0.465267,1,6,J104710.04-002754.9,,,18.82,0.019,17.405,0.0050,16.863,0.0050,16.669,0.0050,16.566,0.0090,161.791871,-0.465263,1999.2205,3,3.580125720260085E-5,0.5419998,0.73600006,10:47:10.04,-00:27:55.0
463,161.791833333,-0.465263888889,35.8736610295,8.9931,8.9923,-130.177,4.172,4422.67,5111.79,3.53101335306,-0.634819775478,0.317047077735,6.03581,3.8E-5,161.791869,-0.465267,1,6,J104710.04-002754.9,,,18.82,0.019,17.405,0.0050,16.863,0.0050,16.669,0.0050,16.566,0.0090,161.791871,-0.465263,1999.2205,3,3.580125720260085E-5,0.5419998,0.73600006,10:47:10.04,-00:27:55.0
799,161.80025,-3.25558888889,36.9937681157,35.6316,35.6287,-111.688,5.301,5382.13,4750.34,4.2625048303,-1.93620608192,0.399945113664,3.83536,2.2E-5,161.800272,-3.25559,1,6,J104712.06-031520.1,,,18.858,0.019,17.493,0.0050,16.929,0.0040,16.736,0.0050,16.651,0.0090,161.800272,-3.25559,2000.116,3,2.199258068911359E-5,0.5639992,0.75699997,10:47:12.06,-03:15:20.1
809,161.801,-2.85646944444,41.9642079751,-11.6029,-11.6019,-157.772,3.126,4401.37,4796.5,4.99999689039,-1.22235985988,0.228036315367,1.22503,1.3E-5,161.801013,-2.856469,1,6,J104712.24-025123.2,,,19.145,0.026,17.458,0.0050,16.741,0.0040,16.456,0.0040,16.295,0.0070,161.801013,-2.856469,2000.116,3,1.2991452007341178E-5,0.71700096,1.0020008,10:47:12.24,-02:51:23.3
910,161.801666667,-2.05836111111,29.1794626414,23.4562,23.4543,-120.402,10.309,3855.71,4497.0,3.98915591516,-1.67126230214,0.369050338599,20.6968,1.8E-5,161.801685,-2.058361,1,6,J104712.40-020330.1,,,20.024,0.041,18.23,0.0060,17.569,0.0060,17.341,0.0060,17.254,0.015,161.801685,-2.058361,2000.116,3,1.8321507731786546E-5,0.6609993,0.88899994,10:47:12.40,-02:03:30.1
212,161.802833333,0.227280555556,58.979937747,45.5508,45.5468,-91.5324,11.175,5238.79,4750.0,5.0,-2.0,0.4,28.9204,3.3E-5,161.802863,0.227279,1,6,J104712.68+001338.2,,,17.868,0.011,16.347,0.0040,15.759,0.0040,15.543,0.0040,15.441,0.0060,161.802866,0.227279,1999.2205,3,2.9707520851399776E-5,0.5880003,0.8039999,10:47:12.68,+00:13:38.2
580,161.80375,0.568613888889,37.6681710902,-0.2102,-0.2102,-136.257,10.027,4709.37,5500.0,5.0,0.0,0.0,15.4359,3.8E-5,161.803789,0.568615,1,6,J104712.90+003407.0,,,19.129,0.024,17.298,0.0050,16.605,0.0040,16.309,0.0040,16.137,0.0070,161.803788,0.568614,2001.1455,3,3.9013904803018744E-5,0.6930008,0.9890003,10:47:12.90,+00:34:07.0
198,161.810791667,0.149075,56.6065004963,3395.18,3394.88,3257.57,7.854,4828.04,6063.94,5.0,-5.5,0.4,5.23774,3.5E-5,161.810828,0.149076,1,6,J104714.59+000856.6,,,18.794,0.021,17.112,0.0040,16.348,0.0040,16.089,0.0040,15.977,0.0080,161.810827,0.149075,2001.1455,3,3.6346636048131665E-5,0.76399994,1.0229988,10:47:14.59,+00:08:56.7
547,161.810791667,0.149075,51.4543705247,3356.41,3356.11,3218.81,7.671,4828.04,4750.0,5.0,-5.5,0.4,133.179,3.5E-5,161.810828,0.149076,1,6,J104714.59+000856.6,,,18.794,0.021,17.112,0.0040,16.348,0.0040,16.089,0.0040,15.977,0.0080,161.810827,0.149075,2001.1455,3,3.6346636048131665E-5,0.76399994,1.0229988,10:47:14.59,+00:08:56.7
115,161.8115,-0.475058333333,30.0868077971,274.179,274.154,134.98,5.935,5478.65,4759.49,4.89870196681,-2.39870719038,0.318967495242,2.16979,2.8E-5,161.811527,-0.475064,1,6,J104714.76-002830.2,,,18.972,0.021,17.788,0.0060,17.27,0.0050,17.058,0.0050,16.934,0.01,161.811528,-0.475057,1999.2205,3,2.758733404547944E-5,0.51799965,0.72999954,10:47:14.76,-00:28:30.2
464,161.8115,-0.475058333333,27.3085638566,271.794,271.77,132.596,4.455,5478.65,4622.95,0.999989042242,-1.24561423757,3.89342280347E-4,6.2716,2.8E-5,161.811527,-0.475064,1,6,J104714.76-002830.2,,,18.972,0.021,17.788,0.0060,17.27,0.0050,17.058,0.0050,16.934,0.01,161.811528,-0.475057,1999.2205,3,2.758733404547944E-5,0.51799965,0.72999954,10:47:14.76,-00:28:30.2
798,161.812375,-3.25108055556,20.8143317072,256.203,256.182,108.894,5.034,3866.41,6123.08,0.71301404348,-1.04229411306,0.391450927154,16.1169,2.1E-5,161.812396,-3.251081,1,6,J104714.97-031503.8,,,20.019,0.04,18.786,0.0090,18.209,0.0080,17.986,0.0080,17.849,0.019,161.812396,-3.251081,2000.116,3,2.0970912675720865E-5,0.57699966,0.79999924,10:47:14.97,-03:15:03.9
937,161.817958333,-1.63103055556,26.188868084,47.8502,47.8463,-94.7395,13.927,3639.82,5000.0,5.0,-1.05,0.0,403.91,3.9E-5,161.817998,-1.631031,1,6,J104716.31-013751.7,,,19.683,0.031,18.169,0.0060,17.659,0.0060,17.37,0.0060,17.253,0.013,161.817997,-1.631031,2000.116,3,3.965341949241851E-5,0.5100002,0.7989998,10:47:16.31,-01:37:51.7
185,161.820458333,0.0513388888889,44.0369509816,67.9246,67.9186,-69.6676,11.643,4610.69,4873.33,4.05225549412,-0.552211344848,0.399933538403,11.3568,1.5E-5,161.820472,0.051338,1,6,J104716.91+000304.8,,,19.788,0.04,17.756,0.0050,16.925,0.0050,16.588,0.0050,16.433,0.01,161.820473,0.051339,2001.1455,3,1.3695870221838647E-5,0.8310013,1.1680012,10:47:16.91,+00:03:04.8
521,161.820458333,0.0513388888889,42.1670812856,64.8456,64.8399,-72.7463,2.29,4610.69,4750.0,5.0,-1.5,0.4,3.98581,1.5E-5,161.820472,0.051338,1,6,J104716.91+000304.8,,,19.788,0.04,17.756,0.0050,16.925,0.0050,16.588,0.0050,16.433,0.01,161.820473,0.051339,2001.1455,3,1.3695870221838647E-5,0.8310013,1.1680012,10:47:16.91,+00:03:04.8
104,161.820666667,-0.883933333333,76.1915423328,-24.9573,-24.955,-165.333,1.654,5326.61,5142.27,4.99999943322,-0.864848700172,0.145062678478,2.46872,3.1E-5,161.820701,-0.883938,1,6,J104716.96-005302.1,,,17.812,0.01,16.039,0.0040,15.396,0.0040,15.186,0.0040,15.088,0.0050,161.820698,-0.883934,1999.2205,3,3.464465524321504E-5,0.64299965,0.8529997,10:47:16.96,-00:53:02.2
450,161.820666667,-0.883933333333,72.0887260522,-22.1897,-22.1877,-162.566,2.167,5326.61,5240.98,4.99986523973,-0.475337687659,1.6243154716E-6,6.93373,3.1E-5,161.820701,-0.883938,1,6,J104716.96-005302.1,,,17.812,0.01,16.039,0.0040,15.396,0.0040,15.186,0.0040,15.088,0.0050,161.820698,-0.883934,1999.2205,3,3.464465524321504E-5,0.64299965,0.8529997,10:47:16.96,-00:53:02.2
