# Rest wavelength;Transition; Element; Excitation Potential; Oscillator Strength; Vanderwaal Broadening; Measured Wavelength; Measured FWHM; Measured Trough; Measured Equivalent Width; Measured chi-sq; Measured Line Velocity; Detection Sigma; Abundance; Delta Abundance; Reduced Equivalent Width; Acceptable; Uncertain
4646.15; 24.0; Cr I; 1.03; -0.74; 0.0; 4646.15266538; 0.0880317759097; 0.432717220884; 124.690862209; 3111.74662327; 0.171983060691; 7.10424252506; 4.3; 0.02; -4.57; True; False
4651.28; 24.0; Cr I; 0.98; -1.46; 0.0; 4651.27568369; 0.079924029115; 0.5299380298; 94.8989769608; 6506.92346769; -0.278202668209; 5.82251674783; 4.25; -0.03; -4.69; True; False
4652.158; 24.0; Cr I; 1.004; -1.03; 0.0; 4652.14977216; 0.0815519368031; 0.458644120492; 111.506209356; 4665.88125232; -0.530216307596; 6.29794148518; 4.24; -0.04; -4.62; True; False
4789.34; 24.0; Cr I; 2.54; -0.33; 0.0; 4789.36174656; 0.105148446339; 0.65791954045; 94.5070003423; 42.0; 1.36123664094; 4.52993970708; 5.04; 0.63; -4.7; False; False
5206.04; 24.0; Cr I; 0.94; 0.02; 0.0; 5206.03527906; 0.136309693272; 0.375724442396; 207.069732666; 42.0; -0.27185796231; 4.27977809991; 0.0; 0.0; -4.40039087783; False; False
5208.419; 24.0; Cr I; 0.94; 0.16; 0.0; 5208.47075083; 0.158964605211; 0.266699664978; 287.744885497; 6798.58239006; 2.97870705744; 6.3228851299; 0.0; 0.0; -4.25769830148; False; False
5247.564; 24.0; Cr I; 0.961; -1.64; 0.0; 5247.55958649; 0.107259066587; 0.601196906788; 106.304934551; 4979.14725982; -0.252143313948; 4.56378114331; 4.51; 0.23; -4.69; True; False
5296.69; 24.0; Cr I; 0.98; -1.36; 0.0; 5296.68557996; 0.106799170585; 0.58664628113; 110.434695503; 14289.5017656; -0.2501742596; 3.21266400405; 4.33; 0.05; -4.68; True; False
5298.28; 24.0; Cr I; 0.98; -1.14; 0.0; 5298.2584528; 0.211075296176; 0.546697574333; 239.022534605; 11831.8794167; -1.21920962497; 7.19915184039; 0.0; 0.0; -4.34569605851; False; False
5300.74; 24.0; Cr I; 0.98; -2.0; 0.0; 5300.74494413; 0.0998677406475; 0.699742696953; 71.585482243; 42.0; 0.279623542822; 2.24617817141; 4.16; -0.12; -4.87; True; False
5345.8; 24.0; Cr I; 1.0; -0.95; 0.0; 5345.79382856; 0.114210761143; 0.524361865594; 135.618817328; 12597.1419385; -0.346095024515; 4.74512212768; 4.46; 0.18; -4.6; True; False
5348.31; 24.0; Cr I; 1.0; -1.21; 0.0; 5348.30969323; 0.10683652203; 0.576494839942; 113.093892916; 15715.5783163; -0.0171956878242; 3.63239390384; 4.26; -0.02; -4.67; True; False
5409.77; 24.0; Cr I; 1.03; -0.67; 0.0; 5409.77046069; 0.123072861302; 0.489673356333; 156.553588338; 14250.6789374; 0.0255299503658; 4.90067472077; 4.57; 0.29; -4.54; True; False
3408.737; 24.1; Cr II; 2.48; -0.424; 0.0; 3408.75085343; 0.0634619971464; 0.289023109332; 64.25174209; 13488.5112198; 1.218380354; 0.377012125132; nan; nan; -4.72470858726; False; False
4558.594; 24.1; Cr II; 4.07; -0.656; 0.0; 4558.62020344; 0.094007862852; 0.627352715515; 88.9273108215; 42.0; 1.72323948399; 10.385966657; nan; nan; -4.70979575518; True; False
4588.142; 24.1; Cr II; 4.07; -0.826; 0.0; 4588.18306313; 0.0752254971347; 0.694842047413; 57.2946917102; 499.576548869; 2.68307028919; 2.87480154288; nan; nan; -4.90352246364; True; False
4591.992; 24.1; Cr II; 4.07; -1.419; 0.0; 4592.032594; 0.0806866195701; 0.82060745188; 35.7428487681; 305.574355367; 2.65019378252; 2.12486640857; nan; nan; -5.10881195919; True; False
4995.002; 21.0; Sc I; 2.111; -0.88; 0.0; 0.0; 0.0; 0.0; 0.0; nan; nan; nan; 0.0; 0.0; 0.0; False; False
4722.15; 30.0; Zn I; 4.03; -0.39; 0.0; 4722.14197142; 0.0827387702484; 0.703843065386; 62.4983351302; 2007.64895462; -0.509706984888; 3.73612406043; 3.42; 0.085; -4.88; True; False
4810.528; 30.0; Zn I; 4.08; -0.137; 0.0; 4810.52102341; 0.0797796199257; 0.67092018354; 63.8333255947; 9546.20657911; -0.434782030139; 8.32505914444; 3.25; -0.085; -4.88; True; False
4077.714; 38.1; Sr II; 0.0; 0.15; 0.0; 4077.6952536; 0.216041842168; 0.161540977137; 418.576524345; 397.293486331; -1.37823650269; 14.0741240597; nan; nan; -3.98864189476; False; False
4215.524; 38.1; Sr II; 0.0; -0.18; 0.0; 4215.5118394; 0.134960867162; 0.122441824715; 287.20872602; 1035.43092917; -0.86481928747; 14.4449620793; nan; nan; -4.16665393562; False; False
5526.82; 21.1; Sc II; 1.77; 0.13; 0.0; 5526.79689538; 0.109278858665; 0.647632719674; 96.1031397573; 24276.0228772; -1.25327408462; 8.52481565711; 1.93; -0.19; -4.76; True; False
5657.88; 21.1; Sc II; 1.51; -0.5; 0.0; 5657.85782633; 0.108327407928; 0.668200052402; 89.484590956; 10676.520847; -1.1749147027; 3.89934979777; 2.08; -0.04; -4.8; True; False
5667.15; 21.1; Sc II; 1.5; -1.24; 0.0; 5667.13165791; 0.117585193936; 0.815953514113; 54.3676588787; 17446.2896302; -0.970300363035; 2.63761698166; 2.16; 0.04; -5.02; True; False
5669.04; 21.1; Sc II; 1.5; -1.12; 0.0; 5668.99832972; 0.124863834514; 0.790225898311; 66.5892653028; 7792.70758089; -2.20364096123; 3.30705196166; 2.25; 0.13; -4.93; True; False
6245.61; 21.1; Sc II; 1.51; -0.98; 0.0; 6245.59555101; 0.118527950937; 0.803479102534; 57.9839935339; 21680.7004711; -0.693560495954; 6.79345856718; 1.95; -0.17; -5.03; True; False
6604.6; 21.1; Sc II; 1.36; -1.48; 0.0; 6604.56845066; 0.12960035754; 0.82047501359; 57.8689016297; 23929.0680195; -1.4320773785; 6.96529319237; 2.24; 0.12; -5.06; True; False
4959.12; 60.1; Nd II; 0.06; -0.8; 0.0; 4959.1116449; 0.0873613288235; 0.768665717085; 48.4038128; 11019.2859135; -0.505089400751; 5.42477228475; nan; nan; -5.01052504475; True; False
5092.79; 60.1; Nd II; 0.38; -0.61; 0.0; 5092.7907886; 0.0854156217033; 0.869648814077; 27.3177941055; 3565.07511003; 0.0464219267643; 0.838526367962; nan; nan; -5.27051014109; True; False
5212.36; 60.1; Nd II; 0.2; -0.96; 0.0; 5212.32346039; 0.107075869601; 0.871267298884; 31.8713593776; 2425.24603081; -2.10161564127; 0.784762935073; nan; nan; -5.21363381592; True; False
5234.19; 60.1; Nd II; 0.55; -0.51; 0.0; 5234.1677061; 0.118601782209; 0.88141164161; 35.255181719; 42.0; -1.27690651156; 1.41731884862; nan; nan; -5.17162652585; True; False
5249.58; 60.1; Nd II; 0.98; 0.2; 0.0; 5249.55106918; 0.11032430587; 0.842499617328; 42.8308720353; 9303.19551976; -1.65218707058; 1.83120921738; nan; nan; -5.08836764175; True; False
5255.51; 60.1; Nd II; 0.2; -0.67; 0.0; 5255.55184757; 0.128441259095; 0.787441243465; 68.2817124941; 2722.99259353; 2.38711079737; 2.54999792563; nan; nan; -4.88631046217; False; False
5293.16; 60.1; Nd II; 0.82; 0.1; 0.0; 5293.14407581; 0.11713778934; 0.842155571822; 45.9869679252; 11715.1171626; -0.901912252636; 1.22229121123; nan; nan; -5.06108024588; True; False
5319.81; 60.1; Nd II; 0.55; -0.14; 0.0; 5319.81392346; 0.115800481477; 0.806515346768; 56.1625183848; 42.0; 0.22110242151; 2.42398568868; nan; nan; -4.97644954773; True; False
5112.27; 40.1; Zr II; 1.67; -0.59; 0.0; 5112.27038652; 0.0902747626974; 0.905644740279; 17.2894158828; 18392.7232969; 0.0226662104657; 0.440184017161; nan; nan; -5.47083346161; True; False
5123.22; 39.1; Y II; 0.99; -0.83; 0.0; 5123.15193587; 0.119454384281; 0.765437639334; 66.2855770876; 8791.22675568; -3.98292191346; 4.92628599703; nan; nan; -4.888123964; False; False
5200.42; 39.1; Y II; 0.99; -0.57; 0.0; 5200.39094862; 0.118317138035; 0.766108947561; 69.3666864376; 42.0; -1.67475558122; 4.08195586914; nan; nan; -4.87488747057; True; False
5509.91; 39.1; Y II; 0.99; -1.01; 0.0; 5509.92305178; 0.119770239563; 0.807714142479; 57.4211492016; 20642.1285056; 0.710141483276; 2.44372049101; nan; nan; -4.98207262503; True; False
5544.61; 39.1; Y II; 1.74; -1.08; 0.0; 5544.62127374; 0.0942364172416; 0.966597638199; 7.86623351596; 10024.1830451; 0.609560650441; 0.754454038258; nan; nan; -5.84810416923; True; False
4943.45; 58.1; Ce II; 1.2; -0.11; 0.0; 0.0; 0.0; 0.0; 0.0; nan; nan; nan; nan; nan; 0.0; False; False
5274.24; 58.1; Ce II; 1.04; -0.32; 0.0; 5274.22320772; 0.0845142366929; 0.923631365758; 12.2402552488; 53.220583935; -0.954491083708; 0.30479913855; nan; nan; -5.63436941378; True; False
5472.3; 58.1; Ce II; 1.24; -0.18; 0.0; 0.0; 0.0; 0.0; 0.0; nan; nan; nan; nan; nan; 0.0; False; False
5512.06; 58.1; Ce II; 1.0; 0.29; 0.0; 0.0; 0.0; 0.0; 0.0; nan; nan; nan; nan; nan; 0.0; False; False
5727.06; 23.0; V I; 1.08; -0.01; 0.0; 5727.02378551; 0.116683421142; 0.781892982792; 63.4769075784; 29979.7556911; -1.89571948151; 6.64692430499; 2.91; 0.025; -4.96; True; False
6090.22; 23.0; V I; 1.08; -0.06; 0.0; 6090.19459456; 0.109054985597; 0.819748633164; 49.5540140436; 22456.5020843; -1.25059360133; 2.76692827265; 2.7; -0.185; -5.09; True; False
6216.36; 23.0; V I; 0.28; -1.29; 0.0; 6216.34253876; 0.120551744508; 0.842319089612; 46.9155701307; 41601.8056248; -0.842094332961; 2.26378008259; 2.86; -0.025; -5.12; True; False
6251.82; 23.0; V I; 0.29; -1.34; 0.0; 6251.8002831; 0.109831585323; 0.871291608507; 34.1787001873; 14879.7714784; -0.945484312291; 3.99123995044; 2.7; -0.185; -5.26; True; False
6274.64; 23.0; V I; 0.27; -1.67; 0.0; 6274.6198436; 0.105281750361; 0.862522968925; 34.6279140081; 19333.457741; -0.96304435682; 1.6052879062; 3.01; 0.125; -5.26; True; False
6504.16; 23.0; V I; 1.18; -1.23; 0.0; 6504.14382551; 0.129756417643; 0.96991364759; 9.58438259587; 7353.49348406; -0.74552314843; 1.11837829431; 3.03; 0.145; -5.83; True; False
5154.08; 22.1; Ti II; 1.57; -1.92; 0.0; 5154.06584749; 0.116813015737; 0.626424741365; 106.632414367; 4882.79211348; -0.823197591263; 3.79634763481; 4.41; 0.25; -4.68; False; False
5185.91; 22.1; Ti II; 1.89; -1.35; 0.0; 5185.88919141; 0.101136631831; 0.637131978636; 84.7826605432; 10072.8219481; -1.20292911268; 2.54545580856; 3.76; -0.36; -4.79; True; False
5336.79; 22.1; Ti II; 1.58; -1.69; 0.0; 5336.77385134; 0.110552833184; 0.618177385532; 104.692020842; 9239.41579758; -0.90714866974; 4.31564545146; 4.12; 0.0; -4.71; True; False
5381.03; 22.1; Ti II; 1.59; -2.08; 0.0; 5381.02046466; 0.116390062266; 0.664899063431; 97.8034096564; 22244.0533743; -0.531241661592; 2.90234297987; 4.37; 0.25; -4.74; True; False
5105.54; 29.0; Cu I; 1.39; -1.52; 0.0; 5105.53253257; 0.105153374149; 0.647103611031; 89.2624156725; 7048.74008107; -0.438481310548; 2.71741537303; 2.76; 0.0; -4.76; True; False
4802.88; 26.0; Fe I; 3.69; -1.531; 0.0; 4802.86871164; 0.0754182371373; 0.704558926127; 54.2274106222; 5710.51002239; -0.704613056172; 7.02670017457; 6.25; -0.04; -4.95; False; False
4993.36; 26.1; Fe II; 2.8; -3.48; 0.0; 4993.33986457; 0.075394364971; 0.82018740143; 32.3737128106; 3932.7105378; -1.20890037956; 0.913383507929; 5.9; -0.375; -5.19; False; False
5044.21; 26.0; Fe I; 2.85; -2.034; 0.0; 5044.19935894; 0.105038496863; 0.677161998347; 84.4106214162; 2123.47346894; -0.632431284718; 1.37384429376; 6.28; -0.01; -4.78; False; False
5054.64; 26.0; Fe I; 3.64; -1.938; 0.0; 5054.63351697; 0.0915710753789; 0.866559123018; 29.034623904; 16942.63657; -0.384511510587; 0.506926952418; 6.09; -0.2; -5.24; True; False
5234.62; 26.1; Fe II; 3.22; -2.15; 0.0; 5234.61643619; 0.105988568874; 0.676362751899; 85.485604535; 9591.83500211; -0.204103476397; 3.44705582121; 6.2; -0.08; -4.79; True; False
5242.49; 26.0; Fe I; 3.63; -0.98; 0.0; 5242.48139689; 0.101949803916; 0.671541229014; 83.7227624319; 13425.9725409; -0.491970978894; 3.57258623199; 6.18; -0.11; -4.8; True; False
5321.11; 26.0; Fe I; 4.43; -1.106; 0.0; 5321.08939136; 0.107089987102; 0.905327747225; 25.1273749043; 9788.89883863; -1.16109936644; 1.09619224159; 6.12; -0.17; -5.33; True; False
5322.04; 26.0; Fe I; 2.28; -2.84; 0.0; 5322.03048505; 0.102986563083; 0.709266388561; 74.4685937378; 14365.8037037; -0.535981429872; 2.81780629228; 6.14; -0.15; -4.85; True; False
5325.55; 26.1; Fe II; 3.22; -3.22; 0.0; 5325.53893299; 0.105755009711; 0.853260699717; 37.6253548938; 15046.8288503; -0.622999126701; 1.58619333556; 6.24; -0.04; -5.15; True; False
5326.14; 26.0; Fe I; 3.57; -2.13; 0.0; 5326.13458354; 0.0991546829587; 0.883721813169; 27.7405270064; 16787.5370475; -0.30487644076; 1.22770241372; 6.16; -0.13; -5.28; True; False
5365.4; 26.0; Fe I; 3.57; -1.04; 0.0; 5365.38815524; 0.101149031867; 0.703064362105; 74.4609942808; 25204.8074687; -0.661829183612; 6.45036340483; 5.96; -0.33; -4.86; True; False
5367.48; 26.0; Fe I; 4.41; 0.43; 0.0; 5367.45539407; 0.107292747829; 0.624118844522; 99.8316625392; 15979.4948799; -1.37433303941; 8.70907637596; 6.04; -0.25; -4.73; True; False
5379.57; 26.0; Fe I; 3.69; -1.53; 0.0; 5379.56888969; 0.101584897888; 0.787681887035; 54.3037517418; 11363.0598824; -0.061875551265; 1.54581262676; 6.21; -0.08; -5.0; True; False
5414.07; 26.1; Fe II; 3.22; -3.75; 0.0; 5414.06611647; 0.0922370838686; 0.917728988904; 18.8159753541; 2944.36984111; -0.215042367229; 0.817004677653; 6.31; 0.03; -5.46; True; False
5425.26; 26.1; Fe II; 3.2; -3.37; 0.0; 5425.24454387; 0.0995371021714; 0.861978812732; 34.3264905685; 24663.0841155; -0.854087010746; 1.34259903577; 6.3; 0.02; -5.2; True; False
5491.84; 26.0; Fe I; 4.18; -2.25; 0.0; 0.0; 0.0; 0.0; 0.0; nan; nan; nan; nan; nan; 0.0; False; False
5618.63; 26.0; Fe I; 4.21; -1.292; 0.0; 5618.61254875; 0.103992462959; 0.85860542266; 35.6564793825; 22937.3800679; -0.931147041213; 3.52018061651; 6.25; -0.04; -5.2; True; False
5688.19; 11.0; Na I; 2.11; -0.42; 0.0; 5688.20659207; 0.123453256612; 0.760135874932; 74.2262524234; 42.0; 0.87447220082; 3.57976058245; 5.08; 0.21; -4.88; True; False
5690.43; 14.0; Si I; 4.93; -1.751; 0.0; 5690.41715892; 0.106120687798; 0.886164167467; 30.7757104103; 33668.5117229; -0.676516246136; 1.39824723723; 6.46; -0.06; -5.27; True; False
5701.55; 26.0; Fe I; 2.56; -2.216; 0.0; 5701.53239326; 0.115549608671; 0.653939521716; 99.6140194795; 6432.88222501; -0.925780382528; 4.24159670368; 6.35; 0.06; -4.76; True; False
5705.47; 26.0; Fe I; 4.3; -1.42; 0.0; 5705.45153554; 0.100573307868; 0.903703133209; 22.9622867969; 7546.35013244; -0.970213626712; 0.898021511428; 6.2; -0.09; -5.39; True; False
5741.85; 26.0; Fe I; 4.25; -1.689; 0.0; 5741.84342085; 0.12513231367; 0.928972786787; 22.7046536392; 23281.8412012; -0.343509845958; 0.821476054362; 6.41; 0.12; -5.4; True; False
5775.08; 26.0; Fe I; 4.22; -1.31; 0.0; 5775.06551619; 0.109870945905; 0.829519118438; 46.8626707031; 46004.7317085; -0.751876608395; 2.47542435991; 6.48; 0.19; -5.09; True; False
5778.45; 26.0; Fe I; 2.59; -3.48; 0.0; 5778.44242943; 0.107437720639; 0.903230507171; 26.189891564; 16668.9219169; -0.39276996386; 1.375458743; 6.24; -0.05; -5.34; True; False
5793.07; 14.0; Si I; 4.93; -1.843; 0.0; 5793.05809375; 0.116944427938; 0.910793666912; 26.3580085237; 22577.2418524; -0.616152160621; 1.22023516275; 6.45; -0.07; -5.34; True; False
