#ra,dec,Dist,UVel,VVel,WVel,RVel,pmRA,pmDE
317.9958,17.7275,35,91,-115,-58,-44.9,-121,-900
318.3437,-28.7828,146,-43,-17,11,-41.7,32,-12
318.355,-22.7617,60,16,2,-15,21.5,0,-19
318.3625,-22.5458,74,51,7,-40,63.5,-17,-41
318.2217,7.6922,95,33,-8,4,7.6,-57,-47
318.2492,2.8025,69,-17,4,1,-6.3,33,37
318.5075,-29.6633,30,-39,-11,-8,-23.9,232,-39
318.5679,-38.5778,120,-4,-6,7,-8.2,-4,-10
318.2246,15.5894,124,-61,-43,18,-66.7,50,41
320.5621,-80.1139,86,-90,-34,-46,-5.0,240,-106
317.8354,54.4236,80,28,-26,-11,-28.3,-29,-65
318.2221,25.1975,124,-9,-1,-24,3.0,40,-17
318.3433,11.2114,49,-45,-42,-9,-49.5,162,-16
318.6296,-30.7572,29,40,5,-37,54.5,-9,-43
318.24,30.8094,27,-7,6,10,2.1,-20,108
318.6367,-22.8781,53,-19,-3,-18,-2.3,102,-10
319.1054,-54.8561,84,10,1,-19,19.5,17,14
318.9,-39.4525,54,-23,-7,-10,-10.1,91,-23
318.62,10.0069,19,6,-30,-10,-16.2,40,-304
318.7271,-7.0875,94,-3,-14,6,-13.2,-4,-18
318.7425,-8.3525,136,-27,-11,-7,-18.0,37,-1
318.7983,-15.7411,75,40,-34,-23,25.3,-31,-142
318.8112,-21.2947,69,-26,-10,-10,-14.4,76,-16
317.3967,75.2278,178,21,-2,-1,-8.8,-16,-16
318.9688,-21.4397,126,-30,-19,3,-29.1,32,-16
319.1579,-36.1733,70,-14,-1,-15,-0.1,62,-3
319.1162,-28.5106,67,-12,-11,-13,-2.2,56,-33
319.7954,-67.4822,79,36,-21,-38,56.0,5,10
319.3383,-48.0689,132,-12,7,2,-11.2,11,10
319.6846,-61.3528,31,-76,-55,-24,-17.4,486,-431
319.32,-39.0494,61,-6,12,-7,1.1,30,41
319.5729,-55.1294,113,7,-2,9,-0.5,-21,-5
318.8279,41.2122,63,-40,-23,-4,-26.0,103,77
319.4233,-33.9972,143,-26,-10,8,-25.6,18,-10
319.135,9.3936,16,-11,-20,-4,-18.8,143,-117
319.3146,-21.7414,102,84,-17,-24,66.1,-86,-89
318.4267,64.4039,41,5,35,-10,30.5,18,-102
319.1667,7.5144,124,9,-22,-15,-5.1,8,-46
318.0725,72.4714,134,5,-19,0,-18.9,-6,7
319.6133,-43.3344,24,-11,2,-28,11.9,243,22
319.5212,-29.5133,47,-6,-31,-10,-4.3,54,-137
319.465,-15.8908,121,-13,-27,15,-29.2,-2,-28
321.9429,-81.9653,161,31,-28,-10,40.5,-18,-4
319.4087,-5.7822,74,-11,-29,-9,-18.4,41,-63
321.6467,-80.6822,120,12,12,11,-6.8,-30,15
319.2771,22.5311,193,22,-7,-9,3.0,-10,-25
320.8629,-75.4936,34,2,15,-9,-2.1,30,104
318.7346,64.4978,86,-49,-20,-18,-12.6,115,68
320.3517,-66.9158,31,-10,-16,-9,6.4,96,-99
319.5121,0.1614,19,-36,-32,-23,-28.1,468,-188
319.9521,-50.2747,87,-9,-32,-15,8.7,44,-74
319.625,-12.265,70,-18,-15,1,-18.9,37,-20
319.4367,22.3883,97,-43,-21,9,-35.0,52,53
320.02,-42.6786,55,-36,-6,-13,-15.9,134,-21
319.4012,39.2097,86,5,-6,-22,-3.3,31,-47
319.6546,8.9594,42,-16,-7,-24,-1.1,142,-43
319.645,11.5686,50,6,-3,-15,6.6,28,-55
320.2079,-53.0342,46,-8,-20,0,-1.6,30,-97
319.6329,17.9878,59,11,0,-6,6.4,-11,-36
319.8142,-9.5786,73,-8,-6,3,-9.5,11,-2
319.94,-26.3528,19,37,-32,36,-8.0,-568,-354
320.0908,-40.4656,69,-36,-18,30,-47.6,14,-52
320.2492,-52.4778,46,6,-25,-16,19.5,35,-101
320.0,-29.3492,81,-25,8,-5,-12.2,56,29
320.01,-27.3044,48,-31,-14,1,-25.4,92,-34
318.9271,68.3519,75,10,1,-15,-5.2,11,-47
320.2117,-45.8108,53,29,-1,5,17.2,-97,-3
319.92,-5.4869,106,1,-2,-14,7.3,18,-15
319.7967,17.8219,52,14,-5,-10,4.5,-8,-69
320.1937,-38.7814,36,19,9,-14,24.0,-23,48
320.3479,-51.7525,50,30,-23,12,17.0,-123,-91
319.7425,26.2303,41,-23,-16,-12,-17.0,131,9
320.4196,-49.8761,59,-1,-17,3,-0.1,-4,-61
320.2212,-26.615,132,13,5,-18,22.7,5,-1
320.2629,-20.8211,84,-3,-28,-8,-7.0,22,-68
320.6492,-55.7836,63,-6,-6,-7,2.4,32,-17
319.93,30.0472,130,-22,-67,17,-71.9,8,8
319.9196,33.2539,121,-29,-21,-8,-24.1,47,16
319.9537,27.5044,79,-36,-19,-15,-22.5,98,19
320.0833,16.8114,69,-19,5,22,-11.4,-9,84
320.1396,13.1669,78,-7,-12,-18,-4.8,48,-36
320.2321,3.1181,71,-46,-19,-17,-27.1,133,4
320.2608,0.6742,111,-19,-35,-13,-26.2,45,-43
320.3171,-8.2667,76,29,-14,5,6.4,-66,-60
321.1692,-68.2278,20,3,8,-23,12.8,140,172
320.3758,-11.4583,72,-19,-26,-10,-17.7,62,-55
320.6283,-44.1453,89,21,-13,25,-2.6,-77,-34
320.4337,-18.7353,88,22,-4,-8,17.9,-24,-29
320.7617,-51.9422,84,18,-17,3,13.4,-36,-39
319.8775,52.9275,81,-18,27,17,28.6,-1,59
319.8996,49.2208,90,48,-11,-2,-12.1,-74,-83
320.1483,28.8331,141,-3,-6,8,-8.2,-5,7
320.4625,-16.2736,67,-26,-60,-24,-26.1,116,-166
320.9162,-55.5428,52,-12,-39,-31,22.5,127,-135
320.3396,10.3322,46,-10,-20,-2,-18.9,41,-38
320.2083,32.4519,73,-7,-31,-18,-26.9,53,-45
321.3708,-69.2658,101,-36,-94,41,-4.8,2,-227
319.995,52.9789,29,-8,27,7,28.0,3,59
320.8437,-41.5522,38,14,-26,5,6.4,-71,-144
320.7767,-30.8117,68,-112,21,-45,-41.6,343,101
320.2558,40.345,27,22,-12,-18,-7.8,-18,-228
320.6112,-3.13,98,9,-17,21,-17.9,-44,-18
320.5783,5.0233,63,-68,-46,-7,-61.7,183,0
320.8854,-33.6708,63,-19,9,-46,20.4,153,27
320.5667,20.0158,139,-15,-12,3,-16.7,13,8
320.1058,60.6872,76,3,-9,-7,-10.3,8,-14
321.015,-40.03,70,-5,-10,24,-21.1,-38,-31
320.1433,62.5269,90,-4,-16,-8,-16.5,21,2
320.6029,37.1647,83,-2,-26,5,-26.6,-3,-3
321.0862,-24.4225,70,-3,-6,-17,7.6,42,-26
320.9617,-6.5839,59,44,19,6,32.0,-129,-3
320.7879,29.6392,88,35,-35,-39,-16.7,8,-145
321.0458,-6.7436,131,-26,-10,4,-22.5,26,6
320.8625,24.9603,36,25,-19,1,-10.9,-108,-136
321.3154,-34.8567,94,-2,-34,-7,-0.1,18,-76
321.4208,-46.17,103,44,-16,-7,36.9,-55,-28
321.5642,-54.6603,64,6,10,-7,6.8,1,39
320.8458,37.4064,109,-31,-24,-4,-26.8,50,28
321.1496,-6.7153,94,25,-14,-6,9.9,-29,-54
320.5854,57.565,95,-25,-54,-20,-51.5,74,26
321.1725,-4.3408,121,8,-40,-11,-13.5,6,-70
320.7842,48.5189,88,-23,-7,-38,-6.0,104,-25
321.1021,10.1742,105,-37,-6,-13,-13.6,72,21
321.2354,-8.1792,88,-63,34,-4,-15.2,112,126
321.7433,-56.125,23,-81,23,-22,-45.5,664,140
321.4833,-31.1828,50,-10,-18,21,-25.1,-27,-58
321.6492,-44.8464,80,34,-10,9,18.0,-79,-28
320.8717,50.5233,91,40,-1,3,-3.3,-71,-61
321.1417,26.1744,68,-13,-3,-9,-3.0,49,5
321.6546,-46.0672,66,16,-37,-28,34.1,29,-110
321.0675,37.6622,51,-25,20,-30,22.0,157,2
321.6258,-31.19,78,43,11,14,20.9,-111,17
321.3708,27.2106,28,20,-39,9,-34.5,-147,-161
321.3362,34.7439,57,-9,2,-6,2.3,38,10
321.8254,-32.3706,53,23,7,-19,30.6,-13,9
321.6167,1.1033,48,7,-19,-42,13.3,109,-163
319.63,80.3533,85,-80,-10,-12,18.7,160,114
321.2792,52.475,117,-15,-21,-26,-20.7,53,-12
321.2637,58.0847,53,-37,-43,-7,-37.4,132,110
321.7279,10.6678,93,-22,-16,-11,-16.8,57,-8
321.8467,-7.0156,61,9,-20,-11,1.0,7,-85
321.6317,33.5858,101,21,-12,-25,-3.3,7,-72
321.9104,-11.6667,120,-5,-37,-15,-12.1,27,-62
321.7775,16.1239,34,22,0,-4,8.6,-80,-97
322.31,-50.3167,57,-43,-1,21,-43.9,62,-25
321.6071,43.1192,82,6,23,-19,24.6,21,-39
322.0508,-21.7261,47,3,-61,-13,-10.1,42,-272
323.0346,-72.1819,163,-64,1,-8,-34.5,68,-21
321.7533,36.7464,95,-59,0,1,-6.6,93,93
322.0579,-11.5681,35,1,-6,-4,0.6,14,-44
319.3904,82.5175,78,-17,-25,11,-9.5,12,82
322.6996,-62.1675,39,-33,-10,-5,-14.9,153,-80
323.3946,-75.4128,67,-7,-22,-12,15.4,48,-49
322.3792,-38.0858,101,-22,-20,-2,-14.5,39,-38
322.5642,-53.1489,98,41,-20,0,31.5,-62,-33
320.6733,76.555,39,17,-48,20,-41.4,-134,137
321.2196,69.7947,56,-21,-25,-8,-19.6,82,65
322.4175,-38.3456,112,-42,3,-31,-5.6,97,12
322.22,11.0847,65,-27,-17,-2,-23.3,71,14
322.7958,-55.2811,110,-29,-59,-12,3.2,63,-113
321.3196,70.4775,26,16,-73,-19,-76.9,41,38
322.7633,-50.8467,83,-2,-21,-27,21.4,54,-43
322.1808,26.5697,61,-35,-19,11,-28.6,64,79
322.7337,-48.3594,78,30,-42,3,23.2,-58,-109
322.4979,-19.1478,133,-14,-30,-14,-11.1,34,-43
322.6767,-38.6381,110,21,-28,-15,23.8,-8,-56
321.9287,57.3217,60,-10,-90,-65,-92.4,199,-92
322.3129,25.4444,56,50,-33,-10,-15.2,-105,-193
322.7404,-36.5469,82,4,10,3,1.8,-14,24
322.3421,28.875,74,-27,-18,-16,-17.6,90,3
322.535,12.2706,61,37,-44,10,-26.8,-109,-143
321.96,64.0136,82,-18,-18,-2,-13.4,39,40
322.65,7.1736,108,15,6,-3,12.2,-18,-11
322.9512,-35.5686,84,-24,20,10,-21.6,23,57
322.8562,-19.2375,98,-41,-20,4,-35.3,61,-12
322.9158,-25.3011,114,-24,-13,8,-25.0,24,-11
322.2779,53.7942,120,-37,-24,-9,-20.4,60,37
322.9558,-31.5475,108,-15,-3,8,-16.1,12,0
323.0479,-40.1981,65,17,-55,-5,14.0,-20,-181
322.4133,46.1319,116,-34,-13,-18,-11.8,68,18
322.445,45.8944,30,-78,-89,1,-87.8,427,353
322.5992,28.9886,210,-29,-15,-19,-14.4,35,1
322.8929,-9.7444,107,32,-84,63,-66.6,-122,-121
322.8954,-12.5136,73,-3,4,-22,14.9,50,-8
323.3717,-58.2053,135,5,9,8,-4.7,-14,11
322.2621,61.4331,75,13,-16,9,-17.0,-42,5
324.7346,-79.4425,60,-20,-5,-7,-4.3,71,-27
322.8925,6.5339,98,-26,-26,-4,-28.0,51,-11
323.1542,-24.1544,80,35,-34,-24,29.0,-20,-119
322.8467,40.065,91,16,-9,-2,-7.2,-22,-32
323.4117,-34.9461,64,-29,-58,0,-25.9,82,-177
323.3787,-27.89,47,-49,-24,-11,-29.6,201,-64
323.0192,34.2017,94,-7,14,-13,15.8,29,-2
323.4175,-16.2008,68,-16,-47,5,-33.1,36,-111
323.5225,-30.0917,128,-2,-6,-10,4.5,14,-10
323.7121,-49.7931,41,145,-28,13,92.4,-588,-116
323.9187,-59.6931,85,14,-13,0,13.3,-24,-24
323.2429,20.7122,54,8,6,-7,10.6,-5,-25
323.6733,-39.5278,80,16,-24,-19,24.2,6,-65
323.7579,-44.9986,101,7,-17,-4,8.5,-2,-34
328.0458,-85.8364,64,22,-25,-15,36.1,-16,-1
323.2617,30.3597,133,-80,-23,-58,-20.2,158,9
322.1175,76.4033,200,10,5,-6,-0.8,-4,-13
323.7125,-20.0842,27,-8,-1,15,-15.9,-31,42
323.8067,-34.3294,53,17,-25,-30,30.2,36,-112
323.7287,-20.2525,55,-2,-19,4,-11.0,-1,-64
323.8229,-25.3181,62,-6,7,-25,16.7,70,15
323.4762,32.8692,74,6,-28,-35,-18.1,60,-101
323.5971,13.9197,62,31,-2,8,5.5,-95,-49
323.5979,12.2567,63,40,-21,-12,3.4,-68,-140
323.6237,9.4994,73,-11,-51,-10,-38.8,52,-90
324.1717,-50.8453,15,-5,-20,-37,27.0,425,-197
323.6412,22.7544,70,13,7,-20,16.7,11,-54
323.7204,18.9169,164,22,-22,-9,-9.5,-11,-38
323.5983,36.2728,79,3,-3,-1,-2.7,-5,-9
323.8462,0.9753,60,29,-17,9,-3.1,-93,-80
323.3292,61.0622,62,-18,-25,-10,-22.0,73,34
323.7996,21.4039,95,-16,-22,-7,-20.9,39,-10
324.0925,-18.3919,105,17,7,-7,17.3,-17,-1
324.2417,-35.8839,67,-32,-7,-7,-16.9,90,-11
325.1237,-74.0742,22,38,2,-21,33.8,-139,214
323.8296,28.1975,72,-35,-47,-27,-42.2,138,-33
324.1983,-30.7244,50,-36,-11,1,-26.1,112,-19
323.82,35.9778,80,2,-13,-6,-11.5,8,-23
324.4296,-45.5858,51,24,-33,-16,30.0,-18,-130
324.1079,18.6347,74,-98,-51,4,-74.6,209,105
324.3921,-24.4525,93,30,-5,-18,30.6,-22,-34
324.0954,29.5397,106,1,-12,-7,-9.0,9,-18
324.2221,5.8147,57,29,-30,8,-13.8,-91,-118
325.2537,-70.8069,91,23,-26,-17,37.0,-10,-21
324.535,-31.7372,95,5,-36,-16,9.1,22,-82
324.6312,-27.8939,106,-15,-8,-1,-11.3,25,-10
324.3271,29.4725,211,1,17,-9,18.6,4,-1
324.7279,-31.9092,78,-15,-7,-15,0.6,59,-14
324.6454,-15.5997,76,-53,-37,-17,-35.0,149,-55
324.35,34.6028,127,-50,-16,-14,-17.9,79,33
324.8371,-37.1408,40,-48,-18,17,-45.7,135,-64
324.4833,21.0414,129,-57,13,13,-8.3,53,81
324.7921,-27.3064,26,-44,-18,-20,-17.5,387,-85
324.9937,-48.9461,192,-79,6,14,-63.3,55,2
324.7479,-15.4522,58,43,-21,-11,23.1,-84,-135
324.9837,-35.8425,172,-36,-18,-7,-20.0,41,-17
325.1787,-48.7161,80,-22,-16,-4,-9.7,52,-41
324.9133,-12.6219,69,-71,-23,16,-60.9,136,36
324.7671,20.6014,122,-26,-19,2,-24.5,34,14
324.8812,-0.0511,43,-42,-10,-22,-12.5,228,15
327.4025,-82.4339,99,-28,-34,-21,18.3,82,-51
324.8133,21.3311,73,9,-14,-11,-5.6,5,-55
325.0492,-9.7944,54,0,-41,-22,-6.9,68,-165
324.8542,31.5331,119,-21,-22,11,-27.2,18,27
325.5687,-57.6128,37,32,-4,-9,28.4,-102,16
325.5908,-50.0936,76,-25,0,-16,-4.1,81,5
325.3867,-14.0475,33,31,-42,-1,-1.6,-121,-309
325.5837,-41.2092,205,-28,-47,-5,-14.3,29,-46
325.1792,28.7556,50,-35,-42,-2,-44.8,132,30
325.2525,29.3403,76,-31,-93,8,-95.0,73,-14
325.2754,26.7506,27,-34,-48,-22,-43.7,343,-90
325.4321,6.4208,55,-14,-6,-3,-8.3,51,7
325.7587,-43.4958,38,-42,-14,-7,-21.9,206,-63
325.485,0.3458,116,-14,0,-26,9.8,50,-9
325.9529,-53.9772,96,12,2,-14,17.0,0,14
326.0012,-57.2828,43,40,-18,-8,37.0,-113,-54
325.9958,-57.325,44,41,-18,-8,37.1,-115,-52
325.7029,-25.9972,73,48,5,-12,39.4,-82,-24
325.6175,-8.465,94,22,5,-6,18.0,-30,-15
327.1287,-78.4331,45,36,18,0,9.2,-136,121
324.7425,70.4628,106,4,-17,-33,-24.6,40,-39
325.9883,-46.6133,46,26,1,-21,32.9,-28,16
324.7921,71.3086,63,-7,1,-40,-7.0,107,-84
325.4962,42.5689,105,-14,-17,-7,-16.0,34,4
325.6196,31.8794,73,-15,-47,-19,-41.8,81,-51
326.2521,-52.4642,40,21,23,-25,27.5,-13,152
325.6179,41.8208,114,-21,-22,-11,-20.0,46,5
325.8267,12.5183,48,-1,-7,-24,5.7,74,-75
326.1862,-42.1294,62,14,1,-13,19.3,-8,3
326.1667,-35.6158,56,-15,-24,-7,-6.7,68,-83
326.2154,-42.2856,164,18,-27,4,9.2,-18,-37
326.2996,-50.4464,65,28,-27,-8,28.5,-44,-78
326.135,-24.9103,112,3,-39,-15,2.1,20,-76
326.0329,7.1581,96,-6,6,16,-6.4,-14,34
325.24,70.5392,53,-37,-21,-11,-10.7,144,87
325.9762,27.8467,83,-38,-53,-13,-51.4,106,-8
326.2708,-22.5639,151,-9,-30,0,-14.6,15,-36
326.0354,28.7425,22,-3,4,-42,16.2,277,-251
326.0387,26.5192,57,-60,-45,-9,-49.0,206,55
325.7654,55.2092,54,-71,-15,-32,-5.3,294,90
326.0658,27.0533,141,26,-71,-23,-53.3,2,-87
326.1304,14.7719,18,-14,-21,-10,-17.2,231,-114
326.3896,-28.7247,65,-31,-17,-8,-17.0,98,-33
326.0796,28.7814,81,14,-4,-15,3.1,-1,-55
326.3412,-12.7833,39,-20,-8,-2,-12.9,94,-1
326.1612,25.645,35,-9,-14,3,-16.0,35,12
326.9467,-63.9239,45,1,-2,-22,16.6,66,28
329.18,-83.7267,72,-44,-36,-24,13.9,158,-81
325.6679,63.7211,36,34,-20,3,-26.5,-149,-79
326.3704,-2.95,102,-4,-9,-4,-4.7,15,-14
326.4633,-17.9875,53,-5,-50,-7,-17.6,52,-182
326.1058,46.8628,48,-2,3,6,2.8,-12,24
326.2879,22.8961,126,-24,12,-2,6.1,31,32
326.9333,-55.6544,95,-78,-56,80,-94.2,32,-179
326.3637,24.5369,156,9,-26,9,-25.4,-13,-15
326.2417,46.5511,50,-47,-19,-16,-14.9,200,74
326.98,-52.9306,34,-13,-15,-7,-0.3,100,-88
326.7479,-25.0733,82,-1,-30,-5,-5.6,18,-74
326.4012,33.1142,114,11,-6,-3,-4.1,-10,-20
326.675,-11.6978,62,10,-31,-23,5.9,35,-131
326.6304,6.5353,93,-5,-12,-12,-4.1,28,-26
327.0654,-47.3033,16,-14,-23,1,-7.6,165,-295
326.7225,0.8506,118,35,-17,-10,9.4,-34,-63
326.7833,-2.2922,95,-23,-33,-45,-2.6,111,-75
326.9171,-19.5778,56,7,-6,18,-11.4,-63,-13
327.0725,-37.6919,44,-2,-9,9,-8.9,-17,-41
327.3879,-61.4633,83,31,-13,-29,44.4,-10,5
326.7696,17.1939,50,-22,-22,-8,-20.9,104,-14
326.6975,32.7808,59,3,-14,-9,-10.2,18,-45
326.9592,-16.0797,47,72,15,-9,51.9,-226,-62
326.7037,32.9956,110,12,-5,-14,0.2,0,-37
327.1158,-26.2353,99,47,-21,-6,26.8,-64,-70
327.3029,-35.6386,74,-24,-35,2,-19.8,60,-89
327.9475,-70.3517,115,-3,-36,-11,22.6,25,-50
327.5987,-58.305,41,-1,-22,-10,12.9,49,-93
327.0142,20.9942,114,-17,10,-4,6.6,27,24
326.9933,28.8156,86,-33,-32,4,-35.9,63,31
327.2792,-22.8183,70,14,15,-29,34.8,18,15
327.5204,-38.6144,52,-22,-47,-20,-1.1,140,-177
327.7846,-60.725,80,-13,-24,-35,24.2,91,-34
328.3362,-73.7253,48,-44,-18,1,-16.2,156,-117
327.0437,42.1606,82,1,-27,19,-29.8,-26,27
327.205,23.7192,136,17,-1,-3,4.0,-17,-20
327.0925,46.8258,124,-21,-15,-3,-13.8,33,18
328.0404,-62.0522,45,-9,-19,0,1.4,44,-90
327.5962,-16.1964,39,32,-13,-13,21.4,-81,-140
327.6446,-24.1864,59,-37,-28,42,-61.1,17,-35
327.2279,46.9031,147,4,1,1,0.2,-5,-2
327.2979,41.2236,71,-75,-48,0,-47.6,185,125
327.5583,-0.6058,86,44,4,14,12.7,-106,-30
327.7117,-20.5408,128,-10,-7,-5,-4.3,20,-7
327.4,36.1011,112,-1,-30,13,-32.3,-8,8
327.5362,17.2858,33,-7,-6,-13,-1.1,91,-43
327.2992,48.4369,128,42,8,-5,4.6,-49,-51
327.5517,25.5961,135,-8,-12,-5,-11.0,16,-5
327.7375,-10.6439,95,-49,-16,-20,-18.5,116,-3
327.7733,-10.0378,80,-33,-13,6,-27.2,62,11
327.8525,-23.2706,40,-70,-36,-11,-43.0,342,-85
328.6879,-73.4383,40,12,-69,60,6.2,-198,-439
327.7642,-7.9072,71,-36,-12,2,-25.0,85,18
327.9287,-33.8969,133,-31,-14,14,-31.3,26,-13
327.495,43.9656,54,1,8,-2,8.5,-2,-4
327.6508,28.7669,49,13,8,1,9.2,-49,-18
327.7808,10.3678,90,29,-3,-19,17.4,-23,-66
327.9237,-18.6228,65,-49,-43,-2,-41.7,143,-78
327.8262,8.3469,56,-33,-24,2,-30.3,101,13
328.1312,-40.5725,99,20,-12,-20,28.3,-4,-27
327.2833,66.7919,96,34,-3,-18,-15.6,-31,-70
327.7204,39.6089,113,8,9,-12,11.1,0,-24
328.1508,-26.0264,55,-27,-44,-13,-16.7,130,-141
327.6346,50.9983,147,20,-15,-21,-15.9,-1,-41
327.8942,26.7353,117,27,-33,-27,-16.7,0,-86
327.9171,19.3067,101,16,14,0,16.0,-29,-4
328.7933,-69.0206,46,4,-34,57,-19.2,-156,-247
328.4325,-49.1731,68,-48,-11,3,-31.3,113,-36
328.1233,-9.4178,51,10,1,-14,15.1,5,-35
328.2892,-34.8656,110,-61,-17,-5,-35.1,100,-14
327.9579,24.6828,91,77,-17,-14,3.3,-111,-148
328.5533,-53.1247,117,-20,-10,-7,-5.4,38,-16
328.3237,-13.5517,28,-58,-26,10,-48.5,313,13
328.7971,-61.8864,47,-10,-20,0,1.0,45,-89
327.9704,42.3436,29,46,-27,-13,-25.6,-174,-305
328.4242,-28.6706,36,-37,-48,13,-42.1,155,-219
328.1246,28.7933,28,14,16,-7,19.0,-58,-62
328.1596,25.055,107,2,-27,14,-30.1,-15,-5
328.4433,-20.0069,83,-33,47,6,-5.7,41,139
328.4279,-15.0992,74,-8,-78,6,-43.0,34,-186
328.5158,-17.1614,51,-43,-21,8,-37.5,127,-10
328.6742,-34.1367,101,2,-7,59,-45.8,-79,-12
329.0408,-60.2294,116,-73,27,57,-94.7,33,-2
328.55,-5.3528,115,-75,6,1,-31.3,103,70
329.0842,-59.3508,73,-7,4,17,-17.6,-17,-7
328.6496,-3.3011,70,-11,-22,4,-20.4,26,-33
328.9804,-46.9278,55,42,-15,3,25.1,-124,-65
328.595,20.4714,81,5,-8,-16,1.4,17,-44
329.0125,-39.3089,79,-12,-24,0,-8.0,34,-60
329.2592,-59.4747,60,-55,-32,-13,-14.8,195,-109
328.9246,-29.7061,33,-8,-31,2,-12.3,60,-181
328.9992,-30.9233,123,-6,17,9,-7.4,-5,32
329.1983,-46.4797,77,-28,-17,5,-19.9,57,-45
328.6312,44.0478,147,-3,-7,-5,-5.8,9,-4
328.8804,10.88,44,33,1,-13,17.5,-85,-120
328.6529,47.1553,71,-21,22,3,23.5,35,49
329.1071,-0.6797,98,-25,-30,27,-47.0,15,3
329.2587,-26.4792,111,24,-26,-18,21.4,-8,-63
329.3325,-37.7636,44,-10,-26,-16,5.3,102,-116
329.0362,20.0386,123,0,4,-20,12.7,21,-19
329.625,-59.0119,67,11,2,-17,19.0,5,26
328.7487,53.9356,48,-38,-10,-6,-4.2,151,86
329.455,-29.1161,31,5,-18,-15,10.9,55,-134
329.7896,-60.6078,114,20,-18,-1,18.5,-23,-26
329.3787,4.1575,89,10,3,-14,14.3,0,-24
329.4237,10.4403,73,5,-24,2,-17.5,-6,-48
329.5042,-5.2042,55,-20,-40,-19,-18.6,124,-118
329.6012,-12.6644,34,-6,10,-3,3.6,33,62
329.9854,-54.6547,44,30,-25,-14,35.3,-55,-90
330.7658,-76.1183,62,-7,-22,1,8.0,28,-68
329.4325,33.3844,118,6,-29,-10,-24.1,10,-34
329.6183,3.7767,44,65,8,-1,29.4,-248,-134
330.0312,-52.3028,62,-13,-22,-5,0.1,54,-70
329.4121,43.2175,83,8,11,-7,11.6,-9,-24
329.8229,-22.8717,74,-28,-1,-3,-13.5,69,19
329.9625,-43.4794,65,-21,-23,1,-13.0,61,-71
329.6721,22.5719,90,-21,4,-26,11.4,74,-8
329.8575,-17.3106,146,-33,-46,-7,-30.0,52,-46
329.9492,-28.6186,115,50,9,-18,44.9,-53,-9
330.1637,-50.0353,58,5,-17,-16,18.0,30,-49
329.67,29.8125,29,73,-2,-11,9.1,-362,-387
329.9396,-10.3131,107,-24,-48,0,-35.5,50,-61
329.265,66.0292,46,-24,-22,-4,-14.4,111,76
329.7483,37.2842,154,3,-16,-2,-15.5,1,-9
330.3771,-52.9419,62,54,-25,14,28.0,-162,-90
330.4021,-53.0933,36,-25,-80,37,-27.1,54,-508
330.7396,-68.3744,110,31,0,-13,27.0,-32,22
330.1617,-14.1642,64,-43,-18,-7,-24.4,134,-6
330.5654,-54.4922,47,-40,-14,2,-23.0,147,-68
330.1396,5.9714,85,37,-19,-20,11.0,-37,-105
330.2708,-13.0272,74,21,-33,-16,6.1,-6,-119
330.3792,-36.0583,152,-19,3,-27,10.0,43,9
330.6225,-58.2947,103,-44,-43,10,-21.3,71,-96
330.1108,33.0058,66,-8,5,17,-1.0,-17,60
330.2721,13.1197,70,-3,-9,-26,5.3,58,-57
330.1892,31.4497,66,16,-9,3,-8.1,-42,-31
330.0092,54.1075,47,2,9,-3,8.5,-5,-21
330.4425,-1.1283,69,-43,-16,-30,-7.0,166,-16
330.9267,-60.4372,43,-18,-2,-11,-2.4,105,2
330.6371,-32.1336,30,11,6,-11,16.3,-18,23
330.4754,4.7703,46,-16,-48,6,-43.5,72,-101
330.8967,-55.9769,51,66,-22,15,35.0,-241,-93
330.2329,47.64,298,-28,-21,-8,-16.9,21,7
330.5058,23.4956,81,-16,-45,21,-51.8,17,13
329.9462,67.9739,113,-28,-23,-10,-15.0,57,28
330.7012,-2.4789,86,58,-12,-27,34.2,-68,-117
329.8121,73.1797,37,31,-7,-19,-22.0,-68,-160
330.5221,44.3431,34,-8,4,-1,4.7,39,31
330.7667,7.6369,130,30,0,-19,20.2,-20,-42
330.8804,-5.89,76,-28,-7,-6,-11.9,74,13
331.0942,-38.8761,51,-34,-15,-4,-17.6,129,-42
330.7946,18.8842,47,-6,-16,1,-14.9,30,-16
330.8975,4.3911,94,-4,-24,-6,-14.5,23,-40
331.1308,-8.7172,123,1,-45,3,-25.6,7,-63
331.2737,-35.1817,51,-60,-57,-37,-11.0,323,-184
331.4946,-56.4719,52,-51,7,48,-68.7,44,-40
331.5462,-55.9933,64,0,-6,-16,14.0,35,-3
331.0933,13.6481,67,12,11,-19,21.8,0,-37
331.1254,15.8578,99,21,-40,2,-29.8,-25,-69
331.3308,-23.4383,49,15,-15,-20,18.8,10,-93
331.5304,-49.6861,120,-29,-13,10,-23.2,33,-24
331.9721,-70.2856,30,-15,6,2,-13.0,73,12
331.8746,-68.0233,44,53,-14,17,25.8,-242,-55
331.3975,-30.7078,96,0,8,-35,29.9,43,12
331.7654,-59.1267,50,-54,15,-21,-21.6,221,75
330.9504,55.8492,69,-20,-26,8,-21.9,45,65
331.3846,-7.695,88,-24,-3,-12,-3.0,63,8
331.6925,-45.3922,30,-56,-44,-6,-25.1,387,-263
330.6308,72.0517,130,-22,-31,-7,-22.6,43,29
331.5546,-14.8958,47,-44,-10,-21,-9.4,222,7
