# oid   ra              dec                verr     vgsr                  ew        b                    l                    u           g           r_cone       i            z            err_u         err_g         err_r         err_i         err_z         dered_u     dered_g     dered_r      dered_i      dered_z     
  234   161.915791667   0.328419444444     3.879    -142.75470004253387   0.9308    49.98894319470471    249.82586314702178   19.411171   17.103819   16.100811    15.755401    15.576555    0.026084593   0.0044691977  0.0041356063  0.00415646    0.006325395   19.195757   16.94532    15.985855    15.668232    15.514751   
  235   161.875666667   0.442591666667     2.646    -113.20499939270019   0.8021    50.040467912277066   249.6554624604184    19.455807   17.290573   16.406897    16.032223    15.835835    0.030185489   0.004699471   0.003927486   0.0040918337  0.006391644   19.23552    17.128487   16.28934     15.943082    15.772634   
  236   161.830833333   0.487008333333     4.67     -193.05879997558594   0.3523    50.03957321225633    249.5572188612099    18.86355    17.442287   16.92618     16.718866    16.662683    0.020669699   0.0049293423  0.0044677393  0.004950874   0.009962035   18.643036   17.280035   16.808502    16.629635    16.599417   
  237   161.741708333   0.690375           3.991    32.95280451660156     0.4846    50.11777890155109    249.2333802965913    18.840616   17.454393   16.930555    16.726206    16.611809    0.018441884   0.0050365464  0.0047311955  0.0050815744  0.008972418   18.615288   17.288599   16.810307    16.635025    16.547161   
  238   161.649125      0.890838888889     8.259    -80.41960333251951    0.3336    50.19061065394865    248.90805660561944   19.428047   17.51691    16.882385    16.638796    16.520004    0.03136481    0.005007609   0.004357984   0.0047219186  0.009359138   19.20102    17.349867   16.76123     16.546928    16.454868   
  239   161.822833333   0.5691             2.612    -97.93100173950197    0.9126    50.09126834034396    249.45709543601168   19.031282   16.67141    15.716814    15.368605    15.196069    0.023041893   0.003875356   0.0034353973  0.0035521244  0.0050393543  18.808489   16.50748    15.5979185   15.27845     15.132148   
  240   161.737791667   0.861977777778     4.959    -105.80239898681641   0.8878    50.2343855747555     249.03669813018055   19.434189   17.213846   16.372774    16.0686      15.891998    0.03163004    0.0044533843  0.0037970012  0.0039078607  0.006614512   19.205418   17.045519   16.250689    15.976027    15.826363   
  241   162.041291667   0.137397222222     3.167    -60.83440229492186    0.5879    49.943598912703386   250.17415532808286   18.869532   17.339016   16.768635    16.53181     16.420532    0.021271769   0.00453073    0.004331112   0.0046923216  0.009686723   18.66755    17.1904     16.660845    16.450077    16.362581   
  242   161.881125      0.482661111111     9.583    -97.57200098266603    0.4046    50.07244270843166    249.61689881292156   18.910748   17.472658   16.9431      16.725666    16.643534    0.021257268   0.0049428972  0.0044989353  0.0049596503  0.009735663   18.689394   17.30979    16.824974    16.636095    16.580027   
  243   161.922416667   0.491725           5.13     -2.7865621972656243   0.408     50.10825377974998    249.65190479646878   18.519358   17.11774    16.588785    16.354958    16.232601    0.017395929   0.0044098655  0.0040945373  0.0044170325  0.0076909447  18.296913   16.954067   16.470076    16.264944    16.168781   
  244   162.026458333   0.242061111111     2.641    -80.07370161132812    0.8516    50.00685687557046    250.04245155584658   19.004557   17.31264    16.688028    16.479185    16.397844    0.020652      0.004862064   0.004542385   0.004642907   0.008871761   18.797676   17.160418   16.577625    16.39547     16.33849    
  245   162.061791667   0.105780555556     2.737    -145.12319989585876   0.5818    49.93579652470749    250.23143051446624   18.074406   16.487755   15.880506    15.644586    15.539585    0.013753388   0.003603561   0.003709854   0.004031122   0.006278695   17.872814   16.339426   15.772924    15.56301     15.481748   
  246   161.880458333   0.686405555556     3.723    -108.30899876708985   0.6588    50.2144370634863     249.38890211951966   18.588108   16.811174   16.188993    15.977202    15.900109    0.015561257   0.004191552   0.0040646875  0.0042910916  0.006754065   18.356895   16.64105    16.065605    15.883641    15.833773   
  247   161.891833333   0.694488888889     5.568    -0.7928937607421744   0.447     50.22821910068763    249.39226457021374   19.240913   17.675112   17.049118    16.780462    16.63181     0.02300496    0.0053015063  0.0048095076  0.0050809314  0.008843191   19.00908    17.504532   16.925398    16.68665     16.565294   
  248   161.848791667   0.916666666667     3.605    -111.78850026245117   0.4405    50.3521783320348     249.0959152896905    19.212208   17.43419    16.77172     16.537937    16.403135    0.027075708   0.004824246   0.004215013   0.0044876845  0.008823709   18.980967   17.264046   16.648317    16.444365    16.33679    
  249   161.965958333   0.534241666667     3.157    -158.78019914245607   0.8284    50.16909291342041    249.65215440980725   19.259436   17.260576   16.4595      16.166124    16.028694    0.025974222   0.0044990885  0.003885856   0.004177661   0.006894849   19.033854   17.094595   16.339115    16.07484     15.963973   
  250   162.043166667   0.247325           3.4      -66.45249708251953    0.7554    50.02243769799855    250.05498166593506   19.55452    17.634844   16.841633    16.500317    16.320345    0.02807547    0.00531072    0.0046209875  0.0046026153  0.008498154   19.34738    17.482433   16.73109     16.416496    16.260916   
  251   161.893666667   0.953111111111     3.426    19.011202807617195    0.1845    50.40976285823556    249.10377357472385   19.080214   17.499569   16.825552    16.557255    16.419186    0.025025355   0.004992151   0.0042887647  0.004550047   0.009308286   18.847385   17.328257   16.701302    16.46304     16.352386   
  252   162.045708333   0.174608333333     6.072    -130.206900012207     0.5926    49.97298293154755    250.13800755638803   19.73221    18.091455   17.419104    17.14263     17.018574    0.037569396   0.006169737   0.0053407433  0.005698378   0.014049494   19.528673   17.941694   17.310484    17.060266    16.960178   
  253   162.067958333   0.17745            3.773    -86.4270995361328     0.8365    49.99073901094182    250.15925728243417   19.15265    17.168928   16.472193    16.184319    16.044634    0.02551608    0.0043758876  0.004094603   0.004391015   0.007882964   18.948463   17.01869    16.363228    16.101694    15.986052   
  254   162.034083333   0.508794444444     3.119    -108.85210041198731   0.351     50.199823598606656   249.75510810945173   17.849564   16.510683   15.9397545   15.711351    15.604959    0.011784989   0.003635141   0.003571776   0.0038519118  0.0058021024  17.624931   16.345402   15.819879    15.620453    15.54051    
  255   162.007625      0.688738888889     8.218    -109.28559932250977   0.636     50.30701753280721    249.52530160040664   19.174545   17.55048    16.9499      16.719067    16.612577    0.021675058   0.005151909   0.0047056065  0.00491816    0.008730948   18.939383   17.377449   16.824404    16.623907    16.545107   
  256   161.996583333   0.874661111111     3.017    -120.66409931335448   0.7466    50.42897472715525    249.3046146246594    18.359463   16.50727    15.811363    15.578179    15.472804    0.01595625    0.0035650055  0.0033931776  0.0035466063  0.0054858504  18.123901   16.333946   15.685654    15.482858    15.40522    
  257   162.008875      0.884608333333     5.374    -97.7129511718748     0.7744    50.44472352478292    249.30688246543252   19.918083   17.680708   16.71763     16.373817    16.160755    0.043383617   0.005298143   0.0041831695  0.004448655   0.0077112042  19.682014   17.507011   16.59165     16.278292    16.093025   
  258   162.028583333   0.790219444444     3.082    -118.05629967651366   0.9804    50.392937986202185   249.43453281230381   19.204433   17.039984   16.145767    15.82996     15.671778    0.021955406   0.0044723814  0.0039420277  0.0039677946  0.005927015   18.968267   16.866215   16.019735    15.734394    15.60402    
  259   162.043041667   0.714925           3.366    -140.97720000486376   0.8017    50.350643813767945   249.5348003968757    18.50637    16.647758   15.928203    15.680187    15.560799    0.014580622   0.004214263   0.0038714188  0.0039515863  0.005667096   18.270067   16.473888   15.802097    15.584565    15.493002   
  260   162.074666667   0.553786111111     6.034    -117.58489941711424   0.537     50.260311844433474   249.74951390905363   19.12978    17.653166   17.132885    16.9172      16.82997     0.024218882   0.005207067   0.0046805544  0.0052954042  0.010833574   18.900187   17.484234   17.01036     16.824293    16.764097   
  261   162.113875      0.324316666667     2.222    -116.71509928588866   0.7791    50.12686672580938    250.04747713444132   19.218647   17.287966   16.47652     16.194489    16.03118     0.023237642   0.004880791   0.0043447707  0.004240779   0.0075711217  19.007534   17.132631   16.36386     16.10906     15.97061    
  262   162.087791667   0.304002777778     3.757    58.49600744628907     0.4978    50.094019133832695   250.041269452142     18.642216   17.338243   16.766953    16.551868    16.425667    0.016166557   0.0049175564  0.0045341584  0.0045768325  0.008925302   18.432224   17.183733   16.654888    16.466894    16.36542    
  263   162.10175       0.573880555556     3.589    -94.8441987854004     0.9747    50.29369374018751    249.75682818216148   19.788063   17.46012    16.588232    16.318003    16.188648    0.03710842    0.0048506074  0.0040008435  0.0043651653  0.00749736    19.55628    17.289576   16.46454     16.22421     16.122149   
  264   162.115875      0.923333333333     6.719    124.52789853515623    0.1817    50.54837553022649    249.38061666874046   19.324768   17.893858   17.335455    17.114613    16.98168     0.030440701   0.0058332225  0.005314264   0.0056366106  0.012852084   19.082914   17.715904   17.206388    17.016745    16.91229    
  265   162.119666667   0.397805555556     7.228    -144.41860004310607   0.5995    50.18270954838444    249.97237486657227   19.48717    18.00053    17.40178     17.201645    17.085793    0.02667207    0.0059344973  0.005386796   0.0056741103  0.013108402   19.272333   17.842455   17.28713     17.11471     17.024155   
  266   162.135833333   0.552605555556     1.892    -117.37279984130858   0.8156    50.30303664381125    249.81801347822687   18.04009    16.092464   15.34306     15.076597    14.924442    0.013308606   0.003399483   0.0033006498  0.0035596236  0.0044786315  17.809566   15.922848   15.220039    14.9833145   14.858304   
  267   162.131833333   0.302144444444     2.964    -117.4844002471924    0.8286    50.12398195165486    250.09175220602555   18.930931   16.848957   16.02578     15.747145    15.597487    0.019657183   0.004649925   0.00411316    0.0040120953  0.0065273815  18.72032    16.69399    15.913385    15.66192     15.537062   
  268   162.152416667   0.425491666667     4.627    -125.82719953002929   0.8275    50.22546830728756    249.97767148821032   19.640461   17.9255     17.21448     16.96867     16.81519     0.034928884   0.0059752315  0.0050152587  0.0055077006  0.011146445   19.422857   17.76539    17.098354    16.880615    16.752758   
  269   162.185541667   0.678511111111     5.633    -78.76119882202148    0.6749    50.42682458647272    249.73213442739194   19.106133   17.391508   16.761604    16.529026    16.431492    0.02057186    0.0049165813  0.004434874   0.004643273   0.008016812   18.867868   17.216196   16.634453    16.432611    16.363132   
  270   162.180541667   0.549194444444     3.993    -78.43989932250977    0.7541    50.33247234812338    249.87102995820163   18.991943   17.39834    16.79987     16.568033    16.47145     0.022630842   0.004792868   0.004301043   0.0047253254  0.009072779   18.76057    17.228098   16.676395    16.474407    16.40507    
  271   162.159708333   0.333172222222     2.738    -114.17799967346191   0.7422    50.16562810669978    250.08807401603045   18.965044   16.800825   15.886138    15.549931    15.328424    0.019111907   0.0043696277  0.0039435676  0.0037724287  0.0057946634  18.752668   16.644562   15.772802    15.463991    15.267492   
  272   162.226333333   0.649588888889     2.074    -133.4969002204895    0.8957    50.435563131589404   249.80939225606662   18.68283    16.496096   15.629939    15.303421    15.155452    0.015594233   0.0040968875  0.0037033593  0.0037506341  0.0049669156  18.444702   16.320883   15.50286     15.207061    15.087131   
  273   162.304291667   0.956486111111     3.987    -122.78249981994628   0.9581    50.70629009638844    249.55080903295286   20.03558    17.666754   16.741003    16.41888     16.288406    0.057009924   0.010311155   0.0075756237  0.00767572    0.012820711   19.78005    17.478737   16.604637    16.31548     16.215094   
  274   162.217958333   0.458608333333     3.46     -110.18859891967773   0.6198    50.29532332778717    250.01304405984115   18.90159    17.088076   16.397982    16.15084     16.004253    0.021445846   0.0043704603  0.003985444   0.004262032   0.007024961   18.678356   16.92382    16.27885     16.060507    15.940205   
  275   162.308541667   0.790636111111     2.73     -131.23420017852783   0.9426    50.59311596995288    249.74212942598274   18.596527   16.426012   15.546808    15.237323    15.090475    0.01544459    0.0038460116  0.0035128682  0.0036429774  0.0048995577  18.347324   16.242651   15.413819    15.136481    15.018977   
  276   162.25425       0.547269444444     5.0      -101.28450144042971   0.4506    50.38350656397657    249.95439350588464   18.573109   17.182709   16.64017     16.40682     16.282211    0.019345464   0.004929873   0.004175015   0.004544708   0.007658058   18.340029   17.01121    16.515783    16.312504    16.21534    
  277   162.381125      0.958591666667     3.659    -86.61390033569336    0.814     50.7626089264856     249.6334012934813    18.759634   16.522844   15.548559    15.20314     14.986714    0.024118217   0.004202999   0.0034719838  0.0033633797  0.004998756   18.500862   16.332443   15.410464    15.098427    14.912471   
  278   162.373791667   0.907727777778     2.98     -172.47930095825194   0.846     50.72174246965331    249.68263204269766   19.06732    16.947535   16.06899     15.751007    15.58801     0.030166483   0.008953361   0.006762392   0.0070717004  0.010534517   18.808878   16.757376   15.931071    15.646427    15.513862   
  279   162.38875       0.903241666667     4.312    -100.50010050659179   0.5296    50.72926079895157    249.70424481572402   17.675367   16.012938   15.377564    15.130004    15.008767    0.013027338   0.0038897083  0.0034945547  0.0033835305  0.0049955994  17.41656    15.822509   15.2394495   15.025275    14.934513   
  280   162.291416667   0.593883333333     2.409    -121.4918999862671    0.8693    50.442706951082826   249.9434301456743    18.32873    16.407614   15.682606    15.407649    15.263659    0.017361006   0.0042713834  0.003454769   0.0037074862  0.005328847   18.092049   16.233467   15.556299    15.311875    15.195753   
  281   162.372333333   0.761394444444     4.761    -91.29189949951171    0.9506    50.618033769193396   249.84553828111768   19.695435   18.15596    17.552519    17.326447    17.198366    0.028625952   0.0062977434  0.0055477484  0.006178895   0.012102173   19.445932   17.972378   17.41937     17.225485    17.126783   
  282   162.188833333   0.290133333333     4.124    -113.13109936828613   0.5737    50.15590182684918    250.16773347311454   19.100166   17.574186   16.985655    16.759941    16.656576    0.021667864   0.007752328   0.007360222   0.0071801674  0.01333412    18.888443   17.418402   16.872667    16.674265    16.59583    
  283   162.270916667   0.337552777778     3.453    -109.43009996643069   0.8961    50.24752729147481    250.20577776896508   18.788065   16.660374   15.761536    15.442047    15.257938    0.017020013   0.0041668448  0.003800241   0.0038383114  0.0056786477  18.573141   16.502235   15.64684     15.355077    15.196276   
  284   162.132791667   0.0599083333333    2.882    107.22819658203125    0.2518    49.95357332976182    250.3598067034772    18.68695    17.174839   16.557877    16.293425    16.142979    0.020052014   0.0043879296  0.004163194   0.004551584   0.008588465   18.483059   17.024818   16.449068    16.210918    16.08448    
  285   162.477708333   0.815233333333     2.89     -115.90759983825684   0.8844    50.730811739508766   249.9019253985159    19.198816   16.911749   15.959352    15.621655    15.444598    0.022277594   0.0042879595  0.0035878215  0.00401522    0.0054305834  18.942715   16.723312   15.822681    15.518023    15.371121   
  286   162.377916667   0.557858333333     7.263    -93.99610139160157    0.875     50.478755809597715   250.07927832325225   20.06503    18.148518   17.39641     17.11143     16.964382    0.047972538   0.006682218   0.0052364953  0.005675158   0.010534854   19.831287   17.976532   17.271671    17.016844    16.89732    
  287   162.317791667   0.414338888889     3.735    -150.55300005264283   0.4539    50.33493340069908    250.17243365577002   18.748447   17.19623    16.63426     16.429464    16.335926    0.016507125   0.0045625824  0.0042599575  0.0045405235  0.008626528   18.527086   17.033356   16.51613     16.33989     16.272417   
  288   162.42375       0.597125           4.061    -153.6612006011963    0.6084    50.53894007139847    250.08626610938177   19.437733   17.849035   17.288403    17.078356    16.971378    0.03251653    0.0059285397  0.005002763   0.005593419   0.010629776   19.203108   17.676401   17.163193    16.983414    16.904062   
  289   162.565666667   0.839266666667     5.23     -122.74129962768554   0.376     50.81023299940303    249.97274021237618   19.252192   17.927563   17.434717    17.218803    17.105345    0.033718064   0.006086556   0.0055069323  0.005962063   0.012516744   18.997213   17.739952   17.298647    17.115625    17.03219    
  290   162.494541667   0.703275           2.817    -64.24019855957032    0.5297    50.663985793815804   250.04621543639183   19.24125    17.66845    17.060833    16.838718    16.739264    0.021396168   0.00519402    0.0046200706  0.005212505   0.009262229   18.996262   17.48819    16.930094    16.739582    16.668976   
  291   162.544541667   0.754108333333     2.88     -153.67400025024415   0.8504    50.735283621772595   250.0448574090252    19.251686   17.01845    16.117786    15.8114605   15.647182    0.02209314    0.0044916687  0.003749592   0.004255865   0.005872662   19.00035    16.83352    15.98366     15.709757    15.575073   
  292   162.43075       0.507947222222     4.158    -85.26630139160156    0.926     50.481008504905965   250.1934458000913    20.447407   18.04439    17.12258     16.80368     16.64248     0.06093029    0.0064271255  0.0047957906  0.0051320046  0.008988879   20.220205   17.877216   17.001331    16.711742    16.577295   
  293   162.602916667   0.756594444444     4.269    -102.65219836425781   0.5503    50.778434588107416   250.10706886732407   18.74123    17.280367   16.706577    16.490768    16.396164    0.016269092   0.004708529   0.004215669   0.0047953413  0.007815504   18.490524   17.0959     16.572786    16.389318    16.324236   
  294   162.517291667   0.605713888889     2.724    -146.97829983062744   0.9224    50.61132621068659    250.18058472458728   18.83426    16.48153    15.450566    15.041648    14.825276    0.022529816   0.0042276527  0.0034228521  0.003578869   0.004844044   18.602173   16.310762   15.326712    14.947733    14.758689   
  295   162.339083333   0.323911111111     4.077    -102.58190093383789   0.4       50.28614482612932    250.29623002151703   18.919819   17.48952    16.915712    16.72666     16.619873    0.018729514   0.005034878   0.0045967973  0.0049535595  0.00994303    18.706497   17.332558   16.801872    16.640337    16.55867    
  296   162.46875       0.481452777778     4.956    -96.00449978027343    0.7214    50.48921566158286    250.26512454186712   18.924688   17.21434    16.57048     16.313437    16.204195    0.023429066   0.0050272737  0.004324131   0.0046116603  0.007486081   18.701208   17.049906   16.451218    16.223003    16.140078   
  297   162.69425       0.789563888889     4.052    -123.75869967956544   0.6682    50.86644629386763    250.17206789512284   18.642103   16.965368   16.319286    16.100025    15.995454    0.016288158   0.0044202595  0.0040378384  0.004438789   0.0065680644  18.392458   16.781683   16.186062    15.999004    15.923829   
  298   162.673041667   0.730516666667     13.658   16.85589768066407     0.6335    50.80972079596335    250.21456117897003   19.62898    17.978453   17.296885    17.031757    16.87567     0.027445039   0.0058018724  0.004986727   0.0055460287  0.010046264   19.38081    17.79585    17.164448    16.931334    16.804468   
  299   162.641375      0.661886111111     3.219    -113.42529911804199   0.5475    50.73883660658186    250.25603954849663   18.69753    17.095942   16.488703    16.25935     16.151608    0.03969639    0.004565243   0.004134442   0.0047882423  0.0071497723  18.456587   16.918657   16.36012     16.16185     16.08248    
  300   162.650083333   0.640416666667     2.355    -130.56449970550537   0.2936    50.729828736622665   250.28975999651374   15.630217   15.970273   15.6540165   15.116907    13.899043    0.0064090826  0.017337212   0.012151375   0.012325202   0.005675785   15.392044   15.795028   15.526914    15.020529    13.830709   
  301   162.358083333   0.298494444444     3.215    -114.02679911193847   0.8712    50.281599439648616   250.3453659281586    20.141079   17.758062   16.735752    16.389948    16.170328    0.03806289    0.005359342   0.0043487432  0.0045798514  0.007946915   19.929548   17.60242    16.622868    16.304352    16.109638   
  302   162.668416667   0.620075           3.262    -164.4680009124756    0.7592    50.72841923684922    250.33297486493677   18.417475   16.421787   15.619979    15.3049135   15.143846    0.017962351   0.0041634534  0.0034938033  0.003709097   0.0051280544  18.181313   16.248022   15.49395     15.20935     15.07609    
  303   162.301         0.225188888889     4.701    -134.70699986572265   0.6935    50.18940713007976    250.36325988281533   19.74425    17.637539   16.754393    16.385462    16.195658    0.032039907   0.0051851077  0.0044555683  0.0045752893  0.008110178   19.535025   17.483593   16.642738    16.300798    16.13563    
  304   162.329583333   0.227913888889     2.084    -139.79220001535415   0.7804    50.21152573535991    250.39183968756532   18.631752   16.649326   15.859204    15.59547     15.449915    0.015791986   0.0041474397  0.0038279882  0.004051257   0.0060984055  18.422752   16.495546   15.747671    15.510898    15.389952   
  305   162.477208333   0.352130555556     3.53     -121.62800002441406   0.5783    50.40371454942088    250.41806184015962   18.077898   16.519924   15.918393    15.722751    15.620181    0.011749766   0.004042542   0.0036489773  0.004367795   0.0064531737  17.863232   16.361975   15.803835    15.635884    15.558592   
  306   162.777916667   0.634022222222     1.712    -153.93189994354248   0.7135    50.81564304267968    250.4399039574437    17.929789   16.106436   15.389831    15.112947    14.988814    0.010969647   0.003907902   0.003846725   0.0040708124  0.0049384334  17.690044   15.930035   15.261889    15.015934    14.920031   
  308   162.380416667   0.246419444444     2.383    -81.25050141601565    0.9408    50.26051990077735    250.4276507725671    19.605333   17.725817   16.996271    16.74095     16.593838    0.027571345   0.005340881   0.004616489   0.0050708614  0.00971865    19.39606    17.571835   16.884592    16.656265    16.533796   
  310   162.852125      0.599286111111     6.834    -72.04174140624991    0.3397    50.8433959856396     250.56199758666642   19.11757    18.081053   17.598804    17.371069    17.276993    0.027443435   0.006897726   0.005922929   0.0067019328  0.013147948   18.887522   17.911785   17.476038    17.277979    17.21099    
  311   162.596291667   0.377580555556     3.683    -178.85641718749991   0.6273    50.505784688474755   250.522359634925     18.814331   17.295279   16.718893    16.53588     16.443832    0.017900864   0.0048346263  0.0043877056  0.005101573   0.009195942   18.593475   17.132776   16.601032    16.446508    16.380468   
  312   162.469208333   0.280186111111     2.295    -136.85460012893677   0.5921    50.34711370756627    250.4888152047055    18.90603    16.320265   14.902357    15.200205    13.805736    0.018967668   0.004022275   0.003343277   0.012779042   0.0044973698  18.69475    16.164806   14.789606    15.114709    13.745118   
  313   162.510208333   0.300069444444     2.482    -120.78880054626465   0.7175    50.39012998488155    250.51238481895143   18.656998   16.93633    16.24092     16.015015    15.877022    0.016012803   0.004379723   0.0038871067  0.0046050013  0.007043647   18.44384    16.779491   16.127167    15.928759    15.8158655  
  314   162.570458333   0.296286111111     6.514    -61.4988439453126     0.7187    50.42992216067659    250.58361918522343   19.44693    17.31242    16.332321    15.962195    15.707783    0.025268737   0.004801339   0.0040278365  0.004719247   0.006562976   19.229805   17.15266    16.21645     15.874334    15.645488   
  315   162.329208333   0.180433333333     4.457    176.14498657226562    0.2275    50.17764682784022    250.44380580177952   18.837187   17.203087   16.554733    16.260723    16.124811    0.025291983   0.0049933046  0.0043574297  0.004578915   0.008149711   18.62903    17.049927   16.44365     16.17649     16.06509    
  316   162.737166667   0.387416666667     3.003    -118.30030088195801   0.7073    50.6120070292513     250.66880381139885   17.86991    16.17767    15.486156    15.267992    15.154517    0.010813105   0.003999463   0.003875865   0.0041944566  0.005628074   17.634666   16.00458    15.360618    15.172799    15.087025   
  317   162.617041667   0.307594444444     2.537    -154.7212999267578    0.768     50.47075470860492    250.62301592454247   18.363276   16.553898   15.810786    15.555222    15.433956    0.013573389   0.004130498   0.0037933239  0.004476119   0.0059692143  18.141106   16.390427   15.692224    15.46532     15.370214   
  318   162.733041667   0.350130555556     3.544    -146.29109980010986   0.5308    50.582635028390214   250.70555625554965   18.571676   16.846073   16.16115     15.923233    15.782346    0.015512899   0.0043829205  0.0041246153  0.004434394   0.006857537   18.33575    16.672482   16.035246    15.8277645   15.714657   
  319   162.843583333   0.402425           4.347    -68.99890032958984    0.8467    50.697547691709744   250.77150731447944   19.688318   17.8173     17.042116    16.772104    16.619003    0.029403014   0.0054901834  0.004934725   0.005088005   0.0098542245  19.475952   17.661043   16.928785    16.686169    16.558075   
  321   162.25          0.0705111111111    3.037    -113.5480002532959    0.6171    50.0438610820457     250.47727045551446   18.274073   16.641964   16.054142    15.829049    15.727328    0.019043326   0.004445488   0.00403165    0.0042964327  0.007080159   18.06483    16.488007   15.942479    15.744378    15.667295   
  322   162.829         0.341541666667     4.878    -84.61420089111328    0.5683    50.64396834713241    250.82261670816973   19.459135   17.912203   17.318335    17.11046     17.040695    0.025751946   0.0058307215  0.005324606   0.005597957   0.013010658   19.244967   17.75462    17.204042    17.023796    16.97925    
  323   162.571958333   0.210138888889     6.51     -174.94959881591797   0.6132    50.36982345367367    250.68047810544982   20.14148    18.143425   17.37003     17.12961     16.978775    0.041040644   0.0061485292  0.005212515   0.0057783136  0.012054424   19.924099   17.983479   17.254023    17.041647    16.916407   
  324   162.298875      0.07855            3.033    -156.61129969787598   0.6319    50.084036890268216   250.52239965698044   18.736853   17.273556   16.728392    16.498102    16.387865    0.025249222   0.0050478643  0.004571115   0.0047709113  0.009265381   18.52716    17.119267   16.616488    16.413248    16.327703   
  325   162.815041667   0.290286111111     1.988    -133.32580017547608   0.8763    50.59767948264486    250.863688556418     18.860546   16.626104   15.691703    15.363323    15.19511     0.017793199   0.004233139   0.004109398   0.0041011497  0.00557707    18.644547   16.467173   15.576433    15.275918    15.133139   
  326   162.493375      0.149627777778     3.87     -104.67369915771484   0.6395    50.2715274671248     250.65974988405816   19.506256   17.691763   17.014765    16.786997    16.680065    0.039940473   0.0098855095  0.00870478    0.009768296   0.016676404   19.294756   17.536144   16.901897    16.701412    16.619385   
  327   162.392625      0.0786111111111    3.84     -133.82259986419677   0.6175    50.150159279230074   250.62607995526008   18.458208   16.911617   16.32111     16.121073    16.020615    0.020752257   0.0046047186  0.004212258   0.004516946   0.007793976   18.248493   16.75731    16.209194    16.036211    15.960445   
  328   162.452708333   0.128194444444     5.488    -170.12429996643067   0.6216    50.22767471099586    250.63817985713712   19.70794    17.94554    17.256763    16.988998    16.84332     0.04463697    0.006134394   0.00525316    0.005508942   0.011475954   19.498226   17.791235   17.144848    16.904137    16.783154   
  329   162.305708333   0.0677277777778    6.208    52.38800024414061     0.2284    50.08118366405678    250.54184441657267   19.139616   17.98359    17.486116    17.25263     17.182806    0.031121034   0.0062848367  0.005683604   0.0060280985  0.014125513   18.929472   17.828966   17.373972    17.167595    17.122515   
  330   162.705208333   0.185372222222     3.314    -132.16559959716798   0.8923    50.445857080622154   250.85649535582218   19.276522   16.993038   16.049158    15.70475     15.527006    0.03280391    0.0047660465  0.004090827   0.004305134   0.0065859463  19.058437   16.832573   15.9327755   15.616501    15.464437   
  331   162.886833333   0.234733333333     4.244    -110.43119921264646   0.8801    50.60842260458777    251.0056971511426    19.627432   17.224716   16.243113    15.907395    15.735786    0.029517734   0.0047899615  0.004432614   0.0044122227  0.006930245   19.402475   17.059195   16.123062    15.816365    15.671246   
  332   162.832         0.206986111111     3.557    -142.45829995117185   0.7905    50.550208286393904   250.97472883831185   18.178102   16.287376   15.632677    15.384357    15.2821045   0.01671379    0.0043335096  0.0037805657  0.0042770137  0.005932027   17.965975   16.131296   15.519474    15.298519    15.221244   
  333   162.61875       0.140169444444     2.611    -140.00240003032684   0.4127    50.35296137005826    250.8097374043962    19.524202   17.336006   16.554346    16.26242     16.126766    0.03848271    0.005124913   0.0043926695  0.004667828   0.008174699   19.299551   17.17071    16.43446     16.171515    16.062313   
  334   162.68875       0.147225           3.953    -119.15920060729982   0.7622    50.40713049953256    250.88012365052188   19.405231   17.457306   16.728308    16.454094    16.2976      0.03557751    0.0053303223  0.0045949537  0.0048885206  0.008834981   19.190681   17.299442   16.613811    16.367275    16.236044   
  335   162.948583333   0.205230555556     5.025    -127.31120086975096   0.5627    50.63058484289089    251.10774154296286   19.155807   16.62189    15.537364    15.1381235   14.917348    0.029642683   0.004613011   0.0037075821  0.004209439   0.0054658535  18.931004   16.45648    15.417397    15.047155    14.852851   
  336   162.574833333   0.117175           2.799    -173.82450091857913   0.9091    50.305748665890334   250.78610525368387   18.935417   16.530033   15.43456     15.071022    14.882044    0.026013523   0.0043667215  0.0037358291  0.0040495903  0.0054747504  18.714794   16.3677     15.316823    14.981746    14.818746   
  337   162.284708333   0.0333916666667    4.636    81.49284140625011     0.03437   50.042015203762205   250.5563342613904    17.91567    16.422047   15.76352     15.456988    15.288946    0.015174713   0.0042656832  0.0039037303  0.004114918   0.0059362566  17.704584   16.266731   15.650872    15.371571    15.228384   
  338   162.730666667   0.0979111111111    3.134    -133.4763000011921    0.5331    50.401364171469474   250.9812473547733    18.330975   16.594881   15.976142    15.74688     15.653713    0.018433738   0.004407088   0.004029848   0.0044087437  0.006860278   18.114042   16.435265   15.860374    15.659097    15.591475   
  339   162.929833333   0.123911111111     2.763    -93.92280008544921    0.8669    50.55935001699534    251.17622020774468   19.721064   17.431953   16.379934    15.988035    15.76671     0.045102082   0.00538748    0.004214336   0.0046952763  0.007024138   19.504515   17.272617   16.264372    15.900407    15.704581   
  340   162.730333333   0.0801138888889    6.265    -146.73570013275145   0.492     50.38843709279321    251.000442256817     19.008827   17.497484   16.932243    16.70853     16.625404    0.026948867   0.0053503485  0.0048559434  0.005251593   0.010484553   18.791788   17.33779    16.81642     16.620705    16.563135   
  341   162.746583333   0.0655833333333    5.467    -121.80730050964355   0.6932    50.389460819598874   251.03461010004028   19.245977   16.977758   15.99797     15.591858    15.361148    0.031637546   0.004743942   0.004000085   0.0043165465  0.0062125283  19.027834   16.817251   15.881556    15.503585    15.298561   
