# oid   ra              dec                verr     vgsr                  ew        b                    l                    u           g           r_cone       i            z            err_u         err_g         err_r         err_i         err_z         dered_u     dered_g     dered_r      dered_i      dered_z     
  466   161.5795        -0.791352777778    3.338    -155.78440006408692   0.3346    48.95987041614808    250.679994337192     18.17203    16.62182    15.988634    15.733249    15.607701    0.016279416   0.0037784048  0.0039055976  0.0038207022  0.005817094   17.965765   16.470053   15.878559    15.649782    15.548523   
  467   161.877291667   -0.324477777778    6.276    -104.20520045776365   0.4995    49.50100066594051    250.49983194099562   19.076958   17.589296   17.042597    16.839947    16.761988    0.025625778   0.0052232873  0.004774925   0.0051249037  0.010926941   18.887413   17.449831   16.941444    16.763247    16.707605   
  468   161.895875      -0.250333333333    2.632    -153.80249979019163   0.8135    49.566642162148305   250.43948736531917   19.324368   16.836082   15.822035    15.438499    15.245741    0.028983932   0.004034609   0.0037213154  0.0038746237  0.005481811   19.13527    16.696945   15.721121    15.3619795   15.191487   
  469   161.596416667   -0.628747222222    3.777    -130.73959993438723   0.9275    49.08718183708534    250.5235917065314    19.387192   17.07349    16.056164    15.690661    15.515096    0.027160252   0.0046533304  0.0040285503  0.0041048788  0.0054714247  19.175097   16.917433   15.942979    15.604836    15.454245   
  470   161.620416667   -0.578033333333    2.919    -160.69579971618654   0.8388    49.1400785349514     250.49495846430892   18.628513   16.670294   15.807845    15.4925375   15.324058    0.017021295   0.0065229167  0.0061492017  0.0063409274  0.006552995   18.416437   16.51425    15.694669    15.406719    15.263211   
  471   161.7575        -0.418177777778    4.283    -152.40219961090088   0.933     49.350062251715784   250.4709463557519    18.571619   16.895897   16.209866    15.948987    15.809363    0.018572725   0.0040761093  0.0040388764  0.004082144   0.0067414637  18.370377   16.747824   16.10247     15.867553    15.751626   
  472   161.675875      -0.361561111111    6.274    -111.8727993621826    0.6621    49.33248395655821    250.32090682886178   18.910807   17.410225   16.75011     16.471745    16.333824    0.022106484   0.0047378642  0.0044220495  0.0045258054  0.008568978   18.706808   17.260124   16.641245    16.389194    16.275295   
  473   161.559208333   -0.563580555556    3.518    -129.75190004577635   0.7467    49.107091378760074   250.41309887141006   18.585308   16.880924   16.159655    15.928174    15.800374    0.01620717    0.0043377355  0.004045389   0.0042044427  0.006021672   18.370335   16.722748   16.044933    15.841184    15.738697   
  474   161.420958333   -0.681141666667    5.349    -151.26209989700317   0.7889    48.92622558948457    250.39052511363707   17.938345   16.088383   15.39068     15.151895    15.040965    0.013874182   0.003483356   0.0038456556  0.003732253   0.0047714324  17.715372   15.92432    15.271689    15.061667    14.976993   
  475   161.609458333   -0.488266666667    2.481    -76.60749914550782    0.723     49.195898399679685   250.38613905673802   17.808653   16.140003   15.497814    15.2787695   15.205133    0.01079926    0.0039137607  0.003892173   0.0039101187  0.0048743966  17.595638   15.983269   15.384138    15.192573    15.144018   
  476   161.704541667   -0.373433333333    3.581    -131.03679999237062   0.7711    49.34433655029294    250.36488391690926   19.271856   16.797476   15.686077    15.263301    15.001956    0.027996624   0.0039669103  0.0037611218  0.0036448159  0.005031511   19.069796   16.648802   15.578246    15.181536    14.943983   
  477   161.897208333   -0.233886111111    3.686    -115.2654003173828    1.063     49.57920984261448    250.42300369894213   19.331764   16.871195   15.945926    15.635906    15.477455    0.028458742   0.0040385667  0.0037671265  0.0039732135  0.0058819307  19.142555   16.731976   15.844953    15.559341    15.42317    
  478   161.451916667   -0.576066666667    2.446    -162.06300017089845   0.876     49.022451086714675   250.31075376230518   19.090248   16.891867   15.933047    15.583293    15.392557    0.021445593   0.0041198065  0.004016769   0.0041072536  0.005192079   18.869593   16.729511   15.815293    15.494004    15.32925    
  479   161.585666667   -0.435936111111    3.591    -99.29009832153321    0.7814    49.216113137647135   250.3037885233617    20.082968   17.80748    16.815807    16.45417     16.250017    0.04164393    0.005478744   0.0046617077  0.0045336527  0.0072714374  19.869318   17.650278   16.701792    16.367716    16.188719   
  480   161.958583333   -0.124119444444    2.819    -145.4209000043869    0.835     49.700277843118585   250.3703821121942    18.682735   16.721632   15.887376    15.597782    15.44974     0.017231861   0.004046333   0.003689228   0.0036890376  0.0056983074  18.48851    16.578722   15.783726    15.519188    15.394016   
  481   161.472125      -0.495008333333    6.401    -109.73130119018552   0.4962    49.09401574655486    250.24500298939182   19.51414    17.992085   17.38966     17.159801    17.033493    0.028565917   0.0058293287  0.005446988   0.0056393696  0.01149132    19.295063   17.83089    17.272749    17.071152    16.970638   
  482   161.785083333   -0.208472222222    4.71     -59.248102832031236   0.2528    49.51795282916346    250.27311403319104   19.52826    17.893349   17.247938    16.95936     16.783348    0.030209849   0.0058008987  0.0051120287  0.005343468   0.010772933   19.335258   17.75134    17.144941    16.881262    16.727976   
  483   161.904958333   -0.191336111111    1.877    -101.74220025634764   0.2777    49.61480408132782    250.38509912787157   18.106497   16.341385   15.634181    15.35623     15.200865    0.012439612   0.003930294   0.0038600147  0.0039353757  0.0055374014  17.916437   16.20154    15.532754    15.279321    15.146336   
  484   161.291083333   -0.580472222222    7.439    -77.76670030517577    0.384     48.905451919137995   250.14249746333113   18.895336   17.281147   16.66522     16.42285     16.294548    0.018916842   0.0044510295  0.004249549   0.0046311934  0.007546313   18.666765   17.112967   16.543242    16.330357    16.22897    
  485   161.385083333   -0.491358333333    4.729    -131.18470003051758   0.7752    49.034933104149445   250.14727255008154   19.409542   17.489048   16.765713    16.526892    16.40417     0.026925638   0.0048534255  0.0044992636  0.004728786   0.008017037   19.187998   17.326036   16.647484    16.437243    16.340607   
  486   161.660958333   -0.261472222222    5.3      -167.72179954833985   0.7114    49.39263335872912    250.1959525523595    19.67447    17.75873    16.977913    16.68069     16.552534    0.03597604    0.005445866   0.004715873   0.0048378655  0.009524401   19.470549   17.608686   16.869087    16.598173    16.494028   
  488   161.542375      -0.340311111111    3.516    -111.31290080566404   0.5385    49.25297543512942    250.15325799587168   18.29623    16.551453   15.915101    15.666341    15.541786    0.015088873   0.0038013153  0.003937471   0.0038483453  0.005941689   18.082542   16.394222   15.801065    15.579871    15.480478   
  489   161.600125      -0.292013888889    3.59     -97.00369979248046    0.7165    49.3279900488555     250.16326915423193   19.25973    17.417917   16.656673    16.38047     16.242363    0.028272085   0.004856701   0.004454593   0.0045215064  0.00835503    19.05068    17.264101   16.545113    16.295877    16.182386   
  490   161.579791667   -0.341233333333    5.37     -183.9178998413086    0.68      49.278832733336266   250.19471764828893   18.760063   17.179296   16.534897    16.26815     16.128666    0.020606438   0.0045399643  0.0043111923  0.00437059    0.007890305   18.548393   17.023552   16.421938    16.182497    16.067936   
  492   161.710041667   -0.220991666667    3.989    76.95979316406249     0.4158    49.455980430041684   250.20515341334925   18.82372    17.481544   16.935274    16.7087      16.592535    0.020970503   0.004916154   0.0046505746  0.004918403   0.009753906   18.624321   17.334827   16.828863    16.628012    16.535326   
  493   161.448875      -0.316038888889    4.12     -149.14539998588563   0.7164    49.203761922190374   250.02596426033608   19.217573   17.336113   16.523209    16.221445    16.078598    0.02808358    0.004813884   0.00441191    0.0043920893  0.0076038395  19.002085   17.177559   16.408213    16.134247    16.016773   
  494   161.385916667   -0.296083333333    5.375    -132.28849983978273   0.8485    49.17309505267487    249.9364861053374    19.052908   17.088184   16.344017    16.09979     15.995405    0.024427872   0.004441718   0.004335434   0.0042414414  0.007265507   18.83547    16.928196   16.22798     16.011803    15.933021   
  495   161.665083333   -0.192344444444    2.736    -83.10910145874024    0.8162    49.44431769774148    250.12510301868025   19.483618   17.473228   16.582079    16.230001    16.02349     0.025678264   0.0050037513  0.0044771275  0.004558242   0.0071134428  19.279234   17.322844   16.473007    16.147297    15.964851   
  496   161.537708333   -0.267141666667    3.14     -144.41110005111693   0.9074    49.30126596673916    250.06869552834382   19.10578    17.090872   16.251728    15.923239    15.814336    0.024983445   0.0044814995  0.0041565946  0.0040489007  0.0067442465  18.894386   16.935331   16.138916    15.837697    15.753686   
  497   161.324458333   -0.32545           5.574    -121.71520011901855   0.528     49.108749261702705   249.9023275284281    19.980423   17.994795   17.154015    16.850895    16.676853    0.04595271    0.0074725067  0.008149233   0.0076585556  0.012179591   19.760798   17.833197   17.03681     16.762022    16.613842   
  498   161.446833333   -0.205580555556    3.033    -119.13809996032714   0.6401    49.28004102601555    249.9035572928267    19.000057   16.568523   15.499411    15.07012     14.816069    0.019669065   0.003957322   0.003962487   0.0042174472  0.004735575   18.785666   16.410776   15.384999    14.983365    14.754559   
  499   161.306958333   -0.247794444444    5.602    -143.90730001602174   0.6895    49.150866529012596   249.7990993863554    20.288092   17.946608   16.984453    16.636305    16.45058     0.057614274   0.005884288   0.0048618424  0.0048520155  0.00904681    20.065372   17.782732   16.865597    16.54618     16.38668    
  500   161.62825       -0.189630555556    3.412    -136.21739978485107   0.8509    49.420120662819585   250.08222860761924   19.003853   16.98834    16.213108    15.941985    15.805128    0.019680992   0.0044895834  0.004277122   0.00436294    0.006504514   18.797144   16.836246   16.102797    15.858339    15.745822   
  501   161.378583333   -0.231930555556    3.105    -75.6406989868164     0.7839    49.212984798503825   249.85878917002498   19.597149   17.413395   16.486567    16.148697    15.9568405   0.03557741    0.004834301   0.00443698    0.0042485804  0.007040954   19.377598   17.25185    16.369402    16.059855    15.89385    
  502   161.409625      -0.284933333333    6.915    -39.07550109863283    0.9335    49.197798156680896   249.9498981384752    19.315735   17.77808    17.12255     16.872768    16.745457    0.029025188   0.0054588094  0.005046223   0.005142658   0.010577384   19.099388   17.618895   17.007093    16.785223    16.683386   
  503   161.255333333   -0.267144444444    4.008    -142.90629979248047   0.7222    49.10052172243989    249.76478331964023   20.264526   17.90939    16.967232    16.626564    16.466103    0.05691284    0.0059144474  0.0049377447  0.0048993863  0.009353491   20.04241    17.745958   16.848698    16.536682    16.402376   
  504   161.266916667   -0.227163888889    2.739    -98.93089934692384    0.9291    49.13683658721304    249.73369232937497   18.823452   17.110138   16.459322    16.217295    16.096243    0.020893302   0.004392449   0.004392244   0.0043993806  0.007472368   18.598658   16.944736   16.33936     16.12633     16.031748   
  505   161.281         -0.209622222222    3.996    -100.2856996887207    0.4066    49.15915301082933    249.7296424622549    19.0497     17.562082   16.941788    16.72943     16.614555    0.020170378   0.0049625942  0.004641455   0.0052345525  0.009488409   18.822994   17.395273   16.820805    16.637691    16.549513   
  506   161.444916667   -0.160638888889    3.192    -103.80130110473632   0.8154    49.31027090565795    249.85247960179072   19.65905    17.584705   16.726261    16.404583    16.262564    0.028747246   0.0067442586  0.0074256035  0.007913482   0.009917188   19.442749   17.425554   16.61083     16.317057    16.200506   
  507   161.418083333   -0.138597222222    4.833    -104.32499871826174   0.7637    49.30665563994675    249.79950804029784   18.927599   16.651123   15.729727    15.412665    15.248192    0.018887626   0.0039029284  0.0040171933  0.0043481607  0.0053713513  18.70607    16.488123   15.611506    15.323022    15.184634   
  508   161.518708333   -0.177994444444    7.687    -146.3451000011444    0.4174    49.35054044279347    249.9510330785522    19.284111   17.682646   17.101654    16.888706    16.79511     0.022801317   0.0052402606  0.004965802   0.0052300463  0.010354484   19.074472   17.528395   16.989779    16.803875    16.734964   
  509   161.448875      -0.125711111111    4.324    6.112816347656263     0.6989    49.33763857020268    249.81862815046694   19.687422   17.893278   17.130644    16.822681    16.666653    0.02912474    0.0055743293  0.0050445087  0.0052721244  0.009676525   19.469551   17.732971   17.014376    16.734518    16.604145   
  510   161.420208333   -0.118191666667    2.664    -113.05729953308105   0.5082    49.32251509141271    249.77953936555878   17.522617   15.945672   15.334414    15.106724    14.997339    0.008832061   0.003467323   0.0038780815  0.004198377   0.0049439315  17.29953    15.781526   15.215362    15.01645     14.933334   
  511   161.112958333   -0.158166666667    3.451    -25.251900366210933   0.2287    49.07525441643094    249.49372171335096   18.557796   16.907455   16.249666    15.950426    15.823361    0.014790034   0.004125373   0.004358444   0.004423515   0.006553086   18.326197   16.737045   16.126072    15.856708    15.756914   
  512   161.72475       -0.0445583333333   3.314    -145.49549994277956   0.5444    49.5908232450908     250.02841676489342   18.854942   17.338634   16.770197    16.554314    16.460215    0.018316085   0.0049408614  0.0046498203  0.004865975   0.00889122    18.651402   17.188871   16.661575    16.471949    16.401817   
  513   161.513166667   -0.0990861111111   4.419    -93.31820170898439    0.7396    49.402094875508325   249.85889159847605   19.054508   17.619303   17.035633    16.820072    16.718811    0.019774249   0.005153447   0.0049050986  0.0051452834  0.009882134   18.8432     17.463825   16.922869    16.734566    16.658186   
  514   161.875541667   -0.0234861111111   3.228    83.41919768066407     0.1989    49.71262579717678    250.1695368412608    18.84404    17.398256   16.74928     16.503798    16.323593    0.01855743    0.0048638373  0.004501898   0.004736978   0.008312731   18.64626    17.252731   16.643734    16.423765    16.26685    
  515   161.456541667   -0.0527777777778   5.098    -125.06609932250977   0.5847    49.394299524732325   249.74713322833097   18.572098   17.138712   16.57236     16.362585    16.287468    0.015362618   0.0045107557  0.004484253   0.004823016   0.008058182   18.349947   16.975256   16.453806    16.27269     16.223732   
  516   161.25525       -0.0505944444444   6.497    -74.56860075683593    0.8352    49.252203495553275   249.52836515592645   19.70495    17.694277   16.940874    16.66583     16.530283    0.029280068   0.0050903754  0.0046191392  0.005066119   0.008939395   19.466488   17.518818   16.813618    16.569336    16.461866   
  517   161.556333333   -0.007425          3.157    -30.287496765136723   0.7333    49.49720687814148    249.80518675007227   18.551708   16.773031   16.009844    15.701006    15.524128    0.01522838    0.004302523   0.0042124577  0.0043003536  0.005806565   18.34229    16.618944   15.898087    15.616264    15.464045   
  518   161.625208333   -0.0363083333333   2.864    -124.55330025024412   0.8264    49.52590837580394    249.91137541200993   18.853601   16.77687    15.957261    15.672408    15.530602    0.017790457   0.0043243356  0.0041041155  0.004299881   0.0058217524  18.647903   16.62552    15.847489    15.589171    15.471586   
  519   161.779458333   -0.0192194444444   3.089    -168.4327006958008    0.5759    49.647499513860346   250.0601423781063    18.615927   17.032972   16.468706    16.244759    16.153307    0.016669674   0.004568081   0.004406671   0.0046025263  0.007678888   18.414276   16.8846     16.361094    16.16316     16.095451   
  520   161.268416667   0.00284166666667   2.179    -160.49520035705567   0.6713    49.29897369428117    249.48392154566068   18.086176   16.256416   15.56158     15.31718     15.208909    0.014032973   0.0036184806  0.003950502   0.003767812   0.0053166067  17.845781   16.079536   15.433292    15.219903    15.139938   
  521   161.820458333   0.0513388888889    3.223    -79.40599631347658    0.9469    49.726289498298065   250.0273578964409    19.788422   17.756401   16.924606    16.58793     16.43328     0.039763      0.0053946264  0.0046591386  0.004695027   0.009609517   19.586418   17.607769   16.816807    16.50619     16.375324   
  522   161.35175       0.0637111111111    12.747   -36.378798596191416   0.6068    49.4011168263107     249.506596480287     19.518024   18.164408   17.613056    17.38349     17.303268    0.0343078     0.006320967   0.0058648456  0.0062687392  0.016437052   19.280716   17.989798   17.486414    17.28746     17.235184   
  523   162.050666667   0.0859638888889    4.063    16.251099511718735    0.4825    49.91390017377479    250.24098023585515   19.91625    17.984491   17.1143      16.734095    16.54672     0.042823497   0.0060929316  0.0048470343  0.005005784   0.010813663   19.715391   17.8367     17.00711     16.652815    16.489092   
  524   161.291875      0.0835888888889    10.012   -82.88330373535155    0.6566    49.37218642382274    249.42045598237547   19.312387   18.014269   17.491837    17.308203    17.246704    0.030507034   0.0060206074  0.00572359    0.0061819097  0.016220603   19.07255    17.8378     17.363846    17.211151    17.177893   
  525   161.60475       0.0807138888889    2.733    19.823502319335944    0.1345    49.59355870168442    249.76082843692035   18.712357   16.722878   15.895878    15.557134    15.359882    0.020544086   0.003960982   0.0037757494  0.0038315987  0.00584757    18.505909   16.570974   15.785706    15.473594    15.300652   
  526   161.420916667   0.119094444444     7.34     -163.2498001358032    0.8127    49.48929578895082    249.52013995920697   19.764088   17.945126   17.274248    17.016632    16.94095     0.04065398    0.0059003923  0.0052895844  0.0054977993  0.013010908   19.534357   17.776093   17.151651    16.92367     16.87504    
  527   161.86825       0.0329944444444    3.454    -158.07319906311037   0.7051    49.747296520231025   250.09964324287063   17.91378    16.06076    15.423737    15.181554    15.084081    0.012407413   0.0032652111  0.0035408118  0.0036020314  0.0052292026  17.713907   15.913695   15.317074    15.100675    15.026736   
  528   161.198         0.14145            2.655    -191.80479959106447   0.8567    49.34531466571826    249.2562388398382    19.788431   17.445751   16.398355    15.991589    15.761444    0.04159299    0.004916792   0.004352064   0.00420711    0.006931181   19.534712   17.259066   16.262957    15.888919    15.68865    
  529   161.321083333   0.206886111111     9.197    -104.84499946289063   0.5448    49.47917110203599    249.31607120278107   19.20212    17.331133   16.625364    16.373144    16.258938    0.028195357   0.004742334   0.004456913   0.004494225   0.008907333   18.96747    17.15848    16.500141    16.278193    16.191616   
  530   161.550666667   0.116191666667     3.338    -85.48439909667971    0.9033    49.57988279435945    249.66329776379084   19.504873   17.44703    16.731564    16.509996    16.358835    0.033473738   0.0049302196  0.0044536693  0.0045871623  0.0094156135  19.291653   17.290144   16.617777    16.423716    16.29766    
  531   161.377         0.160625           7.152    4.248901220703118     0.2294    49.486927098802255   249.427163263105     19.50412    18.117022   17.569324    17.343838    17.26854     0.03434462    0.006330884   0.00585185    0.0061838455  0.016273433   19.273125   17.947058   17.446053    17.250364    17.202267   
  532   161.548458333   0.134602777778     3.181    -151.31130018081666   0.5317    49.591213896596706   249.64066460530458   18.202124   16.453438   15.791621    15.57575     15.467483    0.014812938   0.0038159173  0.003752714   0.0037618063  0.00608129    17.9878     16.29574    15.677246    15.489023    15.405992   
  534   161.184333333   0.258291666667     3.636    -49.96389871826172    0.381     49.416892968563126   249.11284685244277   18.228848   16.644026   16.01712     15.768159    15.64589     0.012916982   0.0039361464  0.004133124   0.0044888556  0.0064619863  17.976528   16.458372   15.882468    15.666057    15.573498   
  535   161.846208333   0.0648583333333    11.657   -180.0129878906248    0.09163   49.7541024180659     250.04059462901125   17.965107   16.727127   16.218462    15.960937    15.858008    0.013289992   0.003820426   0.00388443    0.0040071746  0.007176373   17.763632   16.578882   16.110943    15.879408    15.800204   
  536   161.566041667   0.162033333333     3.993    -153.68579989700316   0.9165    49.622981360153545   249.62947199683032   19.356153   17.455908   16.689453    16.41159     16.239248    0.030472748   0.0048486292  0.004338815   0.0044455677  0.008523283   19.142992   17.299067   16.575699    16.325335    16.178091   
  537   161.245666667   0.292422222222     8.035    -138.38109981231688   0.5481    49.48468312169215    249.14076607371913   18.42713    16.915693   16.339407    16.128546    16.045532    0.014570456   0.004071527   0.004228254   0.004726054   0.007561862   18.183117   16.73615    16.209188    16.029804    15.975524   
  538   161.563333333   0.174961111111     3.793    -82.35569919433594    0.7507    49.630111466048646   249.6123133644356    20.156292   17.927765   16.976929    16.643599    16.422762    0.054329522   0.0057519916  0.004683462   0.004750756   0.00941651    19.942122   17.770182   16.862637    16.556934    16.361315   
  539   161.287583333   0.301061111111     10.188   -99.12650151367185    0.5101    49.52078186007032    249.17613463477085   20.373606   18.140135   17.249754    16.928932    16.752398    0.047402136   0.0060928604  0.005109525   0.005574586   0.010897161   20.134565   17.96425    17.122189    16.832203    16.683815   
  540   161.558583333   0.139902777778     8.366    -8.45087036621095     0.4962    49.60215036599111    249.64577079231736   19.111479   17.633957   17.091057    16.898376    16.797213    0.025613738   0.0051396037  0.0048485394  0.0051467274  0.011693539   18.898401   17.477177   16.977346    16.812153    16.73608    
  541   161.749291667   0.106797222222     5.845    -91.46839889526368    0.6697    49.714757829181586   249.88896630974477   19.719503   17.987232   17.26279     16.976852    16.838606    0.037944358   0.0061097946  0.005210645   0.005361678   0.01209613    19.515804   17.837353   17.154085    16.894424    16.780163   
  542   161.742458333   0.155225           6.205    -98.45719829711915    0.6512    49.74393393983017    249.8282463360887    19.430416   17.854492   17.238062    16.999952    16.88034     0.031107934   0.0055621467  0.005061335   0.005345028   0.012230832   19.226725   17.704618   17.12936     16.917528    16.821901   
  543   161.617458333   0.236238888889     2.982    -149.89740028381345   1.008     49.711653624480455   249.60328298883064   19.488207   17.060753   16.076038    15.746318    15.560415    0.026106972   0.004649167   0.0042955684  0.004307004   0.0061980104  19.276846   16.905235   15.963244    15.6607895   15.499775   
  544   161.91725       0.129708333333     7.047    -145.91559995193484   0.6968    49.85020054263506    250.04681420704932   18.448902   16.563839   15.871682    15.59805     15.504576    0.016735567   0.0036462569  0.0037242323  0.0038711424  0.0061160102  18.247433   16.4156     15.764167    15.516524    15.446773   
  545   161.468333333   0.312538888889     10.913   -80.78089825439453    0.3993    49.65838303184753    249.35782844301596   19.749815   18.070173   17.527288    17.318106    17.220682    0.030785786   0.0059082406  0.0056164768  0.006038346   0.014511694   19.524279   17.904226   17.406929    17.226841    17.155975   
  546   161.781458333   0.150772222222     3.79     -139.67399990463255   0.6636    49.768536549612      249.87554300578313   19.297768   17.646284   17.044855    16.804235    16.718445    0.030539194   0.005198052   0.0047722575  0.0050636525  0.011392471   19.09376    17.496176   16.935984    16.721682    16.659914   
  547   161.810791667   0.149075           5.326    106.97758789062493    0.07878   49.788218945813895   249.90937077547994   18.79379    17.112093   16.347584    16.088705    15.976616    0.021231767   0.004347627   0.0040422813  0.0041387915  0.007546591   18.589808   16.962004   16.238726    16.006163    15.918092   
  548   161.314666667   0.469333333333     2.455    -140.22590009384157   0.613     49.657295349633074   249.018710070883     16.908041   16.23933    16.948418    15.329074    14.804633    0.009856075   0.00694201    0.021727003   0.006417795   0.006647486   16.673382   16.066671   16.82319     15.234118    14.7373085  
  549   161.457666667   0.389116666667     4.766    -132.2390995803833    0.6511    49.7041538804186     249.2615225826009    19.656094   17.58109    16.747408    16.452024    16.256067    0.029385887   0.0049946285  0.004614973   0.004863445   0.008374368   19.431297   17.415688   16.627443    16.36106     16.191572   
  550   161.673041667   0.270108333333     6.622    -135.12360030517578   0.4922    49.77504310576708    249.6261135091554    19.484211   18.05366    17.439346    17.19622     17.084667    0.02619721    0.0059848004  0.0054855053  0.0057538324  0.013290487   19.274849   17.899612   17.32762     17.1115      17.0246     
  551   161.347458333   0.515361111111     2.327    -117.47350042724611   0.7972    49.71285210593077    249.00273954156737   18.444656   16.391922   15.533426    15.232219    15.069536    0.01653656    0.0037885276  0.0035931866  0.0035235458  0.0047204765  18.216883   16.224329   15.411874    15.140049    15.004187   
  552   161.551958333   0.376613888889     2.745    -151.20649995117188   0.5145    49.76298336667247    249.37714366061246   17.812902   15.962318   15.266473    15.011075    14.857094    0.010385876   0.0038499108  0.003938648   0.003959635   0.004811652   17.59164    15.799516   15.148395    14.92154     14.7936125  
  553   161.391541667   0.548147222222     5.173    -89.23080139160157    0.6741    49.76732597487063    249.01361272618487   19.39825    17.36776    16.53522     16.207031    16.014593    0.030802583   0.004898111   0.004186455   0.0042236308  0.0069277864  19.175745   17.204042   16.416477    16.116993    15.950754   
  554   161.39975       0.519366666667     4.6      -181.28730075683592   0.5753    49.75323651642567    249.05449232392812   19.76426    17.992693   17.303118    17.034332    16.897635    0.039400477   0.006055289   0.0050891307  0.005511398   0.011095641   19.541048   17.828457   17.184       16.944008    16.833593   
  555   161.342833333   0.584705555556     3.885    -109.27380114746094   0.7303    49.75764481629761    248.92051749754611   18.189428   16.36847    15.606859    15.332654    15.173779    0.014376095   0.0037834619  0.0035599095  0.003523726   0.004896227   17.96521    16.203491   15.487204    15.241922    15.109448   
  556   161.527625      0.446458333333     7.39     -70.156748828125      0.6332    49.794271452445784   249.2733548583967    19.155558   17.678347   17.14817     16.925573    16.830683    0.03010239    0.005508723   0.004878374   0.0054704035  0.010838694   18.935658   17.516546   17.030819    16.83659     16.767591   
  557   161.343         0.638233333333     5.231    -176.80499951782227   0.7473    49.79490891733621    248.86101532401239   18.470984   16.784712   16.1138      15.823672    15.687668    0.014523871   0.004015872   0.003989138   0.00445382    0.005926161   18.248516   16.621021   15.995078    15.733649    15.62384    
  558   161.457166667   0.481719444444     8.519    -54.94330134277344    0.3528    49.76828986601593    249.15816972469025   19.288328   17.889523   17.358635    17.151777    17.063375    0.029501425   0.005898265   0.005256418   0.005866204   0.012426245   19.06706    17.726715   17.240555    17.06224     16.999893   
  559   161.432166667   0.599052777778     3.734    -135.05180036010745   0.6645    49.83192428242208    249.00061731561175   19.522713   17.343857   16.429483    16.090332    15.962407    0.033053037   0.0048420657  0.0040983926  0.004129668   0.006778721   19.304192   17.183071   16.312868    16.001907    15.899712   
  560   161.736791667   0.325155555556     8.272    27.80809743652344     0.3095    49.859107699037374   249.63446325465856   19.304228   17.466988   16.737667    16.465866    16.302626    0.024046214   0.0050835162  0.0046795956  0.0047506695  0.008607466   19.091713   17.310621   16.624258    16.379871    16.241653   
  561   161.478625      0.580047222222     8.467    -169.42719907226564   0.4648    49.85212347314817    249.07186510620062   19.1205     17.638891   17.093786    16.87518     16.772326    0.025000522   0.005295052   0.004696984   0.0051855044  0.010262586   18.903116   17.478941   16.977777    16.787212    16.709957   
  562   161.383583333   0.691844444444     8.681    -144.43349989814757   0.6857    49.86132095720976    248.8447144128951    18.7668     17.009268   16.36205     16.126348    16.032154    0.016636392   0.0041972897  0.0041747508  0.0045589576  0.0068670977  18.546566   16.847221   16.24452     16.03723     15.968967   
  563   161.529125      0.619311111111     3.679    -104.59238789062483   0.555     49.91570226332213    249.08253624659352   17.904253   16.341084   15.750032    15.514543    15.401256    0.01214512    0.003820685   0.003511808   0.0036166492  0.0053711683  17.68802    16.181982   15.634638    15.427043    15.339217   
  564   161.683375      0.385569444444     3.001    -117.07609979858398   1.004     49.86324104863193    249.50952090831345   19.697926   17.363224   16.31725     15.918824    15.675133    0.031943668   0.0050134663  0.0043198587  0.004349144   0.006579981   19.481161   17.203732   16.201572    15.831109    15.612942   
  565   161.856291667   0.283725           4.644    -173.024              0.8672    49.91519767939092    249.81036234091658   19.48385    17.556633   16.835484    16.564955    16.418564    0.030073998   0.0052058604  0.004672099   0.0049193013  0.0089696925  19.271648   17.400497   16.72224     16.479086    16.357681   
  566   161.89025       0.169541666667     3.116    -116.86069960632322   0.7169    49.85908821184699    249.97347356587994   18.63817    16.974665   16.356392    16.085709    15.966051    0.018961137   0.0041338387  0.0039879354  0.004142738   0.007510078   18.434122   16.824528   16.247501    16.00314     15.907509   
  567   161.783458333   0.386988888889     3.063    -98.0651017578125     1.058     49.935716521645425   249.61669534864913   19.026403   16.644161   15.705663    15.400999    15.221863    0.02063921    0.0043011303  0.004000042   0.004077756   0.00562526    18.809227   16.484365   15.589766    15.313118    15.159554   
  568   161.586         0.642380555556     4.731    -157.2321995513916    0.9593    49.97261287716888    249.1182519595102    19.69378    17.35473    16.331717    15.959116    15.763953    0.029351763   0.0048518158  0.0042773793  0.0043378677  0.0058902977  19.476763   17.195051   16.215902    15.871298    15.70169    
  569   161.898         0.277538888889     4.783    -115.64780035095214   0.7826    49.94053531007393    249.86271443650674   18.872972   17.191818   16.533138    16.28477     16.188608    0.019235136   0.0045862477  0.004414874   0.0045586387  0.008182567   18.661055   17.03589    16.420048    16.199015    16.127808   
  570   161.8235        0.418813888889     3.299    79.2034959716797      0.2119    49.98657482694903    249.62497164645816   18.062841   16.246904   15.479513    15.149781    14.953528    0.012328747   0.0039872914  0.0037912773  0.003980284   0.0052044583  17.843739   16.085691   15.362588    15.06112     14.890667   
  571   161.591375      0.722719444444     9.328    73.31139694824219     0.2725    50.03232068960486    249.03420378311822   18.947472   17.681667   17.137865    16.91759     16.79868     0.018852392   0.0053715114  0.0050692665  0.005367962   0.009914146   18.727224   17.519611   17.020329    16.828465    16.735489   
  572   161.530291667   0.820397222222     3.175    -147.01739994812013   0.8523    50.05615000512279    248.85871299059835   18.422739   16.464996   15.753416    15.52344     15.41006     0.013933458   0.0039029052  0.003755691   0.0039015068  0.0051032417  18.199102   16.300446   15.63407     15.432944    15.345897   
