# Dist    Mv    CL   Typ    LTef    logg   Age   Mass   B-V     U-B       V-I     V-K     V        mux       g-V                   muy       Vr       UU        VV        g-i                     WW        [Fe/H]   l           b      Av      Mbol    Vgsr          g                   
  0.495   9.1   5    7.0    3.585   4.77   4     0.58   1.427   1.263     1.805   3.766   17.75    -2.205    0.7750100288391113    0.84      16.02    -56.87    -9.36     2.1372049223184586      -2.26     0.05     251.19999   49.3   0.081   7.666   -122.979996   18.525010028839112  
  0.495   8.9   5    7.0    3.59    4.72   6     0.59   1.42    1.209     1.774   3.614   17.401   -0.546    0.7705999729633332    -2.569    30.62    12.06     -66.93    2.091294072031975       -10.77    -0.34    251.19999   49.3   0.081   7.466   -108.38       18.1715990421772    
  0.495   8.8   5    7.0    3.593   4.7    5     0.6    1.412   1.282     1.743   3.685   17.285   -2.558    0.7655599627494812    0.161     17.61    -56.48    -24.36    2.0453830451965334      -12.26    0.04     251.19999   49.3   0.081   7.366   -121.39       18.05055981016159   
  0.495   8.6   5    7.0    3.598   4.71   7     0.62   1.392   1.221     1.702   3.557   17.174   0.758     0.7529599747657776    -0.421    -11.69   22.37     4.74      1.9846620324850082      -5.36     -0.26    251.19999   49.3   0.081   7.198   -150.69       17.92695976114273   
  0.495   8.4   5    6.9    3.604   4.69   6     0.63   1.378   1.244     1.65    3.535   16.897   -1.897    0.744140013217926     1.631     7.7      -58.04    11.47     1.9076499646902088      3.4       -0.16    251.19999   49.3   0.081   7.03    -131.3        17.641139372348785  
  0.495   7.8   5    6.7    3.623   4.66   5     0.69   1.296   1.179     1.461   3.22    16.326   -0.208    0.6924800024032592    0.233     21.57    -11.33    -10.6     1.6277409491539         16.67     -0.21    251.19999   49.3   0.081   6.493   -117.43       17.018480216026305  
  0.495   6.7   5    6.4    3.664   4.57   7     0.75   1.107   0.951     1.127   2.635   15.341   -0.73     0.5734099957942963    0.352     29.72    -24.8     -16.89    1.1330869618654251      18.58     -0.23    251.19999   49.3   0.081   5.595   -109.28       15.914409599065781  
  0.495   6.1   5    6.2    3.692   4.54   6     0.81   0.979   0.745     0.967   2.302   14.746   -0.421    0.4927699825763703    1.328     14.14    -26.54    11.63     0.8961270112991333      20.76     -0.06    251.19999   49.3   0.081   5.19    -124.86       15.238770272493362  
  0.495   4.4   5    5.0    3.76    4.29   7     0.99   0.63    0.042     0.732   1.623   12.868   -0.117    0.27289999699592593   1.025     11.73    -16.52    9.78      0.5480919901132584      18.86     -0.33    251.19999   49.3   0.081   3.747   -127.270004   13.140900027513505  
  0.495   3.8   4    5.0    3.76    4.06   7     1.07   0.631   0.052     0.732   1.617   12.27    -3.264    0.27352998888492586   -0.145    35.08    -70.7     -44.94    0.5480919901132584      -9.92     -0.29    251.19999   49.3   0.081   3.243   -103.92       12.543530446648598  
  0.495   3.7   5    5.0    3.77    4.08   7     1.13   0.573   -0.039    0.695   1.557   12.201   -1.522    0.23699000871181486   2.049     4.18     -54.62    23.28     0.4932949894070626      9.33      -0.51    251.19999   49.3   0.081   3.079   -134.82       12.43799022233486   
  0.495   2.9   3    5.6    3.69    3.47   5     1.43   1.03    0.823     0.962   2.294   11.48    1.582     0.5248999819755554    -1.109    5.79     42.97     -12.74    0.8887220183610918      9.17      0.12     251.19999   49.3   0.081   1.982   -133.21       12.004899524211883  
  0.495   9.2   5    6.91   3.601   4.87   8     0.47   1.379   1.193     1.784   3.509   17.851   0.354     0.7447699675559998    -4.658    9.6      58.27     -84.46    2.106104057908058       -39.96    -0.28    251.19999   49.3   0.081   8.252   -129.4        18.59576979970932   
  0.495   8.8   5    6.84   3.611   4.82   8     0.5    1.3     1.025     1.634   3.174   17.302   -1.383    0.6949999699592591    -3.821    -30.6    22.57     -56.18    1.883953916668892       -79.85    -0.82    251.19999   49.3   0.081   7.951   -169.6        17.997000015735626  
  0.495   8.6   5    6.8    3.617   4.8    8     0.52   1.253   0.919     1.554   3.044   17.256   -3.209    0.665390013217926     2.322     24.06    -95.5     5.0       1.7654740296602252      9.34      -1.1     251.19999   49.3   0.081   7.803   -114.94       17.921390532016755  
  0.495   8.4   5    6.75   3.623   4.78   8     0.54   1.258   1.028     1.474   3.028   16.977   0.99      0.6685400102138519    -2.15     24.2     39.21     -45.94    1.6469939661026003      5.39      -0.62    251.19999   49.3   0.081   7.657   -114.8        17.645539293050767  
  0.495   8.0   5    6.64   3.638   4.75   8     0.57   1.175   0.9       1.314   2.849   16.493   -3.34     0.6162499699592591    -5.384    56.96    -16.94    -149.8    1.4100340155363085      -51.53    -0.83    251.19999   49.3   0.081   7.368   -82.04        17.109250000476838  
  0.495   6.2   5    5.75   3.726   4.65   8     0.71   0.774   0.286     0.857   1.97    14.821   -0.657    0.3636199930906296    2.907     -19.05   -42.3     58.0      0.7332169901132584      10.38     -0.38    251.19999   49.3   0.081   5.982   -158.05       15.184620092272759  
  0.536   8.7   5    7.0    3.595   4.7    6     0.61   1.403   1.227     1.725   3.604   17.365   -2.878    0.7598899981975555    -0.264    76.65    -74.86    -72.09    2.018725035309792       21.66     -0.24    251.19999   49.3   0.081   7.298   -62.35        18.12488976931572   
  0.536   8.0   5    6.7    3.616   4.66   4     0.67   1.327   1.211     1.528   3.343   16.798   -0.709    0.7120100138187409    0.115     8.13     -18.42    -7.74     1.7269679957628252      -0.68     -0.17    251.19999   49.3   0.081   6.662   -130.87       17.5100103495121    
  0.536   8.0   5    6.7    3.616   4.66   6     0.67   1.301   1.121     1.526   3.186   16.693   -3.355    0.6956299993991852    1.268     20.36    -92.25    -11.88    1.7240060338974001      -8.39     -0.45    251.19999   49.3   0.081   6.662   -118.64       17.388630792856215  
  0.536   7.9   5    6.7    3.62    4.68   6     0.68   1.303   1.163     1.495   3.232   16.638   1.623     0.6968899831771851    0.101     14.46    30.69     4.14      1.6780950070619585      30.95     -0.28    251.19999   49.3   0.081   6.593   -124.54       17.334890471458436  
  0.536   7.9   5    6.7    3.62    4.68   7     0.68   1.284   1.097     1.493   3.119   16.69    0.391     0.6849200246334076    -0.786    -33.97   25.29     8.91      1.6751330451965334      -30.54    -0.48    251.19999   49.3   0.081   6.593   -172.97       17.374920558691024  
  0.536   7.8   5    6.7    3.623   4.66   6     0.69   1.317   1.248     1.464   3.333   16.575   -0.781    0.7057100198268891    0.664     -4.52    -24.09    9.86      1.6321839802265168      -4.61     -0.01    251.19999   49.3   0.081   6.493   -143.52       17.28071078276634   
  0.536   7.5   5    6.5    3.633   4.63   6     0.71   1.22    1.037     1.362   2.934   16.15    -2.839    0.6446000180244446    1.91      66.28    -98.73    -24.61    1.4811219830513003      40.01     -0.49    251.19999   49.3   0.081   6.225   -72.72        16.794599636554718  
  0.536   6.9   5    6.5    3.656   4.59   4     0.76   1.166   1.063     1.199   2.749   15.691   0.117     0.6105800054073334    0.461     3.32     -3.88     7.42      1.2397190014123918      9.34      -0.12    251.19999   49.3   0.081   5.73    -135.68       16.301579990148543  
  0.536   6.4   5    6.3    3.678   4.56   3     0.8    1.062   0.928     1.033   2.475   15.052   1.222     0.5450600228309631    -1.189    -5.45    42.18     -10.54    0.9938729887008668      -4.08     0.01     251.19999   49.3   0.081   5.36    -144.45       15.59706006860733   
  0.536   6.3   5    6.3    3.682   4.56   5     0.82   1.014   0.801     1.004   2.411   15.04    0.391     0.514820036649704     -1.796    -5.34    31.77     -27.72    0.9509239237308502      -20.81    -0.2     251.19999   49.3   0.081   5.325   -144.34       15.554819998502731  
  0.536   5.9   5    6.1    3.701   4.55   5     0.86   0.912   0.586     0.924   2.185   14.652   -0.551    0.45056000030040744   -0.154    -9.33    -8.02     -0.92     0.8324440367221833      -15.28    -0.2     251.19999   49.3   0.081   5.055   -148.33       15.102560427546502  
  0.536   5.7   5    6.0    3.712   4.54   5     0.9    0.866   0.501     0.897   2.102   14.33    -0.064    0.4215799978971482    0.641     -4.57    -8.36     14.41     0.7924570218920708      3.39      -0.14    251.19999   49.3   0.081   4.92    -143.57       14.751579921603202  
  0.536   4.8   5    5.3    3.76    4.43   5     1.01   0.668   0.149     0.735   1.619   13.584   -0.366    0.2968399891853333    -2.417    22.47    17.28     -61.76    0.552535021185875       -15.86    0.03     251.19999   49.3   0.081   4.147   -116.53       13.880839622974396  
  0.536   4.5   5    5.0    3.77    4.4    6     1.04   0.625   0.092     0.695   1.549   13.187   -0.528    0.26975               0.9       -10.56   -20.29    19.78     0.4932949894070626      -3.45     -0.02    251.19999   49.3   0.081   3.879   -149.56       13.456750274658203  
  0.536   4.3   5    5.0    3.77    4.32   6     1.08   0.617   0.07      0.695   1.55    13.014   -1.778    0.26470998978614807   -0.334    -22.02   -29.56    -4.93     0.4932949894070626      -41.25    -0.1     251.19999   49.3   0.081   3.679   -161.02       13.278709928750992  
  0.536   3.6   5    5.0    3.77    4.05   6     1.15   0.602   0.036     0.695   1.549   12.418   -2.035    0.25525999879837036   -1.846    17.77    -24.73    -59.64    0.4932949894070626      -31.98    -0.24    251.19999   49.3   0.081   2.979   -121.229996   12.673260220050812  
  0.536   3.9   5    4.7    3.79    4.31   4     1.19   0.539   -0.0050   0.619   1.376   12.726   -1.092    0.21556998407840727   0.082     33.49    -31.59    -26.65    0.3807390261292458      13.72     -0.19    251.19999   49.3   0.081   3.342   -105.509995   12.941569816231727  
  0.536   9.2   5    6.91   3.601   4.87   8     0.47   1.358   1.114     1.784   3.361   17.946   -2.694    0.7315400252342225    -3.877    -17.18   -6.48     -80.71    2.106104057908058       -90.18    -0.61    251.19999   49.3   0.081   8.252   -156.18       18.677539170742033  
  0.536   9.0   5    6.88   3.606   4.85   8     0.49   1.333   1.086     1.714   3.279   17.783   1.269     0.7157899651527405    -2.849    30.39    56.2      -63.51    2.0024339802265168      3.96      -0.66    251.19999   49.3   0.081   8.101   -108.61       18.498790911197663  
  0.536   8.8   5    6.84   3.611   4.82   8     0.5    1.343   1.182     1.634   3.381   17.429   3.794     0.7220900342464447    -3.327    62.24    109.82    -74.73    1.883953916668892       51.68     -0.24    251.19999   49.3   0.081   7.951   -76.759995    18.151090888738633  
  0.536   8.2   5    6.7    3.631   4.77   8     0.56   1.204   0.927     1.394   2.899   16.954   0.826     0.6345199975967407    -1.619    16.73    34.32     -35.02    1.528514079093933       3.06      -0.83    251.19999   49.3   0.081   7.513   -122.270004   17.5885204706192    
  0.536   7.2   5    6.37   3.674   4.71   8     0.63   0.982   0.585     1.016   2.462   15.941   -0.0040   0.4946599957942963    0.865     21.43    -15.29    2.97      0.9686960480213167      26.45     -1.13    251.19999   49.3   0.081   6.779   -117.57       16.435659980535508  
  0.536   6.6   5    6.12   3.705   4.67   8     0.68   0.835   0.323     0.902   2.14    15.357   0.559     0.40204998648166657   -0.304    -42.32   24.7      24.28     0.7998620148301125      -29.21    -0.91    251.19999   49.3   0.081   6.31    -181.32       15.759050337433814  
  0.536   5.4   5    5.15   3.763   4.55   8     0.79   0.592   -0.058    0.722   1.614   14.225   -3.508    0.24896000480651853   -1.647    191.81   -95.53    -173.48   0.5332820042371751      85.27     -0.67    251.19999   49.3   0.081   5.272   52.809998     14.473960386276245  
  0.536   5.2   5    5.04   3.771   4.52   8     0.81   0.573   -0.05     0.691   1.554   13.968   -1.367    0.23699000871181486   -2.673    72.05    -11.53    -104.06   0.4873709774017334      7.11      -0.52    251.19999   49.3   0.081   5.084   -66.95        14.204990420699119  
  0.536   4.0   5    4.73   3.793   4.18   8     0.9    0.501   -0.071    0.608   1.355   12.766   0.469     0.19162999188899993   -2.566    -31.12   48.39     -25.72    0.36444797104597093     -48.58    -0.48    251.19999   49.3   0.081   3.911   -170.12       12.957629785895348  
  0.586   8.9   5    7.0    3.59    4.72   4     0.6    1.424   1.248     1.765   3.744   17.787   0.964     0.7731200156211853    -1.049    0.84     36.73     -14.79    2.077964978814125       -0.75     -0.12    251.19999   49.3   0.081   7.466   -138.16       18.560120671749115  
  0.586   8.5   5    7.0    3.601   4.68   7     0.62   1.379   1.213     1.679   3.496   17.412   0.343     0.7447699675559998    0.799     -15.29   0.49      28.42     1.950599029660225       3.11      -0.3     251.19999   49.3   0.081   7.098   -154.29       18.15677062368393   
  0.586   8.3   5    6.9    3.607   4.67   4     0.64   1.364   1.306     1.627   3.356   17.189   -0.081    0.735319976568222     0.253     6.5      -6.68     0.57      1.873586961865425       7.18      0.08     251.19999   49.3   0.081   6.93    -132.5        17.92431915259361   
  0.586   7.4   5    6.5    3.637   4.62   6     0.72   1.244   1.148     1.343   3.036   16.329   -0.741    0.6597199735641479    -0.394    15.28    -15.33    -23.08    1.4529830805063249      -2.89     -0.16    251.19999   49.3   0.081   6.125   -123.72       16.98872044658661   
  0.586   7.1   5    6.5    3.648   4.64   7     0.75   1.16    0.974     1.249   2.809   16.027   -2.562    0.6067999789714813    -0.06     22.95    -64.35    -34.68    1.3137689307928087      -15.8     -0.48    251.19999   49.3   0.081   5.93    -116.05       16.633800406217574  
  0.586   6.8   5    6.4    3.66    4.61   5     0.77   1.123   0.965     1.16    2.687   15.671   -2.192    0.5834900162220001    2.383     53.86    -95.17    -0.86     1.1819599505662919      43.97     -0.29    251.19999   49.3   0.081   5.695   -85.14        16.25448954319954   
  0.586   6.5   5    6.3    3.673   4.57   5     0.79   1.077   0.937     1.063   2.53    15.371   -0.206    0.5545100138187409    1.263     -34.74   -14.63    45.81     1.038302946329117       -12.57    -0.07    251.19999   49.3   0.081   5.46    -173.74       15.925510303735733  
  0.586   6.2   5    6.3    3.687   4.52   3     0.8    1.014   0.828     0.991   2.363   15.071   -0.619    0.514820036649704     0.207     -3.7     -16.59    1.87      0.9316709950566293      -7.96     0.02     251.19999   49.3   0.081   5.225   -142.7        15.585820135831833  
  0.586   6.0   5    6.2    3.697   4.53   7     0.84   0.915   0.554     0.936   2.226   15.017   0.307     0.45245001351833347   -1.546    -8.04    29.82     -24.45    0.8502159844636918      -22.25    -0.44    251.19999   49.3   0.081   5.09    -147.04       15.469450211882592  
  0.586   6.2   5    6.2    3.687   4.59   6     0.85   0.954   0.635     0.975   2.342   15.128   -0.069    0.47701999759674074   -2.287    -13.6    32.16     -39.04    0.9079750353097917      -40.81    -0.53    251.19999   49.3   0.081   5.29    -152.6        15.605020256996156  
  0.586   6.0   5    6.1    3.697   4.57   3     0.87   0.98    0.797     0.967   2.248   15.004   -0.436    0.49340001201629635   -1.362    15.23    4.94      -40.63    0.8961270112991333      -11.62    0.21     251.19999   49.3   0.081   5.155   -123.770004   15.497399722099304  
