# Dist    Mv    CL   Typ    LTef    logg   Age   Mass   B-V     U-B       V-I     V-K     V        mux       g-V                   muy       Vr       UU        VV        g-i                     WW        [Fe/H]   l           b      Av      Mbol    Vgsr          g                   
  0.586   5.4   5    5.8    3.728   4.5    5     0.93   0.793   0.362     0.85    1.95    14.232   -0.83     0.37558998918533326   0.242     14.81    -25.92    -10.42    0.7228500353097915      3.86      -0.08    251.19999   49.3   0.081   4.651   -124.19       14.607590340137481  
  0.586   4.6   5    5.1    3.76    4.34   7     0.98   0.612   -0.011    0.732   1.627   13.508   -0.814    0.2615599927902222    -0.081    -11.94   -15.57    -0.41     0.5480919901132584      -20.4     -0.51    251.19999   49.3   0.081   3.947   -150.94       13.769560366630554  
  0.586   5.1   5    5.5    3.745   4.48   3     0.99   0.723   0.237     0.793   1.77    13.997   -1.367    0.3314899936914444    -0.143    25.07    -35.54    -28.7     0.6384329745769501      -0.15     -0.02    251.19999   49.3   0.081   4.415   -113.93       14.328489734292031  
  0.586   4.5   5    5.0    3.76    4.34   6     1.02   0.641   0.072     0.732   1.622   13.413   -0.437    0.2798299828767776    -0.238    4.37     -7.99     -10.86    0.5480919901132584      -5.29     -0.23    251.19999   49.3   0.081   3.847   -134.63       13.6928300896883    
  0.586   4.4   5    5.0    3.77    4.37   6     1.05   0.58    -0.031    0.695   1.559   13.373   -0.668    0.24139998948574065   -1.183    20.51    -4.04     -41.96    0.4932949894070626      -8.23     -0.46    251.19999   49.3   0.081   3.779   -118.49       13.614400134444237  
  0.586   4.5   5    5.0    3.77    4.43   3     1.1    0.646   0.147     0.699   1.542   13.346   0.39      0.28298001742362977   -1.213    18.04    21.8      -33.09    0.4992190014123916      2.9       0.16     251.19999   49.3   0.081   3.879   -120.96       13.628979735136031  
  0.586   4.1   5    4.8    3.78    4.33   5     1.14   0.578   0.03      0.657   1.474   13.04    -0.099    0.2401400057077408    0.203     -27.39   0.68      20.34     0.4370170077681542      -19.38    -0.12    251.19999   49.3   0.081   3.51    -166.39       13.280139967560768  
  0.586   4.0   5    4.8    3.78    4.25   5     1.14   0.566   0.0       0.657   1.477   12.934   -3.147    0.23257999038696292   0.991     57.34    -99.58    -38.76    0.4370170077681542      16.47     -0.25    251.19999   49.3   0.081   3.41    -81.66        13.166580005645752  
  0.586   3.9   5    4.7    3.79    4.31   5     1.19   0.57    0.074     0.617   1.362   12.794   -2.369    0.23509999549388888   1.167     18.34    -75.43    -5.21     0.3777769759893418      -0.96     0.12     251.19999   49.3   0.081   3.342   -120.66       13.029099667429923  
  0.586   7.2   5    6.37   3.674   4.71   8     0.63   1.012   0.74      1.037   2.493   16.132   -1.203    0.5135599777698517    -1.833    28.02    -9.44     -63.97    0.999796912431717       -17.75    -0.64    251.19999   49.3   0.081   6.779   -110.979996   16.645559947252274  
  0.586   5.8   5    5.42   3.746   4.61   8     0.75   0.694   0.149     0.791   1.767   14.658   -3.23     0.31322000360488894   -0.939    -28.7    -57.34    -25.86    0.6354710127115251      -74.81    -0.3     251.19999   49.3   0.081   5.637   -167.7        14.971219995975494  
  0.586   5.0   5    4.95   3.777   4.48   8     0.82   0.516   -0.168    0.67    1.534   13.914   -0.68     0.20107998287677764   -3.431    33.47    23.33     -96.17    0.4562700247168541      -27.69    -1.09    251.19999   49.3   0.081   4.893   -105.53       14.115079540371894  
  0.586   4.8   5    4.87   3.783   4.43   8     0.84   0.498   -0.167    0.648   1.48    13.791   1.647     0.18973999744653702   -4.662    -35.94   109.38    -61.07    0.42368800282478336     -66.82    -1.09    251.19999   49.3   0.081   4.698   -174.94       13.980740363657475  
  0.586   4.4   5    4.75   3.791   4.32   8     0.87   0.498   -0.101    0.618   1.384   13.384   -3.73     0.18973999744653702   1.542     45.67    -118.31   -24.64    0.37925795692205433     7.38      -0.66    251.19999   49.3   0.081   4.305   -93.33        13.573739821970463  
  0.586   4.2   5    4.73   3.793   4.26   8     0.88   0.494   -0.092    0.609   1.361   13.126   -2.293    0.18721999233961106   1.324     113.28   -95.73    -60.03    0.3659290402531624      74.01     -0.61    251.19999   49.3   0.081   4.108   -25.720001    13.31322039669752   
  0.636   8.9   5    7.0    3.59    4.72   3     0.6    1.406   1.284     1.769   3.6     17.987   1.964     0.7617800114154816    -0.46     -28.25   62.87     23.25     2.0838890790939333      -0.91     0.09     251.19999   49.3   0.081   7.466   -167.25       18.748779523134232  
  0.636   8.8   5    7.0    3.593   4.72   6     0.6    1.418   1.261     1.742   3.744   17.817   -1.75     0.7693399891853333    -0.116    29.81    -49.29    -35.29    2.0439019759893418      -3.08     -0.06    251.19999   49.3   0.081   7.398   -109.19       18.586339424610138  
  0.636   8.7   5    7.0    3.595   4.7    3     0.61   1.411   1.267     1.72    3.709   17.866   -1.585    0.7649300084114075    0.871     0.36     -53.36    6.22      2.01132004237175        -9.25     -0.06    251.19999   49.3   0.081   7.298   -138.64       18.630929230213166  
  0.636   8.5   5    7.0    3.601   4.68   3     0.62   1.388   1.304     1.679   3.512   17.558   -1.223    0.7504400072097779    1.4       -23.25   -46.93    35.53     1.950599029660225       -14.74    0.05     251.19999   49.3   0.081   7.098   -162.25       18.308440571784974  
  0.636   8.4   5    6.9    3.604   4.7    7     0.64   1.366   1.199     1.651   3.446   17.574   -2.095    0.7365800354480744    0.084     32.7     -61.65    -35.44    1.9091310338974         -2.81     -0.31    251.19999   49.3   0.081   7.03    -106.3        18.3105794403553    
  0.636   8.3   5    6.9    3.607   4.67   5     0.64   1.357   1.204     1.621   3.422   17.492   -1.314    0.7309099957942963    0.318     27.68    -44.08    -20.74    1.8647010762691498      7.41      -0.28    251.19999   49.3   0.081   6.93    -111.32       18.22291057562828   
  0.636   7.8   5    6.7    3.623   4.66   5     0.69   1.306   1.213     1.462   3.276   16.88    -1.489    0.6987799963951111    0.163     32.38    -47.26    -28.52    1.6292220183610917      6.38      -0.11    251.19999   49.3   0.081   6.493   -106.619995   17.578779157161712  
  0.636   7.7   5    6.7    3.626   4.63   5     0.69   1.309   1.337     1.44    3.102   16.847   -1.11     0.7006700096130372    -2.016    14.9     -1.91     -63.16    1.5966400847435         -32.3     0.28     251.19999   49.3   0.081   6.393   -124.1        17.54767013168335   
  0.636   7.3   5    6.5    3.641   4.63   6     0.72   1.213   1.079     1.312   2.937   16.361   0.875     0.6401900372505188    -1.036    26.35    32.02     -32.18    1.4070720536708832      17.43     -0.29    251.19999   49.3   0.081   6.065   -112.65       17.001190098285676  
  0.636   7.3   5    6.5    3.641   4.64   4     0.73   1.249   1.213     1.329   2.957   16.329   -0.168    0.6628699705600739    -0.293    -9.65    2.03      -1.93     1.4322489943504335      -13.75    0.08     251.19999   49.3   0.081   6.065   -148.65       16.991870443582535  
  0.636   7.1   5    6.5    3.648   4.63   5     0.73   1.179   1.033     1.254   2.835   16.113   -1.252    0.6187700126171112    1.774     -3.82    -57.23    31.62     1.3211739237308504      4.84      -0.32    251.19999   49.3   0.081   5.93    -142.82       16.73177088236809   
  0.636   6.6   5    6.3    3.669   4.59   5     0.77   1.165   1.183     1.136   2.622   15.793   -0.23     0.6099499759674072    1.618     -35.14   -22.24    55.83     1.146416055083275       -7.05     0.44     251.19999   49.3   0.081   5.56    -174.14       16.402950197219848  
  0.636   6.5   5    6.3    3.673   4.58   5     0.8    1.076   0.934     1.063   2.53    15.566   -1.655    0.5538799843788147    -1.292    40.44    -31.83    -67.26    1.038302946329117       -10.25    -0.08    251.19999   49.3   0.081   5.46    -98.56        16.119879969120024  
  0.636   5.9   5    6.1    3.701   4.54   5     0.84   0.901   0.542     0.922   2.18    14.974   0.512     0.44363001441955563   -0.981    21.78    22.9      -31.1     0.8294819865822793      9.76      -0.32    251.19999   49.3   0.081   5.055   -117.22       15.417629991531372  
  0.636   6.1   5    6.2    3.692   4.56   5     0.85   0.976   0.737     0.967   2.301   15.202   -1.463    0.4908800069093704    -0.971    34.31    -30.36    -54.75    0.8961270112991333      -7.73     -0.09    251.19999   49.3   0.081   5.19    -104.69       15.69287967121601   
  0.636   6.0   5    6.1    3.697   4.57   6     0.87   0.958   0.71      0.947   2.244   15.13    -1.466    0.4795400027036667    -2.022    2.89     -8.41     -58.79    0.8665070395469665      -46.39    -0.01    251.19999   49.3   0.081   5.155   -136.11       15.609540117144585  
  0.636   5.8   5    6.1    3.707   4.52   4     0.87   0.934   0.699     0.931   2.152   14.805   -0.906    0.4644200096130371    -0.833    8.47     -12.72    -31.18    0.8428109915256501      -17.74    0.24     251.19999   49.3   0.081   4.955   -130.53       15.269420314788817  
  0.636   5.7   5    6.0    3.712   4.52   7     0.87   0.846   0.427     0.895   2.095   14.732   -1.039    0.4089800099134445    -0.81     35.32    -22.1     -48.33    0.7894949717521669      1.12      -0.34    251.19999   49.3   0.081   4.92    -103.68       15.140980360865592  
  0.636   4.8   5    5.3    3.76    4.42   6     1.0    0.663   0.135     0.732   1.619   13.881   -2.002    0.29368999218940733   1.335     59.23    -83.22    -23.19    0.5480919901132584      36.17     -0.02    251.19999   49.3   0.081   4.147   -79.770004    14.174689557313918  
  0.636   4.8   5    5.3    3.76    4.43   5     1.01   0.645   0.081     0.732   1.623   13.871   0.469     0.28234998798370364   -0.547    -11.83   22.49     -1.04     0.5480919901132584      -10.22    -0.19    251.19999   49.3   0.081   4.147   -150.83       14.153350277900696  
  0.636   4.2   5    5.0    3.76    4.22   7     1.01   0.615   0.0050    0.732   1.624   13.237   -1.78     0.2634500060081482    -0.846    31.41    -39.67    -52.76    0.5480919901132584      -12.53    -0.45    251.19999   49.3   0.081   3.547   -107.59       13.500450471401214  
  0.636   4.5   5    5.0    3.77    4.41   5     1.07   0.678   0.239     0.707   1.536   13.605   -1.249    0.30313998317718505   0.13      2.59     -34.38    -8.9      0.51106702542305        -13.36    0.41     251.19999   49.3   0.081   3.879   -136.41       13.908139525413514  
  0.636   4.0   5    5.0    3.77    4.19   6     1.09   0.618   0.076     0.695   1.547   13.151   -1.759    0.265339981675148     1.848     -46.3    -62.34    55.35     0.4932949894070626      -33.28    -0.09    251.19999   49.3   0.081   3.379   -185.3        13.416340004563331  
  0.636   3.1   4    4.8    3.78    3.92   5     1.26   0.608   0.124     0.656   1.456   12.165   -1.926    0.2590399876832962    1.35      5.64     -70.23    10.84     0.43553602683544157     -3.2      0.18     251.19999   49.3   0.081   2.591   -133.36       12.424039949536324  
  0.636   8.6   5    6.8    3.617   4.8    8     0.52   1.261   0.954     1.554   3.061   17.681   2.283     0.6704300234317779    -2.855    76.51    84.16     -92.14    1.7654740296602252      49.22     -0.97    251.19999   49.3   0.081   7.803   -62.489998    18.351429779291152  
  0.636   6.8   5    6.21   3.695   4.68   8     0.66   0.882   0.42      0.931   2.231   15.876   1.489     0.431660018324852     -1.284    -38.21   64.92     7.15      0.8428109915256501      -26.58    -0.94    251.19999   49.3   0.081   6.469   -177.20999    16.307660422682762  
  0.636   5.6   5    5.28   3.755   4.58   8     0.77   0.592   -0.112    0.756   1.69    14.785   -4.135    0.24896000480651853   -1.162    72.17    -103.81   -104.22   0.5836359738707544      -18.44    -1.09    251.19999   49.3   0.081   5.457   -66.83        15.033959852218628  
  0.636   5.4   5    5.15   3.763   4.55   8     0.79   0.574   -0.111    0.722   1.619   14.495   -0.262    0.23762000060081484   -0.876    38.69    -1.99     -45.53    0.5332820042371751      13.41     -0.9     251.19999   49.3   0.081   5.272   -100.31       14.732619886159897  
  0.686   8.8   5    7.0    3.593   4.72   5     0.6    1.412   1.221     1.749   3.625   17.988   -0.845    0.7655599627494812    -0.702    6.15     -13.47    -28.1     2.0542689307928086      -18.51    -0.26    251.19999   49.3   0.081   7.398   -132.85       18.753560832500458  
  0.686   8.5   5    7.0    3.601   4.68   6     0.62   1.394   1.296     1.676   3.602   17.696   -1.458    0.7542200336456298    1.189     -28.26   -53.08    33.16     1.9461559985876087      -24.99    0.02     251.19999   49.3   0.081   7.098   -167.26       18.450219179153443  
  0.686   8.5   5    7.0    3.601   4.68   6     0.63   1.376   1.199     1.679   3.465   17.768   0.397     0.7428800294399261    -1.142    11.95    26.49     -31.31    1.950599029660225       -2.38     -0.36    251.19999   49.3   0.081   7.098   -127.05       18.51087967848778   
  0.686   8.1   5    6.7    3.613   4.66   6     0.66   1.303   1.083     1.54    3.182   17.372   -2.237    0.6968899831771851    0.757     21.11    -78.1     -14.56    1.7447399435043338      -5.66     -0.62    251.19999   49.3   0.081   6.762   -117.89       18.068889723777772  
  0.686   8.0   5    6.7    3.616   4.65   3     0.66   1.333   1.302     1.538   3.202   17.196   0.704     0.7157899651527405    -0.477    -8.19    28.68     -0.2      1.7417779816389083      -3.01     0.12     251.19999   49.3   0.081   6.662   -147.19       17.911789110660553  
  0.686   7.4   5    6.5    3.637   4.61   5     0.7    1.256   1.185     1.345   3.075   16.591   0.251     0.667280026435852     -1.163    10.88    23.05     -32.42    1.45594504237175        -5.66     -0.06    251.19999   49.3   0.081   6.125   -128.12       17.258279629707335  
  0.686   7.5   5    6.5    3.633   4.63   7     0.71   1.223   1.048     1.362   2.947   16.719   -0.538    0.6464900312423706    -0.597    -19.39   -1.31     -7.09     1.4811219830513003      -31.72    -0.47    251.19999   49.3   0.081   6.225   -158.39       17.36548989391327   
  0.686   7.2   5    6.5    3.644   4.61   7     0.72   1.181   1.008     1.279   2.854   16.462   -0.918    0.6200299963951111    -1.54     14.44    -3.96     -53.97    1.3581990649700166      -26.0     -0.44    251.19999   49.3   0.081   5.965   -124.56       17.082029889583588  
  0.686   6.5   5    6.3    3.673   4.57   4     0.79   1.074   0.927     1.062   2.528   15.783   -0.238    0.5526200006008148    -0.727    22.81    0.15      -33.62    1.0368220536708832      2.75      -0.1     251.19999   49.3   0.081   5.46    -116.19       16.33561999297142   
  0.686   6.2   5    6.2    3.687   4.59   5     0.84   0.958   0.649     0.976   2.343   15.515   -0.564    0.4795400027036667    0.563     17.98    -28.24    -2.55     0.9094560162425043      13.81     -0.49    251.19999   49.3   0.081   5.29    -121.020004   15.99454034602642   
  0.686   6.0   5    6.1    3.697   4.57   6     0.87   0.954   0.696     0.946   2.243   15.353   -2.526    0.47701999759674074   0.143     58.53    -84.2     -54.96    0.8650259703397751      9.11      -0.05    251.19999   49.3   0.081   5.155   -80.47        15.830019684791566  
  0.686   5.9   5    6.1    3.701   4.56   5     0.88   0.94    0.687     0.935   2.194   15.196   -0.35     0.468199998497963     0.052     29.44    -16.66    -20.01    0.8487350035309793      17.92     0.07     251.19999   49.3   0.081   5.055   -109.56       15.664200097680093  
  0.686   5.2   5    5.6    3.74    4.47   7     0.92   0.683   0.07      0.816   1.835   14.369   0.266     0.3062900177240372    -0.247    27.21    5.52      -20.38    0.6724959774017334      20.82     -0.72    251.19999   49.3   0.081   4.483   -111.79       14.675290452599526  
  0.686   5.5   5    5.8    3.723   4.5    6     0.93   0.839   0.485     0.877   2.008   14.82    -2.541    0.4045699915885925    -0.029    38.53    -77.7     -46.86    0.7628369618654252      -8.87     0.11     251.19999   49.3   0.081   4.751   -100.47       15.224569686412812  
  0.686   5.6   5    5.8    3.717   4.56   5     0.94   0.881   0.581     0.896   2.061   14.884   0.439     0.43102998888492583   -0.744    15.78    20.56     -23.73    0.7909760409593583      7.2       0.21     251.19999   49.3   0.081   4.851   -123.22       15.315029813408852  
  0.686   5.1   5    5.5    3.745   4.47   5     0.97   0.693   0.142     0.793   1.772   14.418   -1.483    0.31259001171588896   -0.679    7.3      -31.68    -33.87    0.6384329745769501      -26.73    -0.32    251.19999   49.3   0.081   4.415   -131.7        14.73059023296833   
  0.686   4.5   5    5.0    3.76    4.33   7     1.0    0.62    0.014     0.732   1.625   13.785   -1.566    0.2666000030040741    0.182     -3.37    -45.34    -7.36     0.5480919901132584      -23.01    -0.42    251.19999   49.3   0.081   3.847   -142.37       14.051599850416183  
  0.686   4.5   5    5.0    3.76    4.34   7     1.01   0.633   0.048     0.732   1.623   13.862   -0.752    0.2747900102138519    -0.282    -0.89    -16.06    -12.85    0.5480919901132584      -16.1     -0.31    251.19999   49.3   0.081   3.847   -139.89       14.136790475606919  
  0.686   3.8   5    4.8    3.78    4.21   5     1.18   0.578   0.032     0.656   1.472   13.09    -1.182    0.2401400057077408    -0.287    -32.53   -21.2     2.79      0.43553602683544157     -46.51    -0.12    251.19999   49.3   0.081   3.21    -171.53       13.330140158295631  
  0.686   2.7   4    5.0    3.77    3.75   5     1.38   0.633   0.136     0.695   1.536   11.991   -0.238    0.2747900102138519    -0.527    3.82     0.97      -17.11    0.4932949894070626      -8.62     0.09     251.19999   49.3   0.081   2.167   -135.18       12.265790185689927  
  0.686   3.0   4    4.8    3.79    3.98   4     1.41   0.54    0.015     0.617   1.369   12.282   -1.775    0.21620001351833346   0.92      13.31    -66.29    -1.78     0.3777769759893418      -2.26     -0.16    251.19999   49.3   0.081   2.515   -125.69       12.498199601531029  
  0.686   8.2   5    6.7    3.631   4.77   8     0.56   1.225   1.011     1.394   2.932   17.555   -3.247    0.6477500150203704    -2.812    102.42   -66.52    -159.36   1.528514079093933       -13.1     -0.57    251.19999   49.3   0.081   7.513   -36.58        18.202750320196152  
  0.686   8.0   5    6.64   3.638   4.75   8     0.57   1.164   0.855     1.314   2.833   17.291   -4.078    0.6093200216293335    1.858     56.01    -153.58   -25.88    1.4100340155363085      10.23     -0.96    251.19999   49.3   0.081   7.368   -82.990005    17.90032038784027   
  0.686   7.6   5    6.51   3.655   4.73   8     0.6    1.115   0.878     1.188   2.727   16.919   -1.756    0.5784500060081482    -2.672    18.93    -10.11    -91.31    1.2234279463291169      -52.18    -0.65    251.19999   49.3   0.081   7.078   -120.07       17.4974506316185    
  0.686   7.2   5    6.37   3.674   4.71   8     0.63   0.991   0.643     1.022   2.474   16.442   0.09      0.5003299978971482    -1.701    19.59    25.28     -52.14    0.9775819336175919      -9.61     -0.94    251.19999   49.3   0.081   6.779   -119.41       16.94232943332195   
  0.686   6.8   5    6.21   3.695   4.68   8     0.66   0.912   0.553     0.944   2.245   16.111   -4.049    0.45056000030040744   -0.242    151.48   -139.61   -135.0    0.86206400847435        51.19     -0.51    251.19999   49.3   0.081   6.469   12.479996     16.561560061335562  
  0.686   6.6   5    6.12   3.705   4.67   8     0.68   0.818   0.236     0.9     2.131   15.805   -0.717    0.39134001171588895   -3.158    45.99    20.56     -110.54   0.7968999646902084      -23.65    -1.23    251.19999   49.3   0.081   6.31    -93.009995    16.19634031689167   
  0.686   6.2   5    5.75   3.726   4.65   8     0.71   0.754   0.211     0.855   1.968   15.557   -2.188    0.351020005106926     -0.46     -25.64   -47.63    -14.5     0.7302550282478333      -58.83    -0.61    251.19999   49.3   0.081   5.982   -164.64       15.908020165324212  
  0.686   4.6   5    4.8    3.787   4.38   8     0.86   0.489   -0.153    0.633   1.437   13.939   0.09      0.18406999534368518   -1.295    96.93    2.62      -90.15    0.4014730240106583      55.18     -1.0     251.19999   49.3   0.081   4.502   -42.07        14.123070125043393  
  0.686   4.4   5    4.75   3.791   4.32   8     0.87   0.537   -0.0020   0.615   1.366   13.62    -3.398    0.21431000030040742   -1.641    13.63    -70.58    -77.75    0.3748150141239166      -64.89    -0.17    251.19999   49.3   0.081   4.305   -125.37       13.83430988585949   
  0.736   8.2   5    6.9    3.61    4.65   3     0.64   1.365   1.283     1.59    3.504   17.557   -1.253    0.7359500060081482    0.305     0.19     -42.27    -4.1      1.8187900494337081      -14.8     0.01     251.19999   49.3   0.081   6.83    -138.81       18.292949212551118  
  0.736   8.1   5    6.7    3.613   4.66   5     0.65   1.341   1.372     1.568   3.297   17.518   -2.084    0.7208299753665924    0.794     -5.89    -73.89    4.4       1.7862079392671588      -24.67    0.4      251.19999   49.3   0.081   6.762   -144.89       18.238829624414443  
  0.736   8.0   5    6.7    3.616   4.66   5     0.67   1.32    1.186     1.527   3.299   17.43    -1.056    0.7076000330448151    0.461     22.99    -43.88    -12.3     1.7254869265556336      8.15      -0.25    251.19999   49.3   0.081   6.662   -116.01       18.137600338220597  
  0.736   7.7   5    6.7    3.626   4.63   4     0.69   1.303   1.244     1.429   3.28    17.09    -0.598    0.6968899831771851    -0.33     19.17    -16.11    -25.99    1.580349029660225       -0.34     -0.01    251.19999   49.3   0.081   6.393   -119.83       17.786890135765077  
  0.736   7.3   5    6.5    3.641   4.63   6     0.71   1.201   1.04      1.309   2.903   16.741   -1.049    0.6326299843788147    -0.963    5.83     -15.9     -38.31    1.4026290225982667      -27.91    -0.4     251.19999   49.3   0.081   6.065   -133.17       17.373629206180574  
  0.736   7.3   5    6.5    3.641   4.64   6     0.73   1.209   1.065     1.312   2.925   16.731   -0.983    0.6376699945926666    0.13      23.69    -36.26    -20.55    1.4070720536708832      4.46      -0.33    251.19999   49.3   0.081   6.065   -115.31       17.36867089486122   
  0.736   7.2   5    6.5    3.644   4.62   5     0.74   1.229   1.161     1.292   2.953   16.677   -1.727    0.6502699825763703    -0.206    40.29    -56.03    -46.5     1.3774520819187166      -0.26     -0.03    251.19999   49.3   0.081   5.965   -98.71        17.327270028352736  
  0.736   6.7   5    6.4    3.664   4.58   6     0.77   1.127   1.015     1.134   2.645   16.124   -1.516    0.5860099837779998    1.115     -20.78   -59.41    27.22     1.143453916668892       -21.71    -0.06    251.19999   49.3   0.081   5.595   -159.78       16.710010533094405  
  0.736   6.4   5    6.3    3.678   4.58   7     0.81   1.031   0.834     1.023   2.464   15.726   -0.358    0.5255300114154816    -0.539    19.28    -5.5      -29.16    0.9790630028247833      0.16      -0.25    251.19999   49.3   0.081   5.425   -119.72       16.2515298435688    
  0.736   6.3   5    6.3    3.682   4.56   6     0.82   1.037   0.873     1.012   2.419   15.678   -1.128    0.5293099627494812    0.123     6.53     -36.82    -11.52    0.9627719477415086      -10.97    0.0      251.19999   49.3   0.081   5.325   -132.47       16.207310412883757  
  0.736   6.3   5    6.3    3.682   4.56   6     0.83   1.006   0.776     1.002   2.408   15.716   -0.021    0.5097800264358521    1.517     22.31    -31.08    25.11     0.9479619618654251      41.27     -0.27    251.19999   49.3   0.081   5.325   -116.69       16.225779629707336  
  0.736   5.9   5    6.1    3.701   4.53   3     0.83   0.94    0.685     0.934   2.193   15.363   -1.205    0.468199998497963     -0.238    27.25    -37.31    -34.34    0.8472540225982668      -2.36     0.07     251.19999   49.3   0.081   5.055   -111.75       15.831199914574624  
  0.736   6.2   5    6.2    3.687   4.59   7     0.84   0.944   0.59      0.97    2.336   15.623   -2.29     0.47072000360488897   0.952     -14.19   -80.91    11.64     0.90057004237175        -31.67    -0.67    251.19999   49.3   0.081   5.29    -153.19       16.093720148563385  
  0.736   5.7   5    6.0    3.712   4.51   5     0.85   0.854   0.454     0.896   2.097   15.073   -1.791    0.4140199825763703    -1.894    42.31    -29.72    -91.84    0.7909760409593583      -27.21    -0.27    251.19999   49.3   0.081   4.92    -96.69        15.487019936800003  
  0.736   6.0   5    6.1    3.697   4.58   6     0.88   0.942   0.656     0.944   2.238   15.502   -0.935    0.46945998227596286   -0.502    35.92    -26.68    -43.96    0.86206400847435        4.2       -0.16    251.19999   49.3   0.081   5.155   -103.08       15.971459837317466  
  0.736   5.8   5    6.0    3.707   4.56   4     0.9    0.941   0.727     0.935   2.157   15.296   -1.395    0.46882999038696294   0.117     47.63    -53.23    -39.58    0.8487350035309793      15.84     0.3      251.19999   49.3   0.081   5.02    -91.369995    15.764829517364502  
  0.736   5.4   5    5.8    3.728   4.49   6     0.9    0.775   0.3       0.85    1.948   14.866   -0.833    0.3642499849796295    -0.227    -9.47    -18.78    -7.88     0.7228500353097915      -24.11    -0.26    251.19999   49.3   0.081   4.651   -148.47       15.230250160455704  
  0.736   5.1   5    5.6    3.745   4.43   7     0.93   0.664   0.053     0.793   1.775   14.462   -1.415    0.2943199840784073    0.494     41.72    -59.0     -26.41    0.6384329745769501      17.18     -0.63    251.19999   49.3   0.081   4.383   -97.28        14.756319877266884  
  0.736   5.5   5    5.8    3.723   4.51   7     0.94   0.782   0.285     0.867   2.001   14.861   -0.103    0.3686600033044815    0.062     -14.48   -1.05     9.55      0.7480269759893419      -11.61    -0.44    251.19999   49.3   0.081   4.751   -153.48       15.229660064339638  
  0.736   4.8   5    5.3    3.76    4.45   3     1.05   0.66    0.125     0.732   1.62    14.158   -0.69     0.29180001652240756   -0.739    6.17     -9.15     -29.35    0.5480919901132584      -18.31    -0.05    251.19999   49.3   0.081   4.147   -132.83       14.449800008893012  
  0.736   4.2   5    4.8    3.78    4.37   4     1.15   0.574   0.017     0.657   1.476   13.558   -1.109    0.23762000060081484   -0.182    0.56     -29.84    -15.51    0.4370170077681542      -20.15    -0.17    251.19999   49.3   0.081   3.61    -138.44       13.795619611501694  
  0.736   3.9   5    4.7    3.79    4.31   4     1.2    0.555   0.037     0.617   1.37    13.228   -0.509    0.22565000450611117   -0.276    8.77     -12.21    -17.34    0.3777769759893418      -5.94     -0.02    251.19999   49.3   0.081   3.342   -130.23       13.453649691700935  
  0.736   0.7   3    6.1    3.66    2.33   6     1.2    1.216   1.118     1.112   2.641   10.188   -1.044    0.6420799753665924    -1.12     20.73    -16.21    -51.53    1.1108719830513         -19.1     -0.09    251.19999   49.3   0.081   -0.358  -118.270004   10.830079700708389  
  0.736   1.4   3    6.0    3.65    2.59   5     1.29   1.257   1.215     1.194   2.776   10.909   0.55      0.6679099807739258    -0.948    -11.15   34.71     -12.35    1.23231400847435        -15.14    0.01     251.19999   49.3   0.081   0.285   -150.15       11.576910377502442  
  0.736   3.1   4    4.8    3.79    4.01   4     1.38   0.56    0.059     0.617   1.363   12.561   0.552     0.22880000150203705   0.063     -5.41    16.39     10.18     0.3777769759893418      5.69      0.03     251.19999   49.3   0.081   2.615   -144.41       12.78979987180233   
  0.736   8.2   5    6.7    3.631   4.77   8     0.56   1.227   1.018     1.394   2.935   17.642   -3.18     0.6490099987983704    -1.441    68.43    -83.96    -109.43   1.528514079093933       -22.11    -0.55    251.19999   49.3   0.081   7.513   -70.57        18.291010197162628  
  0.736   7.4   5    6.44   3.665   4.72   8     0.62   1.062   0.81      1.11    2.606   16.826   -0.11     0.5450600228309631    -3.888    120.44   37.44     -175.56   1.107910021185875       26.3      -0.63    251.19999   49.3   0.081   6.93    -18.559998    17.37106023645401   
  0.736   7.2   5    6.37   3.674   4.71   8     0.63   0.979   0.554     1.014   2.455   16.565   -2.118    0.4927699825763703    -1.419    100.96   -59.76    -118.89   0.9657340861558914      19.79     -1.24    251.19999   49.3   0.081   6.779   -38.04        17.057770516633987  
  0.736   6.4   5    5.93   3.716   4.66   8     0.7    0.787   0.235     0.877   2.056   15.769   -0.871    0.3718100003004074    1.531     16.32    -55.18    21.14     0.7628369618654252      23.44     -0.83    251.19999   49.3   0.081   6.148   -122.68       16.14081005370617   
  0.736   5.6   5    5.28   3.755   4.58   8     0.77   0.633   0.01      0.753   1.68    15.049   2.035     0.2747900102138519    -0.949    -8.24    78.03     -0.11     0.5791930310726165      10.67     -0.56    251.19999   49.3   0.081   5.457   -147.24       15.323789796590805  
  0.786   8.2   5    6.9    3.61    4.66   5     0.65   1.352   1.329     1.6     3.29    17.839   -1.88     0.7277599987983704    -0.565    16.34    -52.57    -44.6     1.8336000353097917      -29.34    0.18     251.19999   49.3   0.081   6.83    -122.66       18.566760700702666  
  0.786   8.0   5    6.7    3.616   4.66   7     0.67   1.327   1.21      1.528   3.342   17.492   -0.396    0.7120100138187409    -2.449    -2.32    32.39     -69.93    1.7269679957628252      -51.03    -0.17    251.19999   49.3   0.081   6.662   -141.32       18.204010593652725  
  0.786   6.7   5    6.4    3.664   4.58   6     0.77   1.127   1.014     1.134   2.645   16.352   0.051     0.5860099837779998    -0.315    -12.21   9.9       -0.62     1.143453916668892       -13.87    -0.07    251.19999   49.3   0.081   5.595   -151.21       16.938009266614912  
