# Dist     Mv     CL   Typ    LTef    logg   Age   Mass   B-V     U-B       V-I     V-K     V        mux       g-V                   muy      Vr       UU        VV        g-i                  WW        [Fe/H]   l           b      Av      Mbol     Vgsr          g                   
  1.285    5.7    5    6.0    3.712   4.53   7     0.89   0.822   0.334     0.891   2.09    16.31    0.011     0.3938600168228149    0.302    -13.07   -5.63     21.86     0.7835709597468377   -1.0      -0.62    251.19999   49.3   0.081   4.92     -152.07       16.703859482765196  
  1.285    5.8    5    6.0    3.707   4.56   7     0.91   0.869   0.473     0.909   2.138   16.341   -0.134    0.4234700111150742    -0.592   20.46    6.35      -41.48    0.8102289696335794   -5.03     -0.37    251.19999   49.3   0.081   5.02     -118.54       16.76446961438656   
  1.285    7.2    5    6.37   3.674   4.71   8     0.63   0.991   0.642     1.021   2.473   17.875   0.057     0.5003299978971482    -0.366   82.04    -3.46     -66.17    0.9761010409593582   53.38     -0.94    251.19999   49.3   0.081   6.779    -56.96        18.375329997897147  
  1.285    6.8    5    6.21   3.695   4.68   8     0.66   0.876   0.39      0.929   2.227   17.467   -0.285    0.42787999188899994   -1.056   45.85    6.93      -80.52    0.839849029660225    -3.16     -1.04    251.19999   49.3   0.081   6.469    -93.15        17.89487904584408   
  1.285    6.6    5    6.12   3.705   4.67   8     0.68   0.857   0.423     0.91    2.147   17.229   -1.602    0.4159099957942962    -0.465   20.85    -73.35    -60.23    0.8117100388407708   -41.87    -0.59    251.19999   49.3   0.081   6.31     -118.15       17.644910087347032  
  1.285    6.0    5    5.58   3.737   4.63   8     0.73   0.652   -0.062    0.822   1.864   16.65    -0.0050   0.2867600063085556    -0.771   -7.05    24.1      -30.4     0.6813820395469665   -27.37    -1.4     251.19999   49.3   0.081   5.812    -146.05       16.936759624838828  
  1.335    5.9    5    6.1    3.701   4.54   6     0.84   0.935   0.665     0.93    2.193   16.658   -0.427    0.465050001502037     0.158    13.87    -30.73    -8.5      0.8413300105929375   2.86      0.02     251.19999   49.3   0.081   5.055    -125.13       17.123050947546957  
  1.335    6.8    5    6.21   3.695   4.68   8     0.66   0.909   0.539     0.942   2.243   17.459   0.247     0.4486699870824814    -1.656   44.84    54.84     -100.86   0.8591019583344459   -7.78     -0.56    251.19999   49.3   0.081   6.469    -94.16        17.907669620871545  
  1.335    6.6    5    6.12   3.705   4.67   8     0.68   0.82    0.25      0.9     2.132   17.39    0.676     0.3925999954938889    -1.313   -5.88    77.97     -46.16    0.7968999646902084   -23.73    -1.18    251.19999   49.3   0.081   6.31     -144.88       17.782599385142326  
  1.335    6.4    5    5.93   3.716   4.66   8     0.7    0.806   0.327     0.884   2.06    17.035   -2.809    0.38377999639511107   -1.045   94.85    -138.51   -155.58   0.7732040049433708   -39.96    -0.52    251.19999   49.3   0.081   6.148    -44.15        17.418779843807222  
  1.335    6.0    5    5.58   3.737   4.63   8     0.73   0.677   0.026     0.822   1.862   16.672   -0.572    0.3025099912881851    0.454    74.51    -60.34    -34.58    0.6813820395469665   53.39     -0.98    251.19999   49.3   0.081   5.812    -64.49        16.974510876297952  
  1.385    6.3    5    6.3    3.682   4.56   7     0.82   0.987   0.718     0.996   2.401   17.055   0.041     0.4978099927902222    0.043    18.25    -2.93     -8.45     0.9390759879946708   16.38     -0.43    251.19999   49.3   0.081   5.325    -120.75       17.552810297966005  
  1.385    6.1    5    6.2    3.692   4.57   6     0.86   0.957   0.674     0.962   2.294   16.841   -0.817    0.4789100108146668    -0.815   24.27    -24.54    -69.08    0.8887220183610918   -31.03    -0.26    251.19999   49.3   0.081   5.19     -114.729996   17.31990961408615   
  1.385    5.7    5    6.0    3.712   4.52   7     0.86   0.821   0.329     0.891   2.09    16.56    -0.042    0.39322998738288883   -0.464   -26.62   18.09     -6.82     0.7835709597468377   -35.64    -0.63    251.19999   49.3   0.081   4.92     -165.62       16.95322945332527   
  1.385    5.9    5    6.1    3.701   4.55   7     0.87   0.87    0.425     0.915   2.17    16.604   -0.068    0.42410000300407413   0.786    -28.71   -22.9     54.63     0.8191150317788125   0.26      -0.67    251.19999   49.3   0.081   5.055    -167.70999    17.02810009455681   
  1.385    5.8    5    6.0    3.707   4.54   6     0.87   0.881   0.513     0.91    2.141   16.531   -0.938    0.43102998888492583   1.005    15.36    -87.57    22.56     0.8117100388407708   14.35     -0.26    251.19999   49.3   0.081   5.02     -123.64       16.962030126214028  
  1.385    5.4    5    5.8    3.728   4.48   7     0.88   0.755   0.231     0.85    1.945   16.274   0.682     0.3516499969959259    -0.434   -24.08   56.89     5.95      0.7228500353097915   -11.15    -0.46    251.19999   49.3   0.081   4.651    -163.08       16.625650164842604  
  1.385    5.4    5    5.8    3.728   4.49   6     0.9    0.806   0.41      0.855   1.951   16.182   -0.728    0.38377999639511107   -0.426   -6.5     -25.54    -29.62    0.7302550282478333   -39.77    0.05     251.19999   49.3   0.081   4.651    -145.5        16.56577920293808   
  1.385    7.0    5    6.29   3.684   4.7    8     0.65   0.948   0.581     0.978   2.364   17.888   -0.489    0.47324000871181493   -0.779   87.16    -20.67    -100.29   0.9124179781079294   27.57     -0.82    251.19999   49.3   0.081   6.625    -51.839996    18.361240496993066  
  1.435    6.4    5    6.3    3.678   4.58   5     0.8    1.028   0.825     1.022   2.463   17.268   -0.569    0.5236399981975556    0.142    25.03    -42.78    -18.82    0.9775819336175919   5.84      -0.28    251.19999   49.3   0.081   5.425    -113.97       17.791639647245407  
  1.435    7.0    5    6.29   3.684   4.7    8     0.65   0.983   0.723     0.995   2.385   17.931   -1.12     0.49528998768329624   -0.33    141.74   -83.44    -124.75   0.9375950070619583   62.25     -0.38    251.19999   49.3   0.081   6.625    2.7400055     18.42628974354267   
  1.435    6.2    5    5.75   3.726   4.65   8     0.71   0.753   0.208     0.855   1.968   16.998   -0.858    0.350390013217926     0.628    142.47   -100.22   -72.19    0.7302550282478333   101.35    -0.62    251.19999   49.3   0.081   5.982    3.4700012     17.348389204502105  
  1.435    6.0    5    5.58   3.737   4.63   8     0.73   0.665   -0.017    0.822   1.863   16.865   -1.852    0.29495001351833344   -0.134   2.37     -102.91   -42.37    0.6813820395469665   -59.9     -1.18    251.19999   49.3   0.081   5.812    -136.63       17.1599497846365    
  1.485    6.2    5    6.2    3.687   4.57   6     0.81   0.99    0.75      0.985   2.355   17.047   -2.029    0.49970000600814823   0.47     31.02    -143.74   -33.42    0.922785021185875    -26.14    -0.2     251.19999   49.3   0.081   5.29     -107.979996   17.546700891017913  
  1.485    6.3    5    6.3    3.682   4.56   7     0.82   0.999   0.755     1.0     2.406   17.295   -1.159    0.5053700081110001    -0.078   50.53    -77.14    -57.37    0.9450000000000001   -1.44     -0.33    251.19999   49.3   0.081   5.325    -88.47        17.800370084404946  
  1.485    6.0    5    6.1    3.697   4.57   6     0.86   0.918   0.57      0.938   2.229   16.896   -1.514    0.45433998918533325   0.52     34.43    -115.41   -23.1     0.8531780346035958   -5.39     -0.4     251.19999   49.3   0.081   5.155    -104.57       17.350339897632598  
  1.485    5.9    5    6.1    3.701   4.55   4     0.87   0.91    0.578     0.924   2.184   16.892   -0.563    0.4493000165224076    0.273    16.11    -46.36    -6.49     0.8324440367221833   3.11      -0.22    251.19999   49.3   0.081   5.055    -122.89       17.341300214886665  
  1.485    7.0    5    6.29   3.684   4.7    8     0.65   0.958   0.631     0.984   2.371   17.871   -1.088    0.4795400027036667    -0.896   8.47     -35.99    -72.59    0.9213040402531625   -57.91    -0.66    251.19999   49.3   0.081   6.625    -130.53       18.350540292620657  
  1.485    6.2    5    5.75   3.726   4.65   8     0.71   0.755   0.216     0.855   1.968   17.066   0.906     0.3516499969959259    -0.896   79.92    68.0      -78.66    0.7302550282478333   60.21     -0.6     251.19999   49.3   0.081   5.982    -59.08        17.417649981737135  
  1.485    6.0    5    5.58   3.737   4.63   8     0.73   0.688   0.063     0.823   1.861   16.976   -0.406    0.3094400147199631    -0.278   5.42     -15.82    -25.55    0.6828630204796791   -18.03    -0.84    251.19999   49.3   0.081   5.812    -133.58       17.285439846873285  
  1.535    5.5    5    5.8    3.723   4.48   7     0.88   0.803   0.357     0.866   2.004   16.571   -0.295    0.38188998317718503   0.104    -17.98   -18.11    10.85     0.7465459950566293   -19.91    -0.23    251.19999   49.3   0.081   4.751    -156.98       16.952889128684998  
  1.535    6.8    5    6.21   3.695   4.68   8     0.66   0.88    0.41      0.93    2.23    17.867   -1.111    0.4303999969959259    0.104    81.19    -89.28    -66.45    0.8413300105929375   28.24     -0.97    251.19999   49.3   0.081   6.469    -57.809998    18.29740057682991   
  1.535    6.6    5    6.12   3.705   4.67   8     0.68   0.872   0.483     0.914   2.152   17.593   -0.515    0.425359986782074     1.244    28.9     -81.93    38.89     0.8176339625716209   47.08     -0.41    251.19999   49.3   0.081   6.31     -110.1        18.018360398769378  
  1.535    6.0    5    5.58   3.737   4.63   8     0.73   0.66    -0.033    0.822   1.864   17.067   -0.247    0.29180001652240756   -0.835   3.95     13.47     -52.18    0.6813820395469665   -33.55    -1.25    251.19999   49.3   0.081   5.812    -135.05       17.358799451947213  
  1.585    6.2    5    6.3    3.687   4.52   5     0.81   1.05    0.957     1.013   2.378   17.191   -0.293    0.5374999699592591    -0.223   1.56     -10.83    -19.28    0.9642530169487      -16.65    0.34     251.19999   49.3   0.081   5.225    -137.44       17.72849995470047   
  1.585    6.8    5    6.21   3.695   4.68   8     0.66   0.9     0.501     0.939   2.239   17.979   -1.379    0.44299998497962956   -0.796   37.98    -66.73    -95.73    0.8546590155363083   -46.35    -0.68    251.19999   49.3   0.081   6.469    -101.020004   18.422000076532363  
  1.585    6.4    5    5.93   3.716   4.66   8     0.7    0.789   0.246     0.878   2.057   17.561   -0.81     0.3730699840784073    -1.052   -54.06   -1.76     -41.52    0.7643180310726165   -105.6    -0.79    251.19999   49.3   0.081   6.148    -193.06       17.934070808053015  
  1.635    6.0    5    6.1    3.697   4.57   6     0.87   0.961   0.722     0.95    2.245   17.144   0.162     0.48143001592159274   -0.695   15.07    33.72     -45.69    0.8709499823451043   -7.98     0.02     251.19999   49.3   0.081   5.155    -123.93       17.625429115653038  
  1.635    6.8    5    6.21   3.695   4.68   8     0.66   0.893   0.471     0.936   2.236   17.866   0.547     0.4385900042057037    -0.64    77.18    43.92     -72.79    0.8502159844636918   54.71     -0.78    251.19999   49.3   0.081   6.469    -61.82        18.30458922600746   
  1.635    6.6    5    6.12   3.705   4.67   8     0.68   0.821   0.257     0.9     2.133   17.839   -2.007    0.39322998738288883   -0.3     15.61    -123.89   -68.97    0.7968999646902084   -69.91    -1.15    251.19999   49.3   0.081   6.31     -123.39       18.232230689287185  
  1.685    5.8    5    6.0    3.707   4.55   7     0.89   0.882   0.517     0.91    2.142   17.102   -0.451    0.431660018324852     -0.077   46.46    -37.33    -43.0     0.8117100388407708   15.92     -0.25    251.19999   49.3   0.081   5.02     -92.54        17.533659301161766  
  1.685    5.4    5    5.8    3.728   4.5    6     0.92   0.782   0.324     0.85    1.949   16.697   -0.182    0.3686600033044815    0.019    29.78    -19.34    -21.18    0.7228500353097915   16.67     -0.19    251.19999   49.3   0.081   4.651    -109.22       17.06566050684452   
  1.685    6.8    5    6.21   3.695   4.68   8     0.66   0.87    0.346     0.928   2.22    17.944   -0.342    0.42410000300407413   -0.415   -22.77   -2.23     -17.85    0.8383679604530334   -45.18    -1.2     251.19999   49.3   0.081   6.469    -161.77       18.3681002471447    
  1.685    6.6    5    6.12   3.705   4.67   8     0.68   0.842   0.354     0.904   2.142   17.835   -1.156    0.40646000480651856   -1.029   -10.64   -36.02    -79.17    0.8028239766955376   -88.48    -0.81    251.19999   49.3   0.081   6.31     -149.64       18.241459089279175  
  1.685    6.2    5    5.75   3.726   4.65   8     0.71   0.794   0.358     0.858   1.973   17.4     -0.172    0.37622001862525944   -1.713   87.03    36.68     -158.52   0.7346979710459709   -4.11     -0.17    251.19999   49.3   0.081   5.982    -51.97        17.77621963715553   
  1.735    6.6    5    6.12   3.705   4.67   8     0.68   0.843   0.36      0.905   2.142   17.787   -0.214    0.4070899966955185    -0.519   -3.07    6.49      -34.43    0.8043049576282502   -30.28    -0.79    251.19999   49.3   0.081   6.31     -142.07       18.194090652823448  
  1.735    6.2    5    5.75   3.726   4.65   8     0.71   0.739   0.146     0.852   1.968   17.434   0.024     0.3415700141191483    -0.096   107.05   -16.98    -71.35    0.7258119971752168   78.4      -0.84    251.19999   49.3   0.081   5.982    -31.949997    17.77557002937794   
  1.735    6.0    5    5.58   3.737   4.63   8     0.73   0.721   0.18      0.824   1.858   17.282   -1.007    0.33023000991344453   -0.366   47.75    -65.57    -74.17    0.6843440014123916   -15.59    -0.42    251.19999   49.3   0.081   5.812    -91.25        17.612229597926138  
  1.785    6.4    5    5.93   3.716   4.66   8     0.7    0.805   0.32      0.883   2.059   17.795   0.349     0.38315000450611114   0.305    4.0      11.65     24.58     0.7717230240106583   28.52     -0.55    251.19999   49.3   0.081   6.148    -135.0        18.178150080800055  
  1.785    5.8    5    5.42   3.746   4.61   8     0.75   0.682   0.107     0.791   1.768   17.232   -1.969    0.305659988284111     -0.966   80.87    -118.51   -155.48   0.6354710127115251   -52.78    -0.44    251.19999   49.3   0.081   5.637    -58.129997    17.53766033923626   
  1.835    6.4    5    5.93   3.716   4.66   8     0.7    0.814   0.358     0.885   2.061   17.801   -0.668    0.388820006608963     0.262    116.52   -84.84    -70.82    0.7746849858760834   72.51     -0.44    251.19999   49.3   0.081   6.148    -22.480003    18.189820601701737  
  1.835    5.8    5    5.42   3.746   4.61   8     0.75   0.695   0.151     0.791   1.767   17.167   0.689     0.31384999549388887   -0.083   -26.19   59.82     27.06     0.6354710127115251   4.07      -0.3     251.19999   49.3   0.081   5.637    -165.19       17.48084981238842   
  1.885    6.2    5    6.2    3.687   4.59   7     0.84   0.974   0.702     0.981   2.35    17.652   -0.474    0.4896199855804444    0.369    13.78    -54.87    4.35      0.9168610091805458   6.51      -0.34    251.19999   49.3   0.081   5.29     -125.22       18.141620412826537  
  1.885    6.4    5    5.93   3.716   4.66   8     0.7    0.79    0.247     0.878   2.057   17.91    0.96      0.37370001351833343   -1.318   4.14     129.18    -66.27    0.7643180310726165   -12.69    -0.79    251.19999   49.3   0.081   6.148    -134.86       18.283699860930444  
  1.885    6.2    5    5.75   3.726   4.65   8     0.71   0.729   0.102     0.849   1.968   17.602   -1.683    0.33526998257637025   0.431    16.73    -149.78   -22.67    0.7213689661026002   -37.91    -0.99    251.19999   49.3   0.081   5.982    -122.270004   17.937269265413285  
  1.885    6.0    5    5.58   3.737   4.63   8     0.73   0.664   -0.019    0.822   1.863   17.534   0.167     0.2943199840784073    0.144    11.6     3.96      6.38      0.6813820395469665   21.6      -1.19    251.19999   49.3   0.081   5.812    -127.4        17.82832038080692   
  1.935    6.4    5    5.93   3.716   4.66   8     0.7    0.8     0.297     0.882   2.059   17.825   -0.559    0.38000000751018526   -0.051   43.57    -50.38    -44.23    0.7702420430779457   7.49      -0.62    251.19999   49.3   0.081   6.148    -95.43        18.205000770449637  
  1.935    5.8    5    5.42   3.746   4.61   8     0.75   0.677   0.093     0.791   1.768   17.247   -0.381    0.3025099912881851    -0.271   26.12    -23.02    -43.93    0.6354710127115251   -7.69     -0.48    251.19999   49.3   0.081   5.637    -112.88       17.549509731888772  
  1.985    6.0    5    5.58   3.737   4.63   8     0.73   0.7     0.105     0.823   1.859   17.581   -0.853    0.31699999248981475   0.084    51.75    -82.8     -47.85    0.6828630204796791   6.35      -0.68    251.19999   49.3   0.081   5.812    -87.25        17.897999366879464  
  2.035    6.2    5    5.75   3.726   4.65   8     0.71   0.729   0.103     0.849   1.968   17.883   -0.739    0.33526998257637025   0.935    -72.73   -89.1     92.2      0.7213689661026002   -45.56    -0.99    251.19999   49.3   0.081   5.982    -211.73001    18.218269402742386  
  2.035    6.0    5    5.58   3.737   4.63   8     0.73   0.671   0.0060    0.822   1.863   17.626   -0.519    0.29873000240325925   -0.201   27.0     -38.7     -44.52    0.6813820395469665   -11.37    -1.07    251.19999   49.3   0.081   5.812    -112.0        17.924729453086854  
  2.035    5.8    5    5.42   3.746   4.61   8     0.75   0.658   0.03      0.791   1.772   17.424   -0.481    0.29053999519348145   -1.171   77.92    -0.74     -144.09   0.6354710127115251   -14.75    -0.72    251.19999   49.3   0.081   5.637    -61.08        17.714539781570434  
  2.085    6.2    5    5.75   3.726   4.65   8     0.71   0.75    0.193     0.854   1.968   17.928   -0.024    0.34850000000000003   -0.118   -8.23    5.4       -4.14     0.7287739590406419   -12.73    -0.67    251.19999   49.3   0.081   5.982    -147.23       18.276499496459962  
  2.085    6.0    5    5.58   3.737   4.63   8     0.73   0.713   0.15      0.824   1.857   17.716   0.677     0.3251899996995926    0.704    -20.07   27.12     81.92     0.6843440014123916   47.74     -0.51    251.19999   49.3   0.081   5.812    -159.07       18.041189602971077  
  2.135    6.2    5    5.75   3.726   4.65   8     0.71   0.772   0.282     0.857   1.97    17.895   -0.831    0.3623600093126297    0.116    -60.01   -64.39    22.96     0.7332169901132584   -78.31    -0.39    251.19999   49.3   0.081   5.982    -199.01       18.257360467076303  
  2.135    6.0    5    5.58   3.737   4.63   8     0.73   0.685   0.053     0.822   1.861   17.681   -0.059    0.30755000150203704   -0.884   44.73    29.13     -95.29    0.6813820395469665   -10.52    -0.88    251.19999   49.3   0.081   5.812    -94.270004    17.98854975736141   
  2.185    6.2    5    5.75   3.726   4.65   8     0.71   0.734   0.122     0.85    1.968   17.972   -0.481    0.33842001712322234   -1.403   28.16    22.54     -138.22   0.7228500353097915   -69.15    -0.92    251.19999   49.3   0.081   5.982    -110.84       18.310420139193536  
  2.185    5.8    5    5.42   3.746   4.61   8     0.75   0.64    -0.025    0.791   1.775   17.609   -1.206    0.2791999909877777    -0.24    73.01    -109.15   -97.29    0.6354710127115251   -13.17    -0.94    251.19999   49.3   0.081   5.637    -65.99        17.888199243307113  
  2.235    6.0    5    5.58   3.737   4.63   8     0.73   0.722   0.182     0.824   1.858   17.897   -0.838    0.33086000180244446   -0.122   -0.34    -68.93    -33.39    0.6843440014123916   -46.74    -0.41    251.19999   49.3   0.081   5.812    -139.34       18.227859360933305  
  2.285    5.2    5    5.6    3.74    4.48   6     0.94   0.74    0.255     0.816   1.831   17.072   0.255     0.3422000060081482    -0.526   6.55     49.81     -38.61    0.6724959774017334   -9.0      -0.1     251.19999   49.3   0.081   4.483    -132.45       17.414200509548188  
  2.285    6.0    5    5.58   3.737   4.63   8     0.73   0.683   0.048     0.822   1.861   17.887   -0.405    0.3062900177240372    -0.448   34.07    -20.77    -68.77    0.6813820395469665   -16.81    -0.9     251.19999   49.3   0.081   5.812    -104.93       18.19328914797306   
  2.335    6.0    5    5.58   3.737   4.63   8     0.73   0.712   0.149     0.824   1.857   17.851   -1.019    0.32456000781059263   -0.399   25.35    -79.46    -78.83    0.6843440014123916   -52.78    -0.52    251.19999   49.3   0.081   5.812    -113.65       18.175559839963913  
  2.335    5.8    5    5.42   3.746   4.61   8     0.75   0.636   -0.037    0.791   1.776   17.724   -0.072    0.27667998588085174   -0.226   51.78    -5.49     -52.57    0.6354710127115251   23.98     -0.99    251.19999   49.3   0.081   5.637    -87.22        18.000680916666983  
  2.335    3.4    4    5.34   3.719   3.61   8     0.92   0.796   0.275     0.867   2.024   15.416   0.389     0.3774800024032593    -0.078   31.68    34.0      -14.26    0.7480269759893419   39.6      -0.47    251.19999   49.3   0.081   3.183    -107.32       15.793480368614198  
  2.435    5.8    5    5.42   3.746   4.61   8     0.75   0.655   0.023     0.791   1.772   17.833   -1.357    0.2886499819755554    0.061    65.81    -150.02   -77.9     0.6354710127115251   -18.21    -0.75    251.19999   49.3   0.081   5.637    -73.19        18.121650165081025  
  2.585    5.8    5    5.42   3.746   4.61   8     0.75   0.7     0.17      0.792   1.767   17.923   -0.953    0.31699999248981475   0.123    -12.85   -103.68   -12.56    0.6369519936442376   -55.92    -0.24    251.19999   49.3   0.081   5.637    -151.85       18.240000328183175  
  2.685    5.8    5    5.42   3.746   4.61   8     0.75   0.648   0.0       0.791   1.774   17.998   -0.515    0.2842400012016296    0.0070   32.2     -62.78    -36.96    0.6354710127115251   -5.02     -0.84    251.19999   49.3   0.081   5.637    -106.8        18.28223919248581   
  3.635    3.4    4    5.34   3.719   3.61   8     0.92   0.771   0.182     0.866   2.024   16.285   -0.317    0.36173001742362976   -0.093   -6.47    -37.15    -22.64    0.7465459950566293   -37.26    -0.77    251.19999   49.3   0.081   3.183    -145.47       16.646729864835738  
  4.385    3.4    4    5.34   3.719   3.61   8     0.92   0.767   0.169     0.866   2.024   16.737   -0.751    0.3592100123167038    -0.263   54.3     -117.13   -116.17   0.7465459950566293   -55.44    -0.82    251.19999   49.3   0.081   3.183    -84.7         17.096209524035455  
  4.785    2.2    3    5.58   3.697   3.02   8     0.93   0.938   0.523     0.921   2.196   15.683   0.024     0.46694001471996305   -0.371   81.65    28.4      -111.13   0.8280010056495668   25.08     -0.41    251.19999   49.3   0.081   1.922    -57.35        16.149939625620842  
  4.935    3.2    4    5.43   3.711   3.49   8     0.93   0.834   0.322     0.885   2.086   16.722   -0.239    0.40141999459266664   0.0070   26.48    -53.81    -30.32    0.7746849858760834   -4.67     -0.57    251.19999   49.3   0.081   2.96     -112.520004   17.123420116662977  
  5.085    3.4    4    5.34   3.719   3.61   8     0.92   0.805   0.303     0.868   2.024   16.948   -0.48     0.38315000450611114   -0.147   57.46    -92.97    -92.95    0.7495079569220544   -25.66    -0.4     251.19999   49.3   0.081   3.183    -81.54        17.331149958729743  
  5.135    3.4    4    5.34   3.719   3.61   8     0.92   0.773   0.191     0.866   2.024   16.957   -0.14     0.36299000120162966   -0.533   33.36    27.15     -125.69   0.7465459950566293   -50.81    -0.74    251.19999   49.3   0.081   3.183    -105.64       17.319990733623506  
  5.835    2.8    3    5.21   3.73    3.38   9     0.82   0.657   -0.055    0.84    1.932   16.72    -0.482    0.2899100033044815    -0.223   95.08    -102.95   -140.41   0.7080399611592294   -17.45    -1.52    251.19999   49.3   0.081   2.623    -43.92        17.009909316658973  
  6.185    2.6    3    5.53   3.702   3.21   8     0.93   0.871   0.349     0.902   2.152   16.546   -0.173    0.42472999489307406   -0.013   70.53    -55.96    -60.12    0.7998620148301125   28.57     -0.76    251.19999   49.3   0.081   2.335    -68.47        16.970729521870613  
  8.935    3.0    3    5.15   3.736   3.49   9     0.82   0.62    -0.108    0.825   1.878   17.797   -0.361    0.2666000030040741    -0.437   284.09   -99.3     -353.68   0.6858249823451044   59.21     -1.7     251.19999   49.3   0.081   2.836    145.09        18.06360088801384   
  12.535   0.0    3    5.69   3.688   2.05   9     0.82   0.871   0.209     0.965   2.294   15.512   -0.191    0.42472999489307406   -0.266   112.92   -43.32    -217.16   0.8931649611592294   -39.89    -2.2     251.19999   49.3   0.081   -0.289   -26.080002    15.936730078816414  
  14.235   1.8    3    5.36   3.717   2.91   9     0.82   0.705   -0.0080   0.876   2.049   17.632   -0.322    0.32014998948574064   -0.337   -13.68   -70.74    -218.27   0.7613559809327126   -215.38   -1.77    251.19999   49.3   0.081   1.592    -152.68       17.952149958968164  
  16.485   0.2    3    5.64   3.692   2.15   9     0.82   0.845   0.178     0.949   2.249   16.456   -0.123    0.4083500180244446    -0.0020  57.2     -92.83    -62.74    0.8694690014123918   -1.38     -2.1     251.19999   49.3   0.081   -0.077   -81.8         16.86434939241409   
  18.085   0.6    3    5.56   3.699   2.35   9     0.82   0.799   0.117     0.923   2.172   16.965   -0.135    0.37937001562118533   -0.116   96.68    -70.58    -164.32   0.8309629675149919   -25.83    -1.96    251.19999   49.3   0.081   0.346    -42.32        17.344370168209075  
  18.435   0.0    3    5.69   3.688   2.05   9     0.82   0.863   0.191     0.966   2.295   16.371   -0.153    0.41968998467922214   -0.183   82.99    -52.69    -205.65   0.8946460303664208   -72.6     -2.34    251.19999   49.3   0.081   -0.289   -56.010002    16.790690274596216  
  24.585   0.3    3    5.26   3.726   2.4    9     0.9    0.677   0.015     0.85    1.966   17.271   0.075     0.3025099912881851    -0.196   49.21    174.95    -175.18   0.7228500353097915   -29.23    -1.47    251.19999   49.3   0.081   0.11     -89.79        17.573509899735452  
  28.885   0.0    3    5.69   3.688   2.05   9     0.82   0.835   0.14      0.968   2.302   17.361   0.014     0.40204998648166657   -0.121   33.36    90.04     -137.1    0.8976079922318458   -42.67    -3.02    251.19999   49.3   0.081   -0.289   -105.64       17.763050047516824  
  31.185   -0.2   3    5.73   3.684   1.95   9     0.82   0.911   0.274     0.979   2.337   17.334   -0.088    0.4499300084114075    -0.154   203.85   -41.99    -329.11   0.9138989590406419   -10.74    -2.05    251.19999   49.3   0.081   -0.503   64.850006     17.78392964220047   
  0.406    8.0    5    6.64   3.638   4.75   8     0.57   1.165   0.86      1.314   2.835   16.045   3.073     0.6099499759674072    -6.682   74.37    96.98     -124.78   1.4100340155363085   23.39     -0.95    251.19999   49.3   0.081   7.368    -64.63        16.654950052261352  
  0.465    7.6    5    6.5    3.63    4.65   5     0.7    1.287   1.222     1.399   3.21    16.006   -1.363    0.6868099627494813    -0.34    10.29    -24.02    -20.04    1.5359190720319749   -9.4      -0.03    251.19999   49.3   0.081   6.325    -128.71       16.69281048154831   
  0.536    7.5    5    6.5    3.633   4.61   7     0.69   1.228   1.068     1.363   2.971   16.263   -2.387    0.6496400282382965    -0.283   16.49    -51.39    -31.93    1.4826030522584914   -18.49    -0.42    251.19999   49.3   0.081   6.225    -122.51       16.912640516519545  
  0.536    7.4    5    6.5    3.637   4.62   7     0.72   1.228   1.095     1.339   2.981   16.156   -3.396    0.6496400282382965    -0.831   68.97    -77.38    -81.56    1.4470589802265168   3.11      -0.3     251.19999   49.3   0.081   6.125    -70.03        16.805640165567397  
  0.536    7.6    5    6.51   3.655   4.73   8     0.6    1.098   0.808     1.173   2.709   16.34    -0.274    0.5677400312423706    -2.273   53.58    10.95     -77.63    1.2012129675149918   10.5      -0.87    251.19999   49.3   0.081   7.078    -85.42        16.90774018383026   
  0.536    6.6    5    6.12   3.705   4.67   8     0.68   0.877   0.501     0.915   2.153   15.418   -3.688    0.42850998377799987   2.297    35.75    -115.4    -4.36     0.8191150317788125   11.61     -0.36    251.19999   49.3   0.081   6.31     -103.25       15.846510205030441  
  0.586    7.4    5    6.5    3.637   4.62   7     0.71   1.193   0.976     1.325   2.887   16.233   -1.047    0.6275899741649628    -0.205   -21.59   -17.34    1.23      1.4263250706195831   -32.28    -0.63    251.19999   49.3   0.081   6.125    -160.59       16.860589775800705  
  0.586    7.2    5    6.5    3.644   4.62   7     0.73   1.199   1.066     1.284   2.892   16.166   -0.121    0.6313700006008148    -0.594   18.36    1.33      -24.43    1.3656040579080582   4.69      -0.28    251.19999   49.3   0.081   5.965    -120.64       16.79737036681175   
  0.586    7.0    5    6.5    3.652   4.6    6     0.74   1.174   1.052     1.227   2.795   16.002   -0.378    0.6156200156211853    -0.394   34.13    -10.76    -31.99    1.2811869971752168   15.98     -0.22    251.19999   49.3   0.081   5.83     -104.869995   16.617620824337006  
  0.586    6.9    5    6.4    3.656   4.61   6     0.75   1.158   1.039     1.197   2.745   15.858   0.617     0.6055399951934815    -2.018   21.43    37.31     -49.98    1.2367570395469667   -2.08     -0.18    251.19999   49.3   0.081   5.795    -117.57       16.463539796829224  
  0.586    6.5    5    6.3    3.673   4.58   6     0.8    1.031   0.799     1.048   2.512   15.495   -2.447    0.5255300114154816    -0.583   12.01    -52.27    -37.81    1.0160879675149919   -29.43    -0.46    251.19999   49.3   0.081   5.46     -126.99       16.020529896974562  
