# Dist     Mv     CL   Typ    LTef    logg   Age   Mass   B-V     U-B       V-I     V-K     V        mux       g-V                   muy      Vr       UU        VV        g-i                  WW        [Fe/H]   l           b      Av      Mbol     Vgsr          g                   
  1.485    5.7    5    6.0    3.712   4.53   7     0.89   0.847   0.433     0.895   2.096   16.613   -1.568    0.40961000180244445   0.632    61.66    -128.21   -35.11    0.7894949717521669   17.2      -0.33    251.19999   49.3   0.081   4.92     -77.34        17.02261087155342   
  1.485    6.4    5    5.93   3.716   4.66   8     0.7    0.76    0.114     0.874   2.051   17.347   -0.993    0.3547999939918518    0.568    18.3     -82.58    -0.72     0.7583940190672875   0.66      -1.3     251.19999   49.3   0.081   6.148    -120.7        17.701800116062163  
  1.535    5.8    5    6.1    3.707   4.52   7     0.86   0.863   0.446     0.907   2.135   16.856   -0.462    0.41968998467922214   -0.184   -10.88   -19.71    -12.29    0.8072670077681543   -29.83    -0.44    251.19999   49.3   0.081   4.955    -149.88       17.275690884947778  
  1.535    5.8    5    6.0    3.707   4.55   7     0.88   0.826   0.292     0.897   2.127   16.852   -1.137    0.3963799843788147    0.708    19.66    -99.36    3.49      0.7924570218920708   1.24      -0.93    251.19999   49.3   0.081   5.02     -119.34       17.24837926721573   
  1.535    5.4    5    5.8    3.728   4.49   6     0.91   0.801   0.389     0.85    1.951   16.464   0.111     0.3806299993991852    -0.033   -27.47   13.8      17.36     0.7228500353097915   -18.27    0.0      251.19999   49.3   0.081   4.651    -166.47       16.844630701303483  
  1.535    6.8    5    6.21   3.695   4.68   8     0.66   0.879   0.407     0.929   2.229   17.772   -1.437    0.429770005106926     -0.966   68.42    -68.8     -122.5    0.839849029660225    -28.56    -0.98    251.19999   49.3   0.081   6.469    -70.58        18.201769364237784  
  1.585    6.5    5    6.3    3.673   4.56   6     0.77   1.034   0.806     1.048   2.513   17.491   -0.804    0.5274200246334076    0.723    11.8     -80.15    16.48     1.0160879675149919   6.77      -0.44    251.19999   49.3   0.081   5.46     -127.2        18.018419246435165  
  1.585    6.4    5    6.3    3.678   4.58   5     0.81   1.06    0.919     1.032   2.474   17.486   -0.317    0.5437999639511109    0.323    -18.64   -28.09    22.99     0.9923919194936752   -13.65    -0.02    251.19999   49.3   0.081   5.425    -157.64       18.029800024986265  
  1.585    6.2    5    5.75   3.726   4.65   8     0.71   0.735   0.128     0.851   1.968   17.195   -1.44     0.3390500090122223    -0.821   6.27     -63.05    -78.77    0.7243310162425041   -73.35    -0.9     251.19999   49.3   0.081   5.982    -132.73       17.53404970383644   
  1.585    6.0    5    5.58   3.737   4.63   8     0.73   0.692   0.078     0.823   1.86    17.016   -0.835    0.31195998227596283   0.343    58.57    -78.07    -34.16    0.6828630204796791   27.8      -0.78    251.19999   49.3   0.081   5.812    -80.43        17.327960729956626  
  1.635    6.5    5    6.3    3.673   4.58   6     0.8    1.063   0.894     1.058   2.524   17.56    -0.334    0.5456899771690369    0.048    -13.99   -20.81    4.39      1.0308979533910752   -20.65    -0.2     251.19999   49.3   0.081   5.46     -152.99       18.10568944311142   
  1.635    6.4    5    6.3    3.678   4.58   6     0.81   1.037   0.85      1.025   2.466   17.457   0.121     0.5293099627494812    -0.383   33.03    15.5      -39.78    0.9820249646902084   15.48     -0.21    251.19999   49.3   0.081   5.425    -105.97       17.986310695171355  
  1.635    5.7    5    6.0    3.712   4.51   6     0.85   0.84    0.403     0.894   2.094   16.76    -0.43     0.40519998347759245   0.284    -1.3     -38.74    8.05      0.7880139908194543   -5.9      -0.41    251.19999   49.3   0.081   4.92     -140.3        17.16520021235943   
  1.635    6.4    5    5.93   3.716   4.66   8     0.7    0.783   0.216     0.876   2.056   17.57    -0.067    0.36928999519348144   -0.777   22.27    20.21     -59.66    0.7613559809327126   -13.6     -0.89    251.19999   49.3   0.081   6.148    -116.729996   17.9392896900177    
  1.685    6.2    5    6.2    3.687   4.59   7     0.84   0.956   0.643     0.976   2.343   17.5     -0.411    0.4782799813747406    -0.174   3.21     -21.76    -21.18    0.9094560162425043   -19.04    -0.5     251.19999   49.3   0.081   5.29     -135.79       17.97827998137474   
  1.685    6.6    5    6.12   3.705   4.67   8     0.68   0.909   0.616     0.922   2.164   17.901   0.873     0.4486699870824814    0.201    -5.19    52.41     33.95     0.8294819865822793   35.33     -0.04    251.19999   49.3   0.081   6.31     -144.19       18.34966905629635   
  1.685    6.4    5    5.93   3.716   4.66   8     0.7    0.786   0.229     0.877   2.056   17.663   -0.086    0.37118000841140747   -0.953   41.51    22.53     -83.74    0.7628369618654252   -7.19     -0.85    251.19999   49.3   0.081   6.148    -97.490005    18.03418011522293   
  1.685    6.2    5    5.75   3.726   4.65   8     0.71   0.765   0.254     0.857   1.968   17.506   -1.603    0.3579499909877777    -0.143   90.77    -122.11   -99.19    0.7332169901132584   5.12      -0.47    251.19999   49.3   0.081   5.982    -48.230003    17.863950509786605  
  1.735    6.3    5    6.3    3.682   4.56   6     0.83   0.999   0.754     1.0     2.405   17.668   -0.157    0.5053700081110001    -0.26    -14.72   2.56      -10.24    0.9450000000000001   -27.04    -0.33    251.19999   49.3   0.081   5.325    -153.72       18.173369275689126  
  1.735    6.6    5    6.12   3.705   4.67   8     0.68   0.847   0.377     0.906   2.144   17.804   0.494     0.40961000180244445   -1.024   13.14    72.68     -59.31    0.8057860268354415   -10.81    -0.73    251.19999   49.3   0.081   6.31     -125.86       18.213610856294633  
  1.735    6.4    5    5.93   3.716   4.66   8     0.7    0.823   0.39      0.886   2.064   17.742   -0.399    0.39449000871181483   -0.475   36.02    -16.39    -59.97    0.7761659668087959   -5.86     -0.34    251.19999   49.3   0.081   6.148    -102.979996   18.1364905885458    
  1.785    6.2    5    5.75   3.726   4.65   8     0.71   0.729   0.101     0.849   1.968   17.474   1.264     0.33526998257637025   -1.3     -38.32   152.31    -28.62    0.7213689661026002   -31.63    -0.99    251.19999   49.3   0.081   5.982    -177.32       17.809270913362504  
  1.835    6.3    5    6.3    3.682   4.54   5     0.79   1.027   0.839     1.008   2.415   17.66    -0.894    0.5230099687576294    -0.179   43.72    -67.54    -59.54    0.9568480240106583   -9.54     -0.09    251.19999   49.3   0.081   5.325    -95.28        18.18300981616974   
  1.835    6.3    5    6.3    3.682   4.56   7     0.82   0.997   0.749     0.999   2.405   17.645   -1.204    0.504109986782074     0.719    12.93    -121.96   9.82      0.9435190190672875   -8.76     -0.35    251.19999   49.3   0.081   5.325    -126.07       18.149110444545745  
  1.835    5.8    5    6.0    3.707   4.53   5     0.85   0.894   0.557     0.911   2.145   17.162   -0.554    0.43921999609470364   0.198    21.58    -53.77    -13.68    0.8131910197734833   2.42      -0.13    251.19999   49.3   0.081   5.02     -117.42       17.601220652222633  
  1.835    6.2    5    5.75   3.726   4.65   8     0.71   0.737   0.136     0.851   1.968   17.566   -0.592    0.34030999279022217   -1.335   -57.98   25.02     -63.92    0.7243310162425041   -121.59   -0.87    251.19999   49.3   0.081   5.982    -196.98       17.906309977531432  
  1.835    6.0    5    5.58   3.737   4.63   8     0.73   0.677   0.027     0.822   1.862   17.47    -1.599    0.3025099912881851    0.335    33.59    -139.19   -36.95    0.6813820395469665   -24.36    -0.98    251.19999   49.3   0.081   5.812    -105.41       17.77250930464268   
  1.885    6.0    5    5.58   3.737   4.63   8     0.73   0.668   -0.0040   0.822   1.863   17.464   -0.094    0.2968399891853333    -0.452   71.79    -2.58     -76.4     0.6813820395469665   31.77     -1.12    251.19999   49.3   0.081   5.812    -67.21        17.76084069108963   
  1.985    6.2    5    5.75   3.726   4.65   8     0.71   0.738   0.142     0.851   1.968   17.84    -0.97     0.3409399846792221    -0.805   43.24    -49.58    -107.4    0.7243310162425041   -44.15    -0.85    251.19999   49.3   0.081   5.982    -95.759995    18.18094013726711   
  1.985    6.0    5    5.58   3.737   4.63   8     0.73   0.687   0.061     0.823   1.861   17.504   0.0020    0.30880998528003695   0.245    -4.57    -10.11    19.9      0.6828630204796791   7.37      -0.85    251.19999   49.3   0.081   5.812    -143.57       17.812809695363043  
  2.035    6.2    5    5.75   3.726   4.65   8     0.71   0.731   0.11      0.85    1.968   17.757   -0.926    0.3365300039052963    0.52     50.0     -110.66   -18.02    0.7228500353097915   20.61     -0.96    251.19999   49.3   0.081   5.982    -89.0         18.093529973387717  
  2.035    5.8    5    5.42   3.746   4.61   8     0.75   0.654   0.018     0.791   1.773   17.344   0.165     0.2880199900865555    -0.213   -60.87   36.26     26.72     0.6354710127115251   -48.49    -0.77    251.19999   49.3   0.081   5.637    -199.87       17.632019852757455  
  2.085    5.4    5    5.8    3.728   4.48   7     0.89   0.746   0.196     0.849   1.946   17.088   -0.899    0.345979994893074     0.171    15.07    -86.78    -20.9     0.7213689661026002   -21.19    -0.58    251.19999   49.3   0.081   4.651    -123.93       17.433979338765145  
  2.085    6.4    5    5.93   3.716   4.66   8     0.7    0.82    0.381     0.886   2.063   17.993   -0.737    0.3925999954938889    -1.167   30.69    -12.09    -123.87   0.7761659668087959   -63.73    -0.37    251.19999   49.3   0.081   6.148    -108.31       18.385600026011467  
  2.085    6.2    5    5.75   3.726   4.65   8     0.71   0.727   0.092     0.849   1.968   17.786   -0.125    0.33400999879837034   -0.42    48.1     -0.4      -63.73    0.7213689661026002   11.44     -1.03    251.19999   49.3   0.081   5.982    -90.9         18.120009296894075  
  2.085    5.8    5    5.42   3.746   4.61   8     0.75   0.643   -0.015    0.791   1.775   17.552   -1.307    0.28109000420570374   0.0050   -23.14   -104.88   -20.38    0.6354710127115251   -76.18    -0.9     251.19999   49.3   0.081   5.637    -162.14       17.833090049982072  
  2.135    5.2    5    5.6    3.74    4.47   7     0.92   0.713   0.169     0.816   1.831   16.881   -0.472    0.3251899996995926    0.779    -4.44    -77.99    48.05     0.6724959774017334   11.64     -0.37    251.19999   49.3   0.081   4.483    -143.44       17.20619051849842   
  2.135    6.2    5    5.75   3.726   4.65   8     0.71   0.766   0.258     0.857   1.969   17.873   -0.567    0.35857998287677767   -0.964   45.58    -10.78    -115.74   0.7332169901132584   -37.1     -0.46    251.19999   49.3   0.081   5.982    -93.42        18.231579174160956  
  2.185    5.8    5    5.42   3.746   4.61   8     0.75   0.651   0.0090    0.791   1.773   17.678   -0.683    0.28613001441955566   0.441    -15.65   -78.88    24.22     0.6354710127115251   -22.79    -0.81    251.19999   49.3   0.081   5.637    -154.65       17.964129510879516  
  2.235    6.0    5    5.58   3.737   4.63   8     0.73   0.738   0.236     0.825   1.859   17.873   -1.779    0.3409399846792221    -0.346   102.31   -163.5    -141.3    0.6858249823451044   -25.43    -0.25    251.19999   49.3   0.081   5.812    -36.690002    18.2139391759634    
  2.235    5.8    5    5.42   3.746   4.61   8     0.75   0.649   0.0040    0.791   1.773   17.687   -0.569    0.2848699930906296    -0.638   71.34    -33.15    -110.33   0.6354710127115251   -4.93     -0.83    251.19999   49.3   0.081   5.637    -67.66        17.971870267748834  
  2.285    5.4    5    5.8    3.728   4.5    5     0.93   0.798   0.381     0.85    1.951   17.24    -0.703    0.37873998618125915   0.08     2.08     -69.21    -15.5     0.7228500353097915   -29.06    -0.03    251.19999   49.3   0.081   4.651    -136.92       17.618739757299423  
  2.285    6.0    5    5.58   3.737   4.63   8     0.73   0.691   0.074     0.823   1.86    17.811   -1.28     0.3113299903869629    0.542    64.94    -159.81   -34.28    0.6828630204796791   13.45     -0.8     251.19999   49.3   0.081   5.812    -74.06        18.122330814361572  
  2.335    6.0    5    5.58   3.737   4.63   8     0.73   0.693   0.081     0.823   1.86    17.942   -0.699    0.31259001171588896   -1.12    8.98     -7.08     -118.09   0.6828630204796791   -86.26    -0.77    251.19999   49.3   0.081   5.812    -130.02       18.254589447140695  
  2.335    5.8    5    5.42   3.746   4.61   8     0.75   0.657   0.027     0.791   1.772   17.698   -1.277    0.2899100033044815    -0.148   26.14    -117.39   -66.52    0.6354710127115251   -52.22    -0.74    251.19999   49.3   0.081   5.637    -112.86       17.987909957528114  
  2.385    6.0    5    5.58   3.737   4.63   8     0.73   0.666   -0.014    0.822   1.863   17.918   -0.319    0.29558000540733337   -0.578   38.77    -6.91     -82.01    0.6813820395469665   -17.56    -1.16    251.19999   49.3   0.081   5.812    -100.229996   18.21357927298546   
  2.385    5.8    5    5.42   3.746   4.61   8     0.75   0.635   -0.041    0.791   1.776   17.779   -0.048    0.2760499939918518    -0.061   -29.94   5.05      11.94     0.6354710127115251   -28.37    -1.01    251.19999   49.3   0.081   5.637    -168.94       18.055049322605132  
  3.435    3.0    3    5.47   3.707   3.39   8     0.93   0.82    0.222     0.889   2.113   15.834   -0.375    0.3925999954938889    -0.23    93.3     -53.23    -101.78   0.7806089978814126   25.44     -1.02    251.19999   49.3   0.081   2.748    -45.699997    16.22659962928295   
  3.635    3.4    4    5.34   3.719   3.61   8     0.92   0.725   0.032     0.866   2.029   16.291   -0.278    0.3327500150203705    0.267    -46.01   -53.39    49.35     0.7465459950566293   -35.31    -1.37    251.19999   49.3   0.081   3.183    -185.01       16.623750381231307  
  6.535    2.2    3    5.31   3.721   3.1    9     0.82   0.685   -0.037    0.866   2.02    16.408   -0.863    0.30755000150203704   -0.547   95.24    -164.25   -256.32   0.7465459950566293   -128.61   -1.73    251.19999   49.3   0.081   2.003    -43.760002    16.71555094754696   
  6.785    2.6    3    5.53   3.702   3.21   8     0.93   0.844   0.252     0.899   2.15    16.896   -0.41     0.4077199885845184    -0.278   95.0     -88.4     -160.39   0.7954189837574959   -29.8     -1.09    251.19999   49.3   0.081   2.335    -44.0         17.303719897031783  
  6.935    3.2    4    5.0    3.749   3.63   9     0.81   0.543   -0.205    0.787   1.77    17.498   -0.361    0.21808998918533323   -1.225   382.62   15.0      -565.91   0.6295470007061958   48.06     -2.32    251.19999   49.3   0.081   3.062    243.62        17.716089180469513  
  7.285    3.0    3    5.15   3.736   3.49   9     0.82   0.645   -0.048    0.825   1.87    17.414   -0.357    0.28234998798370364   -0.493   309.3    -86.67    -350.19   0.6858249823451044   98.81     -1.29    251.19999   49.3   0.081   2.836    170.29999     17.69634954547882   
  8.085    2.0    3    5.33   3.719   3.01   9     0.82   0.722   0.034     0.866   2.029   16.628   -0.401    0.33086000180244446   -0.466   57.62    -55.37    -209.1    0.7465459950566293   -109.6    -1.39    251.19999   49.3   0.081   1.797    -81.380005    16.95886026120186   
  8.485    2.4    3    5.28   3.724   3.19   9     0.82   0.658   -0.078    0.861   1.996   17.076   0.059     0.29053999519348145   -0.132   6.36     44.39     -36.63    0.7391410021185876   -9.12     -1.93    251.19999   49.3   0.081   2.208    -132.64       17.366540208816527  
  8.785    2.8    3    5.21   3.73    3.38   9     0.82   0.654   -0.063    0.84    1.933   17.556   -0.278    0.2880199900865555    -0.344   143.51   -58.7     -225.9    0.7080399611592294   -10.92    -1.58    251.19999   49.3   0.081   2.623    4.5099945     17.844019745945932  
  9.585    2.4    3    5.28   3.724   3.19   9     0.82   0.677   -0.04     0.857   1.99    17.316   -0.15     0.3025099912881851    -0.115   103.23   -54.14    -120.82   0.7332169901132584   22.77     -1.66    251.19999   49.3   0.081   2.208    -35.769997    17.618509976029397  
  9.635    2.6    3    5.25   3.727   3.28   9     0.82   0.691   0.01      0.847   1.955   17.638   0.052     0.3113299903869629    -0.195   40.33    54.73     -84.16    0.7184070042371751   -0.16     -1.27    251.19999   49.3   0.081   2.415    -98.67        17.949330478668212  
  11.785   0.6    3    5.56   3.699   2.35   9     0.82   0.795   0.109     0.923   2.173   15.968   -0.276    0.37685001051425937   -0.378   195.35   -69.19    -318.43   0.8309629675149919   -20.79    -2.01    251.19999   49.3   0.081   0.346    56.350006     16.344850422501565  
  12.735   0.3    3    5.26   3.726   2.4    9     0.9    0.638   -0.051    0.856   1.969   15.893   -0.035    0.27794000720977785   -0.082   157.18   -27.05    -139.21   0.7317360091805458   86.48     -2.05    251.19999   49.3   0.081   0.11     18.179993     16.17093965625763   
  13.885   1.6    3    5.39   3.714   2.82   9     0.82   0.751   0.077     0.878   2.066   17.372   -0.159    0.34912999188899996   -0.204   140.62   -52.94    -214.05   0.7643180310726165   -3.48     -1.42    251.19999   49.3   0.081   1.386    1.6199951     17.721129732489587  
  14.635   1.8    3    5.36   3.717   2.91   9     0.82   0.733   0.051     0.871   2.044   17.658   0.171     0.3377899876832962    -0.393   31.87    226.7     -188.87   0.7539509879946709   -48.91    -1.41    251.19999   49.3   0.081   1.592    -107.13       17.99579093372822   
  15.535   2.0    3    5.33   3.719   3.01   9     0.82   0.745   0.099     0.866   2.023   17.949   -0.388    0.3453500030040741    -0.272   129.14   -171.79   -304.74   0.7465459950566293   -125.42   -1.1     251.19999   49.3   0.081   1.797    -9.860001     18.2943494079113    
  21.685   1.0    3    5.49   3.705   2.54   9     0.82   0.807   0.159     0.899   2.129   17.765   -0.129    0.384409988284111     -0.454   311.47   48.89     -572.6    0.7954189837574959   -41.85    -1.4     251.19999   49.3   0.081   0.764    172.47        18.14940937793255   
  23.735   0.8    3    5.52   3.702   2.44   9     0.82   0.792   0.111     0.914   2.152   17.687   0.0080    0.37495999729633334   -0.0030  86.08    -8.81     -53.12    0.8176339625716209   67.84     -1.83    251.19999   49.3   0.081   0.555    -52.92        18.061960271954536  
  37.335   -0.2   3    5.73   3.684   1.95   9     0.82   0.915   0.285     0.978   2.336   17.663   -0.098    0.45245001351833347   0.043    81.97    -201.82   -41.5     0.9124179781079294   18.38     -1.97    251.19999   49.3   0.081   -0.503   -57.03        18.115450120329857  
  38.335   -1.0   3    5.95   3.665   1.52   9     0.82   1.057   0.464     1.104   2.565   16.95    0.0060    0.5419100258350372    -0.131   206.25   82.75     -300.55   1.0990239590406419   50.26     -2.34    251.19999   49.3   0.081   -1.382   67.25         17.49191078877449   
  0.465    7.8    5    6.58   3.647   4.74   8     0.59   1.129   0.83      1.232   2.772   16.239   -1.874    0.5872699675559998    -0.539   47.23    -39.19    -49.15    1.2885919901132585   11.41     -0.92    251.19999   49.3   0.081   7.224    -91.770004    16.82627028799057   
  0.536    7.0    5    6.5    3.652   4.6    6     0.73   1.164   1.02      1.223   2.788   15.799   -1.279    0.6093200216293335    0.226    19.11    -34.36    -16.36    1.2752630734443666   2.35      -0.31    251.19999   49.3   0.081   5.83     -119.89       16.408319808006286  
  0.536    7.2    5    6.5    3.644   4.62   5     0.74   1.223   1.142     1.291   2.941   15.877   1.237     0.6464900312423706    -1.247   -25.07   47.35     0.59      1.375971012711525    -19.46    -0.08    251.19999   49.3   0.081   5.965    -164.07       16.523489886283876  
  0.536    7.0    5    6.5    3.652   4.62   2     0.76   1.199   1.131     1.235   2.813   15.746   -1.069    0.6313700006008148    0.283    18.58    -30.45    -13.53    1.293035021185875    5.05      -0.01    251.19999   49.3   0.081   5.83     -120.42       16.377370290517806  
  0.586    7.4    5    6.5    3.637   4.62   5     0.72   1.25    1.167     1.345   3.057   16.269   -1.84     0.6635                -0.299   53.07    -50.46    -52.75    1.45594504237175     13.07     -0.1     251.19999   49.3   0.081   6.125    -85.93        16.932499099731444  
  0.586    7.1    5    6.5    3.648   4.63   5     0.73   1.217   1.159     1.267   2.884   15.963   -1.01     0.6427100048065185    -0.959   8.45     -12.59    -32.5     1.3404269406795501   -18.81    0.02     251.19999   49.3   0.081   5.93     -130.55       16.605710302352904  
  0.586    6.8    5    6.4    3.66    4.61   5     0.77   1.145   1.032     1.167   2.697   15.82    -2.49     0.5973499879837036    0.974    5.02     -72.89    -1.86     1.1923270819187166   -15.1     -0.11    251.19999   49.3   0.081   5.695    -133.98       16.417349682807924  
  0.586    7.6    5    6.51   3.655   4.73   8     0.6    1.113   0.871     1.186   2.725   16.484   -4.316    0.5771900222301484    -0.538   54.55    -105.86   -77.21    1.2204659844636918   -20.26    -0.67    251.19999   49.3   0.081   7.078    -84.45        17.061189274549484  
  0.636    7.2    5    6.5    3.644   4.62   5     0.74   1.185   1.02      1.28    2.862   16.262   -0.107    0.6225499639511108    -0.424   11.85    1.01      -17.63    1.3596799576282501   1.55      -0.4     251.19999   49.3   0.081   5.965    -127.15       16.884549094200135  
  0.636    7.1    5    6.5    3.648   4.63   5     0.74   1.222   1.197     1.277   2.861   16.291   -1.886    0.6458600018024445    0.931    34.5     -69.12    -15.98    1.3552369265556337   13.33     0.12     251.19999   49.3   0.081   5.93     -104.5        16.93686036801338   
  0.636    7.0    5    6.29   3.684   4.7    8     0.65   0.948   0.582     0.978   2.364   16.102   1.37      0.47324000871181493   -3.166   -109.69  104.51    8.43      0.9124179781079294   -108.86   -0.82    251.19999   49.3   0.081   6.625    -248.69       16.57523929154873   
  0.636    6.4    5    5.93   3.716   4.66   8     0.7    0.767   0.144     0.874   2.052   15.42    0.126     0.3592100123167038    -3.577   -18.39   59.58     -67.27    0.7583940190672875   -62.51    -1.17    251.19999   49.3   0.081   6.148    -157.39       15.779210088610649  
  0.686    7.0    5    6.5    3.652   4.62   7     0.76   1.153   0.986     1.221   2.781   16.242   -1.161    0.6023899981975556    0.272    5.37     -37.44    -7.01     1.2723009350299836   -9.01     -0.39    251.19999   49.3   0.081   5.83     -133.63       16.84439057803154   
  0.686    6.6    5    6.3    3.669   4.59   5     0.76   1.086   0.926     1.094   2.582   15.808   -0.666    0.5601799783706665    -0.806   8.48     -7.4      -30.46    1.0842139731645586   -15.66    -0.21    251.19999   49.3   0.081   5.56     -130.52       16.368179589271545  
  0.686    6.8    5    6.4    3.66    4.61   5     0.77   1.157   1.072     1.172   2.703   16.113   -3.294    0.6049099657535553    0.411    60.54    -110.03   -56.52    1.1997320748567581   3.34      0.0      251.19999   49.3   0.081   5.695    -78.46        16.717910835504533  
  0.686    6.7    5    6.4    3.664   4.58   5     0.77   1.117   0.984     1.131   2.64    15.995   0.456     0.5797099897861481    -0.71    -5.41    24.93     -9.69     1.1390110621452332   -8.12     -0.15    251.19999   49.3   0.081   5.595    -144.41       16.57470987534523   
  0.686    6.7    5    6.4    3.664   4.58   6     0.77   1.095   0.914     1.123   2.63    15.882   -2.656    0.5658500180244446    1.174    30.65    -98.24    -14.13    1.127163038134575    1.69      -0.33    251.19999   49.3   0.081   5.595    -108.35       16.447849987506867  
  0.686    6.6    5    6.3    3.669   4.61   5     0.8    1.113   1.018     1.107   2.597   15.777   -1.467    0.5771900222301484    0.085    -1.52    -41.47    -9.94     1.1034669901132583   -21.6     0.04     251.19999   49.3   0.081   5.56     -140.52       16.354190449476242  
  0.686    6.6    5    6.3    3.669   4.61   7     0.8    1.045   0.793     1.078   2.561   15.838   -1.232    0.5343499729633331    -1.123   31.64    -22.85    -57.34    1.060517925143242    -11.29    -0.59    251.19999   49.3   0.081   5.56     -107.36       16.37235027050972   
  0.686    6.5    5    6.3    3.673   4.58   6     0.8    1.032   0.801     1.048   2.512   15.773   -0.201    0.5261599657535553    -0.232   26.99    -7.53     -24.0     1.0160879675149919   13.97     -0.45    251.19999   49.3   0.081   5.46     -112.01       16.299159729242326  
  0.686    6.4    5    6.3    3.678   4.59   3     0.82   1.069   0.96      1.042   2.484   15.744   -1.227    0.549470003604889     -0.059   20.5     -37.2     -24.89    1.0072020819187164   -3.54     0.09     251.19999   49.3   0.081   5.425    -118.5        16.293470438480377  
  0.686    6.4    5    5.93   3.716   4.66   8     0.7    0.829   0.413     0.886   2.065   15.582   -2.587    0.39826999759674075   1.985    -2.26    -102.25   26.28     0.7761659668087959   -9.92     -0.28    251.19999   49.3   0.081   6.148    -141.26       15.980269776344299  
  0.736    7.2    5    6.5    3.644   4.62   5     0.73   1.227   1.153     1.292   2.948   16.579   -2.268    0.6490099987983704    -0.01    14.16    -69.88    -30.42    1.3774520819187166   -25.46    -0.05    251.19999   49.3   0.081   5.965    -124.84       17.22801047182083   
  0.736    7.1    5    6.5    3.648   4.63   6     0.74   1.225   1.204     1.279   2.863   16.594   -0.563    0.6477500150203704    0.641    20.74    -31.89    -1.61     1.3581990649700166   17.2      0.14     251.19999   49.3   0.081   5.93     -118.26       17.24174987769127   
  0.736    6.9    5    6.5    3.656   4.59   5     0.76   1.173   1.084     1.201   2.753   16.335   -1.711    0.6149899861812591    0.124    19.52    -56.8     -25.04    1.2426809632778169   -10.38    -0.06    251.19999   49.3   0.081   5.73     -119.479996   16.949989070653917  
  0.736    6.6    5    6.3    3.669   4.6    6     0.79   1.076   0.895     1.091   2.577   16.031   -0.923    0.5538799843788147    -1.829   68.93    -10.74    -98.39    1.079770942091942    7.83      -0.29    251.19999   49.3   0.081   5.56     -70.07        16.584880121707915  
  0.736    6.5    5    6.3    3.673   4.58   6     0.81   1.051   0.859     1.054   2.52    15.97    0.731     0.5381299993991852    -0.185   -50.1    35.29     33.06     1.024974029660225    -29.38    -0.29    251.19999   49.3   0.081   5.46     -189.1        16.508130266427994  
  0.736    6.3    5    6.3    3.682   4.56   5     0.82   1.019   0.818     1.006   2.413   15.646   -0.138    0.5179700336456299    0.31     -12.75   -6.68     14.55     0.9538860621452332   -6.82     -0.15    251.19999   49.3   0.081   5.325    -151.75       16.163969942092894  
  0.736    6.1    5    6.2    3.692   4.56   7     0.84   0.936   0.6       0.956   2.286   15.482   -1.315    0.46567999339103694   -0.309   27.28    -39.37    -37.22    0.8798359562158584   -5.24     -0.47    251.19999   49.3   0.081   5.19     -111.72       15.947680344343185  
  0.736    5.9    5    6.1    3.701   4.54   5     0.84   0.909   0.573     0.924   2.184   15.404   -1.47     0.4486699870824814    0.676    18.81    -58.89    -8.09     0.8324440367221833   1.91      -0.23    251.19999   49.3   0.081   5.055    -120.19       15.85267026937008   
  0.736    7.4    5    6.44   3.665   4.72   8     0.62   1.12    0.999     1.134   2.64    16.743   -3.146    0.5816000030040741    -1.379   116.92   -94.19    -137.44   1.143453916668892    16.2      -0.1     251.19999   49.3   0.081   6.93     -22.080002    17.32460003352165   
  0.736    6.8    5    6.21   3.695   4.68   8     0.66   0.905   0.52      0.941   2.241   16.25    -1.948    0.44614998197555544   2.026    85.77    -110.01   -19.18    0.8576209774017334   67.03     -0.62    251.19999   49.3   0.081   6.469    -53.230003    16.696149981975555  
  0.786    7.1    5    6.5    3.648   4.63   6     0.74   1.178   1.03      1.254   2.834   16.697   -0.781    0.6181399831771851    0.013    26.2     -30.42    -23.7     1.3211739237308504   6.83      -0.33    251.19999   49.3   0.081   5.93     -112.8        17.315140486717223  
  0.786    6.4    5    6.3    3.678   4.55   5     0.79   1.065   0.938     1.035   2.477   15.96    -1.654    0.5469500360488891    0.688    10.62    -66.95    -4.32     0.9968349505662919   -8.07     0.04     251.19999   49.3   0.081   5.36     -128.38       16.506950074195863  
  0.786    6.2    5    6.2    3.687   4.58   6     0.82   0.999   0.782     0.988   2.359   15.739   0.119     0.5053700081110001    -0.0010  -6.57    5.16      5.23      0.9272279639840126   -2.98     -0.11    251.19999   49.3   0.081   5.29     -145.57       16.24437032854557   
  0.786    6.4    5    5.93   3.716   4.66   8     0.7    0.782   0.213     0.876   2.056   16.033   0.334     0.3686600033044815    -2.663   15.46    55.59     -79.44    0.7613559809327126   -28.88    -0.9     251.19999   49.3   0.081   6.148    -123.54       16.401660949349402  
  0.786    6.2    5    5.75   3.726   4.65   8     0.71   0.756   0.218     0.855   1.968   15.727   0.765     0.35227998888492584   0.534    -47.36   24.42     51.65     0.7302550282478333   -13.64    -0.59    251.19999   49.3   0.081   5.982    -186.36       16.079280225396158  
  0.836    6.8    5    6.4    3.66    4.61   6     0.77   1.134   0.998     1.164   2.692   16.444   -1.222    0.5904199645519257    1.317    -2.98    -65.8     27.25     1.1878840508461      0.02      -0.2     251.19999   49.3   0.081   5.695    -141.98       17.034420208692552  
  0.836    6.7    5    6.4    3.664   4.58   5     0.77   1.118   0.985     1.131   2.641   16.342   0.147     0.5803400192260743    0.146    10.95    -0.18     -0.9      1.1390110621452332   13.66     -0.14    251.19999   49.3   0.081   5.595    -128.05       16.922339073181153  
