oid_1,ra,dec,snr,v_rad,v_helio,v_gsr,v_err,prior_teff,param_teff,param_logg,param_feh,param_alpha,chi_sq,oid_2,vrad,verr,R,absverr,delta_vgsr,vgsr
804,161.710208333,-3.2412,30.983469832,40.7363,40.733,-106.657,5.564,4002.63,4034.95,4.99984445548,-4.00049206973,0.4,3.47741,804,28.2489,6.467,0.87,6.4670000076293945,-147.39330142211912,-119.14440142211913
805,161.765208333,-3.09557222222,27.2723319563,51.0854,51.0812,-95.8213,6.421,3091.7,4749.99,4.3082213907,-1.20320082909,0.390199611191,3.79477,805,43.5181,12.379,0.84,12.378999710083008,-146.90669962768555,-103.38859962768555
806,161.676125,-3.25433611111,26.2211854733,73.3641,73.3581,-74.1124,5.802,3031.26,4147.67,2.99996776553,-2.17270271788,0.399985578251,4.68555,806,72.463,9.14,0.77,9.140000343322754,-147.47649759521482,-75.01349759521483
807,161.86175,-2.85171944444,51.4803796819,11.7763,11.7754,-134.303,2.931,4474.44,4585.74,4.9999995804,-0.700140522476,3.76573645698E-5,3.56831,807,9.5637,5.165,0.94,5.164999961853027,-146.07930043029785,-136.51560043029784
808,161.903333333,-2.68768055556,36.1376525474,164.747,164.733,19.1803,4.458,5230.23,6080.98,4.99999867531,-0.492664151038,1.22869028092E-4,3.71863,808,159.0926,7.198,0.89,7.197999954223633,-145.5666940185547,13.525905981445305
809,161.801,-2.85646944444,41.9642079751,-11.6029,-11.6019,-157.772,3.126,4401.37,4796.5,4.99999689039,-1.22235985988,0.228036315367,1.22503,809,-16.6788,4.122,0.93,4.122000217437744,-146.1691004486084,-162.84790044860839
810,161.75425,-2.92804444444,29.5261321624,50.3032,50.2991,-96.1361,3.989,4494.74,4190.98,3.88194299275,-1.50000116826,0.285071800648,4.09332,810,42.5937,8.26,0.87,8.260000228881836,-146.4392997680664,-103.8455997680664
811,162.061166667,-2.49464444444,25.6360107585,36.9036,36.9005,-107.891,7.165,0.0,4907.27,4.99999961659,-1.55277848367,2.70393810312E-4,3.15805,811,20.1918,9.546,0.8,9.545999526977539,-144.7945987854004,-124.60279878540041
812,161.84525,-2.73334722222,38.1483759023,-18.232,-18.2305,-163.989,3.21,5103.13,5250.0,5.0,-1.05,0.4,2.58815,812,-20.9492,4.135,0.92,4.135000228881836,-145.75699964904786,-166.70619964904785
813,161.733958333,-2.95031666667,24.5746605354,105.167,105.158,-41.3667,8.35,4457.21,6412.56,4.99845831936,-0.827377016233,8.77047640189E-5,8.52638,813,106.5014,14.184,0.67,14.184000015258789,-146.53369981689454,-40.032299816894536
814,161.830166667,-2.78712222222,38.634955546,10.9776,10.9766,-134.956,4.51,5690.09,4848.66,4.99999747941,-0.395294835711,5.03000454763E-4,3.57443,814,6.3204,6.402,0.91,6.4019999504089355,-145.93360009765624,-139.61320009765623
815,161.680458333,-2.99241111111,19.1908783066,96.6849,96.6771,-50.0368,17.619,5544.42,5283.05,3.14916340996,-0.428155127769,0.395654843715,9.34191,815,90.4048,34.94,0.57,34.939998626708984,-146.72169837646484,-56.31689837646485
816,161.907291667,-2.63449166667,34.0281148119,-20.4966,-20.4949,-165.889,3.742,3562.12,5656.15,4.99999793597,-0.500000379558,2.05789227975E-4,2.43936,816,-23.5186,5.688,0.87,5.688000202178955,-145.39240080261231,-168.9110008026123
817,161.787041667,-2.77883611111,25.3854574068,177.692,177.678,31.7138,4.724,0.0,5385.58,4.99993550418,-1.23134009908,0.258693454088,3.37554,817,172.7722,7.5,0.82,7.5,-145.97820134277345,26.793998657226552
818,161.4775,-3.14041111111,31.1333016351,5.1366,5.1362,-142.259,3.277,4938.47,5922.17,4.84440216599,0.223055051168,2.71680477093E-4,9.73182,818,-2.3367,4.373,0.87,4.373000144958496,-147.3956000175476,-149.7323000175476
819,161.586875,-3.00868611111,20.8071032793,296.652,296.628,149.749,10.077,4643.06,5901.09,4.99998243859,-0.500088970705,0.00169051778471,9.25042,819,284.1643,17.773,0.61,17.773000717163086,-146.90300805664063,137.2612919433594
820,161.662458333,-2.89685555556,43.6459029435,54.2426,54.2382,-92.2237,3.043,5162.03,5000.0,5.0,-1.54006900163,0.4,3.42045,820,46.7029,5.186,0.94,5.185999870300293,-146.4662994873047,-99.7633994873047
821,161.667375,-2.81795833333,54.9465738382,14.5364,14.5353,-131.693,2.236,4532.81,4503.1,4.9999717228,-0.8108176385,6.88764608367E-4,2.77817,821,9.4673,3.714,0.95,3.7139999866485596,-146.2293998413086,-136.7620998413086
822,161.406583333,-3.07619722222,26.4102980902,83.5026,83.4961,-63.8041,9.559,4935.61,4976.43,3.50022490631,-0.979177007205,0.399998082413,6.5944,822,90.9439,18.899,0.76,18.89900016784668,-147.30670162353516,-56.36280162353516
823,161.513958333,-2.94558055556,27.1899401743,125.912,125.902,-20.8876,7.643,3062.84,4001.34,7.31335859746E-6,-1.10396854635,4.65834913775E-5,25.8726,823,132.955,11.227,0.47,11.22700023651123,-146.79960256347655,-13.844602563476542
824,161.675125,-2.83820277778,51.2313180508,59.5426,59.5378,-86.7392,2.16,6793.6,4999.76,4.61495311063,-1.53811025751,0.394004864033,2.44203,824,53.2686,3.132,0.94,3.131999969482422,-146.28179872436522,-93.01319872436522
825,161.876958333,-2.62466388889,33.7526944816,52.8748,52.8704,-92.5337,3.465,5032.66,4749.37,4.77307008446,-2.09212924286,0.393071423266,6.04947,825,48.3584,5.682,0.84,5.682000160217285,-145.4085016357422,-97.0501016357422
826,161.448333333,-2.92023055556,35.2715522406,278.635,278.613,131.813,3.183,4976.3,4048.17,0.639471221787,-2.69287917324,0.276734905124,4.22513,826,276.2563,5.626,0.89,5.625999927520752,-146.822009765625,129.434290234375
827,161.442708333,-2.95425555556,32.6380079507,3733.3,3733.01,3586.1,6.882,4252.85,7000.17,5.0,0.5,2.49877929688E-4,17.202,827,200.4904,6.598,0.81,6.5980000495910645,-147.2000488281251,53.2903511718749
828,161.633291667,-2.71877222222,43.393982529,-0.6168,-0.6167,-146.602,3.14,4775.06,4532.83,4.99998848664,-1.00055404747,0.149098809926,2.34507,828,-3.8231,4.162,0.94,4.1620001792907715,-145.9851999897957,-149.8082999897957
829,161.340208333,-2.95816944444,25.9019593665,51.6201,51.6162,-95.4283,9.203,3204.3,5005.63,5.0,-1.5046875,0.4,7.00487,829,40.8507,12.361,0.7,12.361000061035156,-147.04839811401365,-106.19769811401365
830,161.318833333,-2.95611944444,28.6410251055,49.7046,49.7009,-97.3645,5.044,4628.02,4706.87,4.80495940894,-0.977538259644,0.0571196921338,5.09868,830,43.5051,7.389,0.8,7.388999938964844,-147.06910128784182,-103.56400128784182
831,161.409458333,-2.87132777778,36.7142633562,84.9993,84.9927,-61.7151,3.453,5725.26,4756.97,4.12279080953,-1.36333269649,0.299506598223,3.70226,831,77.9354,4.545,0.91,4.545000076293945,-146.71439809570313,-68.77899809570313
832,161.469416667,-2.80955277778,29.0369900222,97.9978,97.9902,-48.4642,6.202,4939.17,5122.19,4.24438131937,-1.03731717553,0.375193307375,4.46077,832,81.825,9.751,0.82,9.75100040435791,-146.462002734375,-64.637002734375
833,161.921166667,-2.61605833333,27.4500411792,134.953,134.942,-10.3805,8.128,-571558.0,5062.2,4.99999950637,-0.944960930741,7.02730531234E-4,6.49914,833,131.6036,13.054,0.68,13.053999900817871,-145.3335029296875,-13.729902929687512
834,161.355,-2.87355555556,28.6583185978,54.8046,54.8004,-91.9822,5.931,3713.74,5157.45,4.35186736067,-1.13521269418,0.256576449401,6.05743,834,42.2008,5.45,0.78,5.449999809265137,-146.7867997619629,-104.5859997619629
835,161.494916667,-2.78226944444,45.8593696763,95.0751,95.0677,-51.276,2.121,4588.86,5750.0,5.0,-2.1,0.4,4.67463,835,89.2027,3.455,0.91,3.4549999237060547,-146.35110375976564,-57.14840375976564
836,161.316416667,-2.85926944444,27.5500620763,-18.2201,-18.2187,-165.009,10.724,4843.48,5750.0,5.0,-0.5,0.0,5.12434,836,-18.0894,18.247,0.65,18.246999740600586,-146.78889959716795,-164.87829959716797
837,161.4485,-2.736275,33.5686697803,67.7396,67.7343,-78.5352,5.517,4636.93,5245.05,4.49982583517,-0.764996977437,0.289286310531,5.84282,837,57.4547,7.329,0.83,7.328999996185303,-146.2748011352539,-88.8201011352539
838,161.294875,-2.81036944444,41.5472187603,52.2705,52.2666,-94.4093,3.008,5242.48,5074.57,4.70911354021,-0.857394906735,6.53012307517E-4,3.19332,838,44.5155,3.876,0.91,3.875999927520752,-146.67980018310547,-102.16430018310547
839,161.336458333,-2.75816666667,27.8461337626,77.3529,77.347,-69.1264,5.4,5925.05,4000.88,4.49797469884,-2.83844905742,0.399720927243,26.8192,839,70.3539,9.035,0.78,9.03499984741211,-146.47929764404296,-76.12539764404296
840,161.373625,-2.76473888889,22.9547702727,37.8211,37.8182,-108.627,11.59,3078.83,4641.36,3.50000790818,-0.380778916669,0.197739163911,13.934,840,25.8018,22.98,0.69,22.979999542236328,-146.44809832763673,-120.64629832763673
841,161.229833333,-2.79510555556,20.1116800714,51.5845,51.5806,-95.1327,5.432,17520.1,5000.94,4.3265725204,-0.885939811173,0.399984141746,9.20371,841,49.6891,12.149,0.68,12.14900016784668,-146.71719935913086,-97.02809935913086
842,161.511333333,-2.65105,19.9679285397,54.76,54.7557,-91.1886,11.338,3195.79,4750.38,4.5815361487,-1.60916724957,0.253506821443,10.0622,842,44.3601,14.125,0.54,14.125,-145.9485983215332,-101.58849832153321
843,161.276166667,-2.73882777778,43.418605378,3.9603,3.96,-142.533,2.838,5311.89,5113.52,4.99999847483,-0.954304044837,6.05031009428E-4,3.10207,843,-2.8412,3.646,0.92,3.6459999084472656,-146.49329996871947,-149.33449996871946
844,161.366916667,-2.69376666667,28.9067451393,30.1994,30.1971,-116.052,5.569,3931.73,4749.8,4.99981014048,-0.99995697986,5.35462790129E-4,6.34134,844,28.0512,8.23,0.84,8.229999542236328,-146.25139994812014,-118.20019994812014
845,161.853041667,-2.51753333333,40.3358966444,24.581,24.5789,-120.546,4.04,4823.68,5202.01,4.499985599,-1.09697357848,0.229245550525,4.17279,845,20.2346,5.111,0.92,5.111000061035156,-145.12699937438964,-124.89239937438964
846,161.879791667,-2.48896111111,24.7486349943,40.251,40.2476,-104.76,5.646,3301.11,4750.0,5.0,-1.56795329712,0.4,5.5525,846,36.5101,7.345,0.83,7.34499979019165,-145.01099945068358,-108.50089945068359
847,161.648083333,-2.51940555556,31.7793112194,65.6142,65.609,-79.7817,3.591,8116.81,5331.56,4.99712578293,-1.00001946014,1.13986307444E-6,4.82908,847,66.3134,4.864,0.86,4.863999843597412,-145.39589677734375,-79.08249677734375
848,161.389416667,-2.59906666667,34.6519146367,16.589,16.5878,-129.36,5.281,5348.59,4696.43,4.99999056647,-0.892387391574,6.58050358075E-5,4.80474,848,21.4439,7.291,0.83,7.290999889373779,-145.9490007019043,-124.50510070190431
849,161.199791667,-2.63451388889,53.8265182543,93.3872,93.3803,-52.9071,3.624,4051.32,4909.7,3.56463510755,-1.99999928893,0.394131504691,3.81495,849,86.6778,5.261,0.9,5.261000156402588,-146.29429940185548,-59.61649940185548
850,161.985875,-2.42910555556,34.4685251155,26.3867,26.3845,-118.314,5.616,3673.58,5358.38,4.70457402147,-1.20470966452,0.389837077773,6.83769,850,24.6712,9.13,0.84,9.130000114440918,-144.70069967651366,-120.02949967651367
851,161.277708333,-2.57051666667,41.7205875063,35.5092,35.5065,-110.499,2.222,5046.13,4593.67,4.99967097545,-1.53288667104,2.63316321769E-4,5.27831,851,30.0284,3.191,0.94,3.190999984741211,-146.00820104980468,-115.97980104980468
852,161.421625,-2.58175,35.4449844665,1.4913,1.4911,-144.366,3.938,3924.3,5000.2,4.9602687811,-1.31218183964,0.202708863627,4.28317,852,0.3438,4.162,0.9,4.1620001792907715,-145.8572999868393,-145.51349998683932
853,161.215708333,-2.55630833333,39.6909093639,9.1024,9.1017,-136.94,3.041,5305.18,4873.1,4.99999734567,-0.97288737033,1.44922730826E-4,4.5882,853,2.8158,4.671,0.91,4.671000003814697,-146.0423998260498,-143.2265998260498
854,161.87125,-2.417175,45.0167110356,33.2844,33.2817,-111.529,2.462,5184.93,4191.7,3.11659077251,-2.49922757611,0.306750597328,3.55316,854,27.1514,4.049,0.94,4.048999786376953,-144.8134009399414,-117.66200093994141
855,162.095666667,-2.42848611111,32.0525253277,-26.4807,-26.4784,-171.034,5.922,5073.77,4749.75,4.50023643446,-0.845059015611,0.270375982125,3.87452,855,-30.4823,10.999,0.85,10.99899959564209,-144.55330046081542,-175.03560046081543
856,161.460666667,-2.46418055556,36.3010735976,60.5622,60.5576,-84.91,5.186,5739.7,4749.95,4.45453666818,-1.46719040199,0.3993160062,11.2953,856,54.6087,9.367,0.89,9.366999626159668,-145.472198638916,-90.86349863891601
857,161.850375,-2.55473611111,37.3164894616,56.6001,56.5955,-88.6403,3.998,4201.69,4500.0,5.0,-2.0,0.4,4.30588,857,51.0632,6.022,0.89,6.021999835968018,-145.24040147094726,-94.17720147094727
858,161.197666667,-2.49600277778,24.0541495758,49.0727,49.0691,-96.8204,5.02,19166.5,4732.55,4.99999826012,-0.781909261243,6.56003210319E-4,6.12785,858,48.838,9.463,0.76,9.463000297546387,-145.8931005004883,-97.0551005004883
859,161.254958333,-2.48223055556,38.6913823905,66.469,66.4641,-79.3139,3.403,4859.13,4500.0,5.0,-1.575,0.4,5.12474,859,58.7252,4.135,0.92,4.135000228881836,-145.78290177001952,-87.05770177001952
860,161.380125,-2.43706388889,37.651588145,32.9044,32.9019,-112.588,3.418,4171.24,4471.71,4.49998506748,-1.23127037289,0.254690286725,3.58941,860,19.0255,4.099,0.91,4.098999977111816,-145.49239987182617,-126.46689987182617
861,161.281416667,-2.46957777778,49.7964876829,-6.2347,-6.2342,-151.942,2.367,4595.32,4499.82,4.99996402679,-0.676812226933,2.29583883147E-4,3.95044,861,-12.2695,3.302,0.94,3.302000045776367,-145.7072997970581,-157.9767997970581
862,161.175958333,-2.44384722222,26.1876841245,34.5646,34.5621,-111.203,6.325,4719.36,4672.61,4.9998288606,-1.15495882453,9.88188726025E-5,7.68241,862,24.7389,8.978,0.81,8.977999687194824,-145.76760189819336,-121.02870189819336
863,161.268791667,-2.40298888889,34.2222993307,3.4848,3.4846,-142.046,3.493,4023.91,4750.0,5.0,-1.575,0.4,3.68707,863,-2.9968,4.335,0.9,4.335000038146973,-145.53080010032653,-148.52760010032654
864,161.137291667,-2.403225,35.011260047,82.0454,82.0395,-63.6565,4.109,4644.6,4500.26,4.04081247114,-2.86909514027,0.390173386303,3.54321,864,74.9999,6.132,0.85,6.131999969482422,-145.70190252685546,-70.70200252685547
865,161.39875,-2.39647777778,24.3931097589,45.5927,45.5892,-99.76,7.585,11498.0,4586.07,3.99991260603,-1.73062464167,0.215482219668,5.66385,865,30.1025,8.906,0.72,8.906000137329102,-145.35270095825194,-115.25020095825195
866,161.217208333,-2.34233333333,29.3641914124,18.1313,18.1299,-127.29,4.194,5620.77,4750.0,5.0,-1.51934427023,0.4,5.98312,866,8.7141,4.384,0.86,4.383999824523926,-145.4212999725342,-136.7071999725342
867,161.583125,-2.34969166667,32.7849791581,91.9716,91.9643,-53.0168,4.649,3999.48,4347.96,5.0,-2.0,0.4,4.96163,867,82.3302,8.871,0.88,8.871000289916992,-144.98840339355468,-62.65820339355467
868,161.145666667,-2.31353055556,38.4174545991,3734.66,3734.39,3588.96,7.587,3257.1,5449.89,0.512318035156,-5.49937970354,0.4,28.714,868,-2.4106,5.188,0.9,5.188000202178955,-145.69991210937496,-148.11051210937495
869,161.97825,-2.36828611111,58.2068790736,92.6728,92.665,-51.8671,6.083,4471.09,4546.66,5.0,-2.0,0.4,10.2663,869,83.5717,6.886,0.93,6.886000156402588,-144.53989815673827,-60.96819815673827
870,161.54325,-2.31984722222,50.6325250001,10.044,10.0433,-134.902,11.116,4909.58,4886.54,4.4392362907,-1.68780207259,0.399874919356,11.2104,870,4.0758,3.067,0.94,3.066999912261963,-144.94599967193602,-140.87019967193604
871,161.177208333,-2.27497777778,51.8709971159,17.3441,17.3429,-127.931,10.742,5063.75,4846.23,4.99999371503,-1.00045020922,6.69169165074E-5,14.6224,871,10.6308,4.354,0.93,4.354000091552734,-145.27510095214842,-134.64430095214843
872,161.314333333,-2.26953888889,24.0634613241,80.3474,80.3413,-64.7454,16.377,3088.89,4750.19,4.9896054206,-2.12257714732,0.39193582497,10.1402,872,72.1719,7.733,0.76,7.732999801635742,-145.09279685058596,-72.92089685058596
873,161.210833333,-2.25098333333,38.8529237332,-8.8923,-8.8916,-154.054,12.073,4866.16,4529.31,4.5018677591,-1.84181092864,0.321346170471,8.77355,873,-15.5044,3.991,0.91,3.990999937057495,-145.1617003479004,-160.6661003479004
874,161.199125,-2.27202222222,26.405231235,-29.3645,-29.3624,-174.6,12.878,3483.25,4750.0,5.0,-1.5,0.4,7.86546,874,-35.5126,7.649,0.79,7.64900016784668,-145.23549995422363,-180.74809995422362
875,161.3885,-2.26998055556,29.6200055125,-37.8939,-37.8911,-182.886,19.773,4045.79,4500.0,5.0,-2.0,0.4,13.7052,875,-51.2902,31.974,0.62,31.974000930786133,-144.99209817504882,-196.28229817504882
876,161.37875,-2.24791666667,28.7856203421,-41.854,-41.8508,-186.794,12.419,3852.33,4250.0,5.0,-2.0,0.4,7.47878,876,-46.6828,5.772,0.83,5.771999835968018,-144.93999990844728,-191.6227999084473
877,161.865,-2.34630833333,33.5251625416,28.6557,28.6533,-115.96,13.1,5207.3,4245.1,4.999943814,-2.04568666723,3.20091487012E-4,8.47327,877,22.4152,6.088,0.83,6.0879998207092285,-144.61570068359373,-122.20050068359373
878,161.138833333,-2.15512222222,38.0400324314,20.5483,20.5468,-124.427,11.952,6808.56,4562.17,4.99999839496,-1.55805870073,0.00228012402395,9.38182,878,13.6975,7.071,0.84,7.071000099182129,-144.97529978942873,-131.27779978942874
879,161.613041667,-2.26840833333,55.9759295367,11.1159,11.115,-133.592,7.554,4502.95,4500.43,4.99995499685,-0.811742448019,0.00101118265756,11.8385,879,6.4444,3.423,0.95,3.4230000972747803,-144.70790003967286,-138.26350003967286
880,161.906166667,-2.3161,46.7620709997,-25.5297,-25.5276,-170.0,7.352,4929.19,5256.12,5.0,-1.52578125,0.4,7.2197,880,-30.7612,3.729,0.92,3.7290000915527344,-144.47030067443848,-175.23150067443848
881,161.560666667,-2.244425,43.9431930044,4.6192,4.6188,-140.085,12.435,5533.21,4749.91,4.8915706736,-1.74082301966,0.355183556915,9.37846,881,-3.137,4.418,0.93,4.418000221252441,-144.70420022964478,-147.84120022964478
882,161.860875,-2.32666388889,43.6392921274,51.2208,51.2165,-93.3448,9.782,4480.26,4651.71,4.99994119577,-1.15361657713,0.246624885727,10.5491,882,45.3618,4.488,0.93,4.48799991607666,-144.56559849243166,-99.20379849243166
883,161.45875,-2.18347777778,50.1591218025,44.6951,44.6917,-99.9634,7.748,4577.93,4750.0,5.0,-1.575,0.4,10.4598,883,40.4679,4.005,0.93,4.005000114440918,-144.6584988769531,-104.1905988769531
884,161.237958333,-2.09096666667,24.6194330884,21.0855,21.0839,-123.579,11.232,4138.07,4873.11,4.88435449651,-1.03758624795,0.197099963428,8.11453,884,17.7274,9.008,0.78,9.008000373840332,-144.6645007171631,-126.93710071716309
885,161.277375,-2.07811944444,39.7957638427,23.2763,23.2746,-121.301,10.791,4164.46,4844.79,4.99999741025,-0.300273984756,0.00360740845348,11.0833,885,16.7916,8.284,0.84,8.284000396728516,-144.57730043029784,-127.78570043029784
886,161.759083333,-2.25420277778,22.6002034406,73.5727,73.5667,-70.9138,11.265,0.0,5456.3,4.58520990513,-1.36443251147,0.38551264061,9.01579,886,67.1134,8.959,0.73,8.958999633789062,-144.48650050048826,-77.37310050048826
887,161.2165,-2.02335277778,38.4997082984,35.1978,35.1952,-109.297,10.088,4934.38,4499.25,4.9990250624,-1.00267688028,4.70773617305E-4,9.56667,887,31.8444,4.709,0.91,4.709000110626221,-144.49479968261718,-112.65039968261718
888,161.41525,-2.10661666667,29.0154093877,249.807,249.788,105.302,12.604,3691.94,4087.09,0.731746655374,-2.84855727335,0.339331715938,8.82149,888,252.3738,7.074,0.81,7.073999881744385,-144.50500683593748,107.86879316406251
889,161.513291667,-2.14603611111,30.9063576291,173.512,173.498,29.0207,12.057,4249.79,4292.06,3.79662157337,-2.2964393349,1.45829842005E-4,6.79385,889,169.2106,8.315,0.79,8.3149995803833,-144.49129340820312,24.71930659179688
890,161.4855,-2.09252777778,35.1915881423,-7.632,-7.6314,-151.988,9.271,4305.86,4887.86,4.49969452997,-1.17130341921,0.220570113321,6.70255,890,-11.5687,5.454,0.88,5.453999996185303,-144.35600003051758,-155.92470003051758
891,161.515208333,-2.12904444444,22.5283336683,44.3463,44.3428,-100.083,9.803,0.0,4750.0,5.0,-2.0,0.4,11.4,891,32.5812,11.367,0.73,11.366999626159668,-144.42929821777344,-111.84809821777344
893,161.287166667,-1.96200555556,29.9042753805,122.119,122.11,-22.1153,11.956,3502.88,4381.41,3.28059152196,-1.34791996906,0.399989852676,12.0876,893,116.3018,5.69,0.85,5.690000057220459,-144.23430329589843,-27.932503295898428
895,161.475708333,-2.0273,36.3638903245,60.6627,60.658,-83.5208,10.006,4300.47,4656.66,0.679359322411,-1.6536760987,0.277105793609,18.049,895,50.7365,6.888,0.84,6.888000011444092,-144.18350065307618,-93.44700065307617
896,161.903166667,-2.33950277778,30.0980453516,161.347,161.333,16.7889,13.786,3273.09,4499.7,2.9999577427,-1.24103871256,0.367195980439,13.6042,896,161.6019,5.915,0.79,5.914999961853027,-144.5581001220703,17.0437998779297
897,161.530583333,-2.03498611111,26.8777609183,28.7255,28.7233,-115.409,16.181,3553.86,5464.88,4.8199151764,-0.427247091427,6.68893997336E-4,17.8204,897,29.2233,9.671,0.67,9.670999526977539,-144.13450010681152,-114.91120010681152
898,161.405083333,-1.93710277778,33.0174163173,2.6546,2.6544,-141.35,13.47,4911.45,5297.39,4.99958606353,-0.546187794613,1.30480158345E-6,15.587,898,2.1607,9.378,0.82,9.378000259399414,-144.00459990501403,-141.84389990501404
899,161.506708333,-1.97339166667,25.9254913843,9.5146,9.5139,-134.469,11.823,0.0,4775.34,5.0,-2.0,0.4,20.2678,899,7.5772,7.886,0.77,7.886000156402588,-143.98359980010986,-136.40639980010985
900,161.313666667,-1.84013333333,22.1697755321,47.922,47.9184,-95.9175,13.739,3132.19,4964.15,4.17329231863,-0.427348989886,7.40028103222E-4,12.4829,900,37.2629,7.196,0.66,7.196000099182129,-143.83950088500978,-106.57660088500978
902,161.749041667,-2.11289722222,56.6968277194,3326.33,3326.06,3181.98,11.447,5032.49,4154.2,2.17549413162E-4,-2.30804875225,2.04959219353E-4,35.4502,902,15.0978,4.816,0.9,4.815999984741211,-144.35007812499998,-129.25227812499998
903,161.52675,-1.92575555556,31.8632000792,3340.4,3340.14,3196.32,12.023,4908.87,7000.0,5.0,0.21,0.0,41.73,903,94.296,13.343,0.73,13.343000411987305,-144.07990234374984,-49.78390234374983
904,161.346041667,-1.77839166667,18.28545124,-22.4659,-22.4642,-166.079,12.487,13823.5,5750.13,3.9284582025,0.445295733879,7.67923610708E-4,17.2163,904,-20.998,14.194,0.55,14.194000244140625,-143.61309957885743,-164.61109957885742
905,161.827625,-2.16545,32.3446897509,57.8614,57.8566,-86.2785,13.835,4424.2,4500.0,5.0,-2.0,0.4,21.0915,905,44.1028,6.475,0.83,6.474999904632568,-144.13990060424806,-100.03710060424805
906,161.547458333,-1.91564722222,24.6717550167,3313.32,3313.06,3169.3,19.282,18213.5,5301.03,1.56695272973,0.478873212568,1.43083459797E-4,72.4667,906,18.8614,34.066,0.6,34.066001892089844,-144.02006835937482,-125.15866835937481
907,161.499916667,-1.84753888889,42.6025782705,6.0858,6.0853,-137.538,10.035,5008.78,5109.48,4.99984890574,-6.31838713596E-5,1.00812404597E-4,21.1611,907,-1.6344,5.704,0.91,5.703999996185303,-143.62380017089845,-145.25820017089845
908,161.628958333,-1.91800833333,52.8847843433,-2.8702,-2.87,-146.536,12.072,4634.4,5403.13,4.31741666727,-1.33163630417,8.46145548236E-4,27.5162,908,-7.3499,4.934,0.92,4.934000015258789,-143.66580008125305,-151.01570008125304
909,161.64325,-1.98185,34.4779486465,76.014,76.0079,-67.8265,12.786,4461.52,4077.87,2.9978397182,-1.6160544251,0.399768525803,53.4904,909,74.7962,10.997,0.79,10.996999740600586,-143.84049993896485,-69.04429993896485
910,161.801666667,-2.05836111111,29.1794626414,23.4562,23.4543,-120.402,10.309,3855.71,4497.0,3.98915591516,-1.67126230214,0.369050338599,20.6968,910,18.1505,3.993,0.88,3.993000030517578,-143.85819964599608,-125.70769964599609
911,161.866875,-2.14247222222,43.5896503449,61.1348,61.1298,-82.8884,9.875,4769.85,4833.29,3.02706807316,-1.17524498416,0.379372603843,32.3919,911,58.0115,3.548,0.92,3.5480000972747803,-144.02319995727538,-86.01169995727538
912,161.532916667,-1.75790833333,41.7456534858,52.9523,52.9482,-90.3712,9.649,4997.17,5000.06,4.94582949284,-0.782458097247,0.00123027677961,83.0434,912,48.9522,8.064,0.89,8.064000129699707,-143.3235010253906,-94.37130102539061
913,161.452208333,-1.66364166667,44.7677594114,15.8368,15.8356,-127.309,10.351,4195.75,4750.0,5.0,-1.5,0.4,85.1515,913,7.68,6.619,0.91,6.61899995803833,-143.14579962158203,-135.46579962158202
914,161.507333333,-1.719325,27.0523947511,43.1649,43.1615,-100.077,9.127,3642.96,4476.07,2.79843820139,-1.0124938458,0.399997832323,115.143,914,32.9739,10.795,0.72,10.795000076293945,-143.24190173339844,-110.26800173339844
915,161.595416667,-1.75560833333,19.5724159922,3274.96,3274.7,3131.47,6.064,5738.98,7294.74,5.0,0.5,2.19142287504E-4,15.8113,915,70.5648,6.919,0.67,6.919000148773193,-143.4899609375002,-72.9251609375002
916,161.544625,-1.68029166667,49.5228798133,36.4087,36.4058,-106.671,9.079,5385.08,4636.58,4.00012616927,-1.61265773425,0.379552840486,28.2062,916,31.7906,4.762,0.92,4.76200008392334,-143.07969903564452,-111.28909903564453
917,161.775583333,-1.93441388889,20.3106872689,224.773,224.755,81.2268,8.974,4450.79,6399.72,4.99366102502,-0.887695913267,2.90932529926E-4,245.55,917,218.4324,17.591,0.37,17.590999603271484,-143.5461949951172,74.88620500488281
918,161.615875,-1.77016944444,25.770410837,3217.71,3217.45,3074.2,11.941,5272.79,5548.15,0.5013233082,-4.03253889495,0.4,42.8293,918,39.1335,121.94,0.51,121.94000244140625,-143.50996093750018,-104.37646093750018
919,161.713166667,-1.90044444444,37.4682531634,3218.25,3218.0,3074.49,9.826,4337.6,5000.0,1.5,-5.5,0.4,39.6596,919,72.8809,5.889,0.85,5.888999938964844,-143.76000000000022,-70.87910000000022
920,161.8605,-2.050575,33.9205399035,-38.7616,-38.7584,-182.517,9.164,4801.83,5000.0,5.0,-1.5,0.4,19.857,920,-44.5349,3.861,0.92,3.8610000610351562,-143.75539950561523,-188.29029950561522
921,161.835541667,-2.05919444444,44.5236342172,12.9655,12.9645,-130.851,10.54,5297.39,5037.87,4.99999707431,-0.850068339897,5.53531053008E-4,29.648,921,10.494,4.806,0.93,4.806000232696533,-143.8164998779297,-133.3224998779297
922,161.683583333,-1.74785555556,31.707418889,9.4228,9.422,-133.677,12.35,4139.46,5517.87,5.0,-1.04675135612,0.4,24.6075,922,6.6873,6.172,0.82,6.171999931335449,-143.0998000640869,-136.4125000640869
923,161.82425,-1.96987222222,21.5745727355,22.7475,22.7457,-120.824,15.246,3987.99,5500.0,5.0,0.0,0.0,55.3223,923,19.8187,8.338,0.79,8.338000297546387,-143.5714994659424,-123.75279946594239
